23    2.6     6.0	     23    4.8     6.0  	  23    6.2     6.9	       23   10.5     8.8
24    2.8     5.8	     24    4.9     6.0  	  24    5.9     6.9	       24   10.8     9.0
25    2.7     5.8	     25    5.5     6.0  	  25    5.9     6.9	       25   11.2     9.2
26    2.6     5.7	     26    5.5     6.0  	  26    6.1     6.9	       26   11.7     9.5
27    2.5     5.5	     27    5.1     6.1  	  27    6.1     6.9	       27   12.0     9.7
28    2.6     5.5	     28    4.5     6.1  	  28    6.4     6.9	       28   12.5    10.0
29    3.0     5.4	     29    4.6     6.1  	  29    6.8     7.0	       29   12.4    10.2
30    2.9     5.4	     30   -999    -999  	  30    6.9     7.0	       30   12.5    10.4
31    2.9     5.4	     31   -999    -999  	  31    6.7     7.1	       31   -999    -999



May                          June                         July                         August
    30 cm   100 cm	     	 30 cm   100 cm 	      30 cm   100 cm		   30 cm   100 cm
1    12.2    10.5	     1    13.7    12.8  	  1    17.2    15.4	       1    17.9    16.8
2    12.3    10.7	     2    14.0    12.8  	  2    17.1    15.4	       2    18.1    16.8
3    12.6    10.8	     3    14.4    13.0  	  3    16.8    15.4	       3    17.9    16.8
4    12.8    11.0	     4    13.5    13.0  	  4    16.6    15.5	       4    17.0    16.7
5    13.0    11.0	     5    14.5    13.0  	  5    17.3    15.5	       5    16.9    16.6
6    13.0    11.2	     6    14.5    13.0  	  6    17.9    15.5	       6    17.6    16.6
7    12.2    11.3	     7    14.5    13.0  	  7    18.1    15.6	       7    17.5    16.5
8    12.2    11.3	     8    15.6    13.1  	  8    18.4    15.8	       8    17.3    16.5
9    12.7    11.3	     9    16.6    13.3  	  9    18.5    16.0	       9    18.0    16.5
10   12.1    11.4	     10   16.9    13.7  	  10   17.8    16.0	       10   17.7    16.5
11   11.9    11.4	     11   16.5    13.9  	  11   17.6    16.1	       11   17.9    16.5
12   12.0    11.4	     12   16.2    14.0  	  12   17.5    16.0	       12   18.0    16.5
13   12.4    11.5	     13   16.0    14.0  	  13   17.5    16.0	       13   17.7    16.6
14   12.8    11.5	     14   16.0    14.1  	  14   18.0    16.0	       14   17.6    16.6
15   13.3    11.7	     15   17.0    14.2  	  15   17.8    16.1	       15   18.1    16.6
16   13.0    11.8	     16   17.2    14.4  	  16   17.6    16.1	       16   18.2    16.6
17   12.9    11.8	     17   17.5    14.5  	  17   17.7    16.1	       17   18.0    16.7
18   13.0    11.8	     18   17.5    14.6  	  18   17.8    16.2	       18   18.5    16.7
19   13.5    12.0	     19   18.0    14.8  	  19   18.3    16.1	       19   18.7    16.9
20   13.3    12.1	     20   18.5    15.0  	  20   18.4    16.2	       20   18.8    17.0
21   13.0    12.0	     21   17.9    15.2  	  21   18.6    16.4	       21   19.0    17.0
22   13.0    12.1	     22   17.2    15.3  	  22   18.3    16.5	       22   19.3    17.1
23   13.0    12.1	     23   16.5    15.3  	  23   18.0    16.5	       23   19.3    17.2
24   13.7    12.1	     24   16.4    15.3  	  24   18.3    16.5	       24   18.9    17.4
25   13.6    12.2	     25   16.5    15.1  	  25   18.6    16.6	       25   18.8    17.4
26   13.4    12.3	     26   16.7    15.1  	  26   18.6    16.7	       26   18.9    17.4
27   13.0    12.4	     27   17.2    15.1  	  27   18.7    16.7	       27   19.0    17.4
28   13.5    12.4	     28   17.0    15.2  	  28   18.6    16.7	       28   18.7    17.4
29   14.0    12.5	     29   17.0    15.3  	  29   18.4    16.8	       29   18.0    17.4
30   14.5    12.5	     30   16.6    15.3  	  30   18.4    16.8	       30   17.8    17.3
31   14.3    12.7	     31   -999    -999  	  31   17.6    16.8	       31   18.1    17.2



September                    October                      November                     December
    30 cm   100 cm	     	 30 cm   100 cm 	      30 cm   100 cm		   30 cm   100 cm
1    18.3    17.2	     1    13.4    14.5  	  1    10.4    11.7	       1     6.9     8.5
2    18.2    17.3	     2    13.0    14.5  	  2    10.5    11.6	       2     5.8     8.5
3    18.5    17.2	     3    12.4    14.3  	  3     9.5    11.6	       3     5.0     8.3
4    17.6    17.3	     4    11.9    14.2  	  4     9.3    11.5	       4     5.8     8.2
5    16.8    17.2	     5    11.5    14.0  	  5     8.3    11.4	       5     6.2     8.0
6    16.5    17.0	     6    11.3    13.8  	  6     7.8    11.1	       6     6.2     8.0
7    16.6    16.8	     7    11.5    13.7  	  7     7.5    10.8	       7     6.1     8.0
8    16.6    16.6	     8    12.2    13.5  	  8     7.9    10.5	       8     6.8     8.0
9    16.4    16.5	     9    12.4    13.4  	  9     8.5    10.5	       9     6.0     8.0
10   15.8    16.5	     10   12.4    13.4  	  10    8.5    10.4	       10    5.8     8.0
11   15.9    16.3	     11   12.2    13.4  	  11	8.7    10.4	       11    6.0     8.0
12   16.3    16.2	     12   12.2    13.3  	  12	9.0    10.3	       12    6.2     7.8
13   16.6    16.2	     13   12.5    13.3  	  13	8.3    10.3	       13    6.3     7.8
14   16.5    16.1	     14   13.0    13.3  	  14	7.9    10.2	       14    6.6     7.8
15   16.3    16.1	     15   13.1    13.3  	  15	7.6    10.1	       15    6.6     7.9
16   16.5    16.1	     16   12.7    13.3  	  16	7.3    10.0	       16    6.4     7.9
17   16.1    16.0	     17   12.7    13.3  	  17	6.9	9.8	       17    6.2     7.8
18   15.7    16.0	     18   12.4    13.3  	  18	6.8	9.6	       18    5.4     7.8
19   15.6    16.0	     19   11.9    13.3  	  19	6.9	9.5	       19    5.3     7.7
20   15.0    15.8	     20   11.5    13.2  	  20	6.5	9.4	       20    5.8     7.6
21   14.5    15.7	     21   10.8    13.1  	  21	6.6	9.3	       21    5.4     7.6
22   14.4    15.5	     22   11.2    12.8  	  22	7.0	9.1	       22    5.3     7.5
23   14.1    15.4	     23   11.2    12.7  	  23	6.8	9.0	       23    6.5     7.5
24   13.7    15.2	     24   10.8    12.6  	  24	6.7	9.0	       24    6.9     7.5
25   13.5    15.0	     25   10.9    12.5  	  25	6.1	9.0	       25    5.7     7.5
26   13.3    15.0	     26   10.5    12.4  	  26	5.6	8.8	       26    5.1     7.5
27   13.7    14.7	     27    9.5    12.3  	  27	5.8	8.5	       27    4.4     7.4
28   14.0    14.6	     28    9.8    12.0  	  28	6.5	8.5	       28    4.3     7.2
29   13.7    14.6	     29   10.1    11.9  	  29	6.2	8.5	       29    5.2     7.0
30   13.7    14.6	     30   10.5    11.8  	  30	6.9	8.4	       30    5.9     7.0
31   -999    -999	     31   10.1    11.8  	  31   -999    -999	       31    6.0     7.0
