15   14.6    15.5	     15   11.5    13.4  	  15    6.9     9.5	       15    5.0     6.9
16   14.1    15.4	     16   11.1    13.1  	  16    7.2     9.4	       16    5.0     7.0
17   13.9    15.3	     17   11.2    13.0  	  17    6.8     9.3	       17    5.0     7.0
18   13.6    15.1	     18   11.5    12.8  	  18    7.2     9.2	       18    5.0     7.0
19   14.3    15.0	     19   11.3    12.8  	  19    7.8     9.1	       19    4.9     7.0
20   14.4    14.9	     20   11.1    12.6  	  20    8.0     9.2	       20    5.0     7.0
21   14.8    15.0	     21   10.9    12.6  	  21    8.0     9.3	       21    4.9     6.9
22   14.4    14.9	     22   10.5    12.5  	  22    8.0     9.4	       22    4.7     6.9
23   14.0    14.9	     23   10.5    12.3  	  23	7.6	9.4	       23    5.0     6.7
24   14.0    14.8	     24   10.2    12.2  	  24	7.5	9.4	       24    5.0     6.7
25   14.0    14.7	     25    9.9    12.0  	  25	7.8	9.3	       25    5.0     6.8
26   14.0    14.7	     26    9.9    11.9  	  26	8.0	9.2	       26    4.2     6.7
27   14.5    14.6	     27    9.7    11.7  	  27	8.0	9.3	       27    4.1     6.6
28   14.5    14.6	     28   10.0    11.6  	  28	7.9	9.3	       28    4.0     6.5
29   14.6    14.6	     29   10.2    11.5  	  29	7.3	9.2	       29    3.2     6.5
30   14.5    14.6	     30   10.2    11.5  	  30	6.6	9.1	       30    3.4     6.3
31   -999    -999	     31   10.0    11.5  	  31   -999    -999	       31    3.5     6.1
