/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCALIA1 (1912-1936), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926193 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.450000 * LONGITUDE: -5.160000 * ALTITUDE: 700 m
	DATE/TIME START: 1912-05-01T00:00:00 * DATE/TIME END: 1936-07-01T00:00:00
Event(s):	CCALIA1 * LATITUDE: 39.450000 * LONGITUDE: -5.160000 * ALTITUDE: 700 m * LOCATION: Alía, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Number of rainy days [days/month] (Rainy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of snowy days [days/month] (Snowy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Precipitation [mm/month] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge
	Precipitation, daily, maximum [mm/day] (Precip day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge * COMMENT: within this month
	Day of the month (Day of month) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: of max daily precipitation
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean, in rainy days (W = west, E = east, N = north, S = south) ("Various" means several directions)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: max, in rainy days (W = west, E = east, N = north, S = south)
	Number of dew days [days/month] (Dew days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of frost days [days/month] (Frost days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of foggy days [days/month] (Foggy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of stormy days [days/month] (Stormy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of hail days [days/month] (Hail days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
Size:	681 data points
*/
Date/Time	Rainy days [days/month] (Observation)	Snowy days [days/month] (Observation)	Precip [mm/month] (Hellmann Rain Gauge)	Precip day max [mm/day] (within this month, Hellmann R...)	Day of month (of max daily precipitation)	Wind dir descr (mean, in rainy days (W = west...)	Wind dir descr (max, in rainy days (W = west,...)	Dew days [days/month] (Observation)	Frost days [days/month] (Observation)	Foggy days [days/month] (Observation)	Stormy days [days/month] (Observation)	Hail days [days/month] (Observation)
1933-12	11	0	81.10	81.1	1933-12-21.3	14						
1934-01	4	0	32.50	15.0	1934-01-15							
1934-02	2	1	7.70	3.7	1934-02-26							
1934-03	12	0	92.20	22.5	1934-03-08							
1934-04	13	0	136.80	29.5	1934-04-07							
1934-05	7	0	43.40	11.0	1934-05-14							
1934-06	1	0	12.00	12.0	1934-06-18							
1934-07	0	0	0.00	0.0								
1934-08	1	0	1.00	1.0	1934-08-19							
1934-09	1	0	2.00	2.0	1934-09-28							
1934-10	0	0	0.00	0.0								
1934-11	11	0	74.80	21.0	1934-11-02							
1934-12	18	0	189.30	51.0	1934-12-10							
1935-01	0	2	2.00	1.0	1935-01-29 and 30							
1935-02	8	0	32.50	10.0	1935-02-26							
1935-03	7	0	68.00	22.0	1935-03-20							
1935-04	4	0	17.20	5.7	1935-04-28							
1935-05	13	0	78.80	17.5	1935-05-21							
1935-06	2	0	8.00	5.0	1935-06-29							
1935-07	0	0	0.00	0.0								
1935-08	1	0	6.20	6.2	1935-08-10							
1935-09	0	0	0.00	0.0								
1935-10	2	0	7.00	4.0	1935-10-26							
1935-11	13	0	163.00	30.0	1935-11-19							
1935-12	11	0	247.00	51.0	1935-12-28							
1936-01	23	0	248.20	54.5	1936-01-19							
1936-02	12	0	229.00	38.5	1936-02-22							
1936-03	15	0	165.00	22.0	1936-03-19 and 22							
1936-04	11	0	95.50	20.0	1936-04-13							
1936-05	10	0	79.00	20.0	1936-05-08							
1936-06	2	0	23.50	14.0	1936-06-20							
1936-07	0	0	0.00	0.0	1936-07-00							
