/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1913-05-17	4			3			44.2	33.0	11.2
1913-05-18	0			1			52.6	40.0	12.6
1913-05-19	0			2			50.6	38.4	12.2
1913-05-20	0			3			40.0	33.4	6.6
1913-05-21	0			2			32.6	29.2	3.4
1913-05-22	0			1			52.8	42.4	10.4
1913-05-23	0			0			56.8	45.4	11.4
1913-05-24	0			1			49.2	40.4	8.8
1913-05-25	2			2			39.6	36.2	3.4
1913-05-26	0			1			54.2	44.6	9.6
1913-05-27	4			4			30.0	27.6	2.4
1913-05-28	4			4			41.4	35.2	6.2
1913-05-29	0			0			50.4	#41.6	8.8
1913-05-30	4			4			25.4	22.2	3.2
1913-05-31	1			4			32.6	25.0	7.6
1913-06-01	2			1			40.6	30.4	10.2
1913-06-02	0			2			40.8	33.4	7.4
1913-06-03	1			0			36.2	31.0	5.2
1913-06-04	3			1			39.4	36.0	3.4
1913-06-05	0			0			50.8	40.6	10.2
1913-06-06	1			0			29.8	42.8	7.0
1913-06-07	2			1			55.4	44.2	11.2
1913-06-08	1			0			56.6	46.4	10.2
1913-06-09	0			0			60.6	49.2	11.4
1913-06-10	0			0			54.0	47.2	6.8
1913-06-11	0			0			59.0	47.2	12.8
1913-06-12	0			0			53.8	47.2	6.6
1913-06-13	0			0			54.8	46.6	8.2
1913-06-14	2			3			44.2	38.0	6.2
1913-06-15	1			0			55.4	45.6	9.8
1913-06-16	3			2			40.6	35.4	5.2
1913-06-17	4			2			42.8	37.4	5.4
1913-06-18	0			1			54.4	43.2	11.2
1913-06-19	0			1			56.2	45.4	10.8
1913-06-20	0			1			56.0	47.4	8.6
1913-06-21	0			0			52.4	45.8	6.6
1913-06-22	0			0			57.4	48.2	9.2
1913-06-23	0			0			62.4	52.4	10.0
1913-06-24	0			0			64.0	53.0	11.0
1913-06-25	0			0			62.4	51.4	11.0
1913-06-26	0			0			62.0	50.8	11.2
1913-06-27	0			0			60.6	50.4	10.2
1913-06-28	0			0			61.8	50.6	11.2
1913-06-29	0			0			61.6	49.8	11.8
1913-06-30	0			0			61.4	51.0	10.4
1913-07-01	0			1			57.8	47.2	10.6
1913-07-02	1			1			57.4	46.8	10.6
1913-07-03	0			0			50.2	41.4	8.8
1913-07-04	0			1			50.4	41.0	9.4
1913-07-05	0			0			49.2	41.0	8.2
1913-07-06	0			1			55.0	41.0	14.0
1913-07-07	4			2			53.2	41.8	11.4
1913-07-08	0			1			55.0	45.0	10.0
1913-07-09	0			0			60.4	46.0	14.4
1913-07-10	0			0			59.2	47.8	11.4
1913-07-11	0			0			62.0	50.8	11.2
1913-07-12	0			0			62.4	51.2	11.2
1913-07-13	0			0			59.8	47.0	12.8
1913-07-14	4			0			54.0	43.0	11.0
1913-07-15	0			3			35.6	32.2	3.4
1913-07-16	0			0			54.0	45.8	8.2
1913-07-17	0			0			62.8	52.0	10.8
1913-07-18	0			0			65.8	54.0	11.8
1913-07-19	0			0			63.0	53.0	10.0
1913-07-20	0			0			65.0	54.0	11.0
1913-07-21	0			0			64.4	54.0	10.4
1913-07-22	0			0			65.8	55.4	10.4
1913-07-23	0			0			43.0	40.0	3.0
1913-07-24	4			4			38.0	34.8	3.2
1913-07-25	1			2			48.6	39.8	8.8
1913-07-26	0			1			54.2	44.0	10.2
1913-07-27	0			0			57.4	47.0	10.4
1913-07-28	0			0			55.4	44.2	11.2
1913-07-29	0			3			39.2	33.2	6.0
1913-07-30	0			2			36.0	31.2	4.8
1913-07-31	0			0			53.0	41.8	11.2
1913-08-01	0			0			49.8	41.6	8.2
1913-08-02	0			1			52.2	42.8	9.4
1913-08-03	0			0			55.0	41.6	13.4
1913-08-04	0			2			40.6	35.2	5.4
1913-08-05	0			3			44.0	36.2	7.8
1913-08-06	0			3			46.2	37.2	9.0
1913-08-07	2			2			50.0	41.8	8.2
1913-08-08	0			0			56.0	44.4	11.6
1913-08-09	0			0			50.3	40.3	10.0
1913-08-10	0			1			58.0	47.2	10.8
1913-08-11	0			0			56.8	46.4	10.4
1913-08-12	0			0			58.0	46.0	12.0
1913-08-13	0			1			57.2	46.2	11.0
1913-08-14	0			0			59.0	47.6	11.4
1913-08-15	0			0			57.4	48.2	9.2
1913-08-16	0			0			57.6	46.6	11.0
1913-08-17	4			3			46.4	35.2	11.2
1913-08-18	4			4			35.6	30.6	5.0
1913-08-19	0			0			52.2	42.0	10.2
1913-08-20	0			0			48.0	43.4	4.6
1913-08-21	0			1			58.6	47.4	11.2
1913-08-22	0			0			59.0	48.4	10.6
1913-08-23	0			4			40.2	36.2	4.0
1913-08-24	4			4			34.4	32.0	2.4
1913-08-25	4			3			49.0	38.2	6.8
1913-08-26	1			0			45.2	37.6	7.6
1913-08-27	0			0			52.2	41.2	11.0
1913-08-28	0			2			34.0	31.4	2.6
1913-08-29	4			4			#20.4	#18.8	1.6
1913-08-30	0			1			55.2	42.8	12.4
1913-08-31	0			1			50.0	40.2	9.8
1913-09-01	0			2			40.2	34.2	6.0
1913-09-02	0			0			45.6	37.4	8.2
1913-09-03	4			4			31.0	26.0	5.0
1913-09-04	1			2			42.0	33.0	9.0
1913-09-05	0			0			55.0	43.2	11.8
1913-09-06	0			3			40.8	35.0	5.8
1913-09-07	0			0			48.8	34.2	14.6
1913-09-08	1			1			45.0	35.2	9.8
1913-09-09	2			4			19.4	18.2	1.2
1913-09-10	2			3			32.0	26.2	5.8
1913-09-11	0			2			34.6	27.0	7.6
1913-09-12	4			4			15.0	14.6	0.4
1913-09-13	4			4			26.2	23.0	3.2
1913-09-14	0			2			40.6	29.8	10.8
1913-09-15	0			3			23.4	19.6	3.8
1913-09-16	3			3			26.8	22.6	4.2
1913-09-17	4			4			27.9	22.2	5.0
1913-09-18	0			2			29.0	24.0	5.0
1913-09-19	0			0			42.2	31.8	10.4
1913-09-20	0			1			45.8	35.0	10.8
1913-09-21	0			0			55.2	#42.0	13.2
1913-09-22	0			0			50.0	#18.8	11.2
1913-09-23	0			0			51.4	41.4	10.0
1913-09-24	4			4			37.8	31.4	6.4
1913-09-25	1			0			50.0	39.8	10.2
1913-09-26	1			2			36.2	32.0	4.2
1913-09-27	2			2			36.4	29.0	7.4
1913-09-28	4			4			16.2	16.0	0.2
1913-09-29	4			4			31.6	24.4	7.2
1913-09-30	4			4			17.0	15.6	1.4
1913-10-01	4			3			27.4	21.2	6.2
1913-10-02	4			4			22.6	20.0	2.6
1913-10-03	2			3			32.0	22.8	9.2
1913-10-04	0			0			40.0	29.6	10.4
1913-10-05	4			4			24.0	19.4	4.6
1913-10-06	4			4			19.0	17.6	1.4
1913-10-07	4			4			14.8	14.0	#0.8
1913-10-08	0			0			37.8	24.0	13.8
1913-10-09	0			0			41.0	29.8	11.2
1913-10-10	4			4			15.6	15.0	0.6
1913-10-11	0			0			40.4	20.2	10.2
1913-10-12	0			0			40.6	26.8	13.8
1913-10-13	0			0			44.6	33.8	10.8
1913-10-14	0			0			45.6	36.2	9.4
1913-10-15	1			0			40.2	33.4	6.8
1913-10-16	0			0			45.4	35.6	9.8
1913-10-17	0			0			44.0	35.6	8.4
1913-10-18	0			0			42.8	33.8	9.0
1913-10-19	0			4			29.0	25.6	3.4
1913-10-20	4			4			20.8	19.2	1.6
1913-10-21	4			0			32.2	22.4	9.8
1913-10-22	4			4			10.8	9.8	1.0
1913-10-23	4			4			#10.0	9.6	#0.4
1913-10-24	2			0			#44.0	28.0	#16.0
1913-10-25	4			4			14.8	14.2	0.6
1913-10-26	4			4			16.8	16.8	0.0
1913-10-27	4			4			16.0	15.2	0.8
1913-10-28	4			1			22.4	14.4	8.0
1913-10-29	4			4			15.4	13.6	1.8
1913-10-30	4			4			17.4	16.4	1.0
1913-10-31	4			4			15.4	14.6	0.8
1913-11-01	4			4			17.2	16.2	1.0
1913-11-02	0			0			34.6	32.6	2.0
1913-11-03	2			0			40.4	27.6	#12.8
1913-11-04	4			4			17.2	16.4	0.8
1913-11-05	4			4			16.4	15.6	0.8
1913-11-06	0			4			16.2	14.2	2.0
1913-11-07	4			4			14.4	13.4	1.0
1913-11-08	4			4			24.4	17.8	9.6
1913-11-09	4			4			12.8	12.2	0.6
1913-11-10	4			4			16.2	15.0	1.2
1913-11-11	4			4			13.4	13.0	0.4
1913-11-12	4			4			14.6	13.4	1.2
1913-11-13	2			4			14.2	12.6	1.6
1913-11-14	4			4			17.4	15.9	2.2
1913-11-15	2			4			16.6	15.4	1.2
1913-11-16	0			0			35.4	30.0	5.4
1913-11-17	0			0			33.8	24.6	9.2
1913-11-18	0			0			31.8	24.6	7.2
1913-11-19				4			22.6	12.0	3.6
1913-11-20	4			2			17.2	15.6	1.6
1913-11-21	4			2			20.2	16.4	3.8
1913-11-22				0			28.2	22.8	5.4
1913-11-23				4			16.0	13.0	3.0
1913-11-24	4			1			15.2	13.6	1.6
1913-11-25	0			0			23.4	18.6	4.8
1913-11-26	0			0			28.2	23.4	4.8
1913-11-27	0			0			29.6	21.6	8.0
1913-11-28	4			0			24.0	22.0	2.0
1913-11-29	0			0			31.2	26.0	5.2
1913-11-30	0			0			35.4	27.2	8.2
1913-12-01	0			0			31.2	23.4	7.8
1913-12-02	0			0			26.0	24.6	1.4
1913-12-03	0			0			25.4	24.2	1.2
1913-12-04	4			1			28.4	21.2	7.2
1913-12-05				0			27.4	19.2	8.2
1913-12-06	1			2			18.6	14.8	3.8
1913-12-07				1			25.0	21.2	3.8
1913-12-08	1			1			16.0	14.0	2.0
1913-12-09	1			0			30.8	21.4	9.4
1913-12-10	0			0			27.5	22.2	5.3
1913-12-11	0			0			28.6	24.4	4.2
1913-12-12							8.0	7.4	0.6
1913-12-13							8.0	7.4	0.6
1913-12-14				1			16.2	12.8	3.4
1913-12-15	0			0			30.4	24.6	5.8
1913-12-16	0			0			15.4	12.8	2.6
1913-12-17							7.4	5.6	1.8
1913-12-18							3.6	3.2	0.4
1913-12-19							7.0	5.6	1.4
1913-12-20				4			8.8	5.4	3.4
1913-12-21	4			4			17.2	13.8	3.4
1913-12-22	4			4			12.4	11.6	0.8
1913-12-23	4			4			12.2	11.0	1.2
1913-12-24				4			10.0	9.4	0.6
1913-12-25	1			0			21.4	15.6	5.8
1913-12-26	0			0			26.2	20.8	5.4
1913-12-27	0			0			27.2	22.8	4.4
1913-12-28	4			4			10.8	10.0	0.8
1913-12-29	1			1			19.4	15.8	3.6
1913-12-30	0			1			17.4	15.4	2.0
1913-12-31	0			0			17.6	12.0	5.6
1914-01-01	0			0			15.4	3.2	12.2
1914-01-02	1			0			15.8	12.8	3.0
1914-01-03	0			0			19.8	15.4	4.4
1914-01-04	0			0			22.8	18.0	4.8
1914-01-05	0			0			22.2	17.8	4.4
1914-01-06	1			0			26.4	18.8	7.6
1914-01-07				0			26.0	19.8	6.2
1914-01-08	1			0			26.4	20.0	6.4
1914-01-09	0			0			31.0	22.8	8.2
1914-01-10	1			0			34.8	25.2	9.6
1914-01-11	2			4			12.0	10.4	1.6
1914-01-12							10.4	10.2	0.2
1914-01-13	4			2			18.2	16.2	2.0
1914-01-14	0			4			8.4	7.2	1.2
1914-01-15	0			0			20.4	16.8	0.6
1914-01-16	0			4			9.0	6.8	2.2
1914-01-17				4			6.6	4.8	1.8
1914-01-18	0			0			9.6	5.4	4.2
1914-01-19	4			4			7.4	6.8	0.6
1914-01-20	2			4			9.8	8.2	1.6
1914-01-21							11.8	11.4	0.4
1914-01-22	1			0			20.0	16.8	3.2
1914-01-23	4			4			9.0	7.6	1.4
1914-01-24	0			0			28.4	19.4	9.0
1914-01-25	0			0			29.6	22.8	6.8
1914-01-26	0			2			22.8	19.8	3.0
1914-01-27	4			4			13.2	12.2	1.0
1914-01-28	0			0			28.6	21.8	6.8
1914-01-29	3			3			19.2	17.0	2.2
1914-01-30	2			0			26.0	20.4	5.6
1914-01-31	0			0			27.0	25.2	1.8
1914-02-01	0			0			27.0	19.0	8.0
1914-02-02	4			4			17.8	15.0	2.8
1914-02-03	2			3			22.6	19.4	3.2
1914-02-04	1			4			14.8	12.8	2.0
1914-02-05	4			4			16.6	15.1	1.4
1914-02-06	4			4			15.4	13.2	2.2
1914-02-07	0			1			20.2	17.4	2.8
1914-02-08	4			4			11.2	10.0	1.2
1914-02-09	4			3			10.4	8.8	1.6
1914-02-10	4			2			25.0	19.0	6.0
1914-02-11	4			4			10.2	9.4	0.8
1914-02-12				0			33.2	25.4	7.8
1914-02-13	4			0			35.0	25.8	9.2
1914-02-14	0			0			38.0	28.8	9.2
1914-02-15	2			2			#37.0	26.3	10.7
1914-02-16	4			4			8.8	7.4	1.4
1914-02-17	4			0			33.2	24.4	8.8
1914-02-18	4			4			23.6	19.0	4.6
1914-02-19	4			4			18.4	15.8	2.6
1914-02-20				4			12.0	10.0	2.0
1914-02-21	4			4			15.4	13.4	2.0
1914-02-22	4			4			5.8	4.6	1.2
1914-02-23	4			4			8.4	8.0	0.4
1914-02-24	4			3			18.0	14.8	3.2
1914-02-25	0			3			14.4	12.2	2.2
1914-02-26	1			3			24.6	19.8	4.8
1914-02-27	0			0			40.2	31.0	9.2
1914-02-28	0			0			39.6	28.6	11.0
1914-03-01	0			0			37.0	22.8	#14.2
1914-03-02	0			2			16.2	13.6	2.6
1914-03-03	0			0			35.8	25.4	10.4
1914-03-04	0			0			37.0	27.4	9.6
1914-03-05	0			2			32.6	24.6	8.0
1914-03-06	1			1			35.0	26.8	9.2
1914-03-07	1			0			39.6	31.0	9.6
1914-03-08				4			22.8	19.0	3.8
1914-03-09	4			4			14.0	13.0	1.0
1914-03-10	4			4			15.6	13.0	#2.6
1914-03-11	2			1			35.0	19.8	15.2
1914-03-12	0			0			30.8	18.8	12.0
1914-03-13	0			4			26.4	22.2	4.2
1914-03-14	1			1			33.0	23.8	9.2
1914-03-15	1			1			30.6	23.2	7.4
1914-03-16	0			0			43.6	32.8	10.8
1914-03-17				4			32.8	23.8	9.0
1914-03-18	1			1			23.8	18.4	5.4
1914-03-19	2			4			14.2	12.8	1.4
1914-03-20	4			4			23.0	18.4	4.6
1914-03-21	0			0			39.0	28.6	10.4
1914-03-22	4			4			28.2	18.4	9.8
1914-03-23	1			0			39.8	29.0	10.8
1914-03-24	4			4			21.0	18.0	3.0
1914-03-25	4			4			16.2	14.8	1.4
1914-03-26	1			4			26.8	22.0	4.8
1914-03-27	2			4			24.6	21.6	3.0
1914-03-28	4			4			28.6	24.8	3.8
1914-03-29	4			0			33.6	25.2	8.4
1914-03-30	0			0			42.4	32.4	10.0
1914-03-31	0			1			43.8	34.4	9.4
1914-04-01	2			4			27.4	24.0	3.4
1914-04-02	4			4			23.2	17.4	5.8
1914-04-03	1			0			47.8	35.4	12.4
1914-04-04	1			0			41.6	32.2	9.4
1914-04-05	0			1			48.0	31.8	16.2
1914-04-06	0			0			30.0	30.0	#20.0
1914-04-07	0			1			40.8	34.2	6.6
1914-04-08	0			0			27.6	21.4	6.2
1914-04-09	0			0			40.8	34.4	6.4
1914-04-10	1			4			41.0	32.0	9.0
1914-04-11	4			4			31.6	24.8	6.8
1914-04-12	4			4			16.8	16.2	0.6
1914-04-13	4			4			22.6	19.8	2.8
1914-04-14	4			3			23.0	19.8	3.2
1914-04-15	4			4			28.0	24.2	3.8
1914-04-16	4			4			21.8	15.8	3.0
1914-04-17				2			#42.6	#32.2	10.4
