/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCCACE1 (1913-1923), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926327 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.473056 * LONGITUDE: -6.370000
	DATE/TIME START: 1913-01-01T00:00:00 * DATE/TIME END: 1923-12-31T00:00:00
Event(s):	CCCACE1 * LATITUDE: 39.473056 * LONGITUDE: -6.370000 * LOCATION: Cáceres, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST) * COMMENT: the symbol "#" represents suspicious data found from a quality control
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 8 am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1 pm
	Total cloud amount [fourths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 4 pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6 pm
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the black bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: reached by the bright bulb thermometer, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: oscillation between black and bright bulbs thermometers, at 4pm for the period 1913-01-01--1920-12-31, at 1pm for the period 1923-01-01--1923-12-31
Size:	18173 data points
*/
Date/Time	N [fourths] (at 8 am)	N [tenths] (at 8 am)	N [tenths] (at 1 pm)	N [fourths] (at 4 pm)	N [tenths] (at 4 pm)	N [tenths] (at 6 pm)	TTT [°C] (reached by the black bulb the...)	TTT [°C] (reached by the bright bulb th...)	delta T [°C] (oscillation between black and...)
1920-03-03	2			3			22.6	20.0	2.6
1920-03-04	0			0			38.8	32.4	6.4
1920-03-05	4			4			30.0	25.2	4.8
1920-03-06	4			4			17.8	15.8	2.0
1920-03-07	0			4			13.2	10.0	3.2
1920-03-08	0			1			28.6	17.6	11.0
1920-03-09	0			1			29.2	20.0	9.2
1920-03-10	1			0			30.0	24.0	6.0
1920-03-11	1			0			34.6	29.0	5.6
1920-03-12	4			4			23.8	20.0	3.8
1920-03-13	4			3			31.4	26.4	5.0
1920-03-14	4			4			17.8	15.4	2.4
1920-03-15	4			3			18.0	17.0	1.0
1920-03-16	2			1			33.0	26.4	6.6
1920-03-17	1			0			45.4	35.6	9.8
1920-03-18	0			0			40.8	32.0	8.8
1920-03-19	0			0			49.6	39.4	10.2
1920-03-20	0			0			47.8	40.2	7.6
1920-03-21	0			0			51.2	41.4	9.8
1920-03-22	0			0			44.6	32.6	12.0
1920-03-23	0			0			46.0	38.8	7.2
1920-03-24	0			1			40.2	33.4	6.8
1920-03-25	0			0			40.4	35.0	5.4
1920-03-26	0			0			36.4	31.0	5.4
1920-03-27	2			2			43.8	32.0	11.8
1920-03-28	3			4			24.6	20.2	4.4
1920-03-29	4			4			24.6	12.6	5.0
1920-03-30				4			26.8	20.0	6.8
1920-03-31	4			4			27.4	22.4	5.0
1920-04-01	2			3			38.6	30.2	8.4
1920-04-02	2			1			37.8	30.4	7.4
1920-04-03	2			3			45.4	33.4	12.0
1920-04-04	3			3			30.6	28.0	2.6
1920-04-05	2			4			34.4	28.6	5.8
1920-04-06	3			1			37.2	29.6	7.6
1920-04-07	4			0			43.6	31.0	12.6
1920-04-08	4			4			23.6	19.4	4.2
1920-04-09	4			4			23.2	19.2	4.0
1920-04-10	4			3			25.0	20.0	5.0
1920-04-11	3			4			26.6	21.6	5.0
1920-04-12	4			4			11.2	10.4	0.8
1920-04-13	4			4			16.2	14.6	1.6
1920-04-14	4			4			24.0	20.4	3.6
1920-04-15	4			4			18.0	16.2	1.8
1920-04-16	4			4			15.0	13.6	1.4
1920-04-17	4			4			#17.2	15.0	#2.2
1920-04-18	2			2			44.2	30.8	13.4
1920-04-19	4			1			29.4	28.8	10.6
1920-04-20	1			3			32.2	26.0	6.2
1920-04-21	0			0			39.2	30.0	9.2
1920-04-22	2			0			38.4	30.4	8.0
1920-04-23	0			0			41.4	33.2	8.2
1920-04-24	0			0			30.2	25.0	5.2
1920-04-25	0			0			35.0	30.0	5.0
1920-04-26	0			0			42.4	35.2	7.2
1920-04-27	0			1			45.0	37.0	8.0
1920-04-28	2			2			37.2	32.2	5.0
1920-04-29	2			2			33.4	27.2	6.2
1920-04-30	4			4			27.0	23.2	3.8
1920-05-01	4			4			22.0	21.0	1.0
1920-05-02	3			4			25.2	21.6	3.6
1920-05-03	4			4			32.0	27.6	4.4
1920-05-04	0			0			#46.0	36.0	10.0
1920-05-05	0			0			#3.4	28.4	5.0
1920-05-06	0			0			47.6	39.4	8.2
1920-05-07	0			0			51.4	42.4	9.0
1920-05-08	0			0			52.8	43.8	9.0
1920-05-09	0			2			45.0	39.0	6.0
1920-05-10	3			4			38.8	35.8	3.0
1920-05-11	4			3			42.0	34.0	8.0
1920-05-12	2			4			47.8	38.6	9.2
1920-05-13	4			4			22.0	19.8	2.2
1920-05-14	0			4			16.0	15.4	0.6
1920-05-15	3			4			30.0	25.0	5.0
1920-05-16	4			3			45.4	34.2	11.2
1920-05-17	1			3			43.0	35.0	8.0
1920-05-18	0			4			43.2	37.0	6.2
1920-05-19	0			0			40.4	34.4	6.0
1920-05-20	0			0			35.0	28.8	6.2
1920-05-21	0			1			36.0	29.8	6.2
1920-05-22	3			4			31.0	28.0	3.0
1920-05-23	2			4			17.8	16.8	1.0
1920-05-24	3			3			31.0	26.2	4.8
1920-05-25	2			4			27.0	23.8	3.2
1920-05-26	1			3			50.2	40.2	10.0
1920-05-27	2			3			46.2	37.8	8.4
1920-05-28	3			3			40.2	35.0	5.2
1920-05-29	0			0			48.6	38.8	9.8
1920-05-30	1			2			44.8	39.2	5.6
1920-05-31	1			4			30.0	26.2	3.8
1920-06-01	0			0			41.4	36.2	5.2
1920-06-02	0			0			49.4	41.4	8.0
1920-06-03	0			0			50.4	41.4	9.0
1920-06-04	0			1			45.0	39.0	6.0
1920-06-05	0			2			44.0	37.8	6.2
1920-06-06	2			1			38.8	31.6	7.2
1920-06-07	4			4			27.2	23.0	4.2
1920-06-08	0			1			38.4	32.0	6.4
1920-06-09	1			1			31.6	27.2	4.4
1920-06-10	3			1			40.0	32.8	7.2
1920-06-11	4			4			33.6	28.4	5.2
1920-06-12	4			1			37.0	29.4	7.6
1920-06-13	1			4			40.8	32.8	8.0
1920-06-14	4			3			37.0	30.2	6.8
1920-06-15	1			0			40.4	34.6	5.8
1920-06-16	2			0			40.0	33.6	6.4
1920-06-17	1			0			42.4	35.4	7.0
1920-06-18	1			1			51.2	42.6	8.6
1920-06-19	1			0			43.0	38.8	4.2
1920-06-20	0			0			51.8	44.8	7.0
1920-06-21	0			0			53.6	46.8	6.8
1920-06-22	0			0			54.2	47.4	6.8
1920-06-23	0			4			43.2	40.4	2.8
1920-06-24	1			3			46.4	40.0	6.4
1920-06-25	2			3			41.2	38.0	3.2
1920-06-26	3			4			40.4	36.4	4.0
1920-06-27	0			3			38.2	34.4	3.8
1920-06-28	4			3			41.0	35.4	5.6
1920-06-29	1			3			48.4	41.0	7.4
1920-06-30	0			1			43.4	38.0	5.4
1920-07-01	1			0			41.4	36.4	5.0
1920-07-02	1			0			45.8	38.6	7.2
1920-07-03	0			0			46.4	39.2	7.2
1920-07-04	0			0			50.0	42.0	8.0
1920-07-05	0			0			47.4	40.8	7.6
1920-07-06	0			0			45.8	38.4	7.4
1920-07-07	2			0			42.0	36.4	5.6
1920-07-08	0			0			53.4	42.6	10.0
1920-07-09	0			0			49.4	42.0	7.4
1920-07-10	2			0			51.0	43.4	7.6
1920-07-11	0			0			53.6	44.2	9.4
1920-07-12	0			0			48.8	41.8	7.0
1920-07-13	0			0			50.8	42.8	7.6
1920-07-14	0			0			53.8	45.2	8.6
1920-07-15	0			0			54.0	44.4	9.6
1920-07-16	0			0			48.6	41.4	7.2
1920-07-17	0			0			49.4	40.8	8.6
1920-07-18	0			0			52.6	43.4	9.2
1920-07-19	0			0			54.8	46.0	8.8
1920-07-20	0			0			46.0	39.8	6.2
1920-07-21	0			0			42.0	37.4	4.6
1920-07-22	0			0			52.6	44.4	8.2
1920-07-23	0			0			52.0	43.2	8.8
1920-07-24	0			0			52.0	41.2	10.8
1920-07-25	0			0			54.0	45.0	9.0
1920-07-26	0			0			50.2	40.2	10.0
1920-07-27	0			0			48.6	41.4	7.2
1920-07-28	0			0			55.8	46.8	9.0
1920-07-29	0			0			57.4	48.4	9.0
1920-07-30	0			0			57.0	42.4	14.6
1920-07-31	0			0			55.2	47.4	7.8
1920-08-01	0			0			53.4	45.0	8.4
1920-08-02	0			0			50.6	43.0	7.6
1920-08-03	0			0			49.4	45.2	4.2
1920-08-04	0			0			52.8	44.6	8.2
1920-08-05	0			0			47.4	40.2	7.2
1920-08-06	0			0			53.0	45.8	7.2
1920-08-07	1			0			51.0	44.4	6.6
1920-08-08	0			0			51.0	43.6	7.4
1920-08-09	0			0			51.2	44.6	6.6
1920-08-10	0			0			50.6	44.2	6.4
1920-08-11	0			0			50.6	44.2	6.4
1920-08-12	0			0			50.4	46.2	4.2
1920-08-13	0			0			51.2	47.0	4.2
1920-08-14	0			0			46.4	41.2	5.2
1920-08-15	0			0			54.6	45.0	9.6
1920-08-16	0			0			49.6	44.2	5.4
1920-08-17	0			0			51.4	46.2	5.2
1920-08-18	0			0			50.6	47.2	3.4
1920-08-19	2			1			44.6	35.6	9.0
1920-08-20	0			1			44.2	36.8	7.4
1920-08-21	0			1			45.4	37.6	7.8
1920-08-22	0			1			39.0	32.4	6.6
1920-08-23	1			3			42.0	35.8	6.2
1920-08-24	0			0			49.0	41.2	7.8
1920-08-25	0			0			49.0	41.0	8.0
1920-08-26	0			0			47.0	40.2	6.8
1920-08-27	1			2			39.0	35.0	4.0
1920-08-28	0			0			50.2	43.4	6.8
1920-08-29	0			0			52.0	45.0	7.0
1920-08-30	0			0			47.6	41.2	6.4
1920-08-31	0			1			48.6	43.4	5.2
1920-09-01	0			0			44.8	39.0	5.8
1920-09-02	0			0			47.0	40.0	7.0
1920-09-03	0			0			46.4	39.8	6.6
1920-09-04	0			2			50.8	41.0	9.8
1920-09-05	0			0			50.0	42.2	7.8
1920-09-06	2			0			51.6	42.8	8.8
1920-09-07	3			4			32.4	31.0	1.4
1920-09-08	3			4			39.0	34.4	4.6
1920-09-09	4			4			43.0	35.2	7.8
1920-09-10	1			2			44.6	35.0	9.6
1920-09-11	4			3			36.4	32.2	4.2
1920-09-12				2			36.6	32.2	4.4
1920-09-13	1			1			37.4	31.6	5.8
1920-09-14	1			1			45.0	36.2	8.8
1920-09-15	1			0			45.8	37.0	8.8
1920-09-16	0			1			46.4	37.2	9.2
1920-09-17	2			2			47.8	37.2	10.6
1920-09-18	1			4			23.0	21.8	1.2
1920-09-19				3			35.8	30.6	5.2
1920-09-20	0			1			38.6	32.2	6.4
1920-09-21	0			1			39.4	33.0	6.4
1920-09-22	0			0			42.8	37.4	5.4
1920-09-23	0			0			41.2	36.0	5.2
1920-09-24	0			0			45.2	39.8	5.4
1920-09-25	1			2			46.4	38.6	7.8
1920-09-26	2			2			40.2	35.0	5.2
1920-09-27	0			0			38.0	31.6	6.4
1920-09-28	1			2			44.2	38.6	5.6
1920-09-29	2			1			42.0	#36.0	6.0
1920-09-30	4						15.2	14.8	0.4
1920-10-01	1			4			22.2	20.0	2.2
1920-10-02	2			4			19.0	17.4	1.6
1920-10-03				2			17.8	16.8	1.0
1920-10-04	3						19.2	18.4	0.8
1920-10-05	4			4			18.2	17.4	0.8
1920-10-06	4			3			36.0	27.4	8.6
1920-10-07	3			3			37.0	30.4	6.6
1920-10-08	1			2			32.0	26.2	5.8
1920-10-09				4			20.0	17.8	2.2
1920-10-10	4			4			19.2	17.8	1.4
1920-10-11	4			4			20.8	19.4	1.4
1920-10-12				4			20.4	19.8	0.6
1920-10-13	4			3			24.4	23.0	1.4
1920-10-14	2			2			28.2	23.6	4.6
1920-10-15	2			4			21.0	20.0	1.0
1920-10-16							27.4	16.2	1.2
1920-10-17	1			2			19.6	18.0	1.6
1920-10-18	0			2			26.0	22.2	3.8
1920-10-19	1			2			33.4	31.0	2.4
1920-10-20							16.4	16.0	0.4
1920-10-21				2			37.4	34.2	3.2
1920-10-22	2			2			39.8	31.6	8.2
1920-10-23	3			2			27.8	23.2	4.6
1920-10-24				2			16.0	14.2	1.8
1920-10-25	4			2			27.0	21.4	5.6
1920-10-26	2			2			29.4	23.2	6.2
1920-10-27	4			2			20.4	18.2	2.2
1920-10-28	3			4			19.0	17.2	1.8
1920-10-29	4			4			19.6	17.0	2.6
1920-10-30	4			2			32.2	25.0	7.2
1920-10-31	3			4			15.2	14.0	1.2
1920-11-01				2			31.4	23.4	8.0
1920-11-02	1			2			28.0	22.0	6.0
1920-11-03				4			14.6	13.4	1.2
1920-11-04				4			16.0	15.2	0.8
1920-11-05	4			4			17.2	15.0	2.2
1920-11-06	4			2			30.0	23.8	6.2
1920-11-07	0			0			35.0	29.2	5.8
1920-11-08	1			1			30.2	25.0	5.2
1920-11-09	3			2			30.4	25.0	5.4
1920-11-10	2			2			19.2	17.4	1.8
1920-11-11	0			1			30.4	25.2	5.2
1920-11-12	2			4			13.0	12.0	1.0
1920-11-13	0			1			31.2	25.0	6.2
1920-11-14	2			1			21.2	19.8	1.4
1920-11-15	4			1			#31.6	26.4	5.2
1920-11-16	0			0			#61.4	25.8	5.6
1920-11-17	1			1			24.2	19.0	5.2
1920-11-18	0			2			23.8	17.6	6.2
1920-11-19	0			2			24.0	16.8	7.2
1920-11-20	2			1			23.0	17.0	6.0
1920-11-21	4			4			19.4	15.6	3.8
1920-11-22	4			4			17.4	16.2	1.2
1920-11-23	0			3			12.6	12.0	0.6
1920-11-24	4			4			14.4	13.2	1.2
1920-11-25	4			4			9.6	9.0	0.6
1920-11-26				4			10.6	10.0	0.6
1920-11-27	1			3			15.4	14.0	1.4
1920-11-28	0			0			24.2	19.0	5.2
1920-11-29	4			4			11.8	11.0	0.8
1920-11-30	4						10.6	10.2	0.4
1920-12-01	4						13.2	12.8	0.4
1920-12-02	4			4			17.2	16.4	0.8
1920-12-03				1			15.0	12.2	2.8
1920-12-04				1			29.0	25.4	3.6
1920-12-05	0			1			24.2	17.0	7.2
1920-12-06	0			1			24.8	20.2	4.6
1920-12-07	0			1			18.4	14.0	4.4
1920-12-08	2			4			7.4	7.0	0.4
1920-12-09	4			3			10.4	9.2	1.2
1920-12-10	1			1			20.1	15.6	4.5
1920-12-11	0			1			11.6	10.2	1.4
1920-12-12	4						5.9	5.2	0.7
1920-12-13				4			8.8	7.4	1.4
1920-12-14	1			1			20.4	16.4	4.0
1920-12-15	0			3			10.4	9.0	1.4
1920-12-16	0			0			25.4	21.2	4.2
1920-12-17	2			4			6.0	5.4	0.6
1920-12-18				1			15.0	10.2	4.8
1920-12-19	1			3			18.8	14.0	4.8
1920-12-20	0			1			22.2	17.8	4.4
1920-12-21	4						5.2	5.0	0.2
1920-12-22	2			3			12.4	11.2	1.2
1920-12-23				4			11.2	10.8	0.4
1920-12-24	2			3			15.2	13.6	1.6
1920-12-25	3			4			15.0	14.6	0.4
1920-12-26	3			4			13.2	12.8	0.4
1920-12-27							15.2	15.0	0.2
1920-12-28	4			4			16.4	15.4	1.0
1920-12-29	1			1			28.0	26.6	1.4
1920-12-30	2			0			27.6	23.0	4.6
1920-12-31	0			1			28.2	21.4	6.8
1921-01-01		1	1			1			
1921-01-02		10	1			1			
1921-01-03						1			
1921-01-06			5			1			
1921-01-07			10			10			
1921-01-08		9	5			5			
1921-01-09		9	2			2			
1921-01-10		0	5			1			
1921-01-12			10			10			
1921-01-13		6	10			3			
1921-01-14		1	2			1			
1921-01-15		0	5			0			
1921-01-16		1	2			1			
1921-01-17		1	5			2			
1921-01-18		9	7			1			
1921-01-19		4	1			1			
1921-01-20		2	1			1			
1921-01-21		0	0			0			
1921-01-22		0	0			0			
1921-01-23		3	2			3			
1921-01-24		0	0			0			
1921-01-25		1	0			1			
1921-01-26		9	10			6			
1921-01-27		0	0			0			
1921-01-28		0	0			0			
1921-01-29		2	7			8			
1921-01-30		10	8			6			
1921-01-31		9	10			3			
1921-02-01			10						
1921-02-02		10	7			5			
1921-02-03		10							
1921-02-04			7			9			
1921-02-05		9	7			3			
1921-02-06		1	7			1			
1921-02-07		0	1			3			
1921-02-08		8	2			5			
1921-02-09		1	2			1			
1921-02-10		0	0			1			
1921-02-11		10	7			5			
1921-02-12		1	5			1			
1921-02-13		0	0			0			
1921-02-14		10	7			2			
1921-02-15		1	2			4			
1921-02-16		10	10			10			
1921-02-17		10	10			10			
1921-02-18		7	7			3			
1921-02-19		8	8			6			
1921-02-20		10	10			10			
1921-02-21		4	6			4			
1921-02-22		10	7			6			
1921-02-23		9	4			4			
1921-02-24		4	3			4			
1921-02-25		8	8			4			
1921-02-26		10	10			10			
1921-02-27		10	10			10			
1921-02-28		3	2			2			
1921-03-01		1	2			0			
1921-03-02		10	10			10			
1921-03-03		5	2			2			
1921-03-04			1			3			
1921-03-05		10	10			10			
1921-03-06		2	8			10			
1921-03-07		1	5			4			
1921-03-08		0	0			0			
1921-03-09		0	0			0			
1921-03-10		10	9			10			
1921-03-11		10	10						
1921-03-12		2	2			5			
1921-03-13			10			7			
1921-03-14			5			2			
1921-03-15		1	1			1			
1921-03-16		1	1			0			
1921-03-17		1	3			2			
1921-03-18		2	1			3			
1921-03-19		0	4			2			
1921-03-20		1	4			4			
1921-03-21		3	1			1			
1921-03-22		1	2			1			
1921-03-23		1	1			1			
1921-03-24		4	4			6			
1921-03-25		10	8			4			
1921-03-26		9	2			1			
1921-03-27		7	8			4			
1921-03-28		0	0			0			
1921-03-29		2	9			10			
1921-03-30		1	7			10			
1921-03-31		9	10			7			
1921-04-01		1	6			4			
1921-04-02		9	5			10			
1921-04-03		3	2			9			
1921-04-04		0	4			9			
1921-04-05		0	2			1			
1921-04-06		0	0			0			
1921-04-07		0	1			1			
1921-04-08		0	0			0			
1921-04-09		6	8			7			
1921-04-10		10	4			6			
1921-04-11		10	10			10			
1921-04-12		10	10			10			
1921-04-13		10	10			4			
1921-04-14		10	9			6			
1921-04-15		1	4			6			
1921-04-16		1	4			1			
1921-04-17		0	0			0			
1921-04-18		5	5			3			
1921-04-19		0	0			1			
1921-04-20		1	0			1			
1921-04-21		0	2			3			
1921-04-22		7	2			5			
1921-04-23		4	1			2			
1921-04-24		0	0			0			
1921-04-25		0	0			1			
1921-04-26		1	0			0			
1921-04-27		2	7			3			
1921-04-28		6	6			8			
1921-04-29		0	4			3			
1921-04-30		5	5			3			
1921-05-01		0	0			3			
1921-05-02		0	2			7			
1921-05-03		0	1			0			
1921-05-04		10	5			5			
1921-05-05		2	2			1			
1921-05-06		1	8			6			
1921-05-07		3	10			10			
1921-05-08		2	8			6			
1921-05-09		7	4			2			
1921-05-10		0	2			6			
1921-05-11		9	9			5			
1921-05-12		1	5			2			
1921-05-13		1	3			5			
1921-05-14		1	9			3			
1921-05-15		1	6			6			
1921-05-16		2	9			7			
1921-05-17		7	9			9			
1921-05-18		5	9			8			
1921-05-19		9	9			6			
1921-05-20		9	9			10			
1921-05-21		8	6			8			
1921-05-22		10	9			10			
1921-05-23		9	9			9			
1921-05-24		6	6			9			
1921-05-25		9	8			9			
1921-05-26		2	8			9			
1921-05-27		2	5			10			
1921-05-28		1	5			5			
1921-05-29		1	6			3			
1921-05-30		5	2			8			
1921-05-31		1	9			7			
1921-06-01		5	8			4			
1921-06-02		4	5			4			
1921-06-03		2	2			2			
1921-06-04		4	4			3			
1921-06-05			4			5			
1921-06-06		7	8			10			
1921-06-07		9	9			10			
1921-06-08		4	3			7			
1921-06-09		1	9			4			
1921-06-10		0	1			0			
1921-06-11		0	0			0			
1921-06-12		0	0			0			
1921-06-13		0	0			0			
1921-06-14		0	0			2			
1921-06-15		0	1			8			
1921-06-16		1	3			8			
1921-06-17		6	6			7			
1921-06-18		1	1			2			
1921-06-19		0	1			5			
1921-06-20		0	0			0			
1921-06-21		0	0			7			
1921-06-22		5	8			4			
1921-06-23		6	4			10			
1921-06-24		9	9			2			
1921-06-25		2	6			2			
1921-06-26		2	2			9			
1921-06-27		3	5			9			
1921-06-28		2	8			6			
1921-06-29		5	7			5			
1921-06-30		0	1			0			
1921-07-01		0	0			0			
1921-07-02		0	0			0			
1921-07-03		0	0			0			
1921-07-04		0	0			0			
1921-07-05		0	0			0			
1921-07-06		0	0			0			
1921-07-07		0	0			0			
1921-07-08		0	0			1			
1921-07-09		0	0			1			
1921-07-10		0	0			0			
1921-07-11		0	1			10			
1921-07-12		3	4			6			
1921-07-13		1	6			3			
1921-07-14		0	2			1			
1921-07-15		0	3			1			
1921-07-16		2	4			7			
1921-07-17		10	10			8			
1921-07-18		5	4			2			
1921-07-19		0	4			6			
1921-07-20		0	0			0			
1921-07-21		0	0			0			
1921-07-22		0	0			1			
1921-07-23		0	0			3			
1921-07-24		0	0			0			
1921-07-25		0	0			0			
1921-07-26		2	0			0			
1921-07-27		0	0			0			
1921-07-28		6	5			5			
1921-07-29		5	0			3			
1921-07-30		7	5			0			
1921-07-31		0	0			0			
1921-08-01		0	0			0			
1921-08-02		2	0			3			
1921-08-03		0	0			0			
1921-08-04		0	2			5			
1921-08-05		0	0			0			
1921-08-06		0	0			0			
1921-08-07		0	0			3			
1921-08-08		2	3			10			
1921-08-09		0	0			2			
1921-08-10		9	8			2			
1921-08-11		8	8			5			
1921-08-12		0	0			0			
1921-08-13		0	0			0			
1921-08-14		0	0			0			
1921-08-15		0	0			0			
1921-08-16		0	3			5			
1921-08-17		8	6			7			
1921-08-18		3	8			4			
1921-08-19		2	5			4			
1921-08-20		0	6			3			
1921-08-21		2	5			10			
1921-08-22		0	3			2			
1921-08-23		3	8			4			
1921-08-24		0	0			0			
1921-08-25		0	0			0			
1921-08-26		0	0			0			
1921-08-27		0	0			0			
1921-08-28		0	0			0			
1921-08-29		0	3			2			
1921-08-30		2	3			9			
1921-08-31		0	0			0			
1921-09-01		0	0			0			
1921-09-02		0	2			4			
1921-09-03		1	3			1			
1921-09-04		3	2			4			
1921-09-05		8	8			10			
1921-09-06		6	5			8			
1921-09-07		10	10			6			
1921-09-08		7	6			7			
1921-09-09		5	4			6			
1921-09-10		4	2			3			
1921-09-11		0	0			2			
1921-09-12		0	0			0			
1921-09-13		0	0			4			
1921-09-14		0	3			5			
1921-09-15		9	2			3			
1921-09-16		8	5			9			
1921-09-17		9	4			9			
1921-09-18		9	7						
1921-09-19		8	5			10			
1921-09-20		5	5			7			
1921-09-21		2	7			8			
1921-09-22		2	10						
1921-09-23			6			10			
1921-09-24		9	9			5			
1921-09-25		4	7			9			
1921-09-26		9	8			3			
1921-09-27		0	6			8			
1921-09-28		2	5			8			
1921-09-29		2	7			8			
1921-09-30		3	9			7			
1921-10-01		1	2			6			
1921-10-02		10	10			9			
1921-10-03		5	5			3			
1921-10-04		1	4			5			
1921-10-05		9	9			10			
1921-10-06		8	7			7			
1921-10-07		10	6			8			
1921-10-08		10	10						
1921-10-09		7	8			10			
1921-10-10		10				10			
1921-10-11		1	7			3			
1921-10-12		3	6			10			
1921-10-13		2	8			3			
1921-10-14		8	7			2			
1921-10-15		1	3			4			
1921-10-16		10	9			1			
1921-10-17		2	6			9			
1921-10-18		10	10			10			
1921-10-19		10	9			10			
1921-10-20		8	7			3			
1921-10-21		1	4			2			
1921-10-22		9	3			2			
1921-10-23		1	1			3			
1921-10-24		7	5			8			
1921-10-25		5	5			2			
1921-10-26		0	1			0			
1921-10-27		0	0			0			
1921-10-28		0	0			0			
1921-10-29		0	2			3			
1921-10-30		1	1			0			
1921-10-31		0	0			0			
1921-11-01		1	1			2			
1921-11-02		0	1			4			
1921-11-03		0	0			0			
1921-11-04		1	0			0			
1921-11-05		0	0			0			
1921-11-06		0	0			0			
1921-11-07		2	2			0			
1921-11-08		1	1			1			
1921-11-09		2	2			3			
1921-11-10		3	3			1			
1921-11-11		0	0			4			
1921-11-12		9	7			8			
1921-11-13		0	0			0			
1921-11-14		9	5			10			
1921-11-15		0	8			6			
1921-11-16		10	10			1			
1921-11-17		1	6			3			
1921-11-18		8	10			8			
1921-11-19		8	10			10			
1921-11-20		10	10			10			
1921-11-21		10	8			4			
1921-11-22		10	9			10			
1921-11-23		10	10			10			
1921-11-24		10	10			8			
1921-11-25		10	10						
1921-11-26			10						
1921-11-27		5	10			2			
1921-11-28		1	6			2			
1921-11-29		5	9			7			
1921-11-30		10	10			10			
1921-12-01		10	10			9			
1921-12-02		10	10			8			
1921-12-03		2	5			2			
1921-12-04		0	1			0			
1921-12-05		0	0			0			
1921-12-06		0	0			0			
1921-12-07		1	0			0			
1921-12-08		2	1			2			
1921-12-09		1	3			0			
1921-12-10		0	0			0			
1921-12-11		0	0			2			
1921-12-12		1	1			2			
1921-12-13		5	10			4			
1921-12-14		2	0			1			
1921-12-15		5	7			4			
1921-12-16		2	6			2			
1921-12-17		1	0			0			
1921-12-18		0	0			0			
1921-12-19		0	0			0			
1921-12-20		0							
1921-12-23						0			
1921-12-24		1	1			1			
1921-12-25		1	0			0			
1921-12-26		1	5			3			
1921-12-27		1	1			4			
1921-12-28		1	1			4			
1921-12-29		0	0			0			
1921-12-30		3	2			0			
1921-12-31		3	4			2			
1922-01-01		0	1			0			
1922-01-02		1	1			2			
1922-01-03		0	1			0			
1922-01-04		1	1			0			
1922-01-05		1	2			4			
1922-01-06		0	0			0			
1922-01-07		0	0			0			
1922-01-08		0	1			1			
1922-01-09		0	0			0			
1922-01-10		0	0			0			
1922-01-11		0	0			0			
1922-01-12		3	6			8			
1922-01-13		1	5			10			
1922-01-14		5	1			3			
1922-01-15		1	0			1			
1922-01-16		10	10						
1922-01-17		1	1			1			
1922-01-18		1	4			9			
1922-01-19						10			
1922-01-20		8	10			10			
1922-01-21			10			10			
1922-01-22						10			
1922-01-23		10	10			10			
1922-01-24						10			
1922-01-25		9	10			10			
