/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAVVEN1 (1882-1883), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926399 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.265278 * LONGITUDE: -6.474444
	DATE/TIME START: 1882-01-01T00:00:00 * DATE/TIME END: 1883-11-30T00:00:00
Event(s):	BAVVEN1 * LATITUDE: 38.265278 * LONGITUDE: -6.474444 * LOCATION: Valencia del Ventoso, Spain * METHOD/DEVICE: Weather station/meteorological * COMMENT: the symbol "#" represents suspicious data found from a quality control observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 3pm
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, mean
	Pressure, difference [arbitrary units] (dP) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily maximum [°C] (TxTxTx day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily minimum [°C] (TnTnTn day min) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air, daily mean [°C] (TTT daily m) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, difference [°C] (delta T) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: between max and mean
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, during morning * COMMENT: W = west, E = east, N = north, S = south"
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD2, during afternoon * COMMENT: W = west, E = east, N = north, S = south"
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF1, during morning
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF2, during afternoon
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, during morning
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, during morning
	Precipitation [mm/day] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Evaporation [mm] (Evapor) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
Size:	7746 data points
*/
Date/Time	PPPP other [arbitrary units] (in mmHg, at 9am)	PPPP other [arbitrary units] (in mmHg, at 3pm)	PPPP other [arbitrary units] (in mmHg, mean)	dP [arbitrary units]	TxTxTx day max [°C]	TnTnTn day min [°C]	TTT daily m [°C]	delta T [°C] (between max and mean)	Wind dir descr (WD1, during morning)	Wind dir descr (WD2, during afternoon)	ff descr (WF1, during morning)	ff descr (WF2, during afternoon)	ww (SS1, during morning)	ww (SS2, during morning)	Precip [mm/day]	Evapor [mm] (mean)
1882-07-14	20.00	18.00	19.00	2.00	30.5	7.5	19.00	23.0	NW	W	Breeze	Breeze	Clear	Clear	0.0	9.0
1882-07-15	19.50	17.00	18.25	2.50	23.5	7.5	15.50	#26.0	W	W	Breeze	Strong Wind	Clear	Cloudy	0.0	9.0
1882-07-16	21.50	20.50	21.00	1.00	27.0	6.5	16.75	20.5	N	NW	Wind	Strong Wind	Cloudy	Clear	0.0	7.5
1882-07-17	22.00	20.00	21.00	2.00	33.5	6.5	20.00	27.0	NW	NE	Calm	Wind	Clear	Clear	0.0	7.5
1882-07-18	22.00	21.00	21.50	1.00	35.5	7.5	21.50	28.0	NE	NE	Breeze	Breeze	Clear	Clear	0.0	8.0
1882-07-19	23.50	22.50	23.00	1.00	36.0	9.0	22.50	27.0	E	SW	Calm	Breeze	Clear	Clear	0.0	8.5
1882-07-20	23.50	22.00	22.75	#0.50	32.0	9.0	20.50	23.0	W	W	Calm	Breeze	Clear	Clear	0.0	9.0
1882-07-21	22.50	22.00	22.25	0.50	32.0	8.0	20.00	24.0	W	W	Breeze	Breeze	Clear	Clear	0.0	8.5
1882-07-22	23.00	22.50	22.75	0.50	32.5	8.0	20.25	24.5	W	W	Calm	Breeze	Clear	Clear	0.0	8.0
1882-07-23	23.50	20.50	22.00	3.00	33.0	8.5	20.75	24.5	N-NW	W	Calm	Breeze	Clear	Clear	0.0	8.0
1882-07-24	22.00	21.50	21.75	0.50	34.0	8.0	21.00	26.0	SW-NW		Calm	Breeze	Clear	Clear	0.0	8.5
1882-07-25	23.00	22.50	22.75	0.50	34.5	8.5	21.50	26.0	W	W	Calm	Breeze	Clear	Clear	0.0	8.0
1882-07-26	24.00	22.50	23.25	1.50	35.5	9.0	22.25	26.5	N	W	Calm	Breeze	Clear	Clear	0.0	9.0
1882-07-27	25.00	24.00	24.50	1.00	36.5	9.5	23.00	27.0	NW	NW	Calm	Wind	Clear	Clear	0.0	10.0
1882-07-28	23.00	20.00	21.50	3.00	36.5	11.0	23.75	25.5	SW	W	Calm	Breeze	Clear	Cloudy	0.0	11.5
1882-07-29	19.00	17.00	18.00	2.00	36.5	12.0	24.25	24.5	W	W	Calm	Breeze	Clear	Clear	0.0	12.0
1882-07-30	19.00	18.50	18.75	0.50	37.0	12.0	24.50	25.0	NE	E	Calm	Breeze	Clear	Clear	0.0	12.5
1882-07-31	23.00	22.50	22.75	0.50	37.5	13.0	#20.25	24.5	E	E	Wind	Wind	Clear	Clear	0.0	13.5
1882-08-01	25.50	25.50	25.50	0.00	37.0	14.5	25.75	22.5	E	E	Breeze	Wind	Clear	Clear	0.0	15.5
1882-08-02	26.00	24.50	25.25	1.50	37.5	12.0	24.75	#17.5	S-SW		Breeze	Breeze	Clear	Covered	0.0	12.0
1882-08-03	25.00	22.50	23.75	2.50	37.5	12.0	24.75	#17.5	SW	NE	Calm	Wind	Clear	Covered	0.0	12.0
1882-08-04	22.00	21.00	21.50	1.00	36.5	11.5	#24.50	25.0	NW	SW	Calm	Wind	Cloudy	Covered	3.0	13.0
1882-08-05	22.00	20.00	21.00	2.00	36.0	9.0	22.50	27.0	SW	SW	Calm	Wind	Clear	Cloudy	0.0	11.0
1882-08-06	21.00	20.00	20.50	1.00	31.0	10.0	20.50	21.0	W	SW	Calm	Breeze	Clear	Cloudy	0.0	11.0
1882-08-07	20.50	20.00	20.25	0.50	35.0	10.0	22.50	25.0	SW		Breeze	Wind	Covered	Clear	0.0	11.0
1882-08-08	20.50	20.00	20.25	0.50	32.0	11.0	21.50	21.0	SW	SW	Breeze	Wind	Cloudy	Cloudy	0.0	11.5
1882-08-09	21.50	20.00	20.75	1.50	33.0	11.0	#21.50	#21.0	W	SW	Breeze	Wind	Clear	Clear	0.0	11.5
1882-08-10	22.00	20.00	21.00	2.00	32.5	11.0	21.75	21.5	SW		Breeze	Breeze	Clear	Clear	0.0	10.5
1882-08-11	21.50	18.00	#19.25	3.50	32.5	12.0	22.25	#10.5	SW	S	Breeze	Wind	Clear	Clear	0.0	13.0
1882-08-12	21.50	20.00	20.75	1.50	31.5	12.0	21.75	#9.5	SW	NW	Breeze	Wind	Cloudy	Cloudy	0.0	13.0
1882-08-13	22.00	20.50	21.25	1.50	29.5	12.0	20.75	17.5	NW	W	Breeze	Wind	Clear	Clear	0.0	10.0
1882-08-14	23.50	23.00	23.25	0.50	29.5	8.0	18.75	21.5	W	W	Breeze	Wind	Clear	Clear	0.0	9.5
1882-08-15	24.00	23.00	23.50	1.00	29.0	9.0	19.00	20.0	W	NW	Breeze	Wind	Clear	Clear	0.0	10.5
1882-08-16	24.50	20.00	22.25	4.50	29.0	10.0	19.50	19.0	NE	NW	Breeze	Wind	Clear	Clear	0.0	8.5
1882-08-17	21.00	20.00	20.50	1.00	33.0	9.0	21.00	24.0	NW	NW	Calm	Breeze	Clear	Clear	0.0	12.0
1882-08-18	21.50	21.00	21.25	0.50	36.0	10.5	23.25	25.5	NW	W	Calm	Breeze	Clear	Cloudy	0.0	12.5
1882-08-19	23.00	22.00	22.50	1.00	35.0	12.0	23.50	23.0	W	W	Breeze	Breeze	Cloudy	Clear-Cloudy	0.0	13.0
1882-08-20	23.00	22.50	22.75	0.50	31.0	12.0	21.50	19.0	W	N	Calm	Breeze	Cloudy	Cloudy	0.0	12.0
1882-08-21	24.50	23.50	24.00	1.00	31.0	9.0	20.00	22.0	NW	NE	Wind	Breeze	Clear	Clear	0.0	8.5
1882-08-22	24.50	23.00	23.75	1.50	34.5	8.5	21.50	26.0	E	NW	Calm	Calm	Clear	Clear	0.0	13.5
1882-08-23	19.50	19.00	19.25	0.50	37.0	13.0	25.00	24.0	W	W	Calm	Wind	Clear	Clear	0.0	14.0
1882-08-24	19.50	20.00	#18.75	#0.50	31.0	13.0	22.00	18.0	W	W	Breeze	Wind	Clear	Clear	0.0	12.0
1882-08-25	23.00	20.50	21.75	2.50	31.0	11.0	#21.50	20.0	W	W	Breeze	Wind	Clear	Clear	0.0	9.5
1882-08-26	23.50	21.50	22.50	2.00	29.0	10.5	#18.75	18.5	W-NW		Wind		Cloudy-Covered		0.0	8.5
1882-08-27	23.00	22.00	22.50	1.00	28.0	8.0	18.00	20.0	NE	NE	Breeze	Wind	Clear	Clear	0.0	9.0
1882-08-28	23.50	22.50	23.00	1.00	33.0	10.0	#22.50	23.0	E	E		Wind	Clear	Clear	0.0	8.5
1882-08-29	24.00	23.50	23.75	0.50	35.0	9.0	22.00	26.0	E	NE	Calm-Breeze-Wind	Wind	Clear	Clear	0.0	10.5
1882-08-30	25.00	23.00	24.00	2.00	36.5	11.0	23.75	25.5	NE	SE	Calm-Breeze		Clear	Clear	0.0	11.5
1882-08-31	24.50	24.00	24.25	0.50	36.5	11.0	23.75	#24.5	SE	SW	Calm	Wind	Clear	Clear	0.0	11.5
1882-09-01	23.50	21.50	22.50	2.00	35.5	13.0	24.25	22.5	S	S	Breeze	Breeze	Clear	Clear	0.0	13.5
1882-09-02	23.50	23.00	23.25	0.50	33.0	11.0	22.00	22.0	SW	SW	Calm	Breeze	Cloudy	Clear	0.0	12.0
1882-09-03	24.50	21.00	22.75	3.50	31.0	12.5	#16.75	18.5	SW	W	Calm	Wind	Cloudy	Clear	3.0	11.5
1882-09-04	23.00	21.00	22.00	2.00	34.0	10.5	22.25	23.5	NW	W	Breeze	Wind	Clear	Cloudy	0.0	9.5
1882-09-05	23.00	20.50	21.75	2.50	30.0	11.0	20.50	19.0	E	SW	Breeze	Wind	Cloudy	Cloudy	0.0	11.5
1882-09-06	19.00	18.00	18.50	1.00	26.0	10.0	18.00	16.0	S	SW	Breeze	Strong Wind	Cloudy	Covered	0.0	11.0
1882-09-07	19.50	17.50	18.50	2.00	25.5	9.5	17.50	16.0	E	SE	Wind	Wind	Covered	Covered	0.0	8.0
1882-09-08	19.00	18.00	18.50	1.00	27.0	9.0	18.00	18.0	SE	SW	Wind	Wind	Covered	Covered	4.0	10.0
1882-09-09	21.00	18.00	19.50	3.00	26.0	10.0	18.00	16.0	SW	SW	Breeze	Wind	Cloudy	Covered	4.0	9.0
1882-09-10	20.00	22.00	21.00	#-5.00	20.0	11.0	15.50	9.0	SW	W	Breeze	Breeze	Covered	Covered	4.0	9.5
1882-09-11	22.00	22.00	22.00	0.00	19.0	9.0	14.00	10.0	W	NW	Breeze	Wind	Covered	Cloudy	0.0	7.0
1882-09-12	21.00	21.00	21.00	0.00	18.0	7.0	12.50	11.0	NW	SW	Wind	Wind	Clear	Cloudy	0.0	6.0
1882-09-13	24.00	23.50	23.75	0.50	19.0	7.5	13.25	11.5	W	SW	Breeze	Wind	Clear	Covered	0.0	6.5
1882-09-14	20.50	18.50	19.50	2.00	19.0	8.0	13.50	11.0	W	W	Breeze	Strong Wind	Covered	Covered	0.0	6.5
1882-09-15	19.50	19.00	19.25	0.50	19.0	7.0	13.00	12.0	W	W	Wind	Wind	Covered	Clear	2.0	6.5
1882-09-16	21.50	21.00	21.25	0.50	22.0	8.0	15.00	14.0	NW	N	Breeze	Wind	Clear	Cloudy	0.0	6.0
1882-09-17	22.00	20.50	21.25	#-0.50	22.0	9.0	15.50	13.0	NW	NW	Breeze	Wind	Clear	Clear	0.0	8.0
1882-09-18	21.50	20.00	20.75	1.50	18.5	7.0	12.75	11.5	NE	NW	Breeze	Wind	Clear	Cloudy	0.0	7.5
1882-09-19	19.00	19.50	19.25	-0.50	17.0	7.0	12.00	10.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	6.5
1882-09-20	18.50	19.00	18.75	-0.50	17.5	7.0	12.25	10.5	W	W	Breeze	Wind	Covered	Clear	0.0	6.5
1882-09-21	19.50	19.00	19.25	0.50	17.5	7.0	12.25	10.5	W	NW	Breeze	Wind	Clear	Cloudy	0.0	6.0
1882-09-22	22.00	20.50	21.25	1.50	20.0	7.0	13.50	13.0	W	W	Breeze	Breeze	Cloudy	Cloudy	0.0	5.5
1882-09-23	21.50	21.50	21.50	0.00	18.0	7.0	12.50	11.0	W	W	Calm	Wind	Cloudy	Cloudy	0.0	5.0
1882-09-24	23.00	21.00	22.00	2.00	17.5	7.0	12.25	10.5	W	W	Breeze	Breeze	Clear	Cloudy	0.0	5.0
1882-09-25	22.00	19.50	20.75	2.50	17.5	7.0	12.25	10.5	W	SW	Breeze	Strong Wind	Cloudy	Covered	0.0	5.0
1882-09-26	20.50	19.00	19.75	1.50	15.5	6.5	11.00	9.0	W	SW	Wind	Wind	Covered	Covered	4.0	4.0
1882-09-27	24.00	23.50	23.75	0.50	20.0	6.0	13.00	14.0	W	W	Wind	Wind	Cloudy	Covered	3.0	3.5
1882-09-28	#27.00	#27.00	#27.25	#0.50	19.0	7.0	13.00	12.0	W	W	Breeze	Calm	Cloudy	Clear	0.0	3.5
1882-09-29	27.50	26.00	26.75	1.50	21.5	7.5	14.50	14.0	NW	W	Calm	Wind	Clear	Clear	0.0	3.5
1882-09-30	26.50	#25.75	25.75	1.50	21.0	7.5	#13.50	13.5	SW		Breeze	Breeze	Clear	Cloudy	0.0	3.5
1882-11-01	24.50	24.50	24.50	0.00	12.5	0.5	6.50	12.0	W	W	Breeze	Breeze	Cloudy	Cloudy	0.0	2.0
1882-11-02	25.00	24.00	24.50	1.00	12.0	1.0	6.50	11.0	NW	W	Breeze	Breeze	Cloudy	Cloudy	0.0	2.5
1882-11-03	25.00	25.50	25.25	-0.50	11.0	1.5	6.25	9.5	W	NW	Breeze	Breeze	Clear	Clear	0.0	2.5
1882-11-04	28.00	27.00	27.50	1.00	12.0	1.0	6.50	11.0	NE	NE	Breeze	Breeze	Clear	Clear	0.0	2.5
1882-11-05	28.50	27.50	28.00	1.00	12.0	2.0	7.00	10.0	NE	NE	Breeze	Wind	Clear	Clear	0.0	2.5
1882-11-06	27.50	26.00	26.75	1.50	11.0	2.0	6.50	9.0	NE	NE	Breeze	Breeze	Cloudy	Clear	0.0	2.0
1882-11-07	27.50	26.00	26.75	1.50	13.0	0.5	6.75	12.5	NE	NE	Breeze	Breeze	Clear	Clear	0.0	2.0
1882-11-08	27.00	26.00	26.50	1.00	11.0	2.0	6.50	9.0	NW	SW		Breeze	Cloudy	Clear	0.0	2.0
1882-11-09	25.50	25.00	25.25	0.50	13.0	2.0	7.50	11.0	SW	W	Breeze	Breeze	Cloudy	Cloudy	0.0	2.5
1882-11-10	26.00	25.00	25.50	1.00	12.0	2.5	7.25	9.5	W	W	Breeze	Breeze	Cloudy	Cloudy	0.0	2.5
1882-11-11	24.00	25.00	24.50	-1.00	12.0	2.5	7.25	#10.5	W	W	Breeze	Breeze	Cloudy	Cloudy	0.0	2.0
1882-11-12	24.50	22.00	#23.50	2.50	12.5	1.5	7.00	11.0	SW	S	Breeze	Wind	Cloudy	Cloudy	0.0	2.0
1882-11-13	22.50	22.00	#22.50	0.50	13.0	2.0	7.50	11.0	S	S	Breeze	Wind	Cloudy	Covered	0.0	2.5
1882-11-14	21.50	21.50	21.50	0.00	13.0	2.5	7.75	10.5	S	NW	Breeze	Wind	Covered	Cloudy	0.0	2.5
1882-11-15	23.50	23.50	23.50	0.00	10.0	2.5	6.25	7.5			Breeze	Breeze	Clear	Clear	5.0	1.5
1882-11-16	25.00	25.00	25.00	#1.00	9.5	1.5	5.50	8.0	N	NW	Breeze	Wind	Clear		0.0	2.5
1882-11-17	26.00	25.00	25.50	#1.50	10.5	1.0	5.75	9.5	N	NW	Wind	Breeze	Cloudy	Cloudy	0.0	1.5
1882-11-18	27.50	26.00	26.75	#0.50	9.0	1.0	5.00	8.0	NW	NW	Breeze	Breeze	Clear	Clear	0.0	1.5
1882-11-19	27.00	27.50	27.25	#0.50	10.0	1.0	5.50	9.0	N	N	Breeze	Breeze	Clear	Clear	0.0	2.0
1882-11-20	25.50	23.50	24.50	2.00	9.0	0.5	4.75	8.5			Breeze	Wind	Clear	Cloudy	0.0	2.0
1882-11-21	25.00	24.50	24.75	0.50	9.0	1.0	5.00	8.0	NW	N	Breeze	Wind		Cloudy	0.0	2.5
1882-11-22	28.50	27.50	28.00	1.00	8.5	0.5	4.50	8.0	NE	NE	Breeze	Breeze	Cloudy	Cloudy	0.0	2.0
1882-11-23	27.50	25.00	26.25	2.50	8.5	0.5	4.50	8.0	NE	NE	Breeze	Breeze	Cloudy	Cloudy	0.0	1.5
1882-11-24	25.50	25.00	25.25	0.50	9.5	1.0	#5.00	#9.0	N	NE	Breeze	Breeze	Covered	Covered	0.0	1.5
1882-11-25	25.50	25.00	25.25	0.50	11.0	1.5	#5.50	#10.0	N	NE	Breeze	Breeze	Covered	Cloudy	0.0	2.5
1882-11-26	24.50	23.00	23.75	1.50	11.0	2.0	#6.25	#9.5	NE	W	Breeze	Breeze	Covered	Covered	0.0	1.5
1882-11-27	23.50	22.50	23.00	1.00	7.5	1.0	#4.75	#5.5	W	SW	Breeze	Breeze	Covered	Covered	1.0	2.0
1882-11-28	28.00	28.00	28.00	0.00	7.5	0.5	#4.25	#6.5	E	NE	Wind	Wind	Cloudy	Cloudy	0.0	1.5
1882-11-29	28.50	27.50	28.00	1.00	7.5	0.5	4.00	7.0	E	NE	Breeze	Breeze	Cloudy	Cloudy	0.0	2.0
1882-11-30	28.00	26.00	27.00	2.00	7.0	0.5	3.75	6.5	N	NE	Breeze	Wind	Cloudy	Cloudy	0.0	2.0
1882-12-01	24.50	24.00	24.25	0.50	7.0	-0.5	3.25	7.5	NE	NW	Breeze	Wind	Clear	Covered	0.0	2.0
1882-12-02	20.00	20.00	20.00	0.00	7.0	-1.0	3.00	#7.0	NE	N	Breeze	Wind	Cloudy	Covered	0.0	2.0
1882-12-03	26.00	24.50	25.25	1.50	5.0	1.5	3.25	#7.0	N	W	Breeze	Breeze	Clear	Clear	0.5	2.0
1882-12-04	23.50	22.00	22.75	1.50	8.0	0.5	4.25	7.5	W	W	Breeze	Breeze			0.0	2.0
1882-12-05	21.00	19.00	20.00	2.00	9.0	1.5	5.25	7.5	NW	NW	Breeze	Wind	Covered	Covered	1.5	2.0
1882-12-06	16.50	12.00	14.25	4.50	8.5	1.5	5.00	7.0	SW	SW	Wind	Wind	Covered	Cloudy	1.0	1.5
1882-12-07	12.50	12.50	12.50	0.00	7.5	1.0	4.25	6.5	W	SW	Breeze	Wind	Covered	Covered	8.5	1.5
1882-12-08	15.00	14.00	14.50	1.00	6.5	0.5	#3.25	6.0	W	NW	Wind	Wind	Covered	Covered	5.0	2.0
1882-12-09	18.00	17.50	17.75	0.50	6.5	1.0	3.75	5.5	N	N	Breeze	Wind	Covered	Covered	0.0	1.5
1882-12-10	9.00	11.50	#11.50	#-2.00	6.5	0.5	3.50	6.0	W	W	Wind	Wind			11.0	15.0
1882-12-11	16.00	14.00	15.00	2.00	9.5	0.5	5.00	9.0	SW	SE	Breeze	Wind	Covered	Covered	9.0	1.5
1882-12-12	15.50	13.00	14.25	2.50	9.0	0.5	#5.25	8.5	S	S	Breeze	Breeze	Covered	Covered	20.0	1.5
1882-12-13	11.00	12.00	11.50	-1.00	7.0	1.5	4.25	5.5	SW	SW	Breeze		Covered	Covered	9.5	1.5
1882-12-14	17.00	17.50	17.25	-0.50	6.5	-0.5	#2.75	#6.0	W	NW	Breeze	Breeze	Covered	Cloudy	9.0	1.5
1882-12-15	22.00	21.50	21.75	0.50	9.5	2.5	#6.25	#6.5	NW	SW	Breeze	Breeze	Cloudy	Covered	0.0	1.5
1882-12-16	22.00	21.50	21.75	0.50	9.0	4.0	6.50	5.0	SW	W	Breeze	Breeze	Covered	Cloudy	16.5	1.5
1882-12-17	22.00	19.00	20.50	3.00	9.5	2.0	5.75	7.5	SE	SW	Breeze	Breeze	Covered	Cloudy	0.0	1.5
1882-12-18	17.00	13.00	15.00	4.00	7.0	2.0	4.50	5.0	S	W	Breeze	Breeze	Covered	Covered	0.0	1.5
1882-12-19	16.00	17.00	16.50	-1.00	5.5	2.0	3.75	3.5	NW	NW	Wind	Wind	Clear	Clear	3.5	1.5
1882-12-20	22.50	26.00	24.25	-3.50	6.0	1.0	3.50	5.0	N	NE		Breeze	Cloudy	Clear	0.0	1.0
1882-12-21	28.50	28.50	28.50	0.00	8.5	1.0	4.75	7.5	NE	NE	Breeze	Breeze	Clear	Clear	0.0	1.5
1882-12-22	30.00	30.00	30.00	0.00	8.5	1.0	4.75	7.5	NE	SW	Breeze	Breeze	Clear	Clear	0.0	1.5
1882-12-23	27.50	26.50	27.00	1.00	10.0	1.5	5.75	8.5	W	NW	Breeze	Breeze	Covered	Cloudy	0.0	1.0
1882-12-24	27.50	25.00	26.25	2.50	8.5	3.0	5.75	5.5	NW	W	Breeze	Breeze	Cloudy	Clear	0.0	1.0
1882-12-25	28.50	26.00	#27.50	#2.00	7.5	2.0	4.75	5.5	W	W	Breeze	Breeze			0.0	1.5
1882-12-26	27.50	28.00	27.75	-0.50	8.0	1.5	4.75	6.5	NE	NE	Breeze	Breeze	Covered	Cloudy	0.0	1.0
1882-12-27	28.00	28.00	28.00	0.00	8.5	1.5	5.00	7.0	NE	NE	Breeze	Breeze	Clear	Clear	0.0	1.0
1882-12-28	27.00	27.00	27.00	0.00	8.5	1.0	4.75	7.5	NE	NE	Breeze	Breeze	Clear	Clear	0.0	1.5
1882-12-29	26.50	27.00	26.75	#0.50	10.0	1.5	5.75	8.5	NE	SW	Breeze	Breeze	Clear	Cloudy	0.0	1.0
1882-12-30	29.00	29.00	29.00	#0.50	10.0	1.5	5.75	8.5	E	S	Breeze	Breeze	Cloudy	Cloudy	0.0	1.0
1882-12-31	30.00	28.50	29.25	1.50	10.5	1.5	6.00	9.0	SW	S	Breeze	Breeze	Covered	Cloudy	0.0	1.5
1883-03-01	16.50	15.00	15.75	1.50	15.0	4.0	9.50	11.0	W	SW	Wind	Wind	Cloudy	Cloudy	0.0	2.5
1883-03-02	14.50	14.00	14.25	0.50	13.0	3.5	8.25	9.5	S	S	Wind	Wind	Covered	Cloudy	3.5	2.5
1883-03-03	18.00	16.00	17.00	2.00	14.5	3.5	9.00	11.0	SW	SW	Breeze	Breeze	Cloudy	Covered	5.0	3.0
1883-03-04	20.00	17.50	18.75	2.50	11.0	3.5	7.25	7.5	SW	S	Breeze	Wind	Covered	Covered	5.0	2.5
1883-03-05	15.00	15.50	15.25	-0.50	15.0	3.0	9.00	12.0	NW	W	Breeze	Breeze	Covered	Covered	14.0	2.0
1883-03-06	17.00	16.00	16.50	1.00	13.0	3.5	8.25	9.5	W	S	Calm	Breeze	Clear	Cloudy	5.0	2.0
1883-03-07	16.50	16.50	16.50	0.00	16.0	3.0	9.50	13.0	N	E	Breeze	Wind	Clear		1.5	2.0
1883-03-08	18.50	18.00	18.25	0.50	18.0	3.0	10.50	15.0	E	E	Breeze	Breeze	Clear	Clear	0.5	3.0
1883-03-09	21.00	20.50	20.75	0.50	16.0	4.5	10.25	11.5	E	NE	Calm	Breeze	Clear	Cloudy	0.0	3.0
1883-03-10	21.00	20.00	20.50	1.00	16.5	5.0	10.75	11.5				Breeze	Clear	Clear	0.0	3.0
1883-03-11	20.50	19.00	19.75	1.50	21.0	4.5	12.75	16.5	W	W	Calm	Wind	Clear	Clear	0.0	3.0
1883-03-12	19.50	18.00	18.75	1.50	18.5	5.0	11.75	13.5	SW	S	Breeze	Breeze	Cloudy	Cloudy	0.0	4.0
1883-03-13	17.00	17.00	17.00	0.00	15.5	5.0	10.25	10.5	S	S	Wind	Wind	Cloudy	Cloudy	0.0	3.5
1883-03-14	16.00	14.00	15.00	2.00	16.0	3.5	9.75	12.5	S	S	Wind	Wind	Covered	Covered	2.5	2.5
1883-03-15	15.50	16.50	16.00	-1.00	16.5	4.0	10.25	#11.5	SW	W	Wind		Covered	Cloudy	10.0	3.5
1883-03-16	21.00	21.00	21.00	0.00	18.0	3.5	10.75	14.5	SW	SW	Breeze	Breeze	Cloudy	Clear	4.0	2.5
1883-03-17	23.00	23.00	23.00	0.00	19.5	3.5	11.50	16.0	SW	SW			Clear		0.0	3.5
1883-03-18	24.50	23.50	24.00	1.00	21.0	3.5	12.25	17.5	SW	N	Calm	Wind	Clear	Clear	0.0	4.0
1883-03-19	23.00	22.50	22.75	0.50	22.5	5.0	13.75	17.5	NE	S	Calm	Wind	Clear	Clear	0.0	3.0
1883-03-20	23.50	23.00	23.25	0.50	25.0	5.5	15.25	19.5	SW	W	Breeze	Wind		Clear	0.0	4.0
1883-03-21	24.00	22.00	23.00	2.00	19.5	6.0	12.75	13.5	SW	SW	Breeze	Breeze	Clear	Clear	0.0	4.0
1883-03-22	22.00	22.00	22.00	0.00	16.0	4.5	10.25	11.5	SW	S	Breeze	Wind	Covered	Cloudy	0.0	4.0
1883-03-23	24.00	23.00	23.50	1.00	18.0	3.5	10.75	14.5	SW	SW	Breeze	Wind	Covered	Cloudy	2.0	3.5
1883-03-24	23.50	23.00	#23.50	0.50	21.0	5.0	13.00	16.0	SW	SW	Breeze	Wind	Covered	Cloudy	0.0	3.0
1883-03-25	24.00	24.00	24.00	0.00	17.0	6.0	11.50	11.0	SW	SW	Breeze	Wind	Cloudy	Cloudy	0.0	3.0
1883-03-26	21.00	20.00	20.50	1.00	17.5	5.0	11.25	12.5	SW	SW	Breeze	Wind	Covered	Cloudy	0.0	3.0
1883-03-27	21.00	21.00	21.00	0.00	18.0	5.0	11.50	13.0	W	W	Breeze	Wind	Clear	Clear	0.0	3.5
