/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from CCLOGR1 (1925-1936), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926254 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 39.330000 * LONGITUDE: -5.500000
	DATE/TIME START: 1925-10-01T00:00:00 * DATE/TIME END: 1936-12-01T00:00:00
Event(s):	CCLOGR1 * LATITUDE: 39.330000 * LONGITUDE: -5.500000 * LOCATION: Logrosán, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Number of rainy days [days/month] (Rainy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of snowy days [days/month] (Snowy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Precipitation [mm/month] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge
	Precipitation, daily, maximum [mm/day] (Precip day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Hellmann Rain Gauge * COMMENT: within this month
	Date (Date) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: of max daily precipitation
	Number of dew days [days/month] (Dew days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of frost days [days/month] (Frost days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of foggy days [days/month] (Foggy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of stormy days [days/month] (Stormy days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
	Number of hail days [days/month] (Hail days) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Observation (OBSE)
Size:	1143 data points
*/
Date/Time	Rainy days [days/month]	Snowy days [days/month]	Precip [mm/month]	Precip day max [mm/day]	Date	Dew days [days/month]	Frost days [days/month]	Foggy days [days/month]	Stormy days [days/month]	Hail days [days/month]
1933-04	2	0	4.00	3.0	1933-04-20	0	0	0	0	0
1933-05	4	0	19.50	7.0	1933-05-03	0	0	0	1	0
1933-06	4	0	18.50	7.5	1933-06-28	0	0	0	1	0
1933-07	0	0	0.00	0.0		0	0	0	2	0
1933-08	2	0	13.00	10.0	1933-08-03	0	0	0	3	1
1933-09	0	0	0.00	0.0		0	0	0	0	0
1933-10	8	0	104.00	26.0	1933-10-20	0	0	1	0	0
1933-11	6	0	69.50	19.5	1933-11-16	0	0	2	0	0
1933-12	9	0	123.00	49.0	1933-12-14	0	7	0	0	0
1934-01	4	0	51.00	26.5	1934-01-12		9	2	0	0
1934-02	3	1	14.00	6.0	1934-02-14		0	0	1	1
1934-03	13	0	136.00	26.0	1934-03-09		0	0	0	1
1934-04	13	0	116.50	28.0	1934-04-10		0	0	2	1
1934-05	4	0	69.00	34.0	1934-05-17		0	0	2	0
1934-06	0	0	0.00	0.0			0	0	0	0
1934-07	0	0	0.00	0.0			0	0	0	0
1934-08	0	0	0.00	0.0			0	0	0	0
1934-09	1	0	1.50	1.5	1934-09-12		0	0	0	0
1934-10	2	0	12.00	8.0	1934-10-04		0	0	0	0
1934-11	12	0	82.00	14.0	1934-11-02		0	3	0	0
1934-12	16	0	260.50	56.5	1934-12-12		0	0	0	0
1935-01	0	2	2.50	1.5	1935-01-29	0	12	0	0	0
1935-02	8	0	63.00	18.5	1935-02-23	0	0	0	0	1
1935-03	8	0	70.00	18.5	1935-03-21	0	0	0	2	1
1935-04	4	0	19.20	9.2	1935-04-22	0	0	0	0	0
1935-05	14	0	134.80	24.2	1935-05-30	0	0	0	2	0
1935-06	3	0	11.00	4.5	1935-06-29	0	0	0	2	0
1935-07	0	0	0.00	0.0		0	0	0	0	0
1935-08	0	0	0.00	0.0		0	0	0	1	0
1935-09	0	0	0.00	0.0		0	0	0	0	0
1935-10	4	0	7.70	3.0	1935-10-04	0	1	0	1	0
1935-11	15	0	212.90	45.2	1935-11-17	1	1	2	0	0
1935-12	12	0	277.30	53.6	1935-12-24	0	3	5	0	0
1936-01	22	0	292.90	46.0	1936-01-01				0	
1936-02	13	0	259.00	50.4	1936-02-18				0	
1936-03	18	1	172.10	28.5	1936-03-22				3	
1936-04	11	0	114.20	26.8	1936-04-15				3	
1936-05	11	0	92.20	34.2	1936-05-16				2	
1936-06	5	0	31.60	9.2	1936-06-19				3	
1936-07	1	0	2.10	2.1	1936-07-02				0	
1936-08	0	0	0.00	0.0					0	
1936-09	1	0	9.80	9.8	1936-09-30				0	
1936-10	7	0	52.40	15.6	1936-10-12				0	
1936-11	12	0	85.20	28.6	1936-11-13				0	
1936-12	6	0	44.70	15.5	1936-12-28				0	
