/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BAALAN4 (1882-1893), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926394 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.784444 * LONGITUDE: -6.243611
	DATE/TIME START: 1882-06-24T00:00:00 * DATE/TIME END: 1893-09-30T00:00:00
Event(s):	BAALAN4 * LATITUDE: 38.784444 * LONGITUDE: -6.243611 * LOCATION: Alange, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [arbitrary units] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Reaumur thermometer * COMMENT: in Reamur degrees at 9am
	Temperature, air [arbitrary units] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * METHOD/DEVICE: Reaumur thermometer * COMMENT: in Reamur degrees at 2pm
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 9am (W = west, E = east, N = north, S = south)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 2pm (W = west, E = east, N = north, S = south)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean (W = west, E = east, N = north, S = south)
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 9am (note that the terms “Gallego” and “Solano” in the “wind direction” variable are Spanish terms that could imply different wind directions from one place to another")
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 2pm (note that the terms “Gallego” and “Solano” in the “wind direction” variable are Spanish terms that could imply different wind directions from one place to another")
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean (note that the terms “Gallego” and “Solano” in the “wind direction” variable are Spanish terms that could imply different wind directions from one place to another")
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 2pm
Size:	6561 data points
*/
Date/Time	TTT [arbitrary units] (at 9am)	TTT [arbitrary units] (at 2pm)	Wind dir descr (at 9am)	Wind dir descr (at 2pm)	Wind dir descr (mean)	ww (at 9am)	ww (at 2pm)	ww (mean)	PPPP other [arbitrary units] (in mmHg, at 9am)	PPPP other [arbitrary units] (in mmHg, at 2pm)
1882-09-18	15.0	26			SW			Clear		
1882-09-19	20.0	24			S			Clear		
1882-09-20	18.0	20			S			Cloudy		
1882-09-21	14.0	23			Gallego			Clear		
1882-09-22	12.0	25			Gallego			Clouds		
1882-09-23	14.0	24			NW			Clouds		
1882-09-24	14.0	25			NW			Clouds		
1882-09-25	15.0	24			S			Cloudy		
1882-09-26	16.0	20			Gallego			Rain		
1882-09-27	13.0	23			SW			Cloudy		
1882-09-28	15.0	24			Gallego			Clear		
1882-09-29	15.0	26			Gallego			Clear		
1882-09-30	19.0	27			Gallego			Clear		
1883-06-24	18.0	21			SW			Clear		
1883-06-25	19.0	23			SW			Some clouds		
1883-06-26	18.0	25			Gallego			Clear		
1883-06-27	19.0	25			Gallego			Clear		
1883-06-28	22.0	26			S			Clouds		
1883-06-29	19.0	29			Gallego			Clouds		
1883-06-30	19.0	25			Gallego			Clouds		
1883-07-01	20.0	30			N			Clear		
1883-07-02	22.0	32			S			Clear		
1883-07-03	22.0	31			Gallego			Clouds		
1883-07-04	21.0	30			S			Clear		
1883-07-05	19.0	30			Gallego			Clear		
1883-07-06	18.0	30			Gallego			Clouds		
1883-07-07	20.0	31			S			Clear		
1883-07-08	22.0	32			S			Clear		
1883-07-09	25.0	32			SW			Some clouds		
1883-07-10	25.0	31			N			Some clouds		
1883-07-11	22.0	27			Gallego			Clouds		
1883-07-12	25.0	32			S			Clear		
1883-07-13	24.0	31			Gallego			Clouds		
1883-07-14	23.0	31			Gallego			Clear		
1883-07-15	23.0	32			N			Clear		
1883-07-16	24.0				N			Clear		
1883-07-17	25.0	33			S			Some clouds		
1883-07-18	24.0	32			Gallego			Clear		
1883-07-19	22.0	31			Gallego			Clouds		
1883-07-20	22.0	31			Gallego			Clouds		
1883-07-21	21.0	26			SW			Clear		
1883-07-22	20.0	25			Gallego			Clear		
1883-07-23	24.0	28			SW			Clear		
1883-07-24	23.0	28			Gallego			Clear		
1883-07-25	24.0	28			SW			Clear		
1883-07-26	27.0	33			NW			Clear		
1883-07-27	28.0	33			Gallego			Clear		
1883-07-28	21.0	31			Gallego			Clear		
1883-07-29	22.0	32			N			Clear		
1883-07-30	22.0	33			Gallego			Clear		
1883-07-31	23.0	33			Gallego			Clear		
1883-08-01	24.0	34			S			Clouds		
1883-08-02	26.0	36			S			Clear		
1883-08-03	26.0	35			Gallego			Clear		
1883-08-04	24.0	36			N			Clear		
1883-08-05	26.0	37			S			Clear		
1883-08-06	26.0	37			S			Clear		
1883-08-07	26.0	36			Gallego			Clear		
1883-08-08	26.0	39			Gallego			Clear		
1883-08-09	24.0	36			S			Clear		
1883-08-10	24.0	36			Gallego			Clear		
1883-08-11	25.0	37			Solano			Clear		
1883-08-12	27.0	38			N			Some clouds		
1883-08-13	29.0	39			S			Clouds		
1883-08-14	29.0	36			S			Clouds		
1883-08-15	25.0	30			Gallego			Clear		
1883-08-16	24.0	29			Gallego			Clouds		
1883-08-17	25.0	29			N			Clear		
1883-08-18	25.0	29			Gallego			Clear		
1883-08-19	26.0	35			Gallego			Clear		
1883-08-20	26.0	36			S			Clear		
1883-08-21	27.0	38			SE			Clear		
1883-08-22	26.0	30			W			Cloudy		
1883-08-23	25.0	29			N			Clouds		
1883-08-24	27.0	36			N			Clouds		
1883-08-25	26.0	36			N			Clouds		
1883-08-26	27.0	36			N			Clouds		
1883-08-27	26.0	35			S			Clouds		
1883-08-28	26.0	35			NE			Clouds		
1883-08-29	26.0	36			S			Some clouds		
1883-08-30	27.0	37			N			Clouds		
1883-08-31	24.0	30			Gallego			Clouds		
1883-09-01	17.0	24			Gallego			Some clouds		
1883-09-02	17.0	25			Gallego			Some clouds		
1883-09-03	17.0	25			Gallego			Some clouds		
1883-09-04	16.0	26			Gallego			Some clouds		
1883-09-05	17.0	27			Gallego			Clear		
1883-09-06	18.0	27			NE			Clear		
1883-09-07	20.0	29			N			Clear		
1883-09-08	23.0	34			N			Clear		
1883-09-09	24.0	34			N			Clear		
1883-09-10	21.0	32			Gallego			Clear		
1883-09-11	21.0	30			Gallego			Clouds		
1883-09-12	18.0	31			N			Clouds		
1883-09-13	18.0	27			N			Clear		
1883-09-14	17.0	26			N			Clear		
1883-09-15	16.0	26			N			Clear		
1883-09-16	15.0	26			S			Clear		
1883-09-17	16.0	30			NE			Some clouds		
1883-09-18	20.0	31			SE			Clouds		
1883-09-19	20.0	27			N			Drizzle		
1883-09-20	20.0	26			N			Clouds		
1883-09-21	18.0	25			Gallego			Fog		
1883-09-22	17.0	24			N			Clouds		
1883-09-23	19.0	27			NE			Cloudy		
1883-09-24	19.0	27			Gallego			Clouds		
1883-09-25	20.0	30			N			Clouds		
1883-09-26	20.0	32			S			Clouds		
1883-09-27	18.0	29			Gallego			Clouds		
1883-09-28	15.0	25			N			Clouds		
1883-09-29	15.0	22			Gallego			Cloudy		
1883-09-30	12.0	19			Gallego			Clouds		
1884-06-24	21.0	28			SW			Clear		
1884-06-25	22.0	29			SW			Clear		
1884-06-26	22.0	28			SW			Clear		
1884-06-27	21.0	28			N			Cloudy		
1884-06-28	23.0	30			S			Cloudy		
1884-06-29	22.0	29			S			Cloudy		
1884-06-30	23.0	30			SW			Cloudy		
1884-07-01	22.0	30			S			Clouds - Storm - Rain		
1884-07-02	23.0	34			S					
1884-07-03	22.0	33			Gallego			Some clouds		
1884-07-04	21.0	28			SW			Cloudy		
1884-07-05	23.0	26			Gallego			Some clouds		
1884-07-06	22.0	28			N					
1884-07-07	24.0	30			S			Clear		
1884-07-08	26.0	30			SW			Clouds		
1884-07-09	22.0	28			SW			Clouds		
1884-07-10	23.0	26			SW			Clouds		
1884-07-11	26.0	28			SW			Clouds		
1884-07-12	23.0	30			Gallego			Clear		
1884-07-13	24.0	29			SW			Clear		
1884-07-14	25.0	31			SW			Clear		
1884-07-15	27.0	33			SW			Clear		
1884-07-16	22.0	30			SW			Clouds		
1884-07-17	23.0	31			N			Clear		
1884-07-18	25.0	31			Gallego			Clear		
1884-07-19	26.0	33			Gallego			Clear		
1884-07-20	29.0	33			Solano			Clear		
1884-07-21	29.0	34			Solano			Clear		
1884-07-22	30.0	35			NW			Clear		
1884-07-23	32.0	37			NW			Clouds		
1884-07-24	29.0	35			S			Clear		
1884-07-25	25.0	33			S			Clear		
1884-07-26	27.0	33			NE			Clear		
1884-07-27	26.0	33			N			Clear		
1884-07-28	26.0	35			Solano			Clear		
1884-07-29	28.0	34			N			Clear		
1884-07-30	29.0	36			S			Clear		
1884-07-31	29.0	37			Solano			Clear		
1884-08-01	29.0	35			W			Some clouds		
1884-08-02	26.0	36			S			Clouds		
1884-08-03	31.0	37			S			Clouds		
1884-08-04	30.0	37			Solano			Clouds		
1884-08-05	31.0	36			Solano			Clouds		
1884-08-06	31.0	37			S			Clouds		
1884-08-07	27.0	34			N			Clouds		
1884-08-08	23.0	32			Solano			Clouds		
1884-08-09	23.0	32			SW			Clouds		
1884-08-10	23.0	35			SE			Storm - Rain		
1884-08-11	27.0	36			SE			Storm - Rain		
1884-08-12	26.0	35			W			Storm - Rain		
1884-08-13	25.0	36			W			Storm - Rain		
1884-08-14	27.0	34			SW			Clouds		
1884-08-15	28.0	36			SW			Clouds		
1884-08-16	28.0	35			N			Clouds		
1884-08-17	23.0	33			SW			Clouds		
1884-08-18	26.0	31			W			Clouds		
1884-08-19	27.0	33			S			Clouds		
1884-08-20	19.0	27			S			Storm - Rain		
1884-08-21	21.0	29			S			Clear		
1884-08-22	24.0	31			S			Clear		
1884-08-23	25.0	32			S			Clouds		
1884-08-24	29.0	33			W			Clouds		
1884-08-25	24.0	29			S			Clouds		
1884-08-26	24.0	28			S			Clouds		
1884-08-27	25.0	30			Gallego			Clouds		
1884-08-28	21.0	25			Gallego			Storm		
1884-08-29	19.0	24			S			Clouds		
1884-08-30	18.0	22			S			Clouds		
1884-08-31	20.0	21			S			Cloudy		
1884-09-01	20.0	22			Gallego			Cloudy		
1884-09-02	20.0	23			Gallego			Clouds		
1884-09-03	21.0	17			S			Storm - Rain		
1884-09-04	14.0	22			Gallego			Clear		
1884-09-05	18.0	23			Gallego			Clear		
1884-09-06	19.0	25			Gallego			Clear		
1884-09-07	22.0	27			NW			Clear		
1884-09-08	23.0	30			Gallego			Clear		
1884-09-09	26.0	32			SE			Clear		
1884-09-10	26.0	30			S			Clear		
1884-09-11	25.0	32			S			Clouds		
1884-09-12	25.0	29			Gallego			Clouds		
1884-09-13	18.0	23			Gallego			Cloudy		
1884-09-14	12.0	21			Gallego			Rain		
1884-09-15	18.0	20			Gallego			Clouds		
1884-09-16	19.0	25			S			Clouds		
1884-09-17	15.0	22			SW			Clouds		
1884-09-18	15.0	22			N			Clouds		
1884-09-19	14.0	20			Gallego			Clouds		
1884-09-20	16.0	23			Gallego			Clouds		
1884-09-21	19.0	23			Gallego			Cloudy		
1884-09-22	17.0	23			Gallego			Clouds		
1884-09-23	16.0	25			NW			Cloudy		
1884-09-24	17.0	25			N			Clouds		
1884-09-25	17.0	21			N			Cloudy		
1884-09-26	17.0	22			W			Clouds		
1884-09-27	17.0	24			W			Clear		
1884-09-28	19.0	25			N			Clear		
1884-09-29	22.0	27			Solano			Cloudy		
1884-09-30	22.0	26			S			Clouds		
1885-06-24	18.0	22	Solano	N		Clear	Cloudy			
1885-06-25	17.0	21	Gallego	Gallego		Cloudy	Light rain			
1885-06-26	18.0	23	N	N		Cloudy	Cloudy			
1885-06-27	17.0	21	N	N		Light rain	Drizzle			
1885-06-28	19.0	21	N	N		Cloudy	Rain			
1885-06-29	15.0	19	N	N		Drizzle	Rain			
1885-06-30	14.0	22	N	N		Cloudy	Clear			
1885-07-01	17.0	23	N	N		Clear	Cloudy			
1885-07-02	14.0	23	N	N		Clouds	Cloudy			
1885-07-03	19.0	23	N	N		Cloudy	Cloudy			
1885-07-04	14.0	24	N	N		Clouds	Clouds			
1885-07-05	18.0	26	N	N		Clear	Clear			
1885-07-06	20.0	32	N	N		Clouds	Clear			
1885-07-07	20.0	32	N	N		Clear	Clear			
1885-07-08	24.0	32	S	N		Clear	Clear			
1885-07-09	23.0	31	S	N		Clear	Clear			
1885-07-10	21.0	31	S	Gallego		Clear	Clear			
1885-07-11	24.0	32	Gallego	N		Clear	Clouds			
1885-07-12	23.0	33	Solano	Gallego		Clear	Clouds			
1885-07-13	25.0	32	Gallego	Gallego		Clear	Clouds			
1885-07-14	24.0	33	Solano	Solano		Clouds	Storm			
1885-07-15	25.0	33	Solano	N		Clouds	Clouds			
1885-07-16	27.0	34	Solano	S		Clouds	Clouds			
1885-07-17	23.0	29	S	S		Cloudy	Cloudy			
1885-07-18	25.0	31	S	Gallego		Clouds	Clouds			
1885-07-19	26.0	35	Solano	S		Clouds	Storm			
1885-07-20	28.0	36	Solano	S		Clouds	Clouds			
1885-07-21	27.0	35	Gallego	S		Clouds	Clear			
1885-07-22	27.0	35	S	S		Clear	Clear			
1885-07-23	27.0	35	S	S		Clouds	Clouds			
1885-07-24	26.0	33	Solano	S		Clouds	Cloudy			
1885-07-25	26.0	31	SE	S		Clouds	Storm			
1885-07-26	22.0	22	N	S		Storm	Rain			
1885-07-27	23.0	27	S	S		Clouds	Clouds			
1885-07-28	26.0	26	S	S		Clouds	Cloudy			
1885-07-29	27.0	29	S	S		Clouds	Cloudy			
1885-07-30	24.0	28	S	S		Clouds	Cloudy			
1885-07-31	23.0	27	S	S		Cloudy	Cloudy			
1885-08-01	23.0	28	S	S		Clouds	Clear			
1885-08-02	23.0	27	S	S		Clouds	Clouds			
1885-08-03	24.0	27	S	S		Clear	Clouds			
1885-08-04	22.0	26	S	S		Clouds	Clouds			
1885-08-05	24.0	27	S	S		Clear	Cloudy			
1885-08-06	21.0	28	SE	S		Clear	Clouds			
1885-08-07	21.0	26	Gallego	Gallego		Clear	Clouds			
1885-08-08	23.0	28	Solano	Solano		Clear	Clear			
1885-08-09	23.0	28	S	S		Clear	Clear			
1885-08-10	24.0	32	SW	SW		Clear	Clear			
1885-08-11	22.0	31	S	S		Clear	Clear			
1885-08-12	21.0	32	S	S		Clear	Clear			
1885-08-13	21.0	31	S	N		Clear	Clear			
1885-08-14	22.0	32	N	N		Clear	Clear			
1885-08-15	24.0	34	S	S		Clear	Clear			
1885-08-16	26.0	35	S	S		Clouds	Clouds			
1885-08-17	26.0	36	S	SW		Clear	Clouds			
1885-08-18	25.0	36	S	S		Clear	Clear			
1885-08-19	26.0	37	S	S		Clouds	Clouds			
1885-08-20	21.0	28	Gallego	SW		Clouds	Clouds			
1885-08-21	22.0	29	S	SW		Clouds	Clouds			
1885-08-22	23.0	29	S	S		Clouds	Clouds			
1885-08-23	19.0	25	S	S		Clouds	Clouds			
1885-08-24	23.0	28	S	Gallego		Clouds	Clear			
1885-08-25	21.0	26	S	Gallego		Clouds	Clouds			
1885-08-26	22.0	26	S	SW		Clouds	Clear			
1885-08-27	19.0	22	SW	SW		Cloudy	Cloudy			
1885-08-28	16.0	21	E	S		Heavy rain	Cloudy			
1885-08-29	17.0	20	SW	S		Cloudy	Clouds			
1885-08-30	19.0	22	N	N		Clear	Clouds			
1885-08-31	20.0	25	N	N		Clear	Clear			
1885-09-01	21.0	27	E	N		Clear	Clear			
1885-09-02	26.0	31	E	E		Clouds	Clouds			
1885-09-03	19.0	25	S	E		Cloudy	Clouds			
1885-09-04	18.0	22	W	S		Clouds	Clouds			
1885-09-05	19.0	25	E	S		Clouds	Clouds			
1885-09-06	20.0	26	S	S		Clouds	Clouds			
1885-09-07	18.0	22	W	W		Clouds	Clouds			
1885-09-08	17.0	24	W	N		Clouds	Clouds			
1885-09-09	18.0	27	S	N		Clear	Clear			
1885-09-10	21.0	31	SE	S		Clear	Clear			
1885-09-11	20.0	27	S	S		Clear	Clear			
1885-09-12	21.0	29	S	S		Clear	Clouds			
1885-09-13	22.0	32	E	NW		Clear	Some clouds			
1885-09-14	25.0	32	E	E		Clear	Clear			
1885-09-15	22.0	32	S	NW		Clear	Clear			
1885-09-16	26.0	32	E	S		Clouds	Cloudy			
1885-09-17	19.0	24	W	S		Clouds	Clouds			
1885-09-18	17.0	22	W	W		Clouds	Clouds			
1885-09-19	18.0	25	S	N		Clouds	Clear			
1885-09-20	19.0	26	N	N		Clear	Clear			
1885-09-21	18.0	27	N	N		Clear	Clear			
1885-09-22	21.0	26	N	N		Clear	Cloudy			
1885-09-23	22.0	27	N	N		Cloudy	Clouds			
1885-09-24	21.0	26	N	N		Clouds	Cloudy			
1885-09-25	19.0	25	S	S		Clouds	Clouds			
1885-09-26	16.0	20	N	N		Cloudy	Storm			
1885-09-27	15.0	20	W	W		Clouds	Clouds			
1885-09-28	14.0	19	E	E		Clear	Clear			
1885-09-29	13.0	21	N	N		Clear	Clear			
1885-09-30	13.0	23	N	S		Clear	Clear			
1885-10-01	15.0	26	S	SE		Clouds	Clouds			
1885-10-02	17.0	25	N	E		Clouds	Cloudy			
1885-10-03	18.0	24	E	N		Clear	Clouds			
1885-10-04	17.0	24	N	N		Clouds	Clouds			
1885-10-05	19.0	21	SE	SE		Cloudy	Drizzle			
1885-10-06	18.0	22	W	SE		Clouds	Clear			
1885-10-07	17.0	23	E	SE		Clear	Clear			
1885-10-08	15.0	24	E	SE		Clear	Clear			
1885-10-09	16.0	23	W	W		Clouds	Clouds			
1885-10-10	14.0	20	W	W		Clear	Cloudy			
1885-10-11	12.0	12	W	W		Clear	Cloudy			
1885-10-12	12.0	16	W	W		Clouds	Clouds			
1885-10-13	9.0	14	W	N		Clouds	Clouds			
1885-10-14	8.0	13	N	N		Clouds	Clouds			
1885-10-15	7.0	14	S	SE		Clear	Clear			
1886-06-24	24.0	33	S	E		Clear	Clear			
1886-06-25	23.0	32	E	NW		Clear	Clear			
1886-06-26	24.0	32	SW	SW		Clouds	Clouds			
1886-06-27	23.0	31	SW	SW		Clear	Clear			
1886-06-28	24.0	32	SW	SW		Clear	Clear			
1886-06-29	23.0	31	SW	SW		Clouds	Clouds			
1886-06-30	21.0	29	SW	SW		Cloudy	Cloudy			
1886-07-01	22.0	28	W	W		Clouds	Clouds			
1886-07-02	24.0	31	N	NW		Clouds	Clouds			
1886-07-03	25.0	34	SE	NW		Clear	Clouds			
1886-07-04	25.0	35	N	NW		Clouds	Clouds			
1886-07-05	26.0	36	NW	W		Clear	Clear			
1886-07-06	28.0	37	W	SW		Clouds	Clear			
1886-07-07	25.0	31	SW	W		Clear	Clear			
1886-07-08	24.0	31	W	W		Clouds	Clear			
1886-07-09	22.0	30	W	NW		Clouds	Clear			
1886-07-10	23.0	32	S	N		Clear	Clouds			
