/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA3 (1864-1900), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926359 (dataset in review), 
1865-08-07	0
1865-08-08	0
1865-08-09	0
1865-08-10	0
1865-08-11	0
1865-08-12	0
1865-08-13	0
1865-08-14	0
1865-08-15	0
1865-08-16	0
1865-08-17	0
1865-08-18	0
1865-08-19	0
1865-08-20	0
1865-08-21	0
1865-08-22	0
1865-08-23	0
1865-08-24	0
1865-08-25	0
1865-08-26	0
1865-08-27	1
1865-08-28	1
1865-08-29	0
1865-08-30	0
1865-08-31	0
1865-09-01	0
1865-09-02	0
1865-09-03	0
1865-09-04	0
1865-09-05	0
1865-09-06	0
1865-09-07	0
1865-09-08	0
1865-09-09	0
1865-09-10	0
1865-09-11	0
1865-09-12	0
1865-09-13	0
1865-09-14	0
1865-09-15	0
1865-09-16	1
1865-09-17	0
1865-09-18	0
1865-09-19	0
1865-09-20	0
1865-09-21	0
1865-09-22	0
1865-09-23	0
1865-09-24	1
1865-09-25	0
1865-09-26	0
1865-09-27	0
1865-09-28	0
1865-09-29	0
1865-09-30	
1865-10-01	0
1865-10-02	0
1865-10-03	0
1865-10-04	0
1865-10-05	0
1865-10-06	1
1865-10-07	0
1865-10-08	1
1865-10-09	0
1865-10-10	0
1865-10-11	0
1865-10-12	0
1865-10-13	0
1865-10-14	0
1865-10-15	0
1865-10-16	0
1865-10-17	0
1865-10-18	
1865-10-19	0
1865-10-20	1
1865-10-21	1
1865-10-22	0
1865-10-23	0
1865-10-24	0
1865-10-25	0
1865-10-26	0
1865-10-27	0
1865-10-28	0
1865-10-29	0
1865-10-30	0
1865-11-01	0
1865-11-02	0
1865-11-03	0
1865-11-04	0
1865-11-05	0
1865-11-06	0
1865-11-07	1
1865-11-08	0
1865-11-09	1
1865-11-10	0
1865-11-11	0
1865-11-12	1
1865-11-13	0
1865-11-14	0
1865-11-15	0
1865-11-16	0
1865-11-17	0
1865-11-18	0
1865-11-19	0
1865-11-20	0
1865-11-21	1
1865-11-22	0
1865-11-23	1
1865-11-24	
1865-11-25	0
1865-11-26	1
1865-11-27	1
1865-11-28	1
1865-11-29	0
1865-11-30	0
1865-11-30	0
1865-12-01	0
1865-12-02	0
1865-12-03	0
1865-12-04	0
1865-12-05	0
1865-12-06	1
1865-12-07	0
1865-12-08	0
1865-12-09	0
1865-12-10	0
1865-12-11	0
1865-12-12	0
1865-12-13	1
1865-12-14	0
1865-12-15	0
1865-12-16	0
1865-12-17	0
1865-12-18	0
1865-12-19	0
1865-12-20	0
1865-12-21	0
1865-12-22	0
1865-12-23	0
1865-12-24	0
1865-12-25	0
1865-12-26	0
1865-12-27	0
1865-12-28	0
1865-12-29	1
1865-12-30	0
1865-12-31	0
1866-01-01	0
1866-01-02	0
1866-01-03	0
1866-01-04	0
1866-01-05	0
1866-01-06	
1866-01-07	
1866-01-08	
1866-01-09	0
1866-01-10	
1866-01-11	
1866-01-12	
1866-01-13	0
1866-01-14	
1866-01-15	
1866-01-16	
1866-01-17	0
1866-01-18	
1866-01-19	
1866-01-20	
1866-01-21	0
1866-01-22	
1866-01-23	
1866-01-24	
1866-01-25	0
1866-01-26	
1866-01-27	0
1866-01-28	
1866-01-29	0
1866-01-30	
1866-01-31	0
1866-02-01	0
1866-02-02	0
1866-02-03	0
1866-02-04	0
1866-02-05	0
1866-02-06	
1866-02-07	0
1866-02-08	0
1866-02-09	
1866-02-10	1
1866-02-11	0
1866-02-12	0
1866-02-13	0
1866-02-14	0
1866-02-15	0
1866-02-16	0
1866-02-17	0
1866-02-18	1
1866-02-19	1
1866-02-20	0
1866-02-21	0
1866-02-22	0
1866-02-23	0
1866-02-24	0
1866-02-25	0
1866-02-26	1
1866-02-27	1
1866-02-28	1
1866-03-01	0
1866-03-02	1
1866-03-03	1
1866-03-04	
1866-03-05	1
1866-03-06	0
1866-03-07	0
1866-03-08	0
1866-03-09	0
1866-03-10	0
1866-03-11	0
1866-03-12	1
1866-03-13	0
1866-03-14	0
1866-03-15	1
1866-03-16	1
1866-03-17	0
1866-03-18	1
1866-03-19	1
1866-03-20	0
1866-03-21	0
1866-03-22	0
1866-03-23	0
1866-03-24	0
1866-03-25	0
1866-03-26	0
1866-03-27	0
1866-03-28	0
1866-03-29	0
1866-03-30	0
1866-03-31	0
1866-04-01	0
1866-04-02	1
1866-04-03	0
1866-04-04	0
1866-04-05	1
1866-04-06	0
1866-04-07	0
1866-04-08	0
1866-04-09	0
1866-04-10	0
1866-04-11	0
1866-04-12	0
1866-04-13	0
1866-04-14	0
1866-04-15	0
1866-04-16	0
1866-04-17	0
1866-04-18	0
1866-04-19	1
1866-04-20	0
1866-04-21	0
1866-04-22	0
1866-04-23	0
1866-04-24	0
1866-04-25	0
1866-04-26	0
1866-04-27	0
1866-04-28	1
1866-04-29	1
1866-04-30	1
1866-05-01	1
1866-05-02	0
1866-05-03	0
1866-05-04	1
1866-05-05	1
1866-05-06	0
1866-05-07	0
1866-05-08	1
1866-05-09	0
1866-05-10	0
1866-05-11	0
1866-05-12	0
1866-05-13	0
1866-05-14	0
1866-05-15	0
1866-05-16	0
1866-05-17	0
1866-05-18	0
1866-05-19	0
1866-05-20	0
1866-05-21	0
1866-05-22	0
1866-05-23	1
1866-05-24	1
1866-05-25	0
1866-05-26	0
1866-05-27	0
1866-05-28	0
1866-05-29	0
1866-05-30	0
1866-05-31	0
1866-06-01	1
1866-06-02	0
1866-06-03	0
1866-06-04	0
1866-06-05	0
1866-06-06	0
1866-06-07	0
1866-06-08	0
1866-06-09	
1866-06-10	0
1866-06-11	0
1866-06-12	
1866-06-13	0
1866-06-14	0
1866-06-15	0
1866-06-16	0
1866-06-17	0
1866-06-18	0
1866-06-19	0
1866-06-20	0
1866-06-21	0
1866-06-22	
1866-06-23	
1866-06-24	
1866-06-25	0
1866-06-26	0
1866-06-27	0
1866-06-28	0
1866-06-29	0
1866-06-30	0
1866-07-01	0
1866-07-02	0
1866-07-03	0
1866-07-04	0
1866-07-05	0
1866-07-06	0
1866-07-07	0
1866-07-08	0
1866-07-09	0
1866-07-10	0
1866-07-11	0
1866-07-12	0
1866-07-13	0
1866-07-14	0
1866-07-15	0
1866-07-16	0
1866-07-17	0
1866-07-18	0
1866-07-19	0
1866-07-20	0
1866-07-21	0
1866-07-22	0
1866-07-23	0
1866-07-24	0
1866-07-25	0
1866-07-26	0
1866-07-27	0
1866-07-28	0
1866-07-29	0
1866-07-30	0
1866-07-31	0
1866-08-01	0
1866-08-02	0
1866-08-03	0
1866-08-04	0
1866-08-05	0
1866-08-06	0
1866-08-07	0
1866-08-08	0
1866-08-09	0
1866-08-10	0
1866-08-11	0
1866-08-12	0
1866-08-13	0
1866-08-14	0
1866-08-15	0
1866-08-16	0
1866-08-17	0
1866-08-18	0
1866-08-19	0
1866-08-20	0
1866-08-21	0
1866-08-22	0
1866-08-23	0
1866-08-24	0
1866-08-25	0
1866-08-26	0
1866-08-27	0
1866-08-28	0
1866-08-29	0
1866-08-30	0
1866-08-31	0
1866-09-01	0
1866-09-02	0
1866-09-03	0
1866-09-04	0
1866-09-05	0
1866-09-06	0
1866-09-07	0
1866-09-08	0
1866-09-09	0
1866-09-10	0
1866-09-11	0
1866-09-12	0
1866-09-13	0
1866-09-14	0
1866-09-15	0
1866-09-16	0
1866-09-17	0
1866-09-18	0
1866-09-19	0
1866-09-20	0
1866-09-21	0
1866-09-22	0
1866-09-23	1
1866-09-24	0
1866-09-25	0
1866-09-26	0
1866-09-27	1
1866-09-28	0
1866-09-29	0
1866-09-30	0
1866-10-01	0
1866-10-02	0
1866-10-03	0
1866-10-04	0
1866-10-05	0
1866-10-06	1
1866-10-07	0
1866-10-08	0
1866-10-09	1
1866-10-10	1
1866-10-11	1
1866-10-12	0
1866-10-13	0
1866-10-14	0
1866-10-15	0
1866-10-16	0
1866-10-17	1
1866-10-18	0
1866-10-19	0
1866-10-20	0
1866-10-21	0
1866-10-22	0
1866-10-23	0
1866-10-24	0
1866-10-25	0
1866-10-26	0
1866-10-27	0
1866-10-28	0
1866-10-29	0
1866-10-30	0
1866-10-31	0
1866-11-01	0
1866-11-02	0
1866-11-03	0
1866-11-04	0
1866-11-05	0
1866-11-06	0
1866-11-07	0
1866-11-08	0
1866-11-09	0
1866-11-10	0
1866-11-11	0
1866-11-12	0
1866-11-13	0
1866-11-14	0
1866-11-15	0
1866-11-16	0
1866-11-17	0
1866-11-18	0
1866-11-19	0
1866-11-20	0
1866-11-21	0
1866-11-22	0
1866-11-23	0
1866-11-24	0
1866-11-25	1
1866-11-26	0
1866-11-27	0
1866-11-28	0
1866-11-29	0
1866-11-30	1
1866-12-01	0
1866-12-02	0
1866-12-03	0
1866-12-04	0
1866-12-05	0
1866-12-06	0
1866-12-07	0
1866-12-08	0
1866-12-09	0
1866-12-10	0
1866-12-11	0
1866-12-12	0
1866-12-13	0
1866-12-14	0
1866-12-15	0
1866-12-16	0
1866-12-17	0
1866-12-18	0
1866-12-19	0
1866-12-20	0
1866-12-21	0
1866-12-22	0
1866-12-23	0
1866-12-24	0
1866-12-25	0
1866-12-26	0
1866-12-27	0
1866-12-28	0
1866-12-29	0
1866-12-30	0
1866-12-31	0
1867-01-01	0
1867-01-02	0
1867-01-03	0
1867-01-04	0
1867-01-05	0
1867-01-06	0
1867-01-07	1
1867-01-08	0
1867-01-09	1
1867-01-10	0
1867-01-11	0
1867-01-12	1
1867-01-13	1
1867-01-14	0
1867-01-15	0
1867-01-16	0
1867-01-17	1
1867-01-18	1
1867-01-19	1
1867-01-20	0
1867-01-21	1
1867-01-22	0
1867-01-23	0
1867-01-24	0
1867-01-25	0
1867-01-26	0
1867-01-27	0
1867-01-28	0
1867-01-29	0
1867-01-30	0
1867-01-31	0
1867-02-01	0
1867-02-02	0
1867-02-03	0
1867-02-04	0
1867-02-05	0
1867-02-06	0
1867-02-07	0
1867-02-08	0
1867-02-09	0
1867-02-10	0
1867-02-11	0
1867-02-12	0
1867-02-13	0
1867-02-14	0
1867-02-15	1
1867-02-16	1
1867-02-17	0
1867-02-18	0
1867-02-19	0
1867-02-20	0
1867-02-21	0
1867-02-22	0
1867-02-23	0
1867-02-24	0
1867-02-25	0
1867-02-26	0
1867-02-27	0
1867-02-28	0
1867-03-01	0
1867-03-02	0
1867-03-03	0
1867-03-04	0
1867-03-05	0
1867-03-06	0
1867-03-07	1
1867-03-08	1
1867-03-09	1
1867-03-10	0
1867-03-11	0
1867-03-12	0
1867-03-13	0
1867-03-14	0
1867-03-15	0
1867-03-16	0
1867-03-17	0
1867-03-18	1
1867-03-19	1
1867-03-20	1
1867-03-21	0
1867-03-22	0
1867-03-23	0
1867-03-24	0
1867-03-25	0
1867-03-26	1
1867-03-27	1
1867-03-28	1
1867-03-29	0
1867-03-30	0
1867-03-31	0
1867-04-01	
1867-04-02	0
1867-04-03	0
1867-04-04	0
1867-04-05	0
1867-04-06	0
1867-04-07	0
1867-04-08	0
1867-04-09	0
1867-04-10	0
1867-04-11	0
1867-04-12	0
1867-04-13	0
1867-04-14	0
1867-04-15	0
1867-04-16	0
1867-04-17	0
1867-04-18	0
1867-04-19	0
1867-04-20	0
1867-04-21	0
1867-04-22	0
1867-04-23	0
1867-04-24	0
1867-04-25	0
1867-04-26	1
1867-04-27	0
1867-04-28	0
1867-04-29	0
1867-04-30	0
1867-05-01	0
1867-05-02	0
1867-05-03	0
1867-05-04	0
1867-05-05	0
1867-05-06	0
1867-05-07	1
1867-05-08	0
1867-05-09	
1867-05-10	
1867-05-11	1
1867-05-12	1
1867-05-13	1
1867-05-14	1
1867-05-15	0
1867-05-16	0
1867-05-17	0
1867-05-18	1
1867-05-19	0
1867-05-20	0
1867-05-21	0
1867-05-22	0
1867-05-23	0
1867-05-24	0
1867-05-25	0
1867-05-26	0
1867-05-27	0
1867-05-28	0
1867-05-29	0
1867-05-30	0
1867-05-31	
1867-06-01	0
1867-06-02	0
1867-06-03	0
1867-06-04	0
1867-06-05	0
1867-06-06	0
1867-06-07	0
1867-06-08	0
1867-06-09	0
1867-06-10	0
1867-06-11	0
1867-06-12	0
1867-06-13	0
1867-06-14	0
1867-06-15	0
1867-06-16	0
1867-06-17	1
1867-06-18	0
1867-06-19	0
1867-06-20	0
1867-06-21	0
1867-06-22	0
1867-06-23	0
1867-06-24	0
1867-06-25	0
1867-06-26	
1867-06-27	0
1867-06-28	0
1867-06-29	0
1867-06-30	0
1867-07-01	
1867-07-02	0
1867-07-03	0
1867-07-04	0
1867-07-05	0
1867-07-06	0
1867-07-07	0
1867-07-08	0
1867-07-09	0
1867-07-10	0
1867-07-11	0
1867-07-12	0
1867-07-13	0
1867-07-14	0
1867-07-15	0
1867-07-16	0
1867-07-17	0
1867-07-18	0
1867-07-19	0
1867-07-20	0
1867-07-21	0
1867-07-22	0
1867-07-23	0
1867-07-24	0
1867-07-25	0
1867-07-26	0
1867-07-27	0
1867-07-28	0
1867-07-29	0
1867-07-30	0
1867-07-31	0
1867-08-01	0
1867-08-02	0
1867-08-03	0
1867-08-04	0
1867-08-05	0
1867-08-06	0
1867-08-07	0
1867-08-08	0
1867-08-09	0
1867-08-10	0
1867-08-11	0
1867-08-12	0
1867-08-13	0
1867-08-14	0
1867-08-15	0
1867-08-16	0
1867-08-17	0
1867-08-18	0
1867-08-19	0
1867-08-20	0
1867-08-21	0
1867-08-22	0
1867-08-23	0
1867-08-24	0
1867-08-25	0
1867-08-26	0
1867-08-27	0
1867-08-28	0
1867-08-29	0
1867-08-30	0
1867-08-31	0
1867-09-01	0
1867-09-02	0
1867-09-03	0
1867-09-04	0
1867-09-05	0
1867-09-06	0
1867-09-07	0
1867-09-08	0
1867-09-09	0
1867-09-10	0
1867-09-11	0
1867-09-12	0
1867-09-13	1
1867-09-14	0
1867-09-15	0
1867-09-16	1
1867-09-17	0
1867-09-18	0
1867-09-19	0
1867-09-20	0
1867-09-21	0
1867-09-22	0
1867-09-23	0
1867-09-24	0
1867-09-25	0
1867-09-26	0
1867-09-27	0
1867-09-28	0
1867-09-29	0
1867-09-30	0
1867-10-01	0
1867-10-02	0
1867-10-03	0
1867-10-04	0
1867-10-05	0
1867-10-06	
1867-10-07	0
1867-10-08	0
1867-10-09	
1867-10-10	0
1867-10-11	0
1867-10-12	0
1867-10-13	0
1867-10-14	0
1867-10-15	0
1867-10-16	0
1867-10-17	0
1867-10-18	0
1867-10-19	0
1867-10-20	0
1867-10-21	0
1867-10-22	0
1867-10-23	0
1867-10-24	0
1867-10-25	0
1867-10-26	0
1867-10-27	0
1867-10-28	0
1867-10-29	0
1867-10-30	0
1867-10-31	0
1867-11-01	0
1867-11-02	0
1867-11-03	0
1867-11-04	0
1867-11-05	0
1867-11-06	0
1867-11-07	0
1867-11-08	0
1867-11-09	0
1867-11-10	0
1867-11-11	0
1867-11-12	0
1867-11-13	0
1867-11-14	1
1867-11-15	0
1867-11-16	1
1867-11-17	1
1867-11-18	0
1867-11-19	0
1867-11-20	0
1867-11-21	0
1867-11-22	0
1867-11-23	0
1867-11-24	0
1867-11-25	0
1867-11-26	0
1867-11-27	0
1867-11-28	0
1867-11-29	0
1867-11-30	0
1867-12-01	1
1867-12-02	0
1867-12-03	0
1867-12-04	0
1867-12-05	
1867-12-06	0
1867-12-07	0
1867-12-08	0
1867-12-09	1
1867-12-10	0
1867-12-11	0
1867-12-12	0
1867-12-13	0
1867-12-14	0
1867-12-15	
1867-12-16	0
1867-12-17	0
1867-12-18	0
1867-12-19	0
1867-12-20	0
1867-12-21	0
1867-12-22	0
1867-12-23	0
1867-12-24	0
1867-12-25	0
1867-12-26	0
1867-12-27	0
1867-12-28	0
1867-12-29	0
1867-12-30	0
1867-12-31	1
1868-01-01	0
1868-01-02	0
1868-01-03	0
1868-01-04	0
1868-01-05	0
1868-01-06	0
1868-01-07	0
1868-01-08	0
1868-01-09	1
1868-01-10	0
1868-01-11	0
1868-01-12	0
1868-01-13	1
1868-01-14	1
1868-01-15	0
1868-01-16	0
1868-01-17	0
1868-01-18	0
1868-01-19	0
1868-01-20	
1868-01-21	1
1868-01-22	1
1868-01-23	0
1868-01-24	0
1868-01-25	0
1868-01-26	0
