/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz; Pinochet, Rubén (2021): Early meteorological records from BABADA6 (1830-1833), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926383 (dataset in review), 
	In: Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1830-02-28T00:00:00 * DATE/TIME END: 1833-07-19T00:00:00
Event(s):	BABADA6 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T1, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T2, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T3, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP1, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL1, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP2, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL2, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP3, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL3, preasure lines, time unknown
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS3, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
Size:	13349 data points
*/
Date/Time	TTT [°C] (T1, time unknown)	TTT [°C] (T2, time unknown)	TTT [°C] (T3, time unknown)	P descr (IP1, inches of preasure, time...)	P descr (PL1, preasure lines, time unk...)	P descr (IP2, inches of preasure, time...)	P descr (PL2, preasure lines, time unk...)	P descr (IP3, inches of preasure, time...)	P descr (PL3, preasure lines, time unk...)	Wind dir descr (WD1, W = west, E = east, N = ...)	ww (SS1, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS2, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS3, time unknown)
1830-04	12.0	18.0	15.50	28	0	27	11	27	11	E	NUV	NWW	NEBU	NW	NUV
1830-04	12.0	16.0	16.00	28	0	28	0	28	0	NW	DESP	NW	NEBU	NW	DESP
1830-04	12.0	18.5	17.00	28	2	28	0.5	28	0	NW	DESP	NW	NEBU	NE	NEBU
1830-04	12.0	19.5	19.00	28	0	28	0	27	11	NW	DESP	N	NEBU	WNW	RAF
1830-04	14.0	20.5	20.00	28	0	27	10.5	27	9	NW	DESP	SE	RAF	SW	RAF
1830-04	14.0	21.5	18.00	27	11	27	8	27	8	ES	DESP	S	RAF	SW	DESP
1830-04	12.0	17.0	12.50	27	10	27	9	27	10	SW	NUBL	SW	NUV	NW	NUBL
1830-04	10.0	16.0	15.00	28	1	28	0.5	28	0.5	NW	NUV	NW	DESP	NW	DESP
1830-05	11.0	18.0	17.00	28	2	28	1	28	0	NW	DESP	E	RAF	E	DESP
1830-05	12.0	20.5	19.00	28	1	27	10.5	27	10	NW	RAF	NE	RAF	NE	NUVE
1830-05	12.0	21.0	18.00	28	0	27	10.5	27	10	W	NUVE	E	NUVE	SSW	NUBL
1830-05	12.0	21.0	16.50	28	0	27	11	27	11	SW	NUBL	SSW	NUBL	SSW	DESP
1830-05	12.5	20.5	18.00	28	0	27	11	27	10.5	SE	RAF	S	NUB	S	NUBL
1830-05	13.0	13.0	13.00	27	10	27	9	27	8	S	NUBL	NWW	LLUV	SSW	NUBL
1830-05	12.0	13.5	12.00	27	10	27	7.5	27	7.5	SW	NUBL	SSW	LLUV	W	LLUV
1830-05	12.5	17.0	13.50	27	10	27	9	27	9	SW	NUBL	SW	LLUV	NW	LLUV
1830-05	11.0	16.0	14.00	27	10	27	10	27	10	SW	NUB	WNW	NUBL	NW	DESP
1830-05	12.0	17.5	15.50	27	11	27	10.5	27	10.5	W	NUB	NW	NUBL	NW	NUB
1830-05	12.0	18.0	14.50	27	11	27	11	27	10.5	NW	DESP	NW	NUBL	WNW	NUBL
1830-05	12.0	16.5	14.00	28	0	27	8.5	27	8	NW	NUV	NW	NUV	WNW	NUV
1830-05	11.5	16.0	15.00	28	0	27	8.5	27	9	NW	DESP	N	NUV	N	DESP
1830-05	11.0	16.0	16.50	28	0	27	10.5	27	10.5	N	DESP	N	DESP	N	DESP
1830-05	12.0	18.0	18.50	28	0	28	0	28	0	N	DESP	N	DESP	NNE	DESP
1830-05	12.0	19.5	19.50	28	1	28	0	28	0	N	DESP	NE	DESP	N	DESP
1830-05	12.0	19.5	20.50	28	0	28	0	27	11	N	DESP	NE	DESP	NE	DESP
1830-05	12.0	22.0	21.50	28	0	27	11	27	11	NW	DESP	NW	DESP	N	DESP
1830-05	12.0	23.0	22.00	28	0	27	10.5	27	9.5	NW	DESP	WSW	RAF	SW	DESP
1830-05	14.0	21.0	21.00	27	10	27	9.5	27	9	SW	DESP	S	RAF	W	RAF
1830-05	14.0	19.5	16.50	27	9	27	9	27	9	SW	NUV	SW	NUBL	W	NUV
1830-05	13.0	19.5	18.00	27	9	27	10.5	27	10	SW	DESP	SSW	NUV	SW	DESP
1830-05	14.0	17.5	16.00	27	10	27	10.5	27	10.5	SW	NUV	SW	LLUV	W	RAF
1830-05	13.0	18.0	16.00	27	10	28	0	28	0	SW	RAF	WNW	NUV	NW	DESP
1830-05	12.0	18.0	18.00	28	0	28	1	28	1	NW	DESP	WNW	DESP	WNW	DESP
1830-05	14.0	20.0	20.00	28	1	28	0	28	0	NW	DESP	WNW	DESP	NW	RAF
1830-05	14.0	21.5	21.00	28	1	28	1	28	1	NW	DESP	NW	DESP	NW	DESP
1830-05	14.0	20.5	21.00	28	0	28	0	28	0	NW	NUV	WNW	DESP	NNW	DESP
1830-05	12.0	22.0	21.50	28	1	28	0	27	11	SW	DESP	E	DESP	E	RAF
1830-05	13.0	22.5	22.00	28	0	28	0	28	0	NW	DESP	NW	DESP	NNE	DESP
1830-05	14.0	24.5	24.00	28	1	28	0	28	0	NW	RAF	E	DESP	ENE	DESP
1830-06	13.5	24.0	23.00	28	0	28	1	28	0	NE	NUV	E	NEBU	E	NUV
1830-06	14.0	24.0	17.00	27	10	28	1	27	11	W	NUBL	SW	NUBL	E	LLUV
1830-06	14.0	19.5	18.00	28	0	28	0	28	0	SW	NUV	WNW	DESP	NW	DESP
1830-06	13.0	18.0	17.50	28	0	27	11	27	10.5	NW	DESP	WNW	DESP	NW	RAF
1830-06	13.0	16.5	16.50	27	10	27	10.5	27	10	NW	NUV	NW	LLUV	WNW	NUV
1830-06	12.5	22.0	20.00	27	10	28	0	28	0	NW	NUV	NNW	NUV	NW	DESP
1830-06	14.0	24.0	22.00	28	0	28	0	28	0	W	NUV	WENW	NUV	E	NUV
1830-06	16.0	25.0	23.00	27	11	27	10	27	11	NW	D	NNE	NUV	NW	R
1830-06	17.0	24.0	21.00	27	10	28	1	28	0	NW	R	WNW	NUV	NW	R
1830-06	16.0	23.5	21.00	28	0	28	2	28	0	NW	R	WNW	R	NW	R
1830-06	14.0	23.5	22.00	28	0	28	0	28	0	WNW	D	NW	R	SW	R
1830-06	16.0	25.5	23.50	28	1	28	0	28	0	W	R	WNW	D	NE	R
1830-06	18.0	27.0	25.50	27	10	27	11	27	10	NNW	R	NE	D	NE	D
1830-06	20.0	25.5	25.00	27	11	28	0	28	0	NW	D	NW	R	NE	NWB
1830-06	17.0	24.0	24.00	27	8	27	11	28	0	SW	R	W	R	WSW	NWB
1830-06	14.0	23.5	21.00	27	9	27	10	27	10	NNE	D	WNW	R	WSW	R
1830-06	18.0	22.5	20.50	27	9	27	10	27	10	WNW	NUB	WNW	R	NNW	R
1830-06	16.0	24.0	22.00	27	10	27	11	27	11	WNW	DESP	WNW	NUB	SW	NUB
1830-06	17.0	25.0	22.00	28	1	28	2	28	3	NNW	DESP	NW	RAF	NW	DESP
1830-06	13.0	21.0	21.50	28	0	28	0.5	28	0.5	WNW	DESP	WSW	RAF	NW	RAF
1830-06	15.0	21.5	21.50	28	0	28	1	28	1	WNW	RAF	SW	DESP	NW	DESP
1830-06	18.5	21.0	20.00	28	0	28	0	28	0	SW	NWBU	SW	NWBU	SW	NWBU
1830-06	19.5	23.0	21.00	28	0	28	1	28	0	NNW	R	NW	R	SW	DESP
1830-06	17.0	24.0	22.50	28	0	28	0	27	11	SSE	NWBU	SSW	NWBU	NW	RAF
1830-06	17.0	25.5	17.50	27	11	27	10	27	10	SW	NWBU	SSW	NWBU	NW	RAF
1830-06	16.0	19.0	17.00	27	9	27	10	28	0	S	LLUV	SW	NUB	SW	DESP
1830-06	16.5	21.5	20.50	27	11	27	10	28	1	SW	RAF	SW	NUV	WSW	DESP
1830-06	18.0	24.0	23.00	28	1	28	1	28	0	NW	DESP	NW	DESP	NW	DESP
1830-06	17.0	24.0	22.25	28	0	28	1	28	1	NW	RAF	WNW	DESP	WNW	DESP
1830-06	15.0	20.0	22.00	28	0	28	0	28	0	NW	DESP	WSW	RAF	WSW	RAF
1830-07	17.0	23.0	22.50	28	0	28	0	28	0	NW	RAF	NW	DESP	NW	NWB
1830-07	14.5	20.0	20.00	28	0	28	0	28	0	NW	RAF	NW	DESP	NNW	DESP
1830-07	17.0	24.0	22.00	28	0	28	0	28	0	NNW	DESP	NNW	DESP	NW	DESP
1830-07	17.0	25.0	22.50	28	1	28	1	28	1	NNW	DESP	NW	DESP	N	DESP
1830-07	20.0	30.5	28.00	28	1	28	1	28	1	N	DESP	NW	DESP	NW	DESP
1830-07	23.5	31.5	28.00	28	1	28	0	28	0	NW	DESP	NW	DESP	NW	DESP
1830-07	19.0	30.0	28.00	28	0	28	0	28	0	NW	DESP	NW	DESP	NW	DESP
1830-07	18.0	28.0	26.50	28	0	28	0	28	0	WNW	DESP	WNW	DESP	WNW	DESP
1830-07	20.0	27.0	25.50	28	0	28	0	28	0	NW	DESP	NW	DESP	NW	DESP
1830-07	21.0	27.0	24.50	27	11	27	11	27	11	NW	DESP	NW	DESP	NW	DESP
1830-07	17.0	24.0	21.50	28	0	28	1	28	0	NW	DESP	NW	DESP	NNW	DESP
1830-07	18.0	25.0	24.00	28	0	28	0	28	0	NW	NWBU	SW	DESP	SW	DESP
1830-07	20.0	29.0	28.00	28	1	28	1	28	1	NNW	DESP	NNW	DESP	NNW	DESP
1830-07	21.0	29.0	27.00	28	1	28	1	28	1	NW	DESP	NW	DESP	NNW	DESP
1830-07	19.5	28.0	26.00	28	1	28	2	28	2	NW	DESP	NW	DESP	NNW	DESP
1830-07	18.0	28.0	27.00	28	1	28	1	28	0	NE	DESP	E	DESP	NW	DESP
1830-07	18.0	27.0	26.00	28	0	28	0	28	0	SW	DESP	NWW	DESP	NWW	DESP
1830-07	17.0	26.0	26.00	28	0	28	0	28	0	NW	DESP	W	DESP	W	DESP
1830-07	16.0	27.0	26.00	28	0	28	1	28	0	SW	NEBW	W	RAF	SWW	RAF
1830-07	19.0	27.0	28.00	28	0	28	1	28	0	SW	DESP	SWW	DESP	NW	DESP
1830-07	20.0	28.0	29.00	28	0	28	1	28	1	WSW	RAF	SW	NEB	SW	RAF
1830-07	20.0	28.0	28.00	28	0	28	1	28	1	SW	RAF	SW	DESP	NWW	DESP
1830-07	19.0	27.0	27.00	28	0	28	0	28	1	SW	RAF	SW	DESP	NWW	DESP
1830-07	21.5	27.0	25.00	28	0	28	0	28	0	SWW	DESP	SW	DESP	W	DESP
1830-07	16.5	27.0	26.00	28	0	28	0	27	11	SW	RAF	E	RAF	SW	DESP
1830-07	19.0	26.0	25.00	28	1	28	0	28	0	SW	DESP	SW	DESP	SWW	RAF
1830-07	17.0	25.0	24.50	28	0	28	0	28	0	SW	RAF	SW	DESP	W	RAF
1830-07	17.0	26.0	26.00	28	0	28	1	28	1	NWW	NWB	W	RAF	NW	DESP
1830-07	17.5	28.0	28.00	28	1	28	1	28	0	NWW	DESP	W	DESP	NWW	DESP
1830-08	18.0	29.0	27.00	28	0	28	0	28	0	NW	DESP	W	DESP	W	DESP
1830-08	17.0	27.0	26.00	28	0	28	0	28	0	NW	DESP	NW	DESP	W	DESP
1830-08	16.0	26.0	26.00	28	0	28	0	27	11	SW	DESP	SWW	DESP	SW	DESP
1830-08	17.0	25.0	24.00	28	0	28	0	28	0	NW	DESP	SW	DESP	NWW	DESP
1830-08	15.5	24.0	25.00	28	0	28	0	28	0	NW	DESP	SWW	DESP	NWW	DESP
1830-08	17.0	26.0	26.00	28	0	28	1	28	1	NW	DESP	NWW	DESP	W	DESP
1830-08	16.0	24.0	21.00	28	0	28	1	28	1	NW	DESP	NWW	DESP	W	DESP
1830-08	15.0	21.5	21.00	28	1	28	1	28	0	NW	NWB	W	RAF	NW	DESP
1830-08	14.5	22.0	22.00	28	1	28	0	27	11	NWW	DESP	SWW	DESP	W	RAF
1830-08	15.0	20.5	20.50	28	0	27	10	27	9	NW	NWB	NWW	NUV	NW	DESP
1830-08	14.5	22.0	22.00	28	0	27	10.5	27	10	NW	DESP	NW	DESP	W	DESP
1830-08	14.5	25.0	25.00	28	0	28	0	28	0	NNW	DESP	SSW	DESP	SW	DESP
1830-08	16.5	24.0	26.00	28	1	28	1	28	1	W	DESP	SSW	DESP	W	DESP
1830-08	16.0	26.0	26.50	28	0	28	0	28	0	W	DESP	NW	DESP	NW	DESP
1830-08	16.0	25.0	25.00	27	11	27	11	27	11	NWW	DESP	W	DESP	W	DESP
1830-08	15.5	23.0	24.50	27	11	27	11	27	10.5	NW	DESP	W	DESP	W	NWB
1830-08	16.0	25.0	25.50	27	11	27	11.5	27	11	NW	DESP	NW	DESP	W	DESP
1830-08	17.0	26.0	27.00	27	11	28	0	28	0	NWW	DESP	SWW	DESP	W	NEB
1830-08	18.0	27.5	25.00	28	0	28	0	27	10.5	WSW	DESP	NWW	NUB	NW	NUV
1830-08	16.0	24.0	22.50	27	9	27	9	27	9	SW	NEBU	NW	RAF	W	RAF
1830-08	16.0	23.0	24.00	27	11	27	9	27	9	WSW	DESP	WSW	DESP	NW	NUV
1830-08	16.0	24.5	24.00	27	11	28	0	28	0	SW	DESP	SWW	DESP	W	DESP
1830-08	16.0	25.0	24.00	28	0	28	0	28	0	NW	DESP	W	DESP	W	DESP
1830-08	14.5	23.0	24.00	28	0	28	0	28	0	NW	DESP	W	DESP	W	DESP
1830-08	15.5	24.0	24.00	28	0	28	0	28	0	NW	DESP	SWW	DESP	W	DESP
1830-08	14.0	22.5	23.00	28	0	28	0	27	11	NW	DESP	SWW	DESP	W	DESP
1830-08	14.0	22.0	21.00	27	11	27	11	27	10.5	W	DESP	W	DESP	SWW	RAF
1830-08	14.5	20.0	20.00	27	11	28	0	28	0	NW	DESP	W	DESP	W	DESP
1830-08	13.0	21.0	22.00	27	11	28	0	28	0	NW	DESP	W	DESP	W	DESP
1830-08	14.0	21.0	21.00	28	0	28	0	28	0	W	DESP	SW	DESP	W	RAF
1830-08	12.5	21.5	22.00	28	0	28	0	27	11	NW	NEBU	SWW	RAF	W	DESP
1830-09	13.5	22.0	21.50	27	11	28	0	27	11	W	RAF	SWW	DESP	SWW	DESP
