/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz; Pinochet, Rubén (2021): Early meteorological records from BABADA6 (1830-1833), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926383 (dataset in review), 
	In: Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1830-02-28T00:00:00 * DATE/TIME END: 1833-07-19T00:00:00
Event(s):	BABADA6 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T1, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T2, time unknown
	Temperature, air [°C] (TTT) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: T3, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP1, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL1, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP2, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL2, preasure lines, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: IP3, inches of preasure, time unknown
	Pressure description (P descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: PL3, preasure lines, time unknown
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD3, W = west, E = east, N = north, S = south, time unknown
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS3, time unknown (DESP = clear sky, LLUV = rain, N/NEB/NUB/NUV = cloudy/covered, NIEB = fog, RAF = wind, gust)
Size:	13349 data points
*/
Date/Time	TTT [°C] (T1, time unknown)	TTT [°C] (T2, time unknown)	TTT [°C] (T3, time unknown)	P descr (IP1, inches of preasure, time...)	P descr (PL1, preasure lines, time unk...)	P descr (IP2, inches of preasure, time...)	P descr (PL2, preasure lines, time unk...)	P descr (IP3, inches of preasure, time...)	P descr (PL3, preasure lines, time unk...)	Wind dir descr (WD1, W = west, E = east, N = ...)	ww (SS1, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS2, time unknown)	Wind dir descr (WD3, W = west, E = east, N = ...)	ww (SS3, time unknown)
1832-01	1.5	7.0	7.00	27	10	27	9	27	10	NE	RAF	ENE	DESP	NE	DESP
1832-01	2.0	7.0	6.50	27	9	27	9	27	10	NE	NUB	E	NUB	ESE	NUB
1832-01	3.0	8.0	7.00	27	9	27	9	27	9	N	NUB	E	NUB	E	NUB
1832-01	2.0	7.0	7.50	27	9	27	8	27	8	N	NUB	NE	RAF	SSW	NUB
1832-01	4.0	9.5	7.50	27	8	27	8	27	8	S	NUB	WNW	RAF	W	NUB
1832-01	4.0	8.0	8.00	27	9	27	9	27	9	SW	RAF	WSW	NUB	W	NUB
1832-01	4.5	7.0	5.50	27	9	27	8	27	8	SW	RAF	E	NUB	ENE	NUB
1832-01	4.0	8.5	5.50	27	9	27	8	27	8	NE	NUB	SSE	NUB	ENE	NUB
1832-01	4.0	6.5	7.00	27	9	27	8	27	8	NE	NUB	E	NUB	ENE	NUB
1832-01	5.0	9.5	8.50	27	8	27	8	27	8	SSW	RAF	E	NUB	SSE	NUB
1832-02	5.0	10.0	8.50	27	8	27	6	27	6	S	RAF	SW	NUB	SW	NUB
1832-02	5.5	7.5	6.00	27	6	27	6	27	6	ESE	NUB	WNW	LLUV	WNW	RAF
1832-02	6.0	8.5	6.00	27	6	27	5	27	5	NW	NUB	WNW	DESP	WNW	RAF
1832-02	5.0	6.0	5.50	27	6	27	6	27	6	N	NUB	NE	NUB	ENE	DESP
1832-02	4.0	9.5	8.00	27	6	27	6	27	6	ENE	NUB	SW	NUB	SSW	NUB
1832-02	5.0	10.0	9.00	27	6	27	6	27	6	WNW	RAF	WNW	NUB	NW	NUB
1832-02	7.0	10.0	9.00	27	8	27	8	27	8	NE	RAF	N	RAF	ENE	RAF
1832-02	5.0	8.5	8.00	27	8	27	8	27	8	NNE	RAF	ENE	DESP	NNE	RAF
1832-02	5.0	8.5	9.00	27	8	27	9	27	9	N	RAF	E	DESP	NE	DESP
1832-02	3.0	8.0	8.00	27	9	27	9	27	9	NNE	RAF	N	DESP	NNE	DESP
1832-02	5.0	4.0	5.00	27	9	27	10	27	10	N	NUB	ENE	NUB	NE	NUB
1832-02	1.0	6.5	7.00	27	10	27	10	27	10	N	RAF	NW	DESP	NNW	NUB
1832-02	3.0	8.5	9.00	27	10	27	11	27	11	NE	RAF	E	NUB	ENE	NUB
1832-02	3.0	8.0	9.50	27	11	27	11	27	11	NE	RAF	NEE	DESP	NW	NUB
1832-02	3.0	9.0	10.00	27	11	27	11	27	11	NE	RAF	NNE	NUB	NW	NUB
1832-02	4.0	9.0	4.00	27	11	28	0	27	11	N	RAF	NE	DESP	ENE	DESP
1832-02	3.0	8.0	3.50	28	0	28	0	28	1	NNE	RAF	E	RAF	ENE	DESP
1832-02	4.5	10.5	10.50	28	1	28	1	28	1	NNE	RAF	E	RAF	ENE	DESP
1832-02	6.0	11.0	11.50	28	1	28	1	28	1	ENE	DESP	E	DESP	ENE	DESP
1832-02	5.0	10.0	11.00	28	1	28	1	28	1	NE	DESP	NE	DESP	NE	DESP
1832-02	6.0	10.5	11.50	28	1	28	2	28	2	NE	DESP	E	DESP	ENE	DESP
1832-02	3.5	9.5	10.00	28	2	28	2	28	2	NNE	RAF	NE	RAF	ESE	RAF
1832-02	5.0	9.0	10.00	28	2	28	2	28	2	S	NUB	E	NUB	E	NUB
1832-02	7.0	12.0	10.00	28	1	28	1	28	1	ENE	NUB	SE	NUB	SSE	NUB
1832-02	5.0	11.5	11.00	27	11	27	10	27	10	SSE	NUB	SSW	NUB	NNW	NUB
1832-02	8.0	12.5	13.00	27	10	27	10	27	10	ESE	DESP	W	DESP	WNW	DESP
1832-03	6.0	12.0	13.00	27	11	27	11	27	11	N	RAF	ENE	DESP	NE	DESP
1832-03	9.0														
1832-03	5.5	12.5	13.00	27	11	27	11	27	11	N	RAF	N	DESP	NNE	DESP
1832-03	5.5	11.5	12.00	27	11	27	11	27	11	WSW	RAF	W	DESP	WSW	DESP
1832-03	6.0	11.5	12.50	27	11	27	11	27	11	NE	RAF	NNW	RAF	N	RAF
1832-03	5.0	11.0	12.00	28	1	28	2	28	2	NNE	RAF	WNW	RAF	NNW	RAF
1832-03	5.0	11.0	10.00	28	2	28	2	28	2	SSW	LLUV	W	NUB	WNW	NUB
1832-03	5.5	11.5	10.00	28	2	28	2	28	2	NNE	NEB	W	NUB	NNW	NUB
1832-03	10.0	14.5	13.00	28	1	28	0	28	0	NNW	RAF	WNW	NUB	NW	NUB
1832-03	5.5	10.5	10.00	28	2	28	2	28	2	N	RAF	NNE	NUB	NE	NUB
1832-03	6.0	11.0	10.00	28	2	28	3	28	2	NE	RAF	NNE	DESP	NE	DESP
1832-03	6.0	11.5	12.00	28	3	28	3	28	3	NE	RAF	WSW	NUB	NNW	NUB
1832-03	6.0	12.5	13.00	28	3	28	3	28	3	S	RAF	WNW	NUB	WSW	NUB
1832-03	6.0	13.0	13.50	28	3	28	3	28	3	WNW	DESP	WNW	NUB	W	NUB
1832-03	8.0	13.5	12.00	28	3	28	2	28	2	WNW	NEB	NW	NUB	WNW	NUB
1832-03	7.0	13.5	12.50	28	2	28	2	28	2	WNW	RAF	NW	NUB	W	NUB
1832-03	6.0	14.5	14.00	28	2	28	3	28	3	NNE	NIEB	WNW	RAF	NW	RAF
1832-03	7.0	13.5	13.00	28	3	28	3	28	3	NE	RAF	E	RAF	NNE	RAF
1832-03	7.0	12.5	13.00	28	3	28	5	28	5	ESE	RAF	NW	RAF	ENE	RAF
1832-03	8.0	14.5	15.00	28	4	28	5	28	5	N	DESP	ENE	DESP	NE	DESP
1832-03	8.0	15.5	16.50	28	3	28	4	28	3	NE	RAF	ENE	DESP	ENE	DESP
1832-03	8.0	15.5	15.50	28	3	28	3	28	3	NE	RAF	ENE	RAF	WNW	RAF
1832-03	11.0	16.5	16.00	28	3	28	2	28	2	SW	RAF	WSW	RAF	WNW	RAF
1832-03	5.0	8.5	9.00	28	0	28	0	28	0	NE	NEB	NNE	NUB	NNE	NUB
1832-03	4.0	8.0	8.50	28	1	28	1	28	1	NNE	NEB	NE	NUB	ENE	NUB
1832-03	6.0	8.5	8.00	28	2	28	1	28	1	NNE	RAF	ENE	NUB	NE	NUB
1832-03	4.0	11.0	12.00	28	0	28	0	28	0	NNE	RAF	WSW	RAF	WNW	NUB
1832-03	9.0	11.5	12.00	28	0	28	0	27	11	SSW	RAF	WSW	NUB	SW	NUB
1832-03	9.0	14.0	13.50	27	11	27	11	27	11	ENE	NEB	SSW	LLUV	SSE	LLUV
1832-03	8.5	13.0	12.00	27	10	27	9	27	9	SSW	NEB	SSW	LLUV	SSW	LLUV
1832-04	9.5	14.0	15.00	27	10	27	8	27	8	SSW	NEB	WSW	LLUV	W	LLUV
1832-04	9.0	13.5	14.00	27	9	27	8	27	8	WSW	RAF	NE	DESP	NNE	DESP
1832-04	9.0	13.5	13.00	27	9	27	9	27	9	N	NUB	NNE	NUB	E	DESP
1832-04	9.0	15.5	16.00	27	9	27	9	27	9	ENE	DESP	E	DESP	NE	NUB
1832-04	10.0	17.0	17.00	27	9	27	9	27	10	ENE	DESP	E	DESP	ENE	DESP
1832-04	10.5	16.5	17.00	27	10	27	10	27	11	ENE	RAF	E	DESP	ENE	DESP
1832-04	10.0	16.5	17.00	27	11	27	11	27	11	SSW	NUB	NE	DESP	ENE	DESP
1832-04	10.5	16.5	15.00	28	0	27	11	27	11	SSW	DESP	SSE	NUB	SSW	RAF
1832-04	9.0	14.0	13.00	27	10	27	11	27	11	ENE	LLUV	E	LLUV	ENE	NUB
1832-04	9.5	14.0	14.50	27	10	27	9	27	8	ENE	RAF	ENE	RAF	ESE	DESP
1832-04	10.0	14.5	15.00	27	9	27	9	27	9	W	RAF	ENE	NUB	ENE	NUB
1832-04	9.0	14.5	14.00	27	10	27	10	27	10	NE	NEB	SW	NUB	NE	NUB
1832-04	9.0	14.5	15.00	27	9	27	9	27	9	SSW	RAF	W	DESP	WSW	DESP
1832-04	8.0	13.5	13.00	27	10	27	10	27	10	WSW	RAF	ESE	DESP	NNW	DESP
1832-04	10.0	14.5	15.00	27	10	27	11	27	11	NNE	NEB	ENE	NEB	NE	NEB
1832-04	10.5	16.0	15.50	27	11	27	11	27	11	W	DESP	WSW	DESP	WNW	DESP
1832-04	12.0	17.0	17.50	28	1	28	2	28	2	ESE	RAF	NE	DESP	W	DESP
1832-04	11.0	18.0	18.50	28	1	28	2	28	2	WNW	RAF	W	DESP	NNW	DESP
1832-04	10.0	17.0	16.50	28	0	28	1	28	1	SSW	NEB	SW	DESP	WSW	NUB
1832-04	9.0	17.0	13.50	27	12	28	0	28	0	SW	NUB	SSW	LLUV	WSW	NUB
1832-04	8.5	13.0	12.00	28	0	28	0	28	2	W	RAF	NW	NUB	NNW	NUB
1832-04	9.0	13.5	13.00	28	1	28	2	28	2	NNW	RAF	N	NUB	NNE	NUB
1832-04	9.5	15.0	16.00	28	2	28	3	28	3	NNW	RAF	WNW	NUB	NW	NUB
1832-04	9.0	16.0	15.00	28	3	28	3	28	2	WSW	RAF	SW	NUB	SSW	NUB
1832-04	9.0	12.5	12.00	28	0	27	11	27	10	SSE	NEB	WSW	NUB	WSW	NUB
1832-05	15.0	23.0	21.00	27	11	27	11	28	0	ENE	RAF	E	NUB	ESE	NUB
1832-05	15.0	16.5	16.00	27	8	27	7	27	7	SSW	NUB	WSW	NUB	SW	NUB
1832-05	12.0	18.5	19.00	27	8	27	7	27	8	W	RAF	NE	NUB	NNE	DESP
1832-05	11.0	19.0	19.50	27	9	27	10	27	10	NE	RAF	E	DESP	W	DESP
1832-05	13.0	17.5	16.50	27	9	27	9	27	10	W	RAF	WNW	DESP	W	DESP
1832-05	10.0	15.5	15.50	27	9	27	9	27	10	WNW	RAF	NW	NUB	NNW	NUB
1832-05	10.0	16.5	16.00	27	9	27	9	27	9	WNW	RAF	WSW	DESP	W	DESP
1832-05	11.0	17.0	18.00	27	9	27	9	27	10	NW	RAF	W	DESP	W	DESP
1832-05	11.5	20.5	18.00	27	9	27	9	27	10	SW	RAF	WSW	DESP	W	DESP
1832-05	13.0	21.0	19.50	27	9	27	9	27	10	ENE	RAF	SSW	NEB	WSW	DESP
1832-05	12.0	19.5	20.00	27	9	27	9	27	10	WNW	RAF	WNW	DESP	NNW	DESP
1832-05	14.0	22.0	22.00	27	9	27	9	27	10	N	RAF	ENE	DESP	NNE	DESP
1832-05	15.0	23.0	22.50	27	10	27	9	27	10	NE	RAF	ESE	DESP	ENE	DESP
1832-05	16.0	23.5	22.50	27	9	27	9	27	9	NE	DESP	ENE	DESP	E	DESP
1832-05	17.0	23.0	22.50	27	10	27	9	27	9	SW	NEB	NNE	RAF	E	RAF
1832-05	16.0	24.0	24.00	27	9	27	9	27	9	SSW	RAF	ESE	RAF	NE	NUB
1832-05	14.0	22.0	22.00	27	9	27	9	27	9	ENE	RAF	ENE	RAF	SE	RAF
1832-05	15.5	22.0	22.00	27	9	27	9	27	9	S	RAF	W	DESP	SW	DESP
1832-05	15.0	21.5	21.00	27	10	27	9	27	9	WNW	RAF	W	DESP	WNW	DESP
1832-05	14.0	18.5	17.00	27	9	27	8	27	8	NW	RAF	NNW	NUB	WNW	NUB
1832-05	15.0	21.0	20.00	27	9	27	9	27	8	ENE	DESP	WNW	NUB	WNW	NUB
1832-05	13.0	20.5	19.00	27	9	27	8	27	8	WNW	NEB	W	NUB	WSW	NUB
1832-06	13.0	18.5	16.00	27	9	27	7	27	7	WSW	NEB	WNW	NUB	WNW	NUB
1832-06	14.0	17.5	17.00	27	8	27	7	27	6	NW	RAF	NW	DES	N	NUB
1832-06	11.0	18.0	16.00	27	8	27	8	27	7	WNW	RAF	WSW	NEB	WSW	NUB
1832-06	12.0	16.5	15.00	27	10	27	11	27	10	WNW	RAF	WSW	RAF	SW	NUB
1832-06	13.0	17.0	15.50	27	9	27	9	27	9	S	NUB	NW	RAF	WNW	RAF
1832-06	13.0	16.0	15.50	27	9	27	9	27	9	S	NUB	S	LLUV	SW	LLUV
1832-06	13.0	17.0	16.50	27	9	27	9	27	9	S	NUB	S	NUB	SSW	NUB
1832-06	13.0	18.0	17.50	27	9	27	10	27	9	SW	NUB	WNW	NUB	WSW	NUB
1832-06	13.0	20.0	17.50	27	11	27	11	27	11	SW	DESP	SW	DESP	WSW	DESP
1832-06	16.0	20.0	17.50	27	11	27	12	27	11	ESE	NEB	SE	NEB	WSW	NEB
1832-06	13.0	20.0	18.50	27	11	27	11	27	11	SW	NEB	SW	LLUV	WSW	LLUV
1832-06	13.0	19.5	18.00	27	11	27	10	27	10	SW	NUB	SSW	LLUV	SW	NUB
1832-06	14.0	19.5	19.00	27	9	27	10	27	10	SW	NUB	W	NUB	WSW	NUB
1832-06	14.0	20.0	18.00	27	11	27	11	27	11	WNW	RAF	NW	DESP	NNW	DESP
1832-06	15.0	22.0	21.00	28	0	28	0	28	0	WNW	DESP	W	DESP	WNW	DESP
1832-06	13.0	22.0	21.50	28	0	28	0	28	0	WNW	DESP	WSW	DESP	WNW	DESP
1832-06	17.0	24.5	23.00	28	1	28	1	28	0	WNW	DESP	WNW	DESP	WNW	DESP
1832-06	18.0	26.5	25.00	28	1	28	1	28	1	WNW	DESP	WNW	DESP	NW	DESP
1832-06	17.0	26.5	26.00	28	2	28	2	28	2	WNW	DESP	NW	DESP	NW	DESP
1832-06	16.0	27.0	26.00	28	2	28	2	28	2	SW	DESP	SW	DESP	WSW	DESP
1832-06	16.5	26.0	24.00	28	2	28	2	28	2	SE	DESP	SE	DESP	WSW	DESP
1832-06	16.5	27.0	26.00	28	2	28	2	28	2	SE	DESP	SE	DESP	WSW	DESP
1832-06	14.0	27.5	26.00	28	2	28	2	28	2	SW	DESP	SW	DESP	WSW	DESP
1832-06	14.0	27.5	26.00	28	2	28	2	28	2	SW	NUB	SW	NUB	WNW	NUB
1832-06	14.0	27.5	26.00	28	2	28	2	28	2	SW	NUB	SW	NUB	WNW	NUB
1832-06	15.0	26.0	25.00	28	0	28	0	28	0	SW	NUB	SSW	NUB	WSW	NUB
1832-06	19.5	28.0	25.00	28	2	28	2	28	0	S	RAF	SSE	RAF	WSW	RAF
1832-06	18.5	27.0	28.00	28	2	28	2	28	2	SW	RAF	WSW	RAF	WSW	RAF
1832-07	18.5	27.5	26.00	28	2	28	2	28	2	SW	DESP	WSW	DESP	WSW	DESP
1832-07	16.5	25.5	26.00	28	3	28	3	28	2	S	DESP	S	DESP	SSW	DESP
1832-07	15.5	25.5	25.00	28	3	28	3	28	2	WSW	RAF	SSW	DESP	NW	DESP
1832-07	15.5	24.0	24.00	28	1	28	1	28	1	SW	DESP	SSW	DESP	WNW	DESP
1832-07	19.0	27.0	24.00	28	2	28	2	28	1	SW	DESP	WNW	DESP	WNW	DESP
1832-07	19.0	27.0	26.00	28	2	28	2	28	2	SSW	DESP	SW	DESP	WSW	DESP
1832-07	18.0	26.0	26.00	28	2	28	2	28	2	S	DESP	S	DESP	WSW	DESP
1832-07	20.0	27.5	27.00	28	2	28	2	28	2	S	DESP	S	DESP	SW	DESP
1832-07	20.0	27.5	27.00	28	2	28	2	28	2	S	DESP	S	DESP	SW	DESP
1832-07	20.0	27.5	27.00	28	2	28	2	28	2	S	DESP	S	DESP	SW	DESP
1832-07	18.0	26.5	27.00	28	2	28	2	28	2	WSW	DESP	SW	DESP	WNW	DESP
1832-07	18.0	26.5	25.00	28	2	28	2	28	2	ESE	DESP	S	RAF	SE	RAF
1832-07	18.0	27.0	26.00	28	2	28	2	28	2	S	NUB	S	DESP	SE	DESP
1832-07	19.0	27.0	26.00	28	3	28	3	28	2	WSW	DESP	ENE	DESP	SE	DESP
1832-07	19.5	29.5	27.00	28	3	28	3	28	2	SW	DESP	SW	DESP	SE	DESP
1832-07	21.5	31.0	30.00	28	3	28	3	28	3	W	DESP	W	DESP	SW	DESP
1832-07	22.0	30.5	30.00	28	3	28	4	28	4	NW	DESP	NE	DESP	NNE	DESP
1832-07	23.0	31.0	30.50	28	4	28	5	28	5	WNW	DESP	NW	DESP	NNW	DESP
1832-07	22.0	28.5	26.00	28	4	28	5	28	5	SSW	DESP	SW	DESP	WSW	NUB
1832-07	20.0	27.0	25.00	28	3	28	4	28	4	WSW	DESP	W	RAFA	NW	NUB
1832-07	19.0	24.0	22.00	28	3	28	4	28	3	WNW	DESP	W	RAFA	WNW	RAFA
1832-07	19.0	25.0	22.00	28	4	28	4	28	4	WSW	DESP	WNW	DESP	NNW	DESP
1832-07	19.0	27.0	25.00	28	4	28	3	28	3	WSW	DESP	WNW	DESP	NNW	DESP
1832-07	21.0	28.0	26.00	28	4	28	4	28	4	WNW	RAF	WNW	DESP	NW	DESP
1832-07	19.0	24.0	22.00	28	4	28	5	28	5	SW	NEB	W	DESP	WNW	DESP
1832-07	19.0	23.0	21.00	28	3	28	4	28	4	WNW	DESP	NW	RAF	NNW	RAF
1832-07	20.0	24.5	22.00	28	4	28	4	28	4	SSW	DESP	NNE	DESP	NW	DESP
1832-07	20.0	26.0	22.00	28	3	28	3	28	3	ESE	DESP	SE	DESP	NW	DESP
1832-07	19.0	28.0	22.00	28	5	28	6	28	3	ENE	DESP	W	DESP	NW	DESP
1832-07	20.0	28.5	26.00	28	4	28	6	28	6	SW	DESP	ENE	RAF	NE	RAF
1832-08	19.0	28.0	26.00	28	5	28	5	28	5	WNW	DESP	NNW	RAF	NW	RAF
1832-08	18.0	27.0	24.00	28	6	28	6	28	6	WSW	DESP	SW	NUB	SW	NUB
1832-08	15.0	25.0	24.00	28	5	28	5	28	5	SSW	NEB	WSW	DESP	SW	DESP
1832-08	18.0	25.0	23.00	28	5	28	5	28	5	SW	DESP	SW	DESP	SSW	DESP
1832-08	18.0	25.0	23.00	28	4	28	5	28	5	SSW	DESP	SW	DESP	WSW	DESP
1832-08	17.0	25.0	24.00	28	5	28	5	28	5	WSW	DESP	SSW	DESP	SSW	DESP
1832-08	18.0	25.0	25.00	28	5	28	5	28	5	SW	DESP	SSW	DESP	WSW	DESP
1832-08	17.5	26.0	24.50	28	5	28	5	28	5	WSW	DESP	WNW	DESP	NW	DESP
1832-08	18.5	26.0	24.50	28	5	28	5	28	5	S	DESP	WSW	DESP	SW	DESP
1832-08	18.0	26.5	25.50	28	5	28	6	28	6	WSW	DESP	W	DESP	NW	DESP
1832-08	18.0	27.5	26.50	28	6	28	6	28	6	WNW	DESP	ENE	DESP	NE	DESP
1832-08	21.0	28.0	26.50	28	7	28	7	28	6	W	DESP	SW	DESP	NE	DESP
1832-08	17.5	28.0	25.50	28	5	28	6	28	5	W	DESP	WSW	DESP	WNW	DESP
1832-08	17.5	25.0	25.50	28	4	28	6	28	5	W	DESP	SW	RAF	WNW	RAF
1832-08	18.0	24.0	23.00	28	4	28	4	28	5	W	DESP	SW	DESP	WSW	DESP
1832-08	17.0	24.0	22.00	28	4	28	5	28	5	WSW	RAF	W	DESP	WNW	DESP
1832-08	18.0	24.0	22.50	28	4	28	5	28	4	S	DESP	WSW	DESP	WNW	DESP
1832-08	19.0	25.0	23.50	28	4	28	4	28	4	W	DESP	WNW	DESP	WNW	DESP
1832-08	18.0	24.0	22.00	28	4	28	5	28	4	WSW	DESP	SW	DESP	WNW	DESP
1832-08	17.0	24.0	23.00	28	4	28	4	28	4	W	DESP	WSW	DESP	NW	DESP
1832-08	17.5	24.5	23.00	28	4	28	4	28	4	WSW	RAF	SW	RAF	WNW	RAF
1832-08	18.0	24.5	23.00	28	4	28	5	28	4	SW	RAF	SW	DESP	WSW	DESP
1832-08	16.0	24.5	21.00	28	4	28	4	28	4	WSW	RAF	WSW	RAF	WNW	RAF
1832-08	17.0	24.5	22.00	28	5	28	5	28	5	WSW	DESP	WNW	DESP	WSW	DESP
1832-08	14.0	22.0	20.00	28	4	28	5	28	4	W	DESP	NNW	DESP	WNW	DESP
1832-08	14.0	21.0	20.00	28	4	28	4	28	4	NW	RAF	NNE	DESP	NNE	DESP
1832-08	15.0	23.0	21.00	28	3	28	3	28	3	SW	DESP	WSW	DESP	WNW	DESP
1832-08	16.0	22.0	19.00	28	4	28	5	28	4	WNW	DESP	WNW	DESP	NW	DESP
1832-08	15.0	21.5	21.00	28	5	28	5	28	5	W	DESP	WNW	DESP	NNW	DESP
1832-08	17.0	22.5	21.00	28	5	28	6	28	6	SW	DESP	WSW	DESP	W	DESP
1832-09	16.5	20.0	29.00	28	5	28	5	28	5	WSW	DESP	WSW	DESP	NNW	DESP
1832-09	15.5	20.0	19.00	28	4	28	5	28	4	SW	DESP	WSW	RAF	WSW	RAF
1832-09	15.0	20.5	19.00	28	4	28	4	28	5	S	RAF	SW	DESP	WSW	DESP
1832-09	16.0	21.5	20.00	28	4	28	4	28	5	S	RAF	SW	RAF	SSW	RAF
1832-09	16.0	21.0	20.00	28	3	28	3	28	3	S	NUB	SSW	NUB	SW	NUB
1832-09	15.0	19.5	18.00	28	3	28	2	28	2	SE	NUB	SW	NUB	SSW	NUB
1832-09	14.0	19.5	18.50	28	3	28	3	28	3	WNW	RAF	N	RAF	NNW	RAF
1832-09	15.0	22.0	20.50	28	2	28	2	28	2	WNW	RAF	W	DESP	NNW	DESP
1832-09	15.0	21.5	20.50	28	2	28	3	28	3	W	RAF	WSW	DESP	WNW	RAF
1832-09	15.0	22.0	21.50	28	3	28	4	28	4	NW	RAF	WSW	RAF	WNW	RAF
1832-09	14.0	21.0	20.50	28	5	28	5	28	5	SSW	NEB	SW	DESP	WSW	DESP
1832-09	14.5	22.0	21.00	28	3	28	4	28	4	WNW	RAF	ENE	DESP	NNE	DESP
1832-09	15.5	23.0	22.50	28	3	28	3	28	3	NE	RAF	ESE	DESP	E	DESP
1832-09	17.5	24.0	23.50	28	4	28	5	28	5	NNE	RAF	E	DESP	ENE	DESP
1832-09	16.0	25.0	24.50	28	5	28	6	28	6	NNE	DESP	ENE	DESP	NE	DESP
1832-09	19.0	24.0	22.50	28	5	28	7	28	6	N	DESP	ENE	DESP	NNE	DESP
1832-09	16.0	22.0	22.50	28	4	28	3	28	3	SW	DESP	WSW	DESP	SSW	RAF
1832-09	18.5	22.5	22.00	28	4	28	3	28	3	SSW	DESP	SW	DESP	WSW	DESP
1832-09	15.0	22.0	21.50	28	3	28	2	28	2	ESE	NUB	WSW	NUB	SW	NUB
1832-09	16.0	18.5	17.00	27	11	27	10	27	9	SE	NUB	ESE	NUB	SSW	NUB
1832-09	14.0	20.5	20.00	27	7	27	6	27	6	ESE	NUB	SSE	NUB	SSW	NUB
1832-09	14.0	19.5	18.00	27	7	27	6	27	7	N	NUB	ENW	NUB	NNW	NUB
1832-09	14.0	18.0	18.00	27	7	27	6	27	6	SE	NUB	E	NUB	ENE	NUB
1832-09	15.0	19.5	18.50	27	6	27	7	27	7	ENE	RAF	E	RAF	NE	DESP
1832-09	15.0	20.0	19.00	27	7	27	7	27	7	ESE	DESP	E	RAF	ENE	DESP
