/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BACVAC1 (1882-1883), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926387 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.086667 * LONGITUDE: -6.421111
	DATE/TIME START: 1882-01-06T00:00:00 * DATE/TIME END: 1883-12-31T00:00:00
Event(s):	BACVAC1 * LATITUDE: 38.086667 * LONGITUDE: -6.421111 * LOCATION: Cabeza la Vaca, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 9am
	Pressure, atmospheric [arbitrary units] (PPPP other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: in mmHg, at 3pm
	Temperature, air, daily maximum [°C] (TxTxTx day max) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Temperature, air [arbitrary units] (T air other) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: daily max, in Reamur (=0.8*T[°C])
	Temperature, air, daily minimum [°C] (TnTnTn day min) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD1, during morning (W = west, E = east, N = north, S = south)
	Wind direction description (Wind dir descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WD2, during afternoon (W = west, E = east, N = north, S = south)
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF1, during morning
	Wind speed description (ff descr) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: WF2, during afternoon
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS1, during morning
	Present weather (ww) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: SS2, during morning
	Precipitation [mm/day] (Precip) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Evaporation [mm] (Evapor) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
Size:	5091 data points
*/
Date/Time	PPPP other [arbitrary units] (in mmHg, at 9am)	PPPP other [arbitrary units] (in mmHg, at 3pm)	TxTxTx day max [°C]	T air other [arbitrary units] (daily max, in Reamur (=0.8*T[...)	TnTnTn day min [°C]	Wind dir descr (WD1, during morning)	Wind dir descr (WD2, during afternoon)	ff descr (WF1, during morning)	ff descr (WF2, during afternoon)	ww (SS1, during morning)	ww (SS2, during morning)	Precip [mm/day]	Evapor [mm] (mean)
1882-02-16	709.5	711.0				NE	N	Breeze	Calm	Clear	Clear		5.0
1882-02-17	708.5	709.0				NE	NE	Wind	Breeze	Clear	Clear		6.0
1882-02-18	708.5	708.0				NE	NE	Breeze	Wind	Clear	Clear		6.0
1882-02-19	707.0	708.0				N	NE	Calm	Breeze	Clear	Clear		4.5
1882-02-20	706.0	706.5				NE	N	Breeze	Breeze	Clear	Clear		6.5
1882-02-21	708.0	707.0				E	E	Wind	Breeze	Clear	Clear		8.0
1882-02-22	707.5	707.0				NE	E	Breeze	Breeze	Clear	Clear		7.5
1882-02-23	707.5	707.0				NE	E	Wind	Calm	Cloudy	Clear		8.0
1882-02-24	707.5	707.5				SE	SE	Wind	Breeze	Clear	Cloudy		9.0
1882-02-25	707.0	707.0				S	S	Wind	Wind	Cloudy	Clear		16.0
1882-02-26	704.8	707.0				SW	SW	Wind	Wind	Covered	Cloudy	25.0	0.0
1882-02-27	705.0	704.2				W	SW	Wind	Wind	Covered	Covered	23.0	0.0
1882-02-28	705.0	705.0				SW	W	Breeze	Breeze	Covered	Cloudy	4.0	0.0
1882-03-01	704.5	705.0				W	SW	Breeze	Breeze	Cloudy	Cloudy	4.0	0.0
1882-03-02	706.5	705.0				SW	W	Breeze	Breeze	Cloudy	Cloudy	2.0	0.0
1882-03-03	700.0	706.0				SW	W	Wind	Wind	Covered	Cloudy	6.0	0.0
1882-03-04	696.0	695.0				NW	SW	Wind	Wind	Cloudy	Covered	11.5	0.0
1882-03-05	703.0	697.0				N	NW	Breeze	Breeze	Clear	Cloudy		4.5
1882-03-06	705.0	704.0				NW	NW	Breeze	Breeze	Clear	Clear		4.5
1882-03-07	708.0	706.0				NE	N	Breeze	Breeze	Clear	Clear		5.0
1882-03-08	709.0	708.0				NE	NE	Calm	Calm	Clear	Clear		8.0
1882-03-09	708.5	708.0				NE	N	Breeze	Calm	Clear	Clear		9.0
1882-03-10	709.0	708.0				E	NE	Breeze	Breeze	Clear	Clear		10.0
1882-03-11	709.0	709.0				SE	NE	Calm	Calm	Clear	Clear		9.0
1882-03-12	707.0	708.5				NE	NE	Calm	Breeze	Clear	Clear		10.0
1882-03-13	706.5	707.0				NE	NE	Calm	Calm	Clear	Clear		10.0
1882-03-14	706.5	706.0				S	E	Calm	Breeze	Clear	Clear		8.5
1882-03-15	708.0	707.0				E	E	Breeze	Breeze	Clear	Clear		9.0
1882-03-16	708.5	708.0				E	NE	Wind	Calm	Clear	Clear		11.0
1882-03-17	708.8	708.5				E	SE	Breeze	Breeze	Clear	Clear		12.0
1882-03-18	708.5	708.3				E	E	Calm	Breeze	Clear	Clear		11.0
1882-03-19	704.0	706.5				SE	E	Calm	Breeze	Cloudy	Cloudy		10.0
1882-03-20	700.0	704.0				S	S	Breeze	Breeze	Covered	Covered		
1882-03-21	699.0	700.0				SE	S	Breeze	Wind	Cloudy	Cloudy	2.0	
1882-03-22	705.0	700.0				N	SE	Calm	Breeze	Clear	Cloudy		7.0
1882-03-23	702.5	700.0				N	NE	Wind	Breeze	Clear	Cloudy	0.5	6.5
1882-03-24	703.0	702.7				NE	NE	Breeze	Wind	Clear	Clear		8.0
1882-03-25	703.8	703.5				N	N	Breeze	Breeze	Clear	Clear		8.5
1882-03-26	703.8	703.5				N	N	Wind	Breeze	Clear	Clear		12.0
1882-03-27	703.0	702.5				N	N	Strong Wind	Breeze	Clear	Clear		18.0
1882-03-28	705.0	703.0				NE	NE	Wind	Wind	Clear	Clear		9.5
1882-03-29	704.0	705.0				N	N	Calm	Breeze	Clear	Clear		9.5
1882-03-30	701.0	703.0				SW	NW	Breeze	Calm	Clear	Clear		12.5
1882-03-31	699.5	700.0				N	W	Breeze	Breeze	Clear	Clear		7.0
1882-05-01	699.8	700.0				NE	NE	Breeze	Calm	Clear	Clear		7.0
1882-05-02	700.0	700.0				W	NW	Breeze	Breeze	Clear	Cloudy		8.5
1882-05-03	698.4	700.0				W	NW	Breeze	Breeze	Cloudy	Clear	3.0	6.0
1882-05-04	702.0	700.0				NW	NW	Breeze	Breeze	Cloudy	Clear		4.0
1882-05-05	699.5	702.0				NW	NW	Breeze	Breeze	Covered	Cloudy	6.0	0.0
1882-05-06	700.7	700.0				W	NW	Calm	Wind	Clear	Covered	15.0	5.0
1882-05-07	699.5	701.0				SW	W	Breeze	Breeze	Cloudy	Clear		6.5
1882-05-08	699.5	699.5				E	SW	Breeze	Breeze	Covered	Cloudy	1.0	3.5
1882-05-09	700.0	700.0				NE	N	Wind	Breeze	Cloudy	Covered	1.0	5.0
1882-05-10	702.0	701.0				E	NE	Breeze	Strong Wind	Clear	Cloudy		12.0
1882-05-11	702.5	702.7				SE	E	Breeze	Wind	Clear	Clear		15.5
1882-05-12	705.5	703.0				S	SW	Breeze	Calm	Clear	Clear		11.8
1882-05-13	705.5	704.0				S	SW	Wind	Breeze	Clear	Clear		13.0
1882-05-14	702.0	704.0				W	SE	Breeze	Calm	Clear	Clear		8.0
1882-05-15	698.8	700.0				NW	E	Calm	Calm	Clear	Clear		7.0
1882-05-16	698.0	698.4				S	NW	Wind	Breeze	Cloudy	Cloudy		6.0
1882-05-17	698.5	698.0				S	SW	Wind	Breeze	Cloudy	Cloudy		9.0
1882-05-18	700.0	699.0				SW	S	Breeze	Wind	Covered	Covered	2.0	3.0
1882-05-19	696.2	698.0				SE	S	Wind	Breeze	Cloudy	Cloudy	2.0	0.0
1882-05-20	696.0	69.2				S	SW	Breeze	Strong Wind	Covered	Covered	18.5	0.0
1882-05-21	701.0	696.3				S	S	Breeze	Wind	Covered	Covered	14.5	0.0
1882-05-22	701.0	701.0				S	S	Wind	Calm	Covered	Cloudy	0.5	0.0
1882-05-23	700.4	701.0				SW	S	Calm	Strong Wind	Covered	Cloudy	0.5	3.0
1882-05-24	700.0	700.0				SW	S	Breeze	Breeze	Cloudy	Cloudy	3.0	0.0
1882-05-25	701.0	700.0				SW	S	Breeze	Wind	Covered	Cloudy	4.0	0.0
1882-05-26	703.0	700.0				S	S	Calm	Breeze	Clear	Covered	3.5	2.0
1882-05-27	704.0	703.0				NW	S	Calm	Calm	Clear	Cloudy		6.0
1882-05-28	704.0	704.0				NW	S	Calm	Calm	Clear	Cloudy		8.0
1882-05-29	704.0	704.0				W	S	Calm	Calm	Clear	Cloudy		7.5
1882-05-30	704.0	704.5				SE	W	Calm	Breeze	Clear	Clear		12.0
1882-05-31	701.0	704.0				S	SW	Strong Wind	Calm	Clear	Cloudy		14.0
1882-06-01	700.5	701.0				S	S	Calm	Breeze	Cloudy	Clear		15.0
1882-06-02	703.0	701.0				SW	S	Calm	Calm	Clear	Cloudy		9.0
1882-06-03	702.0	702.5				SW	SW	Breeze	Calm	Cloudy	Cloudy		8.5
1882-06-04	703.0	703.0				SW	SW	Calm	Breeze	Clear	Cloudy		7.5
1882-06-05	704.5	704.0				NE	N	Calm	Calm	Clear	Clear		9.5
1882-06-06	703.7	704.7	33.0	26.0		S	NE	Calm	Calm	Clear	Clear		13.5
1882-06-07	703.0	703.4	35.0	28.0		NW	SW	Wind	Calm	Clear	Clear		10.0
1882-06-08	703.0	703.5	30.0	25.0		NW	N	Breeze	Calm	Clear	Clear		9.0
1882-06-09	704.0	704.0	32.5	26.0		N	NE	Calm	Calm	Clear	Clear		10.5
1882-06-10	703.2	705.7	36.0	22.0		NW	NW	Breeze	Calm	Clear	Clear		15.0
1882-06-11	704.0	703.5	32.5	26.0		NE	NW	Breeze	Calm	Clear	Clear		16.0
1882-06-12	703.0	703.5	34.0	27.5		SE	S	Calm	Calm	Clear	Clear		14.0
1882-06-13	703.0	703.0	37.0	30.0		NW	NE	Calm	Calm	Clear	Clear		15.0
1882-06-14	703.0	703.0	37.0	30.0		E	NW	Wind	Calm	Clear	Clear		15.0
1882-06-15	704.0	704.7	37.0	30.0		SE	E	Breeze	Breeze	Clear	Clear		17.0
1882-06-16	704.0	704.0	36.0	29.0		S	S	Calm	Breeze	Clear	Clear		15.0
1882-06-17	703.0	704.0	36.0	28.0		SW	SW	Calm	Calm	Clear	Clear		13.0
1882-06-18	704.5	703.0		24.0		NW	SW	Breeze	Wind	Cloudy	Clear		12.0
1882-06-19	705.4	703.0	16.5	21.5		NW	N	Breeze	Calm	Clear	Clear		8.0
1882-06-20	705.0	705.3	34.5	27.5		NW	NW	Calm	Calm	Clear	Clear		9.0
1882-06-21	704.0	705.0	38.0	30.5		W	W	Calm	Breeze	Clear	Cloudy		14.0
1882-06-22	703.2	704.0	36.0	27.0		SW	SW	Breeze	Breeze	Clear	Cloudy		15.0
1882-06-23	703.0	703.0		27.0		NW	SW	Breeze	Wind	Clear	Clear		12.0
1882-06-24	703.5	703.0	22.0	26.0		W	W	Breeze	Calm	Clear	Clear		10.0
1882-06-25	704.0	704.0	34.0	22.5		NW	W	Calm	Calm	Clear	Clear		11.0
1882-06-26	704.0	704.0	33.0	26.5		NE	W	Breeze	Breeze	Clear	Clear		15.0
1882-06-27	704.0	705.0		28.0		SE	N	Calm	Calm	Clear	Clear		14.0
1882-06-28	706.4	704.0		22.0		NW	W	Breeze	Calm	Cloudy	Clear		18.0
1882-06-29	706.0	706.4		31.0		NW	NW	Calm	Wind	Clear	Clear		16.0
1882-06-30	703.5	705.0		30.0		W	NW	Calm	Calm	Clear	Clear		13.0
1882-08-01	708.0	705.2	32.5			SE	E	Calm	Calm	Clear	Clear		17.0
1882-08-02	708.0	708.0	34.0			E	S	Calm	Calm	Clear	Clear		9.0
1882-08-03	706.0	707.0	34.5			S	SW	Calm	Breeze	Clear	Cloudy		8.0
1882-08-04	705.0	706.0	35.0			W	W	Calm	Breeze	Clear	Cloudy		11.0
1882-08-05	705.0	704.0	32.5			W	SW	Calm	Calm	Clear	Cloudy		11.0
1882-08-06	703.0	704.0	32.0			S	W	Calm	Calm	Clear	Cloudy		8.0
1882-08-07	703.0	704.0	31.0			S	SW	Calm	Calm	Cloudy	Clear		11.0
1882-08-08	702.0	702.5	28.0			W	SW	Breeze	Calm	Cloudy	Clear		11.0
1882-08-09	703.0	702.0	26.0			W	W	Calm	Calm	Clear	Cloudy		5.0
1882-08-10	704.0	703.0	29.0			S	W	Calm	Calm	Clear	Clear		9.0
1882-08-11	703.0	703.0	29.0			SW	SW	Calm	Calm	Clear	Clear		8.0
1882-08-12	703.0	703.0	28.0			SW	W	Calm	Calm	Cloudy	Clear		17.0
1882-08-13	704.0	704.5	29.0			SW	SW	Calm	Breeze	Clear	Cloudy		18.0
1882-08-14	706.0	705.0	29.0			SW	W	Calm	Calm	Clear	Cloudy		17.0
1882-08-15	706.0	706.0	26.0			SW	W	Calm	Calm	Clear	Clear		14.0
1882-08-16	705.0	705.0	26.5			NW	N	Calm	Calm	Clear	Clear		14.0
1882-08-17	704.0	704.0	31.0			E	E	Calm	Calm	Clear	Clear		20.0
1882-08-18	704.0	704.0	32.0			W	SW	Calm	Calm	Clear	Clear		22.0
1882-08-19	704.5	704.0	34.0			SW	S	Calm	Calm	Clear	Clear		34.0
1882-08-20	704.0	704.0	29.0			NE	NE	Calm	Calm	Clear	Clear		24.0
1882-08-21	705.0	704.0	30.0			NE	N	Calm	Calm	Clear	Clear		17.0
1882-08-22	706.0	705.0	32.0			E	E	Calm	Calm	Clear	Clear		17.0
1882-08-23	702.5	702.0	29.0			W	W	Calm	Calm	Clear	Clear		29.0
1882-08-24	702.2	702.0	29.0			NW	N	Calm	Calm	Clear	Clear		16.0
1882-08-25	702.0	702.0	28.5			NW	NW	Calm	Calm	Clear	Clear		19.0
1882-08-26	704.0	704.0	28.0			NW	NW	Calm	Calm	Clear	Clear		19.0
1882-08-27	704.5	704.0	23.0			N	N	Calm	Calm	Clear	Clear		26.0
1882-08-28	705.0	704.5	28.0			NE	NE	Calm	Calm	Clear	Clear		17.0
1882-08-29	705.0	705.0	29.0			N	NE	Calm	Calm	Clear	Clear		18.0
1882-08-30	705.0	704.5	31.0			NE	N	Calm	Calm	Clear	Clear		31.0
1882-08-31	705.0	705.0	33.5			NW	NW	Calm	Calm	Clear	Clear		30.0
1882-09-01	704.0	704.0	32.0			NW	N	Calm	Calm	Clear	Clear		29.0
1882-09-02	704.0	704.0	30.0			SW	SW	Calm	Breeze	Clear	Clear		22.0
1882-09-03	704.5	704.0	30.5			E	E	Calm	Calm	Clear	Clear		16.0
1882-09-04	704.0	704.0	30.0			S	S	Calm	Calm	Clear	Clear		26.0
1882-09-05	704.0	704.0	30.0			W	W	Calm	Calm	Clear	Clear		17.0
1882-09-06	702.0	702.0	30.0			SW	NW	Calm	Calm	Clear	Cloudy		16.0
1882-09-07	701.5	701.0	29.0			S	S	Calm	Calm	Cloudy	Clear		16.0
1882-09-08	701.0	701.0	26.0			E	E	Calm	Breeze	Cloudy	Covered	5.0	6.0
1882-09-09	701.5	701.0	35.0			W	E	Wind	Breeze	Clear	Cloudy	6.0	3.0
1882-09-10	704.0	704.0	24.0			S	N	Breeze	Calm	Cloudy	Cloudy		7.0
1882-09-11	703.0	703.0	20.5			W	SW	Breeze	Breeze	Cloudy	Clear		11.0
1882-09-12	702.5	702.0	17.5			NW	N	Breeze	Calm	Cloudy	Cloudy		6.0
1882-09-13	701.0	701.0	18.0			N	S	Wind	Breeze	Clear	Cloudy		10.0
1882-09-14	702.0	702.0	20.0			W	S	Wind	Breeze	Cloudy	Cloudy		5.0
1882-09-15	700.5	701.0	18.0			W	SW	Breeze	Breeze	Clear	Cloudy	6.0	2.0
1882-09-16	701.0	701.0	19.0			N	NW	Breeze	Breeze	Cloudy	Clear		10.0
1882-09-17	702.0	702.0	22.0			SE	W	Calm	Calm	Clear	Clear		12.0
1882-09-18	703.4	703.0	23.0			SW	S	Calm	Calm	Clear	Clear		11.0
1882-09-19	701.0	702.0	26.0			W	SW	Breeze	Calm	Clear	Clear		12.0
1882-09-20	701.0	701.0	26.5			W	SW	Breeze	Breeze	Clear	Clear		8.0
1882-09-21	702.3	702.0	27.5			NW	W	Breeze	Breeze	Clear	Clear		6.0
1882-09-22	702.0	702.0	20.0			N	NW	Calm	Calm	Clear	Clear		12.0
1882-09-23	701.0	701.0	20.0			S	W	Calm	Breeze	Clear	Cloudy		10.0
1882-09-24	702.0	702.0	21.0			NE	NW	Calm	Calm	Clear	Clear		11.0
1882-09-25	702.0	702.0	21.5			S	SW	Calm	Calm	Clear	Clear		8.0
1882-09-26	702.0	702.0	18.0			S	SW	Breeze	Breeze	Cloudy	Cloudy	4.5	0.0
1882-09-27	704.5	704.0	16.0			S	SW	Breeze	Calm	Cloudy	Covered	5.5	0.0
1882-09-28	708.0	705.0	18.0			W	W	Calm	Calm	Clear	Cloudy		10.0
1882-09-29	707.5	707.0	22.0			W	W	Calm	Calm	Clear	Clear		6.0
1882-09-30	707.0	707.0	24.0			E	NE	Calm	Calm	Clear	Clear		9.0
1882-10-01	706.0	707.0	26.0			SW	W	Calm	Calm	Clear	Clear		14.0
1882-10-02	707.5	707.0	25.0			S	SW	Calm	Calm	Clear	Clear		17.0
1882-10-03	706.5	707.0	28.0			NW	SW	Calm	Breeze	Cloudy	Clear		8.0
1882-10-04	706.0	706.0	22.5			E	SE	Breeze	Calm	Cloudy	Clear		10.0
1882-10-05	703.0	706.5	21.0			NE	E	Breeze	Breeze	Clear	Cloudy	4.0	3.0
1882-10-06	700.5	705.0	25.0			S	E	Wind	Breeze	Clear	Cloudy		11.0
1882-10-07	701.7	701.0	21.5			SW	S	Breeze	Breeze	Cloudy	Cloudy		11.0
1882-10-08	704.0	702.0	21.0			SE	SW	Breeze	Breeze	Cloudy	Clear		14.0
1882-10-09	705.0	704.0	25.0			S	SW	Wind	Breeze	Cloudy	Clear		15.0
1882-10-10	704.5	704.0	24.5			S	S	Strong Wind	Breeze	Clear	Cloudy		16.0
1882-10-11	704.0	704.5	18.0			S	SW	Strong Wind	Wind	Cloudy	Clear		14.0
1882-10-12	703.5	704.0	17.0			SW	S	Breeze	Wind	Covered	Cloudy	2.0	3.0
1882-10-13	703.0	704.0	19.0			NW	S	Calm	Breeze	Clear	Cloudy	5.0	3.0
1882-10-14	704.0	704.0	20.0			NW	NW	Calm	Calm	Clear	Clear		5.0
