"DWR French Records",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ROME,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1869,January,February,March,April,May,June,July,August,September,October,November,December,1869,,,,,,,,,,,,
10,770.4,771.7,747.4,768.4,761.8,761.6,767.5,758.5,766.7,768.5,763.3,764,10,10268.457696000001,10285.789608,9961.816176,10241.793215999998,10153.800432,10151.133984,10229.7942,10109.80404,10219.128408,10243.12644,10173.798792,10183.13136
11,768.2,772,746.2,770,759.6,759.2,767.1,755.4,761.6,772.8,757,761.6,11,10239.126768000002,10289.78928,9945.817488,10263.124800000001,10124.469504,10119.136608,10224.461304,10068.474096,10151.133984,10300.455072,10089.80568,10151.133984
12,768.4,769.1,747.8,772,762.4,759.9,765,756.4,759.4,771.9,766.4,758.5,12,10241.793215999998,10251.125784,9967.149072,10289.78928,10161.799776,10128.469176,10196.4636,10081.806336,10121.803056,10288.456055999999,10215.128735999999,10109.80404
13,766.8,762.9,749.4,772.5,763,760.8,765.2,765.8,762.3,772.1,778,753.2,13,10220.461631999999,10168.465896,9988.480656,10296.455399999999,10169.79912,10140.468192,10199.130048,10207.129391999999,10160.466552,10291.122503999999,10369.782720000001,10039.143168
14,766.3,764.6,759.3,769.6,761.4,762.1,762.9,762.9,763.8,768.6,775.8,764.2,14,10213.795511999999,10191.130704,10120.469831999999,10257.791904000002,10148.467536,10157.800104,10168.465896,10168.465896,10180.464912,10244.459664000002,10340.451792,10185.797808000001
15,766.4,771.4,745.3,766.2,760.7,762.8,763.8,760,765.1,764.5,769,767.7,15,10215.128735999999,10281.789936000001,9933.818471999999,10212.462288,10139.134968,10167.132672,10180.464912,10129.8024,10197.796824000001,10189.79748,10249.792560000002,10232.460648
16,767.9,773.1,745.9,760.8,758,765.6,763.8,757.6,764.5,765.3,765.5,767.7,16,10235.127096,10304.454743999999,9941.817815999999,10140.468192,10103.137920000001,10204.462944,10180.464912,10097.805024000001,10189.79748,10200.463271999999,10203.129719999999,10232.460648
17,763.2,773.2,748.6,752.6,758.6,767.7,762.7,761.8,762.7,764.5,766.6,764.9,17,10172.465568,10305.787968,9977.814864,10031.143824,10111.137264,10232.460648,10165.799448,10153.800432,10165.799448,10189.79748,10217.795184,10195.130376
18,768,772.4,751.8,746,763.1,765,759.5,762.9,765.3,758.2,771.7,762.8,18,10236.46032,10295.122176,10020.478031999999,9943.15104,10171.132344,10196.4636,10123.13628,10168.465896,10200.463271999999,10105.804368000001,10285.789608,10167.132672
19,769,769.6,757.3,752.8,765,760.2,761.1,761.7,763.3,756.6,772.7,763.4,19,10249.792560000002,10257.791904000002,10093.805352,10033.810271999999,10196.4636,10132.468848,10144.467864,10152.467208,10173.798792,10084.472784000001,10299.121847999999,10175.132016
20,774.6,765.6,754.1,760.5,763.1,758.2,761.8,762,760,755.9,768.4,762.4,20,10324.453104,10204.462944,10051.142184,10136.46852,10171.132344,10105.804368000001,10153.800432,10156.46688,10129.8024,10075.140216,10241.793215999998,10161.799776
21,766.1,760.3,745.6,762.7,761.5,761.2,763.6,763.8,755.6,755.9,761.6,758.4,21,10211.129064,10133.802072,9937.818144,10165.799448,10149.80076,10145.801088,10177.798464,10180.464912,10071.140544,10075.140216,10151.133984,10108.470816
22,759.3,751,748.7,763.4,763,763.9,762.2,765.2,758.8,756.1,756.7,750.7,22,10120.469831999999,10009.81224,9979.148088,10175.132016,10169.79912,10181.798136,10159.133328,10199.130048,10113.803711999999,10077.806664,10085.806008000001,10005.812568
23,757.6,763.4,752.8,765.6,764.2,764,762,764.1,763.4,759.4,757.6,753.5,23,10097.805024000001,10175.132016,10033.810271999999,10204.462944,10185.797808000001,10183.13136,10156.46688,10184.464584,10175.132016,10121.803056,10097.805024000001,10043.14284
24,760.6,763.7,743.7,764.8,760.8,764.4,761.2,764.1,767.3,763.5,755.6,756.8,24,10137.801744,10179.131688000001,9912.486888000001,10193.797152,10140.468192,10188.464256,10145.801088,10184.464584,10227.127751999999,10176.46524,10071.140544,10087.139232
25,764.3,767.6,753,762.9,757.8,762.1,760,764.5,767.9,759.1,756.7,750.8,25,10187.131032,10231.127424,10036.476719999999,10168.465896,10100.471472,10157.800104,10129.8024,10189.79748,10235.127096,10117.803384,10085.806008000001,10007.145792
26,766.3,769.7,757,762.4,759.2,762,760.8,764.8,769.2,761,758.2,750,26,10213.795511999999,10259.125128,10089.80568,10161.799776,10119.136608,10156.46688,10140.468192,10193.797152,10252.459008000002,10143.13464,10105.804368000001,9996.48
27,767.3,765,753.4,765.6,763.3,762.3,762.7,764.9,769.2,755,764.6,751.8,27,10227.127751999999,10196.4636,10041.809615999999,10204.462944,10173.798792,10160.466552,10165.799448,10195.130376,10252.459008000002,10063.1412,10191.130704,10020.478031999999
28,767.4,762.5,747.6,767.3,764.3,760.8,763.7,764.5,767.7,756,763.6,753.4,28,10228.460976,10163.133,9964.482624,10227.127751999999,10187.131032,10140.468192,10179.131688000001,10189.79748,10232.460648,10076.47344,10177.798464,10041.809615999999
29,764.2,,754,764.8,763.7,763.5,767,763.1,765.6,760.8,758.3,763.1,29,10185.797808000001,,10049.80896,10193.797152,10179.131688000001,10176.46524,10223.12808,10171.132344,10204.462944,10140.468192,10107.137592,10171.132344
30,762.4,,757.7,761.8,762.6,757.6,767,,767.9,761.4,759.1,772.2,30,10161.799776,,10099.138248000001,10153.800432,10164.466224,10097.805024000001,10223.12808,,10235.127096,10148.467536,10117.803384,10292.455728
31,769.6,,757.3,,762,,766.1,765.2,,765.4,,766.8,31,10257.791904000002,,10093.805352,,10156.46688,,10211.129064,10199.130048,,10201.796495999999,,10220.461631999999
,,,,,,,,,,,,,,10233.75086477419,10237.888774285715,10017.338504516129,10164.866191200003,10154.101482580647,10170.065764800001,10175.6653056,10159.0888872,10182.8647152,10175.648102709678,10175.398660800001,10136.296491096771
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1870,January,February,March,April,May,June,July,August,September,October,November,December,1870,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,764.7,772.8,766.3,755.2,760.1,761.8,763.9,759.5,763.1,770,748.8,760.9,1,10192.463928000001,10300.455072,10213.795511999999,10065.807648,10131.135624,10153.800432,10181.798136,10123.13628,10171.132344,10263.124800000001,9980.481312,10141.801416
2,766,773.2,768,759.6,759.4,759.7,761.9,760.8,763.1,,744.6,756,2,10209.79584,10305.787968,10236.46032,10124.469504,10121.803056,10125.802728,10155.133656,10140.468192,10171.132344,,9924.485904000001,10076.47344
3,760.3,769.2,763.7,765.3,763.5,761.8,759.8,761.2,763.6,770.5,758.6,755.8,3,10133.802072,10252.459008000002,10179.131688000001,10200.463271999999,10176.46524,10153.800432,10127.135952,10145.801088,10177.798464,10269.79092,10111.137264,10073.806992
4,765.2,767.2,761.2,768.4,764.5,764.9,761,758.6,764.7,772,762.8,763.9,4,10199.130048,10225.794528,10145.801088,10241.793215999998,10189.79748,10195.130376,10143.13464,10111.137264,10192.463928000001,10289.78928,10167.132672,10181.798136
5,770.6,763.9,761.9,773,763,763.7,765.1,758.6,764.8,773,763.7,766.9,5,10271.124144000001,10181.798136,10155.133656,10303.12152,10169.79912,10179.131688000001,10197.796824000001,10111.137264,10193.797152,10303.12152,10179.131688000001,10221.794855999999
6,769.9,765.3,758.1,773.9,760.6,757.8,766.1,759.9,764.8,769.5,764,759.9,6,10261.791576,10200.463271999999,10104.471144000001,10315.120535999999,10137.801744,10100.471472,10211.129064,10128.469176,10193.797152,10256.45868,10183.13136,10128.469176
7,764,765.5,751,770.4,759.3,761.8,764.5,758.5,764.5,766,762.1,750.8,7,10183.13136,10203.129719999999,10009.81224,10268.457696000001,10120.469831999999,10153.800432,10189.79748,10109.80404,10189.79748,10209.79584,10157.800104,10007.145792
8,766,756.7,763.7,761.8,765.2,764.1,763,758.5,759.1,764.5,761.3,741,8,10209.79584,10085.806008000001,10179.131688000001,10153.800432,10199.130048,10184.464584,10169.79912,10109.80404,10117.803384,10189.79748,10147.134312,9876.48984
9,766.2,755.8,760.4,760.5,765,760.5,763.5,757.8,765.2,760,762.1,747.8,9,10212.462288,10073.806992,10135.135296,10136.46852,10196.4636,10136.46852,10176.46524,10100.471472,10199.130048,10129.8024,10157.800104,9967.149072
10,761.1,750.4,756.7,759.6,760.7,759.2,763.6,761,765.3,753.1,753.1,758.8,10,10144.467864,10001.812896,10085.806008000001,10124.469504,10139.134968,10119.136608,10177.798464,10143.13464,10200.463271999999,10037.809944,10037.809944,10113.803711999999
11,761.5,760.7,751.8,761,756.8,762.2,762.2,761.2,765.8,751.9,750.9,762,11,10149.80076,10139.134968,10020.478031999999,10143.13464,10087.139232,10159.133328,10159.133328,10145.801088,10207.129391999999,10021.811255999999,10008.479016,10156.46688
12,764.6,760.9,751.7,763.6,757.9,767.8,760.4,759.1,765.5,761.2,754,763.8,12,10191.130704,10141.801416,10019.144808000001,10177.798464,10101.804696,10233.793871999998,10135.135296,10117.803384,10203.129719999999,10145.801088,10049.80896,10180.464912
13,760.9,757.8,751.9,761,764.9,768.1,757.9,759.9,763.9,768.1,763.5,764,13,10141.801416,10100.471472,10021.811255999999,10143.13464,10195.130376,10237.793544,10101.804696,10128.469176,10181.798136,10237.793544,10176.46524,10183.13136
14,759.4,753.1,749.5,761.8,770.4,767.2,760.1,760.3,763,761.6,754.7,765,14,10121.803056,10037.809944,9989.81388,10153.800432,10268.457696000001,10225.794528,10131.135624,10133.802072,10169.79912,10151.133984,10059.141528,10196.4636
15,764.6,751,759.4,760,768.6,766.4,761.8,,758.5,762.5,763.3,765,15,10191.130704,10009.81224,10121.803056,10129.8024,10244.459664000002,10215.128735999999,10153.800432,,10109.80404,10163.133,10173.798792,10196.4636
16,766.6,757.1,764.9,762.5,766.1,766,761.8,755.8,762,757.8,758,765.5,16,10217.795184,10091.138904000001,10195.130376,10163.133,10211.129064,10209.79584,10153.800432,10073.806992,10156.46688,10100.471472,10103.137920000001,10203.129719999999
17,762,761.8,765.7,762.6,767.6,766.3,760.2,755.6,767,761.5,757.3,763.9,17,10156.46688,10153.800432,10205.796168,10164.466224,10231.127424,10213.795511999999,10132.468848,10071.140544,10223.12808,10149.80076,10093.805352,10181.798136
18,758,765.9,758.2,765,769.5,764.6,758.5,759.2,768,762.4,758.8,762,18,10103.137920000001,10208.462615999999,10105.804368000001,10196.4636,10256.45868,10191.130704,10109.80404,10119.136608,10236.46032,10161.799776,10113.803711999999,10156.46688
19,755.8,758.4,759.5,766.1,769.1,764.1,759.3,756.4,764,766.3,763.5,763,19,10073.806992,10108.470816,10123.13628,10211.129064,10251.125784,10184.464584,10120.469831999999,10081.806336,10183.13136,10213.795511999999,10176.46524,10169.79912
20,761,756.6,762.6,769.6,768.5,765.7,762.3,756.7,768,767.5,764,758.2,20,10143.13464,10084.472784000001,10164.466224,10257.791904000002,10243.12644,10205.796168,10160.466552,10085.806008000001,10236.46032,10229.7942,10183.13136,10105.804368000001
21,763.8,753.7,766.1,770,767.1,766.7,764,758.9,769,759,765.9,751.8,21,10180.464912,10045.809288,10211.129064,10263.124800000001,10224.461304,10219.128408,10183.13136,10115.136936,10249.792560000002,10116.47016,10208.462615999999,10020.478031999999
22,762.6,741,764.7,769.9,764.9,764.3,761.5,,760,759.2,763.8,743.7,22,10164.466224,9876.48984,10192.463928000001,10261.791576,10195.130376,10187.131032,10149.80076,,10129.8024,10119.136608,10180.464912,9912.486888000001
23,755,761.7,758,770.4,762.8,762.8,761,762.7,765,763.9,765.1,746.1,23,10063.1412,10152.467208,10103.137920000001,10268.457696000001,10167.132672,10167.132672,10143.13464,10165.799448,10196.4636,10181.798136,10197.796824000001,9944.484264
24,755.6,762.3,749,770,762.4,763.5,762.9,760.9,770,753.5,764.2,746.3,24,10071.140544,10160.466552,9983.14776,10263.124800000001,10161.799776,10176.46524,10168.465896,10141.801416,10263.124800000001,10043.14284,10185.797808000001,9947.150711999999
25,757,754.8,748.3,767.2,764,760.6,763,758.5,768,756.9,768.5,754.7,25,10089.80568,10060.474751999998,9973.815192,10225.794528,10183.13136,10137.801744,10169.79912,10109.80404,10236.46032,10088.472456,10243.12644,10059.141528
26,759,758.6,752.4,767.3,762.4,763.5,761.2,756.6,767,760.6,768.8,748,26,10116.47016,10111.137264,10028.477375999999,10227.127751999999,10161.799776,10176.46524,10145.801088,10084.472784000001,10223.12808,10137.801744,10247.126111999998,9969.81552
27,758.7,762.7,756.2,765.5,762.9,763.9,759.3,753.5,,758.9,766.4,,27,10112.470488,10165.799448,10079.139888000002,10203.129719999999,10168.465896,10181.798136,10120.469831999999,10043.14284,,10115.136936,10215.128735999999,
28,763,764.2,752.2,759.4,765.5,761.8,757.6,759.7,768,760,763.5,754.5,28,10169.79912,10185.797808000001,10025.810928,10121.803056,10203.129719999999,10153.800432,10097.805024000001,10125.802728,,10129.8024,10176.46524,10056.47508
29,769.1,,750.5,758,766.6,762.1,757.7,761.8,769,758.4,764,747.7,29,10251.125784,,10003.14612,10103.137920000001,10217.795184,10157.800104,10099.138248000001,10153.800432,,10108.470816,10183.13136,9965.815848
30,771.5,,751.8,757.9,763.1,762.2,760,761.7,,764.1,763.3,753.8,30,10283.12316,,10020.478031999999,10101.804696,10171.132344,10159.133328,10129.8024,10152.467208,,10184.464584,10173.798792,10047.142511999999
31,772.1,,752.1,,762.8,,761.2,760.4,,761.4,,760.3,31,10291.122503999999,,10024.477703999999,,10167.132672,,10145.801088,10135.135296,,10148.467536,,10133.802072
,,,,,,,,,,,,,,10171.003322322582,10130.897548285711,10098.622161290325,10190.464091999998,10183.647446709676,10176.509680800002,10149.714745548385,10117.527544551725,10192.822872923078,10163.266322400003,10139.846020799998,10085.850448799998
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Changes from Mars to Mai?",,,,,,,,,,,,,,,,,,,,
1871,January,February,March,April,May,June,July,August,September,October,November,December,1871,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,760.3,771,769,,,760.1,,,,,,,1,10133.802072,10276.457040000001,10249.792560000002,,,10131.135624,,,,,,
2,756.9,771.9,773.5,,,759.5,,,,,,,2,10088.472456,10288.456055999999,10309.787639999999,,,10123.13628,,,,,,
3,754,769.6,776.1,,,753.9,,,,,,,3,10049.80896,10257.791904000002,10344.451464000002,,,10048.475735999999,,,,,,
4,757.9,769,771.9,,,755.1,,,,,,,4,10101.804696,10249.792560000002,10288.456055999999,,,10064.474424,,,,,,
5,758.4,768.2,772,,,757.4,,,,,,,5,10108.470816,10239.126768000002,10289.78928,,,10095.138576,,,,,,
6,756.8,769.7,771.7,,,759.8,,,,,,,6,10087.139232,10259.125128,10285.789608,,,10127.135952,,,,,,
7,756.5,761.5,769.8,,,761.1,,,,,,760.8,7,10083.13956,10149.80076,10260.458351999998,,,10144.467864,,,,,,10140.468192
8,757.9,761.8,770.8,,,759.8,,,,,,764.9,8,10101.804696,10153.800432,10273.790592000001,,,10127.135952,,,,,,10195.130376
9,753.3,760.2,771.2,,,761.8,,,,,,767.4,9,10040.476391999999,10132.468848,10279.123488000001,,,10153.800432,,,,,,10228.460976
10,743.8,754.7,770.1,,,763,,,,,,763.5,10,9913.820112,10059.141528,10264.458024,,,10169.79912,,,,,,10176.46524
11,745.4,751.8,769.4,,,760.2,,,,,,761.9,11,9935.151695999999,10020.478031999999,10255.125456000002,,,10132.468848,,,,,,10155.133656
12,744.8,752.5,772.7,,,761.9,,,,,,767.5,12,9927.152352,10029.810599999999,10299.121847999999,,,10155.133656,,,,,,10229.7942
13,750.2,760.5,770.5,,,760.9,,,,,,771.7,13,9999.146448,10136.46852,10269.79092,,,10141.801416,,,,,,10285.789608
14,752.9,763,,,,763.5,,,,,,772,14,10035.143495999999,10169.79912,,,,10176.46524,,,,,,10289.78928
15,757,766.1,765.7,,,764,,,,,,769.6,15,10089.80568,10211.129064,10205.796168,,,10183.13136,,,,,,10257.791904000002
16,764.6,768.2,760.1,,756.7,763.9,,,,,,765.3,16,10191.130704,10239.126768000002,10131.135624,,10085.806008000001,10181.798136,,,,,,10200.463271999999
17,763.5,769.3,752.7,,,764.1,,,,,751.8,765.3,17,10176.46524,10253.792231999998,10032.477048,,,10184.464584,,,,,10020.478031999999,10200.463271999999
18,760,772.7,,,,767.4,,,,,,765,18,10129.8024,10299.121847999999,,,,10228.460976,,,,,,10196.4636
19,759.4,770.4,,,,763.9,,,,,,769.5,19,10121.803056,10268.457696000001,,,,10181.798136,,,,,,10256.45868
20,757.9,769.2,,,,763.9,,,,,,769.6,20,10101.804696,10252.459008000002,,,,10181.798136,,,,,,10257.791904000002
21,757.1,760.6,,,,761.4,,,,,,769.6,21,10091.138904000001,10137.801744,,,,10148.467536,,,,,,10257.791904000002
22,760.4,766.4,,,,760.6,,,,,,764.6,22,10135.135296,10215.128735999999,,,,10137.801744,,,,,,10191.130704
23,764,772.3,,,,764.9,,,,,,761.4,23,10183.13136,10293.788951999999,,,,10195.130376,,,,,,10148.467536
24,763.4,772.6,,,763.6,758.4,,,,,,766,24,10175.132016,10297.788624,,,10177.798464,10108.470816,,,,,,10209.79584
25,761,771,,,764.7,757.8,,,,,,766.5,25,10143.13464,10276.457040000001,,,10192.463928000001,10100.471472,,,,,,10216.46196
26,754.6,776.5,,,764.6,756.2,,,,,,763.9,26,10057.808304,10349.784360000001,,,10191.130704,10079.139888000002,,,,,,10181.798136
27,754.2,774.3,,,763,759.9,,,,,,762.4,27,10052.475408,10320.453431999998,,,10169.79912,10128.469176,,,,,,10161.799776
28,752.4,770.8,,,761.5,758.4,,,,,,763.7,28,10028.477375999999,10273.790592000001,,,10149.80076,10108.470816,,,,,,10179.131688000001
29,758,,,,764.7,759.9,,,,,,762.3,29,10103.137920000001,,,,10192.463928000001,10128.469176,,,,,,10160.466552
30,764.9,,,,764.5,764.5,,,,,,764.9,30,10195.130376,,,,10189.79748,10189.79748,,,,,,10195.130376
31,767.4,,,,761.8,,,,,,,765.3,31,10228.460976,,,,10153.800432,,,,,,,10200.463271999999
,,,,,,,,,,,,,,10090.622817290323,10218.271335428575,10252.459007999998,,10166.984535999998,10141.890297599999,,,,,10020.478031999999,10206.916076160001
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1872,January,February,March,April,May,June,July,August,September,October,November,December,1872,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,764.7,769,769.9,759.2,760.5,761.7,760.4,759.3,760.8,763.8,766.4,757.7,1,10192.463928000001,10249.792560000002,10261.791576,10119.136608,10136.46852,10152.467208,10135.135296,10120.469831999999,10140.468192,10180.464912,10215.128735999999,10099.138248000001
2,766,766.6,768.5,756.6,764.2,760.6,762.1,757.9,765.4,765.3,766.1,758.4,2,10209.79584,10217.795184,10243.12644,10084.472784000001,10185.797808000001,10137.801744,10157.800104,10101.804696,10201.796495999999,10200.463271999999,10211.129064,10108.470816
3,767.5,764.1,767.7,754.5,765.3,758.5,761.8,758.9,765,764.7,762.6,761,3,10229.7942,10184.464584,10232.460648,10056.47508,10200.463271999999,10109.80404,10153.800432,10115.136936,10196.4636,10192.463928000001,10164.466224,10143.13464
4,765.6,764.3,770.7,757,766.3,757.3,760.8,759.3,764.6,763.9,764.9,756.3,4,10204.462944,10187.131032,10272.457368,10089.80568,10213.795511999999,10093.805352,10140.468192,10120.469831999999,10191.130704,10181.798136,10195.130376,10080.473112
5,767.8,768.5,772.3,756.7,764.1,758.3,761.5,763,766.6,762.7,769.2,758.7,5,10233.793871999998,10243.12644,10293.788951999999,10085.806008000001,10184.464584,10107.137592,10149.80076,10169.79912,10217.795184,10165.799448,10252.459008000002,10112.470488
6,767.8,772,767.4,755.9,764,761.4,761.5,764,766.3,765,767.5,764.3,6,10233.793871999998,10289.78928,10228.460976,10075.140216,10183.13136,10148.467536,10149.80076,10183.13136,10213.795511999999,10196.4636,10229.7942,10187.131032
7,766.9,772.8,765.3,758.9,763.9,764.9,761.8,763.4,764.6,766.5,765.4,765.2,7,10221.794855999999,10300.455072,10200.463271999999,10115.136936,10181.798136,10195.130376,10153.800432,10175.132016,10191.130704,10216.46196,10201.796495999999,10199.130048
8,758.9,770.3,761.5,765.6,761,765.4,762.6,758.4,763.1,765.1,766.1,761.7,8,10115.136936,10267.124472,10149.80076,10204.462944,10143.13464,10201.796495999999,10164.466224,10108.470816,10171.132344,10197.796824000001,10211.129064,10152.467208
9,750.3,766.9,759.2,759.8,755.6,762.8,759.8,759,763.2,759.5,766.6,763.3,9,10000.479672,10221.794855999999,10119.136608,10127.135952,10071.140544,10167.132672,10127.135952,10116.47016,10172.465568,10123.13628,10217.795184,10173.798792
10,747,767.3,757.9,754.4,755.8,758.1,758.9,763.5,762.8,753.6,763.4,759.6,10,9956.48328,10227.127751999999,10101.804696,10055.141855999998,10073.806992,10104.471144000001,10115.136936,10176.46524,10167.132672,10044.476064,10175.132016,10124.469504
11,758.6,766.9,758.9,759.4,758.5,758.1,761.8,764.7,762.9,757.8,753.2,756.6,11,10111.137264,10221.794855999999,10115.136936,10121.803056,10109.80404,10104.471144000001,10153.800432,10192.463928000001,10168.465896,10100.471472,10039.143168,10084.472784000001
12,761.8,765.4,757.9,764.4,755.4,760.7,766.3,763.9,767.6,760.3,749.2,757,12,10153.800432,10201.796495999999,10101.804696,10188.464256,10068.474096,10139.134968,10213.795511999999,10181.798136,10231.127424,10133.802072,9985.814208,10089.80568
13,764,762.5,757.6,764.7,763.1,760.2,765.6,763.7,768.2,762.1,755.7,760.2,13,10183.13136,10163.133,10097.805024000001,10192.463928000001,10171.132344,10132.468848,10204.462944,10179.131688000001,10239.126768000002,10157.800104,10072.473768000002,10132.468848
14,764.6,764.5,757.4,764.5,764.4,764,764.2,763.3,765.3,762,758.9,759,14,10191.130704,10189.79748,10095.138576,10189.79748,10188.464256,10183.13136,10185.797808000001,10173.798792,10200.463271999999,10156.46688,10115.136936,10116.47016
15,763.5,762.4,755,761,764.9,767.6,760.6,761.9,761.2,763.2,759.9,753.7,15,10176.46524,10161.799776,10063.1412,10143.13464,10195.130376,10231.127424,10137.801744,10155.133656,10145.801088,10172.465568,10128.469176,10045.809288
16,764.1,757.1,759.3,760.6,763.9,769.3,759.5,761,761.6,762.5,764.5,757.5,16,10184.464584,10091.138904000001,10120.469831999999,10137.801744,10181.798136,10253.792231999998,10123.13628,10143.13464,10151.133984,10163.133,10189.79748,10096.4718
17,764.9,762.5,762.6,756.8,761.9,764.2,761.7,761.3,760.5,763,762.2,760.2,17,10195.130376,10163.133,10164.466224,10087.139232,10155.133656,10185.797808000001,10152.467208,10147.134312,10136.46852,10169.79912,10159.133328,10132.468848
18,759.8,769.8,763.5,755.5,761.1,764,762.6,761.8,761.8,763.3,763.6,754.4,18,10127.135952,10260.458351999998,10176.46524,10069.80732,10144.467864,10183.13136,10164.466224,10153.800432,10153.800432,10173.798792,10177.798464,10055.141855999998
19,754.6,767.9,752.5,756.6,762,761.4,761.4,760.6,761.5,764,763.3,752.9,19,10057.808304,10235.127096,10029.810599999999,10084.472784000001,10156.46688,10148.467536,10148.467536,10137.801744,10149.80076,10183.13136,10173.798792,10035.143495999999
20,755,768.1,750.8,751.3,760,761.9,764.2,760.4,755.1,757.9,766,756.6,20,10063.1412,10237.793544,10007.145792,10013.811912,10129.8024,10155.133656,10185.797808000001,10135.135296,10064.474424,10101.804696,10209.79584,10084.472784000001
21,757.4,769.2,754.1,748.5,759.3,759.2,765,761.4,755.4,762.7,768.3,764.5,21,10095.138576,10252.459008000002,10051.142184,9976.48164,10120.469831999999,10119.136608,10196.4636,10148.467536,10068.474096,10165.799448,10240.459991999998,10189.79748
22,761.2,768.2,755.6,758.2,761.8,763.7,764.5,760.9,761,762.4,768.6,765.7,22,10145.801088,10239.126768000002,10071.140544,10105.804368000001,10153.800432,10179.131688000001,10189.79748,10141.801416,10143.13464,10161.799776,10244.459664000002,10205.796168
23,759.9,767.8,758.3,762,764.6,764.9,762,760.2,759.5,758.6,766.2,767.8,23,10128.469176,10233.793871999998,10107.137592,10156.46688,10191.130704,10195.130376,10156.46688,10132.468848,10123.13628,10111.137264,10212.462288,10233.793871999998
24,760.7,767.2,756,762,761.2,765,762.9,757.9,760.2,758.8,761.9,765.8,24,10139.134968,10225.794528,10076.47344,10156.46688,10145.801088,10196.4636,10168.465896,10101.804696,10132.468848,10113.803711999999,10155.133656,10207.129391999999
25,757.3,766.5,743.9,763.3,764.6,762.2,763,759.8,759,750.6,762.4,763.1,25,10093.805352,10216.46196,9915.153336,10173.798792,10191.130704,10159.133328,10169.79912,10127.135952,10116.47016,10004.479344,10161.799776,10171.132344
26,758.1,757.2,756,766.3,765.7,763.2,763,763.3,762,761.2,768.4,764.1,26,10104.471144000001,10092.472128000001,10076.47344,10213.795511999999,10205.796168,10172.465568,10169.79912,10173.798792,10156.46688,10145.801088,10241.793215999998,10184.464584
