"DWR French Records",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ROME,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1869,January,February,March,April,May,June,July,August,September,October,November,December,1869,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1880,January,February,March,April,May,June,July,August,September,October,November,December,1880,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,769.8,772.5,760.2,758.6,759.1,763.5,761.5,757.3,765,768.7,763.8,773.4,1,10260.458351999998,10296.455399999999,10132.468848,10111.137264,10117.803384,10176.46524,10149.80076,10093.805352,10196.4636,10245.792888,10180.464912,10308.454416
2,770.6,771.6,762.4,758.1,753.7,763.2,763.7,755.9,768.6,765.2,761.6,770.4,2,10271.124144000001,10284.456384000001,10161.799776,10104.471144000001,10045.809288,10172.465568,10179.131688000001,10075.140216,10244.459664000002,10199.130048,10151.133984,10268.457696000001
3,770,771.9,765.1,762,753.3,762.1,764.8,752.6,768.7,760.8,759.9,766.4,3,10263.124800000001,10288.456055999999,10197.796824000001,10156.46688,10040.476391999999,10157.800104,10193.797152,10031.143824,10245.792888,10140.468192,10128.469176,10215.128735999999
4,770.5,771.8,763,761.4,754.3,759.2,763.7,756.5,767.4,763,759.7,770,4,10269.79092,10287.122832000001,10169.79912,10148.467536,10053.808631999998,10119.136608,10179.131688000001,10083.13956,10228.460976,10169.79912,10125.802728,10263.124800000001
5,774.5,769.3,765.7,753,760.1,758.3,761.9,761.4,769,765.3,763.8,770,5,10323.119879999998,10253.792231999998,10205.796168,10036.476719999999,10131.135624,10107.137592,10155.133656,10148.467536,10249.792560000002,10200.463271999999,10180.464912,10263.124800000001
6,772.9,765.5,768.3,753.2,757.6,763.2,762.8,762.8,767.3,765.4,766.4,770.7,6,10301.788295999999,10203.129719999999,10240.459991999998,10039.143168,10097.805024000001,10172.465568,10167.132672,10167.132672,10227.127751999999,10201.796495999999,10215.128735999999,10272.457368
7,774.9,761.3,769.3,747.3,756.6,765.5,763.4,754.8,766,763.4,767.8,773.1,7,10328.452775999998,10147.134312,10253.792231999998,9960.482952,10084.472784000001,10203.129719999999,10175.132016,10060.474751999998,10209.79584,10175.132016,10233.793871999998,10304.454743999999
8,774,761.9,767.1,752.3,748.2,764.7,760.8,755.5,764.2,763.3,767.5,774.3,8,10316.45376,10155.133656,10224.461304,10027.144151999999,9972.481968,10192.463928000001,10140.468192,10069.80732,10185.797808000001,10173.798792,10229.7942,10320.453431999998
9,772.3,762.3,769.1,755,752.2,765.4,761.8,756.5,763.3,764.6,765.2,772,9,10293.788951999999,10160.466552,10251.125784,10063.1412,10025.810928,10201.796495999999,10153.800432,10083.13956,10173.798792,10191.130704,10199.130048,10289.78928
10,770.9,762.3,773,758.4,756.9,765.7,763.8,759,763.9,764.5,762.8,761.1,10,10275.123816,10160.466552,10303.12152,10108.470816,10088.472456,10205.796168,10180.464912,10116.47016,10181.798136,10189.79748,10167.132672,10144.467864
11,772,761.3,771.1,755.9,760.3,764.4,764.7,759.5,760.7,767.1,767.6,764.7,11,10289.78928,10147.134312,10277.790264,10075.140216,10133.802072,10188.464256,10192.463928000001,10123.13628,10139.134968,10224.461304,10231.127424,10192.463928000001
12,771.1,763.5,769.6,753.3,756.4,762.6,764.8,759.6,759.4,761.6,763,766.7,12,10277.790264,10176.46524,10257.791904000002,10040.476391999999,10081.806336,10164.466224,10193.797152,10124.469504,10121.803056,10151.133984,10169.79912,10219.128408
13,771.7,764.5,769.5,760.9,757.4,764,764.2,760.4,760.2,763.2,761,763.9,13,10285.789608,10189.79748,10256.45868,10141.801416,10095.138576,10183.13136,10185.797808000001,10135.135296,10132.468848,10172.465568,10143.13464,10181.798136
14,769.8,765.2,772.3,767.8,759.4,762.7,762.1,758.9,761.2,759.7,764.9,763.3,14,10260.458351999998,10199.130048,10293.788951999999,10233.793871999998,10121.803056,10165.799448,10157.800104,10115.136936,10145.801088,10125.802728,10195.130376,10173.798792
15,760.3,766.2,769.5,767.4,759.6,760,761.7,758.1,761.9,762.6,763.5,761.4,15,10133.802072,10212.462288,10256.45868,10228.460976,10124.469504,10129.8024,10152.467208,10104.471144000001,10155.133656,10164.466224,10176.46524,10148.467536
16,760.5,764.7,768.2,759.8,759.6,760.6,762.8,760.5,757.7,766.1,763.8,762.9,16,10136.46852,10192.463928000001,10239.126768000002,10127.135952,10124.469504,10137.801744,10167.132672,10136.46852,10099.138248000001,10211.129064,10180.464912,10168.465896
17,762.1,763.5,765.2,757.9,760.5,765.3,763.8,760.9,760.8,766.5,756.8,760.9,17,10157.800104,10176.46524,10199.130048,10101.804696,10136.46852,10200.463271999999,10180.464912,10141.801416,10140.468192,10216.46196,10087.139232,10141.801416
18,761.1,760,761,761.5,754.1,761.7,763.8,760.8,763.2,765.9,749.8,760.7,18,10144.467864,10129.8024,10143.13464,10149.80076,10051.142184,10152.467208,10180.464912,10140.468192,10172.465568,10208.462615999999,9993.813552,10139.134968
19,761,761.9,766.6,764.5,752.9,758,764.8,759.3,765.3,762.2,759.9,763.8,19,10143.13464,10155.133656,10217.795184,10189.79748,10035.143495999999,10103.137920000001,10193.797152,10120.469831999999,10200.463271999999,10159.133328,10128.469176,10180.464912
20,763.3,766.5,766.4,766,752.9,757.5,764.8,761.7,761.8,758.1,761.5,767.8,20,10173.798792,10216.46196,10215.128735999999,10209.79584,10035.143495999999,10096.4718,10193.797152,10152.467208,10153.800432,10104.471144000001,10149.80076,10233.793871999998
21,770.7,766.7,764.1,766.2,757.7,756.6,762.6,762.8,758.1,760.8,762.6,765,21,10272.457368,10219.128408,10184.464584,10212.462288,10099.138248000001,10084.472784000001,10164.466224,10167.132672,10104.471144000001,10140.468192,10164.466224,10196.4636
22,769.7,765,763.6,763.2,762.9,758.6,760.6,761.1,762.2,764.5,762.8,760.1,22,10259.125128,10196.4636,10177.798464,10172.465568,10168.465896,10111.137264,10137.801744,10144.467864,10159.133328,10189.79748,10167.132672,10131.135624
23,766.6,759.6,764.9,761.1,763.2,761.5,757.7,762.2,764,760.4,768.8,765.4,23,10217.795184,10124.469504,10195.130376,10144.467864,10172.465568,10149.80076,10099.138248000001,10159.133328,10183.13136,10135.135296,10247.126111999998,10201.796495999999
24,767.4,756.9,769,764.5,768.5,763.1,761.1,761.4,759.9,757.8,772.2,764.1,24,10228.460976,10088.472456,10249.792560000002,10189.79748,10243.12644,10171.132344,10144.467864,10148.467536,10128.469176,10100.471472,10292.455728,10184.464584
25,766.5,763.6,769.4,764,771.2,761.7,764.1,762.6,761.9,757.7,772.4,758,25,10216.46196,10177.798464,10255.125456000002,10183.13136,10279.123488000001,10152.467208,10184.464584,10164.466224,10155.133656,10099.138248000001,10295.122176,10103.137920000001
26,764.9,766.6,767.7,758.9,769.3,761.7,763.8,762.5,763.3,766.2,770.6,754.5,26,10195.130376,10217.795184,10232.460648,10115.136936,10253.792231999998,10152.467208,10180.464912,10163.133,10173.798792,10212.462288,10271.124144000001,10056.47508
27,766.3,759.5,765.2,752.7,765.8,758.6,759.5,762.8,763.5,767.4,769.4,761.1,27,10213.795511999999,10123.13628,10199.130048,10032.477048,10207.129391999999,10111.137264,10123.13628,10167.132672,10176.46524,10228.460976,10255.125456000002,10144.467864
28,770.3,756.6,764.4,756.9,764.4,763.3,758.4,763.9,763.9,762.7,769.9,767.5,28,10267.124472,10084.472784000001,10188.464256,10088.472456,10188.464256,10173.798792,10108.470816,10181.798136,10181.798136,10165.799448,10261.791576,10229.7942
29,770.9,759.7,761.7,761.7,763.2,764.3,759.4,763.8,765.2,757.9,771.9,767.8,29,10275.123816,10125.802728,10152.467208,10152.467208,10172.465568,10187.131032,10121.803056,10180.464912,10199.130048,10101.804696,10288.456055999999,10233.793871999998
30,767.5,,753.1,760.6,760.1,761.5,762.1,756.9,767,755,774.9,765.5,30,10229.7942,,10037.809944,10137.801744,10131.135624,10149.80076,10157.800104,10088.472456,10223.12808,10063.1412,10328.452775999998,10203.129719999999
31,770.5,,754.9,,760,,760.5,759.3,,761,,763.8,31,10269.79092,,10061.807976,,10129.8024,,10136.46852,10120.469831999999,,10143.13464,,10180.464912
,,,,,,,,,,,,,,10243.599519483869,10185.843781241376,10207.473449806452,10122.736312800002,10117.502333419354,10155.800268,10162.27285548387,10126.060771354836,10176.2874768,10167.906802064517,10194.5970864,10203.043705548389
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1881,January,February,March,April,May,June,July,August,September,October,November,December,1881,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,762.9,755.9,756.7,760.1,768,763.1,763.1,763.9,756.1,757.5,751.6,769.4,1,10168.465896,10075.140216,10085.806008000001,10131.135624,10236.46032,10171.132344,10171.132344,10181.798136,10077.806664,10096.4718,10017.811584,10255.125456000002
2,765.4,757,755,757.7,766.4,760.7,763.2,764.3,754.3,759.9,751,769.7,2,10201.796495999999,10089.80568,10063.1412,10099.138248000001,10215.128735999999,10139.134968,10172.465568,10187.131032,10053.808631999998,10128.469176,10009.81224,10259.125128
3,764.6,762.3,765.2,754.9,762.4,762.8,766.1,763.8,755.8,757.7,761.4,767.7,3,10191.130704,10160.466552,10199.130048,10061.807976,10161.799776,10167.132672,10211.129064,10180.464912,10073.806992,10099.138248000001,10148.467536,10232.460648
4,763.4,761.2,767.4,756.4,760,764,765.7,764.8,760.3,756.3,769.7,769.1,4,10175.132016,10145.801088,10228.460976,10081.806336,10129.8024,10183.13136,10205.796168,10193.797152,10133.802072,10080.473112,10259.125128,10251.125784
5,762.7,756.5,762.5,753.4,760.6,762.9,767.1,766.2,757.9,759.6,773.4,770.9,5,10165.799448,10083.13956,10163.133,10041.809615999999,10137.801744,10168.465896,10224.461304,10212.462288,10101.804696,10124.469504,10308.454416,10275.123816
6,760.4,752.4,764.5,753.1,764.7,757.6,764.7,765.4,760.3,761.7,775.1,770.4,6,10135.135296,10028.477375999999,10189.79748,10037.809944,10192.463928000001,10097.805024000001,10192.463928000001,10201.796495999999,10133.802072,10152.467208,10331.119223999998,10268.457696000001
7,762.2,753.3,763.7,754.4,768,751.1,763.1,762.5,759.5,763.2,770.9,766.5,7,10159.133328,10040.476391999999,10179.131688000001,10055.141855999998,10236.46032,10011.145464,10171.132344,10163.133,10123.13628,10172.465568,10275.123816,10216.46196
8,758.8,760.6,763.7,761.1,765.5,751.6,762.9,760.1,762.5,763.5,765,758.1,8,10113.803711999999,10137.801744,10179.131688000001,10144.467864,10203.129719999999,10017.811584,10168.465896,10131.135624,10163.133,10176.46524,10196.4636,10104.471144000001
9,758.8,752.6,763.9,762.5,760,752.3,762.6,759.8,760.2,758.9,763.4,756.8,9,10113.803711999999,10031.143824,10181.798136,10163.133,10129.8024,10027.144151999999,10164.466224,10127.135952,10132.468848,10115.136936,10175.132016,10087.139232
10,760.8,757.1,766.6,760.5,756.2,757.3,762.2,760.8,760,756.9,763.3,759.5,10,10140.468192,10091.138904000001,10217.795184,10136.46852,10079.139888000002,10093.805352,10159.133328,10140.468192,10129.8024,10088.472456,10173.798792,10123.13628
11,757.5,751,762.8,759.9,759.1,760.9,763.3,759.6,759.1,756.7,766.6,754,11,10096.4718,10009.81224,10167.132672,10128.469176,10117.803384,10141.801416,10173.798792,10124.469504,10117.803384,10085.806008000001,10217.795184,10049.80896
12,755.3,746.9,762.7,758.3,760.9,762.8,765.4,759.1,763.3,758.7,769.3,755.5,12,10067.140871999998,9955.150056,10165.799448,10107.137592,10141.801416,10167.132672,10201.796495999999,10117.803384,10173.798792,10112.470488,10253.792231999998,10069.80732
13,749.8,752.5,757.9,760.7,760.8,764.4,765.5,756.9,768.5,762.3,771.6,762.7,13,9993.813552,10029.810599999999,10101.804696,10139.134968,10140.468192,10188.464256,10203.129719999999,10088.472456,10243.12644,10160.466552,10284.456384000001,10165.799448
14,750.1,761.1,758.1,763.8,761.4,764.9,766,755.8,766.3,761.8,768.3,765,14,9997.813224,10144.467864,10104.471144000001,10180.464912,10148.467536,10195.130376,10209.79584,10073.806992,10213.795511999999,10153.800432,10240.459991999998,10196.4636
15,746.9,764.7,764.4,765.2,762,763.7,767.5,751.5,764.1,761,768.9,758.8,15,9955.150056,10192.463928000001,10188.464256,10199.130048,10156.46688,10179.131688000001,10229.7942,10016.47836,10184.464584,10143.13464,10248.459335999998,10113.803711999999
16,750.8,767.8,767.8,764.7,762.2,763.6,764.1,759.7,761.3,758.7,771.1,756,16,10007.145792,10233.793871999998,10233.793871999998,10192.463928000001,10159.133328,10177.798464,10184.464584,10125.802728,10147.134312,10112.470488,10277.790264,10076.47344
17,763.5,765.5,770.5,763.7,759.3,763.3,760.5,761.1,763.3,764.7,769,762.2,17,10176.46524,10203.129719999999,10269.79092,10179.131688000001,10120.469831999999,10173.798792,10136.46852,10144.467864,10173.798792,10192.463928000001,10249.792560000002,10159.133328
18,758.1,762.6,775,761.9,758.9,763.9,761.7,754.8,765.2,764.5,762.8,764.7,18,10104.471144000001,10164.466224,10329.786,10155.133656,10115.136936,10181.798136,10152.467208,10060.474751999998,10199.130048,10189.79748,10167.132672,10192.463928000001
19,754,766.2,771.4,,761.7,764.1,762.5,760.4,766,763.5,769.3,758.1,19,10049.80896,10212.462288,10281.789936000001,,10152.467208,10184.464584,10163.133,10135.135296,10209.79584,10176.46524,10253.792231999998,10104.471144000001
20,753.2,767.5,767.1,749.9,761.8,763.9,761.3,763.9,763.6,762,773.2,757.6,20,10039.143168,10229.7942,10224.461304,9995.146776,10153.800432,10181.798136,10147.134312,10181.798136,10177.798464,10156.46688,10305.787968,10097.805024000001
21,752.1,768,758.6,750.8,762.4,764.7,760.6,764.5,759.2,755.1,773.6,757.6,21,10024.477703999999,10236.46032,10111.137264,10007.145792,10161.799776,10192.463928000001,10137.801744,10189.79748,10119.136608,10064.474424,10311.120864,10097.805024000001
22,761.7,767.4,752.4,752.3,763.1,765.5,760.4,762.8,757.9,758.5,772.6,762.8,22,10152.467208,10228.460976,10028.477375999999,10027.144151999999,10171.132344,10203.129719999999,10135.135296,10167.132672,10101.804696,10109.80404,10297.788624,10167.132672
23,753.5,767.6,764.3,757.3,762.3,764.4,759.5,762.8,758.4,757.1,771.5,756.5,23,10043.14284,10231.127424,10187.131032,10093.805352,10160.466552,10188.464256,10123.13628,10167.132672,10108.470816,10091.138904000001,10283.12316,10083.13956
24,765,767.5,768.5,757.1,761.8,764.1,761.5,762.9,762.3,751.5,772.4,758,24,10196.4636,10229.7942,10243.12644,10091.138904000001,10153.800432,10184.464584,10149.80076,10168.465896,10160.466552,10016.47836,10295.122176,10103.137920000001
25,765.9,766.2,757,764.5,762.6,763.9,760.6,761,761.1,752.4,773.6,760.6,25,10208.462615999999,10212.462288,10089.80568,10189.79748,10164.466224,10181.798136,10137.801744,10143.13464,10144.467864,10028.477375999999,10311.120864,10137.801744
26,759.4,760.7,756.1,765.2,760.8,761.3,759.2,760.7,763.3,752.3,770,770.2,26,10121.803056,10139.134968,10077.806664,10199.130048,10140.468192,10147.134312,10119.136608,10139.134968,10173.798792,10027.144151999999,10263.124800000001,10265.791248000001
27,758.8,757.1,752.4,753.7,758.8,756.8,756.3,759.8,764.8,759.1,767.5,776.1,27,10113.803711999999,10091.138904000001,10028.477375999999,10045.809288,10113.803711999999,10087.139232,10080.473112,10127.135952,10193.797152,10117.803384,10229.7942,10344.451464000002
28,755.1,756.8,754.6,756.1,755.8,757.9,760.6,757.1,766.5,759.2,764.4,776.1,28,10064.474424,10087.139232,10057.808304,10077.806664,10073.806992,10101.804696,10137.801744,10091.138904000001,10216.46196,10119.136608,10188.464256,10344.451464000002
29,756.1,,760,761.2,757.5,761.1,766.9,764.7,763,756.8,765.2,770.5,29,10077.806664,,10129.8024,10145.801088,10096.4718,10144.467864,10221.794855999999,10192.463928000001,10169.79912,10087.139232,10199.130048,10269.79092
30,747.2,,751,767.1,761.4,761.1,765.9,765.2,756.2,754.4,770.1,769.5,30,9959.149728,,10009.81224,10224.461304,10148.467536,10144.467864,10208.462615999999,10199.130048,10079.139888000002,10055.141855999998,10264.458024,10256.45868
31,751.8,,757.1,,763.4,,763.8,761,,748.7,,,31,10020.478031999999,,10091.138904000001,,10175.132016,,10180.464912,10143.13464,,9979.148088,,
,,,,,,,,,,,,,,10097.891038451613,10132.65930857143,10155.133656000002,10114.861096551722,10151.219998451612,10147.445397599999,10170.143177806449,10145.672066322582,10147.712042399999,10110.105090580646,10234.5938064,10178.9539248
