Halfweg (Huize Zwanenburg)(42_G) "52° 23'" NB "4° 45'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,FK,Q_FK,TA,Q_TA,T,Q_T
18560622,2400,,,,,-4,0,,
18560623,2400,,,,,-18,0,,
18560624,2400,,,,,-11,0,,
18560625,2400,,,,,-6,0,,
18560626,2400,,,,,-2,0,,
18560627,2400,,,,,33,0,,
18560628,2400,,,,,22,0,,
18560629,2400,,,,,-26,0,,
18560630,2400,,,,,-29,0,,
18560701,2400,,,,,-35,0,,
18560702,2400,,,,,-42,0,,
18560703,2400,,,,,-35,0,,
18560704,2400,,,,,-33,0,,
18560705,2400,,,,,-40,0,,
18560706,2400,,,,,-10,0,,
18560707,2400,,,,,0,0,,
18560708,2400,,,,,-31,0,,
18560709,2400,,,,,-51,0,,
18560710,2400,,,,,-49,0,,
18560711,2400,,,,,-2,0,,
18560712,2400,,,,,3,0,,
18560713,2400,,,,,-35,0,,
18560714,2400,,,,,-9,0,,
18560715,2400,,,,,24,0,,
18560716,2400,,,,,-14,0,,
18560717,2400,,,,,-21,0,,
18560718,2400,,,,,3,0,,
18560719,2400,,,,,-14,0,,
18560720,2400,,,,,-23,0,,
18560721,2400,,,,,-32,0,,
18560722,2400,,,,,-1,0,,
18560723,2400,,,,,35,0,,
18560724,2400,,,,,30,0,,
18560725,2400,,,,,16,0,,
18560726,2400,,,,,-9,0,,
18560727,2400,,,,,-6,0,,
18560728,2400,,,,,-1,0,,
18560729,2400,,,,,5,0,,
18560730,2400,,,,,23,0,,
18560731,2400,,,,,40,0,,
18560801,2400,,,,,55,0,,
18560802,2400,,,,,59,0,,
18560803,2400,,,,,49,0,,
18560804,2400,,,,,15,0,,
18560805,2400,,,,,-1,0,,
18560806,2400,,,,,-5,0,,
18560807,2400,,,,,1,0,,
18560808,2400,,,,,22,0,,
18560809,2400,,,,,20,0,,
18560810,2400,,,,,28,0,,
18560811,2400,,,,,46,0,,
18560812,2400,,,,,18,0,,
18560813,2400,,,,,31,0,,
18560814,2400,,,,,32,0,,
18560815,2400,,,,,24,0,,
18560816,2400,,,,,15,0,,
18560817,2400,,,,,-3,0,,
18560818,2400,,,,,-5,0,,
18560819,2400,,,,,-9,0,,
18560820,2400,,,,,3,0,,
18560821,2400,,,,,12,0,,
18560822,2400,,,,,-2,0,,
18560823,2400,,,,,-25,0,,
18560824,2400,,,,,-31,0,,
18560825,2400,,,,,1,0,,
18560826,2400,,,,,-1,0,,
18560827,2400,,,,,-4,0,,
18560828,2400,,,,,-6,0,,
18560829,2400,,,,,-1,0,,
18560830,2400,,,,,-15,0,,
18560831,2400,,,,,2,0,,
18560901,2400,,,,,-7,0,,
18560902,2400,,,,,-34,0,,
18560903,2400,,,,,-32,0,,
18560904,2400,,,,,-34,0,,
18560905,2400,,,,,-22,0,,
18560906,2400,,,,,-10,0,,
18560907,2400,,,,,6,0,,
18560908,2400,,,,,9,0,,
18560909,2400,,,,,14,0,,
18560910,2400,,,,,12,0,,
18560911,2400,,,,,21,0,,
18560912,2400,,,,,3,0,,
18560913,2400,,,,,3,0,,
18560914,2400,,,,,-1,0,,
18560915,2400,,,,,1,0,,
18560916,2400,,,,,-4,0,,
18560917,2400,,,,,11,0,,
18560918,2400,,,,,-22,0,,
18560919,2400,,,,,-35,0,,
18560920,2400,,,,,-29,0,,
18560921,2400,,,,,-21,0,,
18560922,2400,,,,,5,0,,
18560923,2400,,,,,4,0,,
18560924,2400,,,,,-9,0,,
18560925,2400,,,,,-16,0,,
18560926,2400,,,,,-17,0,,
18560927,2400,,,,,-7,0,,
18560928,2400,,,,,-2,0,,
18560929,2400,,,,,3,0,,
18560930,2400,,,,,4,0,,
18561001,2400,,,,,-5,0,,
18561002,2400,,,,,-6,0,,
18561003,2400,,,,,1,0,,
18561004,2400,,,,,28,0,,
18561005,2400,,,,,31,0,,
18561006,2400,,,,,13,0,,
18561007,2400,,,,,14,0,,
18561008,2400,,,,,25,0,,
18561009,2400,,,,,23,0,,
18561010,2400,,,,,23,0,,
18561011,2400,,,,,27,0,,
18561012,2400,,,,,22,0,,
18561013,2400,,,,,31,0,,
18561014,2400,,,,,30,0,,
18561015,2400,,,,,26,0,,
18561016,2400,,,,,17,0,,
18561017,2400,,,,,33,0,,
18561018,2400,,,,,26,0,,
18561019,2400,,,,,14,0,,
18561020,2400,,,,,-2,0,,
18561021,2400,,,,,19,0,,
18561022,2400,,,,,14,0,,
18561023,2400,,,,,12,0,,
18561024,2400,,,,,23,0,,
18561025,2400,,,,,8,0,,
18561026,2400,,,,,-18,0,,
18561027,2400,,,,,-20,0,,
18561028,2400,,,,,15,0,,
18561029,2400,,,,,-39,0,,
18561030,2400,,,,,-20,0,,
18561031,2400,,,,,-42,0,,
18561101,2400,,,,,-37,0,,
18561102,2400,,,,,-54,0,,
18561103,2400,,,,,-41,0,,
18561104,2400,,,,,-29,0,,
18561105,2400,,,,,-49,0,,
18561106,2400,,,,,-45,0,,
18561107,2400,,,,,5,0,,
18561108,2400,,,,,12,0,,
18561109,2400,,,,,12,0,,
18561110,2400,,,,,-31,0,,
18561111,2400,,,,,-47,0,,
18561112,2400,,,,,-16,0,,
18561113,2400,,,,,-20,0,,
18561114,2400,,,,,-31,0,,
18561115,2400,,,,,-7,0,,
18561116,2400,,,,,-33,0,,
18561117,2400,,,,,-17,0,,
18561118,2400,,,,,-9,0,,
18561119,2400,,,,,1,0,,
18561120,2400,,,,,12,0,,
18561121,2400,,,,,-11,0,,
18561122,2400,,,,,22,0,,
18561123,2400,,,,,60,0,,
18561124,2400,,,,,53,0,,
18561125,2400,,,,,10,0,,
18561126,2400,,,,,-49,0,,
18561127,2400,,,,,-67,0,,
18561128,2400,,,,,-20,0,,
18561129,2400,,,,,-35,0,,
18561130,2400,,,,,-55,0,,
18561201,2400,,,,,-70,0,,
18561202,2400,,,,,-84,0,,
18561203,2400,,,,,-50,0,,
18561204,2400,,,,,-59,0,,
18561205,2400,,,,,-29,0,,
18561206,2400,,,,,55,0,,
18561207,2400,,,,,84,0,,
18561208,2400,,,,,71,0,,
18561209,2400,,,,,79,0,,
18561210,2400,,,,,64,0,,
18561211,2400,,,,,51,0,,
18561212,2400,,,,,56,0,,
18561213,2400,,,,,41,0,,
18561214,2400,,,,,35,0,,
18561215,2400,,,,,20,0,,
18561216,2400,,,,,-25,0,,
18561217,2400,,,,,-16,0,,
18561218,2400,,,,,25,0,,
18561219,2400,,,,,34,0,,
18561220,2400,,,,,52,0,,
18561221,2400,,,,,55,0,,
18561222,2400,,,,,53,0,,
18561223,2400,,,,,10,0,,
18561224,2400,,,,,9,0,,
18561225,2400,,,,,-14,0,,
18561226,2400,,,,,-9,0,,
18561227,2400,,,,,-8,0,,
18561228,2400,,,,,-5,0,,
18561229,2400,,,,,18,0,,
18561230,2400,,,,,43,0,,
18561231,2400,,,,,66,0,,
18570101,2400,,,,,67,0,,
18570102,2400,,,,,64,0,,
18570103,2400,,,,,41,0,,
18570104,2400,,,,,43,0,,
18570105,2400,,,,,-9,0,,
18570106,2400,,,,,-18,0,,
18570107,2400,,,,,-55,0,,
18570108,2400,,,,,-63,0,,
18570109,2400,,,,,-39,0,,
18570110,2400,,,,,-1,0,,
18570111,2400,,,,,12,0,,
18570112,2400,,,,,28,0,,
18570113,2400,,,,,7,0,,
18570114,2400,,,,,32,0,,
18570115,2400,,,,,17,0,,
18570116,2400,,,,,31,0,,
18570117,2400,,,,,28,0,,
18570118,2400,,,,,51,0,,
18570119,2400,,,,,44,0,,
18570120,2400,,,,,11,0,,
18570121,2400,,,,,29,0,,
18570122,2400,,,,,13,0,,
18570123,2400,,,,,16,0,,
18570124,2400,,,,,10,0,,
18570125,2400,,,,,-7,0,,
18570126,2400,,,,,-6,0,,
18570127,2400,,,,,-17,0,,
18570128,2400,,,,,-50,0,,
18570129,2400,,,,,-56,0,,
18570130,2400,,,,,-49,0,,
18570131,2400,,,,,-45,0,,
18570201,2400,,,,,-63,0,,
18570202,2400,,,,,-92,0,,
18570203,2400,,,,,-69,0,,
18570204,2400,,,,,-74,0,,
18570205,2400,,,,,-92,0,,
18570206,2400,,,,,-16,0,,
18570207,2400,,,,,-5,0,,
18570208,2400,,,,,-24,0,,
18570209,2400,,,,,-17,0,,
18570210,2400,,,,,19,0,,
18570211,2400,,,,,25,0,,
18570212,2400,,,,,19,0,,
18570213,2400,,,,,26,0,,
18570214,2400,,,,,20,0,,
18570215,2400,,,,,-12,0,,
18570216,2400,,,,,-3,0,,
18570217,2400,,,,,5,0,,
18570218,2400,,,,,10,0,,
18570219,2400,,,,,29,0,,
18570220,2400,,,,,38,0,,
18570221,2400,,,,,26,0,,
18570222,2400,,,,,33,0,,
18570223,2400,,,,,40,0,,
18570224,2400,,,,,-4,0,,
18570225,2400,,,,,-14,0,,
18570226,2400,,,,,16,0,,
18570227,2400,,,,,5,0,,
18570228,2400,,,,,17,0,,
18570301,2400,,,,,35,0,,
18570302,2400,,,,,35,0,,
18570303,2400,,,,,17,0,,
18570304,2400,,,,,13,0,,
18570305,2400,,,,,10,0,,
18570306,2400,,,,,1,0,,
18570307,2400,,,,,28,0,,
18570308,2400,,,,,-8,0,,
18570309,2400,,,,,-15,0,,
18570310,2400,,,,,-45,0,,
18570311,2400,,,,,-44,0,,
18570312,2400,,,,,-16,0,,
18570313,2400,,,,,-29,0,,
18570314,2400,,,,,1,0,,
18570315,2400,,,,,13,0,,
18570316,2400,,,,,16,0,,
18570317,2400,,,,,26,0,,
18570318,2400,,,,,40,0,,
18570319,2400,,,,,21,0,,
18570320,2400,,,,,-5,0,,
18570321,2400,,,,,-51,0,,
18570322,2400,,,,,-43,0,,
18570323,2400,,,,,-33,0,,
18570324,2400,,,,,-26,0,,
18570325,2400,,,,,1,0,,
18570326,2400,,,,,0,0,,
18570327,2400,,,,,5,0,,
18570328,2400,,,,,-4,0,,
18570329,2400,,,,,6,0,,
18570330,2400,,,,,9,0,,
18570331,2400,,,,,14,0,,
18570401,2400,,,,,8,0,,
18570402,2400,,,,,11,0,,
18570403,2400,,,,,21,0,,
18570404,2400,,,,,24,0,,
18570405,2400,,,,,36,0,,
18570406,2400,,,,,60,0,,
18570407,2400,,,,,23,0,,
18570408,2400,,,,,19,0,,
18570409,2400,,,,,22,0,,
18570410,2400,,,,,15,0,,
18570411,2400,,,,,8,0,,
18570412,2400,,,,,-39,0,,
18570413,2400,,,,,-27,0,,
18570414,2400,,,,,-26,0,,
18570415,2400,,,,,-29,0,,
18570416,2400,,,,,-24,0,,
18570417,2400,,,,,-12,0,,
18570418,2400,,,,,17,0,,
18570419,2400,,,,,32,0,,
18570420,2400,,,,,18,0,,
18570421,2400,,,,,2,0,,
18570422,2400,,,,,-9,0,,
18570423,2400,,,,,-51,0,,
18570424,2400,,,,,-49,0,,
18570425,2400,,,,,-46,0,,
18570426,2400,,,,,-70,0,,
18570427,2400,,,,,-48,0,,
18570428,2400,,,,,-58,0,,
18570429,2400,,,,,-46,0,,
18570430,2400,,,,,-38,0,,
18570501,2400,,,,,-37,0,,
18570502,2400,,,,,-28,0,,
18570503,2400,,,,,-36,0,,
18570504,2400,,,,,-45,0,,
18570505,2400,,,,,-45,0,,
18570506,2400,,,,,-39,0,,
18570507,2400,,,,,-30,0,,
18570508,2400,,,,,-13,0,,
18570509,2400,,,,,-2,0,,
18570510,2400,,,,,-4,0,,
18570511,2400,,,,,6,0,,
18570512,2400,,,,,1,0,,
18570513,2400,,,,,6,0,,
18570514,2400,,,,,5,0,,
18570515,2400,,,,,22,0,,
18570516,2400,,,,,10,0,,
18570517,2400,,,,,16,0,,
18570518,2400,,,,,18,0,,
18570519,2400,,,,,19,0,,
18570520,2400,,,,,31,0,,
18570521,2400,,,,,45,0,,
18570522,2400,,,,,44,0,,
18570523,2400,,,,,76,0,,
18570524,2400,,,,,16,0,,
18570525,2400,,,,,30,0,,
18570526,2400,,,,,7,0,,
18570527,2400,,,,,-14,0,,
18570528,2400,,,,,1,0,,
18570529,2400,,,,,11,0,,
18570530,2400,,,,,19,0,,
18570531,2400,,,,,-13,0,,
18570601,2400,,,,,-7,0,,
18570602,2400,,,,,-6,0,,
18570603,2400,,,,,5,0,,
18570604,2400,,,,,9,0,,
18570605,2400,,,,,51,0,,
18570606,2400,,,,,69,0,,
18570607,2400,,,,,41,0,,
18570608,2400,,,,,10,0,,
18570609,2400,,,,,4,0,,
18570610,2400,,,,,-6,0,,
18570611,2400,,,,,-26,0,,
18570612,2400,,,,,-36,0,,
18570613,2400,,,,,-29,0,,
18570614,2400,,,,,-28,0,,
18570615,2400,,,,,-10,0,,
18570616,2400,,,,,1,0,,
18570617,2400,,,,,1,0,,
18570618,2400,,,,,8,0,,
18570619,2400,,,,,49,0,,
18570620,2400,,,,,61,0,,
18570621,2400,,,,,34,0,,
18570622,2400,,,,,50,0,,
18570623,2400,,,,,51,0,,
18570624,2400,,,,,55,0,,
18570625,2400,,,,,61,0,,
18570626,2400,,,,,53,0,,
18570627,2400,,,,,41,0,,
18570628,2400,,,,,59,0,,
18570629,2400,,,,,32,0,,
18570630,2400,,,,,36,0,,
18570701,2400,,,,,17,0,,
18570702,2400,,,,,-4,0,,
18570703,2400,,,,,7,0,,
18570704,2400,,,,,20,0,,
18570705,2400,,,,,34,0,,
18570706,2400,,,,,6,0,,
18570707,2400,,,,,-21,0,,
18570708,2400,,,,,-33,0,,
18570709,2400,,,,,-17,0,,
18570710,2400,,,,,-2,0,,
18570711,2400,,,,,4,0,,
18570712,2400,,,,,5,0,,
18570713,2400,,,,,29,0,,
18570714,2400,,,,,39,0,,
18570715,2400,,,,,50,0,,
18570716,2400,,,,,13,0,,
18570717,2400,,,,,-2,0,,
18570718,2400,,,,,8,0,,
18570719,2400,,,,,25,0,,
18570720,2400,,,,,46,0,,
18570721,2400,,,,,11,0,,
18570722,2400,,,,,0,0,,
18570723,2400,,,,,13,0,,
18570724,2400,,,,,29,0,,
18570725,2400,,,,,30,0,,
18570726,2400,,,,,5,0,,
18570727,2400,,,,,7,0,,
18570728,2400,,,,,11,0,,
18570729,2400,,,,,5,0,,
18570730,2400,,,,,15,0,,
18570731,2400,,,,,20,0,,
18570801,2400,,,,,16,0,,
18570802,2400,,,,,18,0,,
18570803,2400,,,,,35,0,,
18570804,2400,,,,,57,0,,
18570805,2400,,,,,35,0,,
18570806,2400,,,,,13,0,,
18570807,2400,,,,,18,0,,
18570808,2400,,,,,-8,0,,
18570809,2400,,,,,15,0,,
18570810,2400,,,,,6,0,,
18570811,2400,,,,,12,0,,
18570812,2400,,,,,18,0,,
18570813,2400,,,,,36,0,,
18570814,2400,,,,,37,0,,
18570815,2400,,,,,32,0,,
18570816,2400,,,,,35,0,,
18570817,2400,,,,,22,0,,
18570818,2400,,,,,5,0,,
18570819,2400,,,,,15,0,,
18570820,2400,,,,,11,0,,
18570821,2400,,,,,22,0,,
18570822,2400,,,,,49,0,,
18570823,2400,,,,,55,0,,
18570824,2400,,,,,42,0,,
18570825,2400,,,,,43,0,,
18570826,2400,,,,,40,0,,
18570827,2400,,,,,17,0,,
18570828,2400,,,,,19,0,,
18570829,2400,,,,,21,0,,
18570830,2400,,,,,27,0,,
18570831,2400,,,,,28,0,,
18570901,2400,,,,,31,0,,
18570902,2400,,,,,-12,0,,
18570903,2400,,,,,-16,0,,
18570904,2400,,,,,5,0,,
18570905,2400,,,,,10,0,,
18570906,2400,,,,,21,0,,
18570907,2400,,,,,-9,0,,
18570908,2400,,,,,10,0,,
18570909,2400,,,,,15,0,,
18570910,2400,,,,,26,0,,
18570911,2400,,,,,9,0,,
18570912,2400,,,,,9,0,,
18570913,2400,,,,,6,0,,
18570914,2400,,,,,-1,0,,
18570915,2400,,,,,12,0,,
18570916,2400,,,,,12,0,,
18570917,2400,,,,,15,0,,
18570918,2400,,,,,26,0,,
18570919,2400,,,,,19,0,,
18570920,2400,,,,,-23,0,,
18570921,2400,,,,,1,0,,
18570922,2400,,,,,9,0,,
18570923,2400,,,,,-1,0,,
18570924,2400,,,,,-12,0,,
18570925,2400,,,,,25,0,,
18570926,2400,,,,,23,0,,
18570927,2400,,,,,16,0,,
18570928,2400,,,,,27,0,,
18570929,2400,,,,,15,0,,
18570930,2400,,,,,4,0,,
18571001,2400,,,,,1,0,,
18571002,2400,,,,,25,0,,
18571003,2400,,,,,34,0,,
18571004,2400,,,,,32,0,,
18571005,2400,,,,,12,0,,
18571006,2400,,,,,-14,0,,
18571007,2400,,,,,-7,0,,
18571008,2400,,,,,4,0,,
18571009,2400,,,,,15,0,,
18571010,2400,,,,,10,0,,
18571011,2400,,,,,6,0,,
18571012,2400,,,,,31,0,,
18571013,2400,,,,,26,0,,
18571014,2400,,,,,14,0,,
18571015,2400,,,,,11,0,,
18571016,2400,,,,,29,0,,
18571017,2400,,,,,7,0,,
18571018,2400,,,,,8,0,,
18571019,2400,,,,,39,0,,
18571020,2400,,,,,20,0,,
18571021,2400,,,,,26,0,,
18571022,2400,,,,,20,0,,
18571023,2400,,,,,-1,0,,
18571024,2400,,,,,14,0,,
18571025,2400,,,,,11,0,,
18571026,2400,,,,,1,0,,
18571027,2400,,,,,3,0,,
18571028,2400,,,,,19,0,,
18571029,2400,,,,,19,0,,
18571030,2400,,,,,21,0,,
18571031,2400,,,,,15,0,,
18571101,2400,,,,,-13,0,,
18571102,2400,,,,,3,0,,
18571103,2400,,,,,19,0,,
18571104,2400,,,,,44,0,,
18571105,2400,,,,,24,0,,
18571106,2400,,,,,34,0,,
18571107,2400,,,,,47,0,,
18571108,2400,,,,,19,0,,
18571109,2400,,,,,24,0,,
18571110,2400,,,,,8,0,,
18571111,2400,,,,,-4,0,,
18571112,2400,,,,,23,0,,
18571113,2400,,,,,35,0,,
18571114,2400,,,,,30,0,,
18571115,2400,,,,,-5,0,,
18571116,2400,,,,,-3,0,,
18571117,2400,,,,,-29,0,,
18571118,2400,,,,,-26,0,,
18571119,2400,,,,,-44,0,,
18571120,2400,,,,,-44,0,,
18571121,2400,,,,,-11,0,,
18571122,2400,,,,,-1,0,,
18571123,2400,,,,,18,0,,
18571124,2400,,,,,24,0,,
18571125,2400,,,,,-8,0,,
18571126,2400,,,,,-13,0,,
18571127,2400,,,,,-14,0,,
18571128,2400,,,,,-24,0,,
18571129,2400,,,,,-26,0,,
18571130,2400,,,,,-18,0,,
18571201,2400,,,,,-15,0,,
18571202,2400,,,,,21,0,,
18571203,2400,,,,,21,0,,
18571204,2400,,,,,30,0,,
18571205,2400,,,,,-14,0,,
18571206,2400,,,,,9,0,,
18571207,2400,,,,,32,0,,
18571208,2400,,,,,36,0,,
18571209,2400,,,,,4,0,,
18571210,2400,,,,,9,0,,
18571211,2400,,,,,30,0,,
18571212,2400,,,,,34,0,,
18571213,2400,,,,,4,0,,
18571214,2400,,,,,13,0,,
18571215,2400,,,,,-2,0,,
18571216,2400,,,,,19,0,,
18571217,2400,,,,,45,0,,
18571218,2400,,,,,40,0,,
18571219,2400,,,,,24,0,,
18571220,2400,,,,,9,0,,
18571221,2400,,,,,54,0,,
18571222,2400,,,,,81,0,,
18571223,2400,,,,,80,0,,
18571224,2400,,,,,63,0,,
18571225,2400,,,,,69,0,,
18571226,2400,,,,,56,0,,
18571227,2400,,,,,47,0,,
18571228,2400,,,,,28,0,,
18571229,2400,,,,,46,0,,
18571230,2400,,,,,42,0,,
18571231,2400,,,,,13,0,,
18580101,2400,,,,,-22,0,,
18580102,2400,,,,,-2,0,,
18580103,2400,,,,,-10,0,,
18580104,2400,,,,,-52,0,,
18580105,2400,,,,,-70,0,,
18580106,2400,,,,,-66,0,,
18580107,2400,,,,,-62,0,,
18580108,2400,,,,,-4,0,,
18580109,2400,,,,,38,0,,
18580110,2400,,,,,10,0,,
18580111,2400,,,,,67,0,,
18580112,2400,,,,,17,0,,
18580113,2400,,,,,32,0,,
18580114,2400,,,,,7,0,,
18580115,2400,,,,,38,0,,
18580116,2400,,,,,43,0,,
18580117,2400,,,,,24,0,,
18580118,2400,,,,,50,0,,
18580119,2400,,,,,60,0,,
18580120,2400,,,,,55,0,,
18580121,2400,,,,,36,0,,
18580122,2400,,,,,20,0,,
18580123,2400,,,,,20,0,,
18580124,2400,,,,,35,0,,
18580125,2400,,,,,6,0,,
18580126,2400,,,,,-52,0,,
18580127,2400,,,,,-48,0,,
18580128,2400,,,,,-55,0,,
18580129,2400,,,,,-19,0,,
18580130,2400,,,,,23,0,,
18580131,2400,,,,,9,0,,
18580201,2400,,,,,-19,0,,
18580202,2400,,,,,-25,0,,
18580203,2400,,,,,-39,0,,
18580204,2400,,,,,28,0,,
18580205,2400,,,,,14,0,,
18580206,2400,,,,,12,0,,
18580207,2400,,,,,-24,0,,
18580208,2400,,,,,-49,0,,
18580209,2400,,,,,-57,0,,
18580210,2400,,,,,-50,0,,
18580211,2400,,,,,-42,0,,
18580212,2400,,,,,-13,0,,
18580213,2400,,,,,-4,0,,
18580214,2400,,,,,-15,0,,
18580215,2400,,,,,-13,0,,
18580216,2400,,,,,-10,0,,
18580217,2400,,,,,-44,0,,
18580218,2400,,,,,-63,0,,
18580219,2400,,,,,-20,0,,
18580220,2400,,,,,-47,0,,
18580221,2400,,,,,-51,0,,
18580222,2400,,,,,-61,0,,
18580223,2400,,,,,-48,0,,
18580224,2400,,,,,-72,0,,
18580225,2400,,,,,-85,0,,
18580226,2400,,,,,-78,0,,
18580227,2400,,,,,-76,0,,
18580228,2400,,,,,-61,0,,
18580301,2400,,,,,-57,0,,
18580302,2400,,,,,-77,0,,
18580303,2400,,,,,-71,0,,
18580304,2400,,,,,-75,0,,
18580305,2400,,,,,-81,0,,
18580306,2400,,,,,-33,0,,
18580307,2400,,,,,-40,0,,
18580308,2400,,,,,-30,0,,
18580309,2400,,,,,-24,0,,
18580310,2400,,,,,-27,0,,
18580311,2400,,,,,-75,0,,
18580312,2400,,,,,-25,0,,
18580313,2400,,,,,-22,0,,
18580314,2400,,,,,-11,0,,
18580315,2400,,,,,-13,0,,
18580316,2400,,,,,13,0,,
18580317,2400,,,,,-10,0,,
18580318,2400,,,,,3,0,,
18580319,2400,,,,,11,0,,
18580320,2400,,,,,10,0,,
18580321,2400,,,,,12,0,,
18580322,2400,,,,,1,0,,
18580323,2400,,,,,16,0,,
18580324,2400,,,,,10,0,,
18580325,2400,,,,,-16,0,,
18580326,2400,,,,,-18,0,,
18580327,2400,,,,,-8,0,,
18580328,2400,,,,,-41,0,,
18580329,2400,,,,,-6,0,,
18580330,2400,,,,,5,0,,
18580331,2400,,,,,39,0,,
18580401,2400,,,,,-6,0,,
18580402,2400,,,,,-34,0,,
18580403,2400,,,,,1,0,,
18580404,2400,,,,,-18,0,,
18580405,2400,,,,,-22,0,,
18580406,2400,,,,,-34,0,,
18580407,2400,,,,,-36,0,,
18580408,2400,,,,,-43,0,,
18580409,2400,,,,,-45,0,,
18580410,2400,,,,,-46,0,,
18580411,2400,,,,,-46,0,,
18580412,2400,,,,,-59,0,,
18580413,2400,,,,,-52,0,,
18580414,2400,,,,,-35,0,,
18580415,2400,,,,,10,0,,
18580416,2400,,,,,43,0,,
18580417,2400,,,,,-10,0,,
18580418,2400,,,,,-23,0,,
18580419,2400,,,,,17,0,,
18580420,2400,,,,,49,0,,
18580421,2400,,,,,25,0,,
18580422,2400,,,,,40,0,,
18580423,2400,,,,,34,0,,
18580424,2400,,,,,32,0,,
18580425,2400,,,,,28,0,,
18580426,2400,,,,,-24,0,,
18580427,2400,,,,,-25,0,,
18580428,2400,,,,,-22,0,,
18580429,2400,,,,,4,0,,
18580430,2400,,,,,-11,0,,
18580501,2400,,,,,-31,0,,
18580502,2400,,,,,-28,0,,
18580503,2400,,,,,-27,0,,
18580504,2400,,,,,-27,0,,
18580505,2400,,,,,-18,0,,
18580506,2400,,,,,-38,0,,
18580507,2400,,,,,-45,0,,
18580508,2400,,,,,-33,0,,
18580509,2400,,,,,-18,0,,
18580510,2400,,,,,1,0,,
18580511,2400,,,,,-10,0,,
18580512,2400,,,,,-36,0,,
18580513,2400,,,,,-25,0,,
18580514,2400,,,,,-1,0,,
18580515,2400,,,,,1,0,,
18580516,2400,,,,,3,0,,
18580517,2400,,,,,15,0,,
18580518,2400,,,,,12,0,,
18580519,2400,,,,,-8,0,,
18580520,2400,,,,,-23,0,,
18580521,2400,,,,,18,0,,
18580522,2400,,,,,-6,0,,
18580523,2400,,,,,-2,0,,
18580524,2400,,,,,-20,0,,
18580525,2400,,,,,-31,0,,
18580526,2400,,,,,-57,0,,
18580527,2400,,,,,-28,0,,
18580528,2400,,,,,-33,0,,
18580529,2400,,,,,-11,0,,
18580530,2400,,,,,11,0,,
18580531,2400,,,,,39,0,,
18580601,2400,,,,,41,0,,
18580602,2400,,,,,32,0,,
18580603,2400,,,,,65,0,,
18580604,2400,,,,,40,0,,
18580605,2400,,,,,58,0,,
18580606,2400,,,,,23,0,,
18580607,2400,,,,,22,0,,
18580608,2400,,,,,42,0,,
18580609,2400,,,,,62,0,,
18580610,2400,,,,,39,0,,
18580611,2400,,,,,37,0,,
18580612,2400,,,,,42,0,,
18580613,2400,,,,,43,0,,
18580614,2400,,,,,97,0,,
18580615,2400,,,,,108,0,,
18580616,2400,,,,,98,0,,
18580617,2400,,,,,88,0,,
18580618,2400,,,,,26,0,,
18580619,2400,,,,,-3,0,,
18580620,2400,,,,,20,0,,
18580621,2400,,,,,11,0,,
18580622,2400,,,,,9,0,,
18580623,2400,,,,,23,0,,
18580624,2400,,,,,-3,0,,
18580625,2400,,,,,-16,0,,
18580626,2400,,,,,9,0,,
18580627,2400,,,,,-18,0,,
18580628,2400,,,,,-10,0,,
18580629,2400,,,,,-20,0,,
18580630,2400,,,,,-13,0,,
18580701,2400,,,,,-27,0,,
18580702,2400,,,,,-23,0,,
18580703,2400,,,,,-34,0,,
18580704,2400,,,,,-30,0,,
18580705,2400,,,,,-40,0,,
18580706,2400,,,,,-19,0,,
18580707,2400,,,,,-27,0,,
18580708,2400,,,,,-31,0,,
18580709,2400,,,,,-20,0,,
18580710,2400,,,,,-19,0,,
18580711,2400,,,,,-15,0,,
18580712,2400,,,,,-27,0,,
18580713,2400,,,,,1,0,,
18580714,2400,,,,,26,0,,
18580715,2400,,,,,51,0,,
18580716,2400,,,,,65,0,,
18580717,2400,,,,,-2,0,,
18580718,2400,,,,,31,0,,
18580719,2400,,,,,-6,0,,
18580720,2400,,,,,9,0,,
18580721,2400,,,,,7,0,,
18580722,2400,,,,,0,0,,
18580723,2400,,,,,2,0,,
