Halfweg (Huize Zwanenburg)(42_G) "52° 23'" NB "4° 45'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,FK,Q_FK,TA,Q_TA,T,Q_T
18501228,700,ZW,0,20,0,,,61,0
18501228,1300,ZW,0,,,,,67,0
18501228,2200,WNW,0,50,0,,,72,0
18501229,700,W,0,40,0,,,72,0
18501229,1300,W,0,,,,,75,0
18501229,2200,WNW,0,50,0,,,83,0
18501230,700,WNW,0,20,0,,,33,0
18501230,1300,WZW,0,,,,,89,0
18501230,2200,NW,0,40,0,,,83,0
18501231,700,ZW,0,40,0,,,83,0
18501231,1300,ZW,0,,,,,89,0
18501231,2200,ZW,0,40,0,,,89,0
18510101,700,ZW,0,6,0,,,105,0
18510101,1300,ZW,0,,,,,69,0
18510101,2200,ZW,0,4,0,,,94,0
18510102,700,ZW,0,5,0,,,91,0
18510102,1300,ZW,0,,,,,97,0
18510102,2200,ZW,0,2,0,,,83,0
18510103,700,ZW,0,4,0,,,72,0
18510103,1300,ZW,0,,,,,77,0
18510103,2200,ZW,0,1,0,,,69,0
18510104,700,ZW,0,,,,,72,0
18510104,1300,ZW,0,,,,,83,0
18510104,2200,ZW,0,2,0,,,58,0
18510105,700,ZO,0,3,0,,,44,0
18510105,1300,ZO,0,,,,,61,0
18510105,2200,Z,0,2,0,,,61,0
18510106,700,Z,0,,,,,83,0
18510106,1300,ZW,0,,,,,50,0
18510106,2200,ZW,0,2,0,,,36,0
18510107,700,Z,0,2,0,,,28,0
18510107,1300,Z,0,,,,,44,0
18510107,2200,ZO,0,4,0,,,30,0
18510108,700,Z,0,,,,,44,0
18510108,1300,ZW,0,,,,,66,0
18510108,2200,Z,0,2,0,,,50,0
18510109,700,ZW,0,2,0,,,44,0
18510109,1300,ZW,0,,,,,66,0
18510109,2200,W,0,5,0,,,50,0
18510110,700,Z,0,2,0,,,17,0
18510110,1300,ZO,0,,,,,36,0
18510110,2200,ZZO,0,2,0,,,36,0
18510111,700,ZZO,0,4,0,,,33,0
18510111,1300,ZZO,0,,,,,50,0
18510111,2200,ZZO,0,2,0,,,50,0
18510112,700,ZW,0,3,0,,,39,0
18510112,1300,Z,0,,,,,53,0
18510112,2200,Z,0,3,0,,,53,0
18510113,700,Z,0,2,0,,,50,0
18510113,1300,Z,0,,,,,55,0
18510113,2200,ZZO,0,4,0,,,19,0
18510114,700,Z,0,4,0,,,11,0
18510114,1300,ZO,0,,,,,16,0
18510114,2200,ZO,0,3,0,,,-3,0
18510115,700,ZO,0,5,0,,,11,0
18510115,1300,ZO,0,,,,,39,0
18510115,2200,ZO,0,5,0,,,39,0
18510116,700,ZW,0,2,0,,,28,0
18510116,1300,ZW,0,,,,,44,0
18510116,2200,ZZO,0,4,0,,,33,0
18510117,700,ZW,0,4,0,,,53,0
18510117,1300,ZW,0,,,,,69,0
18510117,2200,Z,0,2,0,,,39,0
18510118,700,ZO,0,4,0,,,44,0
18510118,1300,ZW,0,,,,,73,0
18510118,2200,ZW,0,3,0,,,33,0
18510119,700,ZW,0,2,0,,,22,0
18510119,1300,ZO,0,,,,,28,0
18510119,2200,ZZO,0,5,0,,,19,0
18510120,700,ZO,0,2,0,,,0,0
18510120,1300,ZO,0,,,,,5,0
18510120,2200,ZO,0,2,0,,,11,0
18510121,700,Z,0,5,0,,,55,0
18510121,1300,ZW,0,,,,,55,0
18510121,2200,ZZW,0,2,0,,,50,0
18510122,700,ZW,0,2,0,,,44,0
18510122,1300,ZW,0,,,,,61,0
18510122,2200,ZW,0,2,0,,,36,0
18510123,700,ZW,0,2,0,,,16,0
18510123,1300,ZW,0,,,,,41,0
18510123,2200,WZW,0,2,0,,,22,0
18510124,700,ZO,0,2,0,,,11,0
18510124,1300,ZO,0,,,,,28,0
18510124,2200,O,0,,,,,83,0
18510125,700,O,0,2,0,,,11,0
18510125,1300,OZO,0,,,,,28,0
18510125,2200,O,0,,,,,22,0
18510126,700,Z,0,2,0,,,11,0
18510126,1300,ZO,0,,,,,11,0
18510126,2200,ZO,0,2,0,,,-11,0
18510127,700,ZO,0,2,0,,,-11,0
18510127,1300,ZO,0,,,,,25,0
18510127,2200,ZO,0,2,0,,,8,0
18510128,700,ZO,0,2,0,,,28,0
18510128,1300,ZO,0,,,,,16,0
18510128,2200,ZZO,0,2,0,,,11,0
18510129,700,ZZO,0,2,0,,,33,0
18510129,1300,Z,0,,,,,44,0
18510129,2200,Z,0,4,0,,,66,0
18510130,700,ZW,0,5,0,,,55,0
18510130,1300,ZW,0,,,,,55,0
18510130,2200,ZZO,0,5,0,,,41,0
18510131,700,ZW,0,4,0,,,33,0
18510131,1300,ZW,0,,,,,50,0
18510131,2200,ZW,0,2,0,,,39,0
18510201,700,Z,0,2,0,,,22,0
18510201,1300,ZO,0,,,,,39,0
18510201,2200,O,0,2,0,,,39,0
18510202,700,NO,0,2,0,,,11,0
18510202,1300,ZO,0,,,,,50,0
18510202,2200,,,,,,,0,0
18510203,700,,,,,,,5,0
18510203,1300,,,,,,,33,0
18510203,2200,,,,,,,39,0
18510204,700,ZW,0,,,,,33,0
18510204,1300,W,0,,,,,55,0
18510204,2200,W,0,2,0,,,22,0
18510205,700,ZZW,0,2,0,,,11,0
18510205,1300,Z,0,,,,,44,0
18510205,2200,Z,0,4,0,,,44,0
18510206,700,ZW,0,4,0,,,55,0
18510206,1300,ZW,0,,,,,64,0
18510206,2200,W,0,4,0,,,53,0
18510207,700,ZW,0,,,,,22,0
18510207,1300,ZW,0,,,,,61,0
18510207,2200,ZW,0,4,0,,,55,0
18510208,700,ZW,0,5,0,,,72,0
18510208,1300,W,0,,,,,83,0
18510208,2200,NW,0,5,0,,,66,0
18510209,700,NW,0,4,0,,,44,0
18510209,1300,NW,0,,,,,83,0
18510209,2200,NO,0,4,0,,,44,0
18510210,700,O,0,2,0,,,33,0
18510210,1300,O,0,,,,,28,0
18510210,2200,OZO,0,2,0,,,-5,0
18510211,700,Z,0,2,0,,,0,0
18510211,1300,ZW,0,,,,,22,0
18510211,2200,ZW,0,2,0,,,25,0
18510212,700,ZW,0,2,0,,,22,0
18510212,1300,ZW,0,,,,,61,0
18510212,2200,W,0,2,0,,,55,0
18510213,700,N,0,2,0,,,44,0
18510213,1300,NO,0,,,,,55,0
18510213,2200,O,0,,,,,17,0
18510214,700,N,0,,,,,-5,0
18510214,1300,ZW,0,,,,,30,0
18510214,2200,ZZW,0,2,0,,,17,0
18510215,700,ZW,0,2,0,,,19,0
18510215,1300,ZW,0,,,,,39,0
18510215,2200,WZW,0,,,,,8,0
18510216,700,ZW,0,2,0,,,11,0
18510216,1300,ZZW,0,,,,,44,0
18510216,2200,ZO,0,2,0,,,5,0
18510217,700,Z,0,2,0,,,-11,0
18510217,1300,Z,0,,,,,30,0
18510217,2200,ZW,0,2,0,,,14,0
18510218,700,ZW,0,2,0,,,27,0
18510218,1300,ZW,0,,,,,53,0
18510218,2200,ZW,0,6,0,,,11,0
18510219,700,ZW,0,7,0,,,39,0
18510219,1300,ZW,0,,,,,83,0
18510219,2200,ZW,0,7,0,,,77,0
18510220,700,ZW,0,6,0,,,72,0
18510220,1300,ZW,0,,,,,83,0
18510220,2200,WZW,0,3,0,,,72,0
18510221,700,NNW,0,2,0,,,50,0
18510221,1300,NW,0,,,,,77,0
18510221,2200,NNW,0,2,0,,,44,0
18510222,700,NW,0,2,0,,,28,0
18510222,1300,W,0,,,,,53,0
18510222,2200,ZO,0,2,0,,,0,0
18510223,700,OZO,0,2,0,,,3,0
18510223,1300,ZO,0,,,,,33,0
18510223,2200,O,0,2,0,,,5,0
18510224,700,ZO,0,4,0,,,-5,0
18510224,1300,ZO,0,,,,,44,0
18510224,2200,ZO,0,2,0,,,11,0
18510225,700,Z,0,2,0,,,0,0
18510225,1300,Z,0,,,,,58,0
18510225,2200,NO,0,4,0,,,44,0
18510226,700,NO,0,4,0,,,22,0
18510226,1300,NNW,0,,,,,33,0
18510226,2200,N,0,2,0,,,0,0
18510227,700,ZW,0,,,,,11,0
18510227,1300,N,0,,,,,33,0
18510227,2200,NO,0,3,0,,,11,0
18510228,700,ZW,0,,,,,-5,0
18510228,1300,NW,0,,,,,28,0
18510228,2200,W,0,,,,,5,0
18510301,700,NW,0,4,0,,,17,0
18510301,1300,NW,0,,,,,50,0
18510301,2200,NW,0,6,0,,,22,0
18510302,700,NO,0,4,0,,,0,0
18510302,1300,NO,0,,,,,-3,0
18510302,2200,NO,0,,,,,-8,0
18510303,700,W,0,4,0,,,28,0
18510303,1300,ZW,0,,,,,50,0
18510303,2200,ZW,0,2,0,,,49,0
18510304,700,W,0,4,0,,,55,0
18510304,1300,NW,0,,,,,73,0
18510304,2200,WZW,0,2,0,,,53,0
18510305,700,ZW,0,2,0,,,44,0
18510305,1300,WZW,0,,,,,61,0
18510305,2200,W,0,6,0,,,41,0
18510306,700,NW,0,6,0,,,28,0
18510306,1300,NW,0,,,,,61,0
18510306,2200,NNW,0,7,0,,,44,0
18510307,700,NNW,0,2,0,,,33,0
18510307,1300,NO,0,,,,,41,0
18510307,2200,ONO,0,2,0,,,25,0
18510308,700,ZO,0,2,0,,,5,0
18510308,1300,NO,0,,,,,33,0
18510308,2200,OZO,0,1,0,,,-3,0
18510309,700,OZO,0,2,0,,,-2,0
18510309,1300,OZO,0,,,,,28,0
18510309,2200,ZO,0,3,0,,,5,0
18510310,700,ZO,0,3,0,,,-5,0
18510310,1300,ZZO,0,,,,,55,0
18510310,2200,ZO,0,2,0,,,33,0
18510311,700,O,0,2,0,,,33,0
18510311,1300,ZO,0,,,,,55,0
18510311,2200,O,0,1,0,,,22,0
18510312,700,ZO,0,2,0,,,14,0
18510312,1300,ZO,0,,,,,61,0
18510312,2200,OZO,0,2,0,,,22,0
18510313,700,OZO,0,2,0,,,11,0
18510313,1300,ZZO,0,,,,,66,0
18510313,2200,ZW,0,1,0,,,33,0
18510314,700,Z,0,2,0,,,33,0
18510314,1300,ZZW,0,,,,,61,0
18510314,2200,O,0,1,0,,,27,0
18510315,700,ZO,0,2,0,,,11,0
18510315,1300,ZW,0,,,,,94,0
18510315,2200,ZO,0,2,0,,,55,0
18510316,700,ZW,0,2,0,,,44,0
18510316,1300,WNW,0,,,,,53,0
18510316,2200,W,0,4,0,,,53,0
18510317,700,W,0,4,0,,,39,0
18510317,1300,ZW,0,,,,,73,0
18510317,2200,ONO,0,3,0,,,47,0
18510318,700,NW,0,2,0,,,22,0
18510318,1300,ZO,0,,,,,77,0
18510318,2200,ZW,0,6,0,,,77,0
18510319,700,W,0,5,0,,,58,0
18510319,1300,ZW,0,,,,,89,0
18510319,2200,ZO,0,4,0,,,66,0
18510320,700,ZW,0,4,0,,,77,0
18510320,1300,ZW,0,,,,,114,0
18510320,2200,ZW,0,2,0,,,77,0
18510321,700,Z,0,3,0,,,77,0
18510321,1300,Z,0,,,,,117,0
18510321,2200,ZO,0,2,0,,,72,0
18510322,700,ZO,0,4,0,,,77,0
18510322,1300,Z,0,,,,,117,0
18510322,2200,ZO,0,4,0,,,92,0
18510323,700,ZZO,0,4,0,,,83,0
18510323,1300,Z,0,,,,,108,0
18510323,2200,ZZW,0,4,0,,,72,0
18510324,700,Z,0,4,0,,,58,0
18510324,1300,ZW,0,,,,,75,0
18510324,2200,Z,0,2,0,,,80,0
18510325,700,ZZW,0,2,0,,,77,0
18510325,1300,ZW,0,,,,,83,0
18510325,2200,ZW,0,2,0,,,77,0
18510326,700,ZO,0,2,0,,,81,0
18510326,1300,ZW,0,,,,,111,0
18510326,2200,ZW,0,4,0,,,66,0
18510327,700,ZW,0,6,0,,,61,0
18510327,1300,ZW,0,,,,,100,0
18510327,2200,WZW,0,8,0,,,89,0
18510328,700,WZW,0,5,0,,,83,0
18510328,1300,ZW,0,,,,,94,0
18510328,2200,ZW,0,3,0,,,77,0
18510329,700,ZZW,0,4,0,,,73,0
18510329,1300,ZW,0,,,,,89,0
18510329,2200,W,0,5,0,,,69,0
18510330,700,W,0,3,0,,,58,0
18510330,1300,ZW,0,,,,,89,0
18510330,2200,WZW,0,4,0,,,66,0
18510331,700,NNW,0,5,0,,,58,0
18510331,1300,NNW,0,,,,,77,0
18510331,2200,NW,0,3,0,,,44,0
18510401,700,NNW,0,6,0,,,55,0
18510401,1300,N,0,,,,,44,0
18510401,2200,O,0,,,,,53,0
18510402,700,ZW,0,2,0,,,50,0
18510402,1300,ZW,0,,,,,100,0
18510402,2200,WZW,0,4,0,,,75,0
18510403,700,ZW,0,2,0,,,72,0
18510403,1300,ZW,0,,,,,91,0
18510403,2200,NNW,0,2,0,,,50,0
18510404,700,NW,0,4,0,,,44,0
18510404,1300,N,0,,,,,55,0
18510404,2200,NW,0,4,0,,,41,0
18510405,700,NO,0,4,0,,,39,0
18510405,1300,NO,0,,,,,66,0
18510405,2200,ONO,0,2,0,,,39,0
18510406,700,ONO,0,2,0,,,25,0
18510406,1300,ONO,0,,,,,61,0
18510406,2200,NO,0,2,0,,,41,0
18510407,700,NO,0,4,0,,,33,0
18510407,1300,NO,0,,,,,50,0
18510407,2200,NO,0,4,0,,,64,0
18510408,700,NO,0,4,0,,,47,0
18510408,1300,O,0,,,,,78,0
18510408,2200,N,0,2,0,,,58,0
18510409,700,ZW,0,2,0,,,55,0
18510409,1300,WZW,0,,,,,97,0
18510409,2200,ZW,0,2,0,,,50,0
18510410,700,ZW,0,2,0,,,66,0
18510410,1300,NW,0,,,,,94,0
18510410,2200,NW,0,1,0,,,66,0
18510411,700,N,0,2,0,,,64,0
18510411,1300,NO,0,,,,,89,0
18510411,2200,N,0,4,0,,,72,0
18510412,700,N,0,2,0,,,72,0
18510412,1300,ZW,0,,,,,108,0
18510412,2200,NNO,0,3,0,,,75,0
18510413,700,N,0,2,0,,,64,0
18510413,1300,N,0,,,,,89,0
18510413,2200,NO,0,3,0,,,66,0
18510414,700,N,0,4,0,,,61,0
18510414,1300,N,0,,,,,83,0
18510414,2200,NO,0,5,0,,,66,0
18510415,700,N,0,4,0,,,61,0
18510415,1300,N,0,,,,,91,0
18510415,2200,NW,0,2,0,,,55,0
18510416,700,NW,0,,,,,89,0
18510416,1300,W,0,,,,,94,0
18510416,2200,NO,0,1,0,,,66,0
18510417,700,ZO,0,2,0,,,78,0
18510417,1300,ZW,0,,,,,111,0
18510417,2200,WZW,0,1,0,,,100,0
18510418,700,ZW,0,,,,,100,0
18510418,1300,Z,0,,,,,178,0
18510418,2200,ZO,0,2,0,,,133,0
18510419,700,W,0,2,0,,,94,0
18510419,1300,W,0,,,,,133,0
18510419,2200,O,0,1,0,,,83,0
18510420,700,OZO,0,2,0,,,94,0
18510420,1300,ONO,0,,,,,158,0
18510420,2200,NO,0,2,0,,,136,0
18510421,700,ZW,0,4,0,,,125,0
18510421,1300,ZW,0,,,,,139,0
18510421,2200,ZW,0,2,0,,,111,0
18510422,700,Z,0,3,0,,,133,0
18510422,1300,ZW,0,,,,,114,0
18510422,2200,ZW,0,4,0,,,105,0
18510423,700,ZW,0,2,0,,,100,0
18510423,1300,ZW,0,,,,,139,0
18510423,2200,W,0,,,,,105,0
18510424,700,ZW,0,2,0,,,116,0
18510424,1300,ZW,0,,,,,130,0
18510424,2200,NNW,0,2,0,,,83,0
18510425,700,NW,0,3,0,,,100,0
18510425,1300,N,0,,,,,116,0
18510425,2200,NO,0,4,0,,,86,0
18510426,700,N,0,2,0,,,83,0
18510426,1300,ZW,0,,,,,105,0
18510426,2200,ZW,0,2,0,,,97,0
18510427,700,NNW,0,3,0,,,66,0
18510427,1300,NW,0,,,,,86,0
18510427,2200,N,0,4,0,,,69,0
18510428,700,W,0,2,0,,,72,0
18510428,1300,W,0,,,,,89,0
18510428,2200,Z,0,3,0,,,72,0
18510429,700,Z,0,2,0,,,65,0
18510429,1300,Z,0,,,,,94,0
18510429,2200,Z,0,4,0,,,72,0
18510430,700,ZW,0,4,0,,,72,0
18510430,1300,ZZW,0,,,,,50,0
18510430,2200,W,0,2,0,,,61,0
18510501,700,WNW,0,2,0,,,77,0
18510501,1300,W,0,,,,,97,0
18510501,2200,W,0,1,0,,,66,0
18510502,700,ZW,0,2,0,,,72,0
18510502,1300,W,0,,,,,122,0
18510502,2200,WNW,0,2,0,,,79,0
18510503,700,WNW,0,2,0,,,77,0
18510503,1300,NW,0,,,,,83,0
18510503,2200,WNW,0,2,0,,,58,0
18510504,700,W,0,1,0,,,66,0
18510504,1300,OZO,0,,,,,100,0
18510504,2200,NO,0,2,0,,,58,0
18510505,700,WNW,0,2,0,,,72,0
18510505,1300,ZZW,0,,,,,94,0
18510505,2200,ONO,0,2,0,,,61,0
18510506,700,NW,0,4,0,,,73,0
18510506,1300,NW,0,,,,,64,0
18510506,2200,NW,0,4,0,,,77,0
18510507,700,WNW,0,4,0,,,80,0
18510507,1300,W,0,,,,,100,0
18510507,2200,ZW,0,2,0,,,89,0
18510508,700,ZW,0,2,0,,,89,0
18510508,1300,ZW,0,,,,,141,0
18510508,2200,ONO,0,2,0,,,89,0
18510509,700,ONO,0,2,0,,,100,0
18510509,1300,O,0,,,,,153,0
18510509,2200,OZO,0,2,0,,,100,0
18510510,700,O,0,4,0,,,100,0
18510510,1300,O,0,,,,,161,0
18510510,2200,ZO,0,4,0,,,133,0
18510511,700,ZZO,0,,,,,72,0
18510511,1300,NO,0,,,,,178,0
18510511,2200,NO,0,4,0,,,133,0
18510512,700,ONO,0,4,0,,,116,0
18510512,1300,ONO,0,,,,,133,0
18510512,2200,ONO,0,6,0,,,100,0
18510513,700,NO,0,4,0,,,100,0
18510513,1300,NO,0,,,,,119,0
18510513,2200,NNW,0,4,0,,,89,0
18510514,700,NO,0,2,0,,,89,0
18510514,1300,N,0,,,,,128,0
18510514,2200,NO,0,4,0,,,89,0
18510515,700,NO,0,2,0,,,89,0
18510515,1300,NO,0,,,,,119,0
18510515,2200,NW,0,4,0,,,83,0
18510516,700,NW,0,2,0,,,86,0
18510516,1300,NW,0,,,,,133,0
18510516,2200,WZW,0,2,0,,,83,0
18510517,700,WZW,0,2,0,,,116,0
18510517,1300,ZW,0,,,,,150,0
18510517,2200,ZW,0,,,,,130,0
18510518,700,ZW,0,4,0,,,125,0
18510518,1300,ZW,0,,,,,172,0
18510518,2200,ZW,0,5,0,,,117,0
18510519,700,W,0,4,0,,,166,0
18510519,1300,WZW,0,,,,,122,0
18510519,2200,W,0,4,0,,,89,0
18510520,700,NW,0,6,0,,,78,0
18510520,1300,NNW,0,,,,,100,0
18510520,2200,WNW,0,2,0,,,78,0
18510521,700,WNW,0,3,0,,,105,0
18510521,1300,WNW,0,,,,,128,0
18510521,2200,WNW,0,2,0,,,105,0
18510522,700,W,0,2,0,,,124,0
18510522,1300,W,0,,,,,161,0
18510522,2200,WZW,0,2,0,,,136,0
18510523,700,NW,0,2,0,,,128,0
18510523,1300,NW,0,,,,,155,0
18510523,2200,N,0,3,0,,,122,0
18510524,700,N,0,3,0,,,111,0
18510524,1300,N,0,,,,,133,0
18510524,2200,WNW,0,2,0,,,100,0
18510525,700,ZW,0,4,0,,,128,0
18510525,1300,ZW,0,,,,,155,0
18510525,2200,W,0,2,0,,,119,0
18510526,700,NW,0,4,0,,,97,0
18510526,1300,NW,0,,,,,122,0
18510526,2200,NW,0,4,0,,,100,0
18510527,700,NW,0,4,0,,,94,0
18510527,1300,NW,0,,,,,111,0
18510527,2200,NW,0,4,0,,,91,0
18510528,700,NNW,0,2,0,,,100,0
18510528,1300,NW,0,,,,,116,0
18510528,2200,NW,0,1,0,,,108,0
18510529,700,W,0,2,0,,,122,0
18510529,1300,NW,0,,,,,143,0
18510529,2200,NW,0,2,0,,,108,0
18510530,700,NW,0,2,0,,,122,0
18510530,1300,NW,0,,,,,150,0
18510530,2200,NW,0,3,0,,,119,0
18510531,700,NW,0,3,0,,,111,0
18510531,1300,NNW,0,,,,,128,0
18510531,2200,NW,0,4,0,,,105,0
18510601,700,N,0,2,0,,,105,0
18510601,1300,NO,0,,,,,142,0
18510601,2200,NNW,0,2,0,,,116,0
18510602,700,ZW,0,2,0,,,139,0
18510602,1300,NW,0,,,,,161,0
18510602,2200,NW,0,2,0,,,111,0
18510603,700,ZW,0,2,0,,,139,0
18510603,1300,ZW,0,,,,,189,0
18510603,2200,ZW,0,2,0,,,166,0
18510604,700,W,0,4,0,,,133,0
18510604,1300,WNW,0,,,,,128,0
18510604,2200,N,0,2,0,,,94,0
18510605,700,ZO,0,2,0,,,111,0
18510605,1300,Z,0,,,,,155,0
18510605,2200,ZW,0,2,0,,,142,0
18510606,700,ZZW,0,2,0,,,144,0
18510606,1300,ZZW,0,,,,,183,0
18510606,2200,WZW,0,4,0,,,144,0
18510607,700,ZW,0,2,0,,,161,0
18510607,1300,ZW,0,,,,,178,0
18510607,2200,ZW,0,6,0,,,150,0
18510608,700,WZW,0,6,0,,,144,0
18510608,1300,WZW,0,,,,,180,0
18510608,2200,ZW,0,5,0,,,144,0
18510609,700,ZW,0,5,0,,,130,0
18510609,1300,W,0,,,,,144,0
18510609,2200,OZO,0,,,,,122,0
18510610,700,ZW,0,5,0,,,133,0
18510610,1300,NNW,0,,,,,117,0
18510610,2200,NW,0,2,0,,,105,0
18510611,700,NW,0,2,0,,,119,0
18510611,1300,WNW,0,,,,,125,0
18510611,2200,ZW,0,2,0,,,119,0
18510612,700,ZZO,0,3,0,,,133,0
18510612,1300,Z,0,,,,,189,0
18510612,2200,ZZO,0,1,0,,,133,0
18510613,700,ZW,0,5,0,,,161,0
18510613,1300,ZW,0,,,,,178,0
18510613,2200,ZW,0,4,0,,,150,0
18510614,700,NW,0,3,0,,,133,0
18510614,1300,NW,0,,,,,144,0
18510614,2200,NW,0,2,0,,,133,0
18510615,700,ZW,0,2,0,,,150,0
