Haarlem(62_G)  NB "52° 23'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FK  Windkracht  :  Meestal in Bft  (Onbekend). ;  FK  Wind power  :  usual in Bft  (Unknown).

DATUM,tijd,DD,Q_DD,FK,Q_FK
18490317,1300,NW,0,40,0
18490317,2200,NW,0,20,0
18490318,700,NW,0,20,0
18490318,1300,NW,0,20,0
18490318,2200,NO,0,0,0
18490319,700,O,0,20,0
18490319,1300,,,20,0
18490319,2200,O,0,20,0
18490320,700,OZO,0,20,0
18490320,1300,NO,0,20,0
18490320,2200,NW,0,20,0
18490321,700,WZW,0,20,0
18490321,1300,W,0,0,0
18490321,2200,NW,0,20,0
18490322,700,WNW,0,20,0
18490322,1300,O,0,20,0
18490322,2200,ONO,0,40,0
18490323,700,ONO,0,40,0
18490323,1300,ONO,0,40,0
18490323,2200,,,40,0
18490324,700,N,0,20,0
18490324,1300,NO,0,40,0
18490324,2200,NO,0,50,0
18490325,700,ONO,0,40,0
18490325,1300,,,40,0
18490325,2200,NO,0,40,0
18490326,700,N,0,20,0
18490326,1300,N,0,20,0
18490326,2200,NW,0,20,0
18490327,700,NNW,0,0,0
18490327,1300,NO,0,0,0
18490327,2200,,,10,0
18490328,700,O,0,20,0
18490328,1300,ZO,0,20,0
18490328,2200,O,0,0,0
18490329,700,O,0,20,0
18490329,1300,,,20,0
18490329,2200,ZO,0,20,0
18490330,700,ZO,0,0,0
18490330,1300,ZO,0,20,0
18490330,2200,ZO,0,30,0
18490331,700,ZO,0,20,0
18490331,1300,,,20,0
18490331,2200,,,20,0
18490401,700,,,20,0
18490401,1300,ZO,0,40,0
18490401,2200,,,20,0
18490402,700,,,20,0
18490402,1300,ZO,0,20,0
18490402,2200,ZO,0,20,0
18490403,700,ZO,0,20,0
18490403,1300,ZW,0,20,0
18490403,2200,W,0,20,0
18490404,700,,,20,0
18490404,1300,,,0,0
18490404,2200,,,20,0
18490405,700,WZW,0,20,0
18490405,1300,,,20,0
18490405,2200,O,0,20,0
18490406,700,ZO,0,0,0
18490406,1300,ZW,0,0,0
18490406,2200,O,0,20,0
18490407,700,OZO,0,20,0
18490407,1300,,,20,0
18490407,2200,NO,0,0,0
18490408,700,O,0,20,0
18490408,1300,,,20,0
18490408,2200,,,20,0
18490409,700,ZO,0,0,0
18490409,1300,,,20,0
18490409,2200,NO,0,20,0
18490410,700,ZO,0,20,0
18490410,1300,NO,0,20,0
18490410,2200,NNO,0,40,0
18490411,700,,,40,0
18490411,1300,NNO,0,40,0
18490411,2200,NNW,0,40,0
18490412,700,N,0,20,0
18490412,1300,NW,0,20,0
18490412,2200,ZW,0,20,0
18490413,700,WNW,0,40,0
18490413,1300,ZW,0,40,0
18490413,2200,ZO,0,20,0
18490414,700,ZZW,0,20,0
18490414,1300,ZO,0,20,0
18490414,2200,NW,0,20,0
18490415,700,,,40,0
18490415,1300,,,40,0
18490415,2200,ONO,0,40,0
18490416,700,ONO,0,20,0
18490416,1300,NW,0,20,0
18490416,2200,WZW,0,20,0
18490417,700,,,40,0
18490417,1300,N,0,40,0
18490417,2200,NNW,0,40,0
18490418,700,N,0,40,0
18490418,1300,ZW,0,20,0
18490418,2200,Z,0,20,0
18490419,700,N,0,20,0
18490419,1300,,,20,0
18490419,2200,,,60,0
18490420,700,Z,0,40,0
18490420,1300,NW,0,40,0
18490420,2200,NNW,0,60,0
18490421,700,ONO,0,40,0
18490421,1300,,,40,0
18490421,2200,NW,0,0,0
18490422,700,NW,0,0,0
18490422,1300,,,20,0
18490422,2200,,,20,0
18490423,700,WNW,0,20,0
18490423,1300,ONO,0,20,0
18490423,2200,,,20,0
18490424,700,,,20,0
18490424,1300,,,20,0
18490424,2200,ONO,0,20,0
18490425,700,ZZW,0,0,0
18490425,1300,,,20,0
18490425,2200,ZW,0,0,0
18490426,700,ZZO,0,20,0
18490426,1300,Z,0,20,0
18490426,2200,WNW,0,0,0
18490427,700,Z,0,0,0
18490427,1300,ZZO,0,20,0
18490427,2200,ZO,0,0,0
18490428,700,ZO,0,20,0
18490428,1300,,,20,0
18490428,2200,ZW,0,20,0
18490429,700,WZW,0,0,0
18490429,1300,Z,0,0,0
18490429,2200,NO,0,20,0
18490430,700,N,0,20,0
18490430,1300,N,0,20,0
18490430,2200,NO,0,40,0
18490501,700,,,20,0
18490501,1300,,,20,0
18490501,2200,ONO,0,20,0
18490502,700,ONO,0,20,0
18490502,1300,,,20,0
18490502,2200,NO,0,20,0
18490503,700,ONO,0,20,0
18490503,1300,ONO,0,20,0
18490503,2200,ONO,0,20,0
18490504,700,,,20,0
18490504,1300,O,0,20,0
18490504,2200,NO,0,20,0
18490505,700,ONO,0,20,0
18490505,1300,ONO,0,20,0
18490505,2200,,,40,0
18490506,700,N,0,40,0
18490506,1300,NNO,0,20,0
18490506,2200,,,40,0
18490507,700,,,40,0
18490507,1300,NO,0,40,0
18490507,2200,,,40,0
18490508,700,,,40,0
18490508,1300,NNO,0,20,0
18490508,2200,ZO,0,0,0
18490509,700,Z,0,20,0
18490509,1300,Z,0,20,0
18490509,2200,,,20,0
18490510,700,ZW,0,40,0
18490510,1300,,,20,0
18490510,2200,Z,0,20,0
18490511,700,ZO,0,0,0
18490511,1300,ZW,0,20,0
18490511,2200,NW,0,20,0
18490512,700,NO,0,20,0
18490512,1300,,,20,0
18490512,2200,,,20,0
18490513,700,ZO,0,20,0
18490513,1300,ZW,0,20,0
18490513,2200,ZO,0,20,0
18490514,700,Z,0,20,0
18490514,1300,Z,0,20,0
18490514,2200,ZW,0,0,0
18490515,700,W,0,20,0
18490515,1300,ZW,0,20,0
18490515,2200,ZW,0,20,0
18490516,700,,,20,0
18490516,1300,ZO,0,40,0
18490516,2200,Z,0,20,0
18490517,700,,,20,0
18490517,1300,ZW,0,20,0
18490517,2200,ZW,0,40,0
18490518,700,ZW,0,40,0
18490518,1300,ZW,0,40,0
18490518,2200,WZW,0,40,0
18490519,700,WNW,0,40,0
18490519,1300,,,40,0
18490519,2200,W,0,20,0
18490520,700,ZO,0,20,0
18490520,1300,,,20,0
18490520,2200,ZO,0,20,0
18490521,700,ZZO,0,20,0
18490521,1300,NO,0,20,0
18490521,2200,O,0,0,0
18490522,700,ZO,0,20,0
18490522,1300,ZW,0,20,0
18490522,2200,ZW,0,20,0
18490523,700,ZW,0,20,0
18490523,1300,ZW,0,20,0
18490523,2200,,,20,0
18490524,700,,,0,0
18490524,1300,WNW,0,20,0
18490524,2200,,,20,0
18490525,700,ZO,0,20,0
18490525,1300,,,20,0
18490525,2200,O,0,0,0
18490526,700,ZW,0,0,0
18490526,1300,,,20,0
18490526,2200,WNW,0,0,0
18490527,700,Z,0,0,0
18490527,1300,,,0,0
18490527,2200,,,20,0
18490528,700,OZO,0,0,0
18490528,1300,,,0,0
18490528,2200,NO,0,40,0
18490529,700,ONO,0,20,0
18490529,1300,,,20,0
18490529,2200,WNW,0,20,0
18490530,700,,,20,0
18490530,1300,,,0,0
18490530,2200,ZO,0,0,0
18490531,700,ZZO,0,20,0
18490531,1300,Z,0,20,0
18490531,2200,,,20,0
18490601,700,,,20,0
18490601,1300,WZW,0,20,0
18490601,2200,NO,0,20,0
18490602,700,O,0,20,0
18490602,1300,,,0,0
18490602,2200,NO,0,20,0
18490603,700,,,20,0
18490603,1300,,,20,0
18490603,2200,,,40,0
18490604,700,,,20,0
18490604,1300,NNO,0,20,0
18490604,2200,ONO,0,10,0
18490605,700,ZO,0,20,0
18490605,1300,ZW,0,20,0
18490605,2200,,,40,0
18490606,700,N,0,40,0
18490606,1300,N,0,40,0
18490606,2200,NW,0,40,0
18490607,700,,,40,0
18490607,1300,,,20,0
18490607,2200,,,40,0
18490608,700,,,20,0
18490608,1300,NNW,0,20,0
18490608,2200,N,0,40,0
18490609,700,N,0,40,0
18490609,1300,N,0,40,0
18490609,2200,WNW,0,20,0
18490610,700,WZW,0,40,0
18490610,1300,ZW,0,20,0
18490610,2200,NW,0,10,0
18490611,700,,,40,0
18490611,1300,NNW,0,20,0
18490611,2200,NNW,0,40,0
18490612,700,W,0,20,0
18490612,1300,ZW,0,20,0
18490612,2200,NNW,0,20,0
18490613,700,,,20,0
18490613,1300,NW,0,20,0
18490613,2200,NW,0,20,0
18490614,700,,,20,0
18490614,1300,NW,0,20,0
18490614,2200,,,20,0
18490615,700,O,0,40,0
18490615,1300,O,0,40,0
18490615,2200,O,0,20,0
18490616,700,O,0,20,0
18490616,1300,O,0,20,0
18490616,2200,NW,0,20,0
18490617,700,NW,0,40,0
18490617,1300,NW,0,40,0
18490617,2200,NNW,0,20,0
18490618,700,,,20,0
18490618,1300,Z,0,0,0
18490618,2200,ZZO,0,20,0
18490619,700,ZW,0,20,0
18490619,1300,,,20,0
18490619,2200,ZW,0,60,0
18490620,700,WNW,0,40,0
18490620,1300,ZW,0,20,0
18490620,2200,ZW,0,20,0
18490621,700,ZW,0,20,0
18490621,1300,ZW,0,20,0
18490621,2200,W,0,20,0
18490622,700,WNW,0,20,0
18490622,1300,,,40,0
18490622,2200,ZW,0,20,0
18490623,700,WZW,0,40,0
18490623,1300,,,20,0
18490623,2200,W,0,0,0
18490624,700,W,0,0,0
18490624,1300,WNW,0,20,0
18490624,2200,N,0,20,0
18490625,700,NNW,0,0,0
18490625,1300,ZW,0,0,0
18490625,2200,,,20,0
18490626,700,ZO,0,20,0
18490626,1300,W,0,20,0
18490626,2200,W,0,20,0
18490627,700,,,20,0
18490627,1300,WZW,0,20,0
18490627,2200,WZW,0,20,0
18490628,700,,,40,0
18490628,1300,WNW,0,40,0
18490628,2200,NW,0,40,0
18490629,700,NW,0,20,0
18490629,1300,NW,0,20,0
18490629,2200,ZO,0,20,0
18490630,700,ZO,0,20,0
18490630,1300,NO,0,20,0
18490630,2200,NNO,0,20,0
18490701,700,N,0,0,0
18490701,1300,,,20,0
18490701,2200,,,40,0
18490702,700,W,0,40,0
18490702,1300,WNW,0,40,0
18490702,2200,ZW,0,20,0
18490703,700,,,40,0
18490703,1300,,,40,0
18490703,2200,ZW,0,40,0
18490704,700,WZW,0,40,0
18490704,1300,ZW,0,40,0
18490704,2200,NW,0,0,0
18490705,700,NW,0,20,0
18490705,1300,W,0,20,0
18490705,2200,W,0,20,0
18490706,700,WZW,0,20,0
18490706,1300,ZW,0,20,0
18490706,2200,ZZW,0,20,0
18490707,700,ZZO,0,20,0
18490707,1300,,,20,0
18490707,2200,ZO,0,0,0
18490708,700,ZW,0,0,0
18490708,1300,Z,0,0,0
18490708,2200,W,0,20,0
18490709,700,NW,0,20,0
18490709,1300,NNW,0,20,0
18490709,2200,NW,0,20,0
18490710,700,,,20,0
18490710,1300,N,0,20,0
18490710,2200,NNO,0,20,0
18490711,700,,,20,0
18490711,1300,NO,0,20,0
18490711,2200,,,20,0
18490712,700,,,20,0
18490712,1300,ONO,0,20,0
18490712,2200,,,40,0
18490713,700,NNO,0,20,0
18490713,1300,,,20,0
18490713,2200,,,20,0
18490714,700,N,0,20,0
18490714,1300,NW,0,20,0
18490714,2200,NNW,0,20,0
18490715,700,,,20,0
18490715,1300,NO,0,20,0
18490715,2200,,,40,0
18490716,700,ONO,0,20,0
18490716,1300,NNO,0,20,0
18490716,2200,NNO,0,20,0
18490717,700,ZZO,0,0,0
18490717,1300,WZW,0,20,0
18490717,2200,ZW,0,20,0
18490718,700,,,20,0
18490718,1300,ZW,0,20,0
18490718,2200,ZW,0,40,0
18490719,700,WZW,0,20,0
18490719,1300,ZW,0,40,0
18490719,2200,W,0,20,0
18490720,700,Z,0,20,0
18490720,1300,NW,0,20,0
18490720,2200,W,0,20,0
18490721,700,Z,0,20,0
18490721,1300,ZW,0,20,0
18490721,2200,WNW,0,20,0
18490722,700,ZW,0,20,0
18490722,1300,ZW,0,20,0
18490722,2200,WZW,0,40,0
18490723,700,,,40,0
18490723,1300,ZZW,0,20,0
18490723,2200,ZW,0,40,0
18490724,700,ZW,0,40,0
18490724,1300,ZW,0,20,0
18490724,2200,Z,0,40,0
18490725,700,ZZW,0,20,0
18490725,1300,ZW,0,40,0
18490725,2200,,,40,0
18490726,700,,,40,0
18490726,1300,ZW,0,20,0
18490726,2200,ZZW,0,20,0
18490727,700,ZW,0,20,0
18490727,1300,ZW,0,40,0
18490727,2200,WZW,0,20,0
18490728,700,ZW,0,0,0
18490728,1300,,,20,0
18490728,2200,ZZW,0,10,0
18490729,700,ZW,0,20,0
18490729,1300,,,20,0
18490729,2200,ZW,0,20,0
18490730,700,ZW,0,40,0
18490730,1300,ZZW,0,40,0
18490730,2200,NW,0,20,0
18490731,700,WZW,0,20,0
18490731,1300,ZW,0,40,0
18490731,2200,,,20,0
18490801,700,,,40,0
18490801,1300,,,40,0
18490801,2200,NW,0,40,0
18490802,700,,,40,0
18490802,1300,,,40,0
18490802,2200,,,20,0
18490803,700,,,20,0
18490803,1300,,,20,0
18490803,2200,NW,0,40,0
18490804,700,,,40,0
18490804,1300,WNW,0,40,0
18490804,2200,,,0,0
18490805,700,ZW,0,0,0
18490805,1300,,,0,0
18490805,2200,NW,0,20,0
18490806,700,WNW,0,20,0
18490806,1300,ZW,0,40,0
18490806,2200,WNW,0,20,0
18490807,700,,,0,0
18490807,1300,ZW,0,0,0
18490807,2200,NO,0,0,0
18490808,700,ZO,0,0,0
18490808,1300,Z,0,0,0
18490808,2200,ZO,0,0,0
18490809,700,,,0,0
18490809,1300,,,0,0
18490809,2200,ZW,0,20,0
18490810,700,WZW,0,20,0
18490810,1300,ZW,0,40,0
18490810,2200,,,20,0
18490811,700,ZW,0,20,0
18490811,1300,ZW,0,20,0
18490811,2200,O,0,20,0
18490812,700,ZO,0,20,0
18490812,1300,ZW,0,20,0
18490812,2200,,,30,0
18490813,700,,,40,0
18490813,1300,,,40,0
18490813,2200,,,40,0
18490814,700,,,40,0
18490814,1300,,,40,0
18490814,2200,ZW,0,40,0
18490815,700,,,40,0
18490815,1300,W,0,40,0
18490815,2200,,,20,0
18490816,700,Z,0,20,0
18490816,1300,Z,0,40,0
18490816,2200,ZW,0,40,0
18490817,700,W,0,20,0
18490817,1300,W,0,20,0
18490817,2200,ZW,0,0,0
18490818,700,NW,0,20,0
18490818,1300,,,20,0
18490818,2200,,,0,0
18490819,700,N,0,20,0
18490819,1300,,,40,0
18490819,2200,N,0,20,0
18490820,700,Z,0,0,0
18490820,1300,Z,0,20,0
18490820,2200,ZW,0,0,0
18490821,700,,,20,0
18490821,1300,ZW,0,20,0
18490821,2200,,,0,0
18490822,700,ZW,0,20,0
18490822,1300,Z,0,0,0
18490822,2200,ZW,0,0,0
18490823,700,Z,0,0,0
18490823,1300,ZW,0,0,0
18490823,2200,,,20,0
18490824,700,,,40,0
18490824,1300,,,40,0
18490824,2200,,,20,0
18490825,700,,,0,0
18490825,1300,ZW,0,0,0
18490825,2200,ZO,0,20,0
18490826,700,ZZW,0,40,0
18490826,1300,ZW,0,40,0
18490826,2200,W,0,20,0
18490827,700,,,20,0
18490827,1300,W,0,40,0
18490827,2200,WNW,0,20,0
18490828,700,,,0,0
18490828,1300,WNW,0,20,0
18490828,2200,W,0,20,0
18490829,700,ZW,0,20,0
18490829,1300,ZW,0,20,0
18490829,2200,,,0,0
18490830,700,ZW,0,0,0
18490830,1300,ZO,0,0,0
18490830,2200,ZO,0,10,0
18490831,700,ZO,0,0,0
18490831,1300,ZW,0,0,0
18490831,2200,ZW,0,0,0
18490901,700,OZO,0,0,0
18490901,1300,,,20,0
18490901,2200,O,0,20,0
18490902,700,,,20,0
18490902,1300,Z,0,20,0
18490902,2200,O,0,0,0
18490903,700,ZO,0,20,0
18490903,1300,N,0,20,0
18490903,2200,,,20,0
18490904,700,ZO,0,0,0
18490904,1300,ZO,0,0,0
18490904,2200,O,0,20,0
18490905,700,NO,0,20,0
18490905,1300,,,20,0
18490905,2200,NO,0,20,0
18490906,700,N,0,20,0
18490906,1300,,,20,0
18490906,2200,N,0,30,0
18490907,700,NW,0,40,0
18490907,1300,NW,0,40,0
18490907,2200,NW,0,20,0
18490908,700,OZO,0,0,0
18490908,1300,NW,0,0,0
18490908,2200,NNW,0,0,0
18490909,700,,,20,0
18490909,1300,ZZW,0,20,0
18490909,2200,ZW,0,0,0
18490910,700,ZW,0,20,0
18490910,1300,,,20,0
18490910,2200,ZO,0,20,0
18490911,700,ZZO,0,20,0
18490911,1300,Z,0,20,0
18490911,2200,ZW,0,40,0
18490912,700,ZW,0,40,0
18490912,1300,ZW,0,40,0
18490912,2200,ZW,0,60,0
18490913,700,ZZW,0,50,0
18490913,1300,ZW,0,20,0
18490913,2200,,,40,0
18490914,700,WNW,0,40,0
18490914,1300,WNW,0,40,0
18490914,2200,WNW,0,0,0
18490915,700,WNW,0,0,0
18490915,1300,ZW,0,0,0
18490915,2200,ZO,0,20,0
18490916,700,O,0,20,0
18490916,1300,NO,0,50,0
