Breda(101_G) "51:35:27" NB "4:46:35" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,N,Q_N,Phg,Q_Phg,RD,Q_RD,TA,Q_TA,T,Q_T
18501218,1400,,,,,,,74736,0,,,,,44,0
18501219,800,,,,,,,74281,0,,,,,38,0
18501219,1400,,,,,,,74511,0,,,,,39,0
18501220,800,,,,,,,76093,0,,,,,10,0
18501220,1400,,,,,,,76274,0,,,,,31,0
18501221,800,,,,,,,77161,0,,,,,6,0
18501221,1400,,,,,,,77061,0,,,,,0,0
18501222,800,,,,,,,77186,0,,,,,4,0
18501222,1400,,,,,,,77355,0,,,,,37,0
18501223,800,,,,,,,77844,0,,,,,-4,0
18501223,1400,,,,,,,77848,0,,,,,5,0
18501224,800,,,,,,,77545,0,,,,,-2,0
18501224,1400,,,,,,,77346,0,,,,,0,0
18501225,800,,,,,,,76133,0,,,,,0,0
18501225,1400,,,,,,,76191,0,,,,,11,0
18501226,800,,,,,,,76470,0,,,,,31,0
18501226,1400,,,,,,,76574,0,,,,,63,0
18501227,800,,,,,,,76670,0,,,,,39,0
18501227,1400,,,,,,,76525,0,,,,,64,0
18501228,800,,,,,,,76692,0,,,,,32,0
18501228,1400,,,,,,,76525,0,,,,,63,0
18501229,800,,,,,,,76597,0,,,,,48,0
18501229,1400,,,,,,,76475,0,,,,,71,0
18501230,800,,,,,,,76124,0,,,,,82,0
18501230,1400,,,,,,,75977,0,,,,,85,0
18501231,800,,,,,,,75771,0,,,,,95,0
18501231,1400,,,,,,,75833,0,,,,,100,0
18510101,800,,,,,,,75963,0,,,,,105,0
18510101,1400,,,,,,,76004,0,,,,,114,0
18510102,800,,,,,,,76009,0,,,,,79,0
18510102,1400,,,,,,,76080,0,,,,,110,0
18510103,800,,,,,,,76340,0,,,,,65,0
18510103,1400,,,,,,,76323,0,,,,,84,0
18510104,800,,,,,,,76076,0,,,,,69,0
18510104,1400,,,,,,,76011,0,,,,,100,0
18510105,800,,,,,,,75525,0,,,,,76,0
18510105,1400,,,,,,,75266,0,,,,,71,0
18510106,800,,,,,,,75326,0,,,,,64,0
18510106,1400,,,,,,,75358,0,,,,,49,0
18510107,800,,,,,,,75338,0,,,,,22,0
18510107,1400,,,,,,,75249,0,,,,,20,0
18510108,800,,,,,,,75083,0,,,,,68,0
18510108,1400,,,,,,,75220,0,,,,,74,0
18510109,800,,,,,,,75599,0,,,,,58,0
18510110,800,,,,,,,76720,0,,,,,-5,0
18510110,1400,,,,,,,76668,0,,,,,49,0
18510111,800,,,,,,,76905,0,,,,,40,0
18510111,1400,,,,,,,76885,0,,,,,71,0
18510112,800,,,,,,,76537,0,,,,,45,0
18510112,1400,,,,,,,76418,0,,,,,56,0
18510113,800,,,,,,,76228,0,,,,,45,0
18510113,1400,,,,,,,76049,0,,,,,41,0
18510114,800,,,,,,,75800,0,,,,,-3,0
18510114,1400,,,,,,,75422,0,,,,,35,0
18510115,800,,,,,,,74916,0,,,,,-9,0
18510115,1400,,,,,,,74981,0,,,,,70,0
18510116,800,,,,,,,75950,0,,,,,27,0
18510116,1400,,,,,,,76071,0,,,,,82,0
18510117,800,,,,,,,75503,0,,,,,67,0
18510117,1400,,,,,,,75696,0,,,,,98,0
18510118,800,,,,,,,75862,0,,,,,61,0
18510118,1400,,,,,,,76270,0,,,,,75,0
18510119,800,,,,,,,76805,0,,,,,12,0
18510119,1400,,,,,,,76745,0,,,,,31,0
18510120,800,,,,,,,76485,0,,,,,-16,0
18510120,1400,,,,,,,76268,0,,,,,13,0
18510121,800,,,,,,,75370,0,,,,,71,0
18510121,1400,,,,,,,75359,0,,,,,88,0
18510122,800,,,,,,,75848,0,,,,,62,0
18510122,1400,,,,,,,76225,0,,,,,76,0
18510123,800,,,,,,,77213,0,,,,,0,0
18510123,1400,,,,,,,77223,0,,,,,82,0
18510124,800,,,,,,,77067,0,,,,,-15,0
18510124,1400,,,,,,,76676,0,,,,,26,0
18510125,800,,,,,,,76374,0,,,,,-10,0
18510125,1400,,,,,,,76383,0,,,,,27,0
18510126,800,,,,,,,76406,0,,,,,0,0
18510126,1400,,,,,,,76206,0,,,,,5,0
18510127,800,,,,,,,76127,0,,,,,-9,0
18510127,1400,,,,,,,76130,0,,,,,18,0
18510128,800,,,,,,,76292,0,,,,,-5,0
18510128,1400,,,,,,,76028,0,,,,,37,0
18510129,800,,,,,,,75866,0,,,,,45,0
18510129,1400,,,,,,,75862,0,,,,,98,0
18510130,800,,,,,,,75271,0,,,,,62,0
18510130,1400,,,,,,,75277,0,,,,,74,0
18510131,800,,,,,,,74508,0,,,,,36,0
18510131,1400,,,,,,,74466,0,,,,,69,0
18510201,800,,,,,,,74905,0,,,,,10,0
18510201,1400,,,,,,,74969,0,,,,,48,0
18510202,800,,,,,,,75055,0,,,,,24,0
18510202,1400,,,,,,,75267,0,,,,,61,0
18510203,800,,,,,,,75266,0,,,,,-5,0
18510203,1400,,,,,,,75120,0,,,,,70,0
18510204,800,,,,,,,75520,0,,,,,45,0
18510204,1400,,,,,,,75773,0,,,,,72,0
18510205,800,,,,,,,76313,0,,,,,0,0
18510205,1400,,,,,,,76010,0,,,,,63,0
18510206,800,,,,,,,75422,0,,,,,60,0
18510206,1400,,,,,,,75827,0,,,,,75,0
18510207,800,,,,,,,76864,0,,,,,2,0
18510207,1400,,,,,,,76747,0,,,,,75,0
18510208,800,,,,,,,75539,0,,,,,79,0
18510208,1400,,,,,,,75857,0,,,,,81,0
18510209,800,,,,,,,76685,0,,,,,45,0
18510209,1400,,,,,,,76819,0,,,,,60,0
18510210,800,,,,,,,77355,0,,,,,15,0
18510210,1400,,,,,,,77264,0,,,,,21,0
18510211,800,,,,,,,77093,0,,,,,-20,0
18510211,1400,,,,,,,77056,0,,,,,58,0
18510212,800,,,,,,,76797,0,,,,,-10,0
18510212,1400,,,,,,,76617,0,,,,,15,0
18510213,800,,,,,,,76153,0,,,,,43,0
18510213,1400,,,,,,,76360,0,,,,,58,0
18510214,800,,,,,,,76883,0,,,,,-10,0
18510214,1400,,,,,,,76971,0,,,,,71,0
18510215,800,,,,,,,77166,0,,,,,-20,0
18510215,1400,,,,,,,77160,0,,,,,65,0
18510216,800,,,,,,,77104,0,,,,,-18,0
18510216,1400,,,,,,,76966,0,,,,,65,0
18510217,800,,,,,,,76705,0,,,,,-23,0
18510217,1400,,,,,,,76684,0,,,,,42,0
18510218,800,,,,,,,76649,0,,,,,13,0
18510218,1400,,,,,,,77551,0,,,,,78,0
18510219,800,,,,,,,76203,0,,,,,69,0
18510219,1400,,,,,,,76075,0,,,,,99,0
18510220,800,,,,,,,75817,0,,,,,60,0
18510220,1400,,,,,,,75715,0,,,,,99,0
18510221,800,,,,,,,75640,0,,,,,48,0
18510221,1400,,,,,,,75852,0,,,,,91,0
18510222,800,,,,,,,76472,0,,,,,-5,0
18510222,1400,,,,,,,76557,0,,,,,55,0
18510223,800,,,,,,,76431,0,,,,,0,0
18510223,1400,,,,,,,76260,0,,,,,73,0
18510224,800,,,,,,,76139,0,,,,,-8,0
18510224,1400,,,,,,,76044,0,,,,,109,0
18510225,800,,,,,,,75974,0,,,,,0,0
18510225,1400,,,,,,,76072,0,,,,,111,0
18510226,800,,,,,,,76580,0,,,,,25,0
18510226,1400,,,,,,,76737,0,,,,,30,0
18510227,800,,,,,,,76925,0,,,,,-5,0
18510227,1400,,,,,,,76894,0,,,,,69,0
18510228,800,,,,,,,77066,0,,,,,-31,0
18510228,1400,,,,,,,76872,0,,,,,35,0
18510301,800,,,,,,,76436,0,,,,,28,0
18510301,1400,,,,,,,76275,0,,,,,55,0
18510302,800,,,,,,,76875,0,,,,,-15,0
18510302,1400,,,,,,,77141,0,,,,,-3,0
18510303,800,,,,,,,76833,0,,,,,-2,0
18510303,1400,,,,,,,76507,0,,,,,25,0
18510304,800,,,,,,,76293,0,,,,,38,0
18510304,1400,,,,,,,76267,0,,,,,67,0
18510305,800,,,,,,,75863,0,,,,,40,0
18510305,1400,,,,,,,75440,0,,,,,81,0
18510306,800,,,,,,,74855,0,,,,,26,0
18510306,1400,,,,,,,74973,0,,,,,51,0
18510307,800,,,,,,,75933,0,,,,,31,0
18510307,1400,,,,,,,76091,0,,,,,48,0
18510308,800,,,,,,,76430,0,,,,,22,0
18510308,1400,,,,,,,76563,0,,,,,51,0
18510309,800,,,,,,,76514,0,,,,,-13,0
18510309,1400,,,,,,,76275,0,,,,,72,0
18510310,800,,,,,,,75623,0,,,,,5,0
18510310,1400,,,,,,,75475,0,,,,,49,0
18510311,800,,,,,,,75658,0,,,,,20,0
18510311,1400,,,,,,,75884,0,,,,,51,0
18510312,800,,,,,,,76086,0,,,,,35,0
18510312,1400,,,,,,,75787,0,,,,,72,0
18510313,800,,,,,,,75518,0,,,,,36,0
18510313,1400,,,,,,,75694,0,,,,,65,0
18510314,800,,,,,,,76009,0,,,,,41,0
18510314,1400,,,,,,,75948,0,,,,,111,0
18510315,800,,,,,,,75769,0,,,,,49,0
18510315,1400,,,,,,,75489,0,,,,,78,0
18510316,800,,,,,,,75469,0,,,,,61,0
18510316,1400,,,,,,,75577,0,,,,,82,0
18510317,800,,,,,,,75784,0,,,,,28,0
18510317,1400,,,,,,,75663,0,,,,,78,0
18510318,800,,,,,,,75940,0,,,,,41,0
18510318,1400,,,,,,,75870,0,,,,,80,0
18510319,800,,,,,,,75543,0,,,,,72,0
18510319,1400,,,,,,,75422,0,,,,,112,0
18510320,800,,,,,,,74922,0,,,,,119,0
18510320,1400,,,,,,,74849,0,,,,,135,0
18510321,800,,,,,,,74863,0,,,,,90,0
18510321,1400,,,,,,,74786,0,,,,,112,0
18510322,800,,,,,,,74700,0,,,,,84,0
18510322,1400,,,,,,,74550,0,,,,,142,0
18510323,800,,,,,,,74298,0,,,,,95,0
18510323,1400,,,,,,,74567,0,,,,,123,0
18510324,800,,,,,,,75114,0,,,,,91,0
18510324,1400,,,,,,,75267,0,,,,,99,0
18510325,800,,,,,,,75624,0,,,,,79,0
18510325,1400,,,,,,,75754,0,,,,,116,0
18510326,800,,,,,,,75362,0,,,,,108,0
18510326,1400,,,,,,,75028,0,,,,,141,0
18510327,800,,,,,,,75280,0,,,,,67,0
18510327,1400,,,,,,,75232,0,,,,,88,0
18510328,800,,,,,,,75301,0,,,,,99,0
18510328,1400,,,,,,,75712,0,,,,,112,0
18510329,800,,,,,,,75235,0,,,,,105,0
18510329,1400,,,,,,,74832,0,,,,,111,0
18510330,800,,,,,,,75106,0,,,,,91,0
18510330,1400,,,,,,,75222,0,,,,,101,0
18510331,800,,,,,,,75899,0,,,,,73,0
18510331,1400,,,,,,,76188,0,,,,,97,0
18510401,800,,,,,,,76128,0,,,,,48,0
18510401,1400,,,,,,,76412,0,,,,,101,0
18510402,800,,,,,,,76645,0,,,,,52,0
18510402,1400,,,,,,,76516,0,,,,,99,0
18510403,800,,,,,,,76369,0,,,,,51,0
18510403,1400,,,,,,,76009,0,,,,,94,0
18510404,800,,,,,,,76170,0,,,,,68,0
18510404,1400,,,,,,,76102,0,,,,,73,0
18510405,800,,,,,,,76036,0,,,,,38,0
18510405,1400,,,,,,,76144,0,,,,,73,0
18510406,800,,,,,,,76410,0,,,,,57,0
18510406,1400,,,,,,,76432,0,,,,,90,0
18510407,800,,,,,,,76481,0,,,,,48,0
18510407,1400,,,,,,,76340,0,,,,,52,0
18510408,800,,,,,,,75991,0,,,,,63,0
18510408,1400,,,,,,,75752,0,,,,,71,0
18510409,800,,,,,,,75629,0,,,,,70,0
18510409,1400,,,,,,,75692,0,,,,,116,0
18510410,800,,,,,,,76054,0,,,,,69,0
18510410,1400,,,,,,,76059,0,,,,,118,0
18510411,800,,,,,,,75996,0,,,,,62,0
18510411,1400,,,,,,,75835,0,,,,,102,0
18510412,800,,,,,,,75837,0,,,,,71,0
18510412,1400,,,,,,,75850,0,,,,,143,0
18510413,800,,,,,,,76123,0,,,,,82,0
18510413,1400,,,,,,,76035,0,,,,,147,0
18510414,800,,,,,,,76010,0,,,,,78,0
18510414,1400,,,,,,,75896,0,,,,,135,0
18510415,800,,,,,,,75784,0,,,,,85,0
18510415,1400,,,,,,,75642,0,,,,,102,0
18510416,800,,,,,,,75910,0,,,,,76,0
18510416,1400,,,,,,,76021,0,,,,,135,0
18510417,800,,,,,,,75852,0,,,,,124,0
18510417,1400,,,,,,,76000,0,,,,,180,0
18510418,800,,,,,,,76294,0,,,,,139,0
18510418,1400,,,,,,,76107,0,,,,,205,0
18510419,800,,,,,,,76296,0,,,,,113,0
18510419,1400,,,,,,,76461,0,,,,,179,0
18510420,800,,,,,,,75813,0,,,,,113,0
18510420,1400,,,,,,,75302,0,,,,,211,0
18510421,800,,,,,,,75087,0,,,,,122,0
18510421,1400,,,,,,,75319,0,,,,,186,0
18510422,800,,,,,,,75053,0,,,,,144,0
18510422,1400,,,,,,,74871,0,,,,,178,0
18510423,800,,,,,,,75359,0,,,,,132,0
18510423,1400,,,,,,,75598,0,,,,,172,0
18510424,800,,,,,,,75803,0,,,,,122,0
18510424,1400,,,,,,,75753,0,,,,,175,0
18510425,800,,,,,,,75538,0,,,,,111,0
18510425,1400,,,,,,,75531,0,,,,,121,0
18510426,800,,,,,,,75666,0,,,,,96,0
18510426,1400,,,,,,,75576,0,,,,,135,0
18510427,800,,,,,,,75019,0,,,,,109,0
18510427,1400,,,,,,,74893,0,,,,,83,0
18510428,800,,,,,,,75105,0,,,,,81,0
18510428,1400,,,,,,,75296,0,,,,,128,0
18510429,800,,,,,,,75496,0,,,,,83,0
18510429,1400,,,,,,,75441,0,,,,,83,0
18510430,800,,,,,,,75326,0,,,,,78,0
18510430,1400,,,,,,,75328,0,,,,,78,0
18510501,800,,,,,,,75377,0,,,,,98,0
18510501,1400,,,,,,,75551,0,,,,,118,0
18510502,800,,,,,,,75423,0,,,,,100,0
18510502,1400,,,,,,,75431,0,,,,,129,0
18510503,800,,,,,,,75576,0,,,,,113,0
18510503,1400,,,,,,,75569,0,,,,,130,0
18510504,800,,,,,,,75289,0,,,,,61,0
18510504,1400,,,,,,,75252,0,,,,,82,0
18510505,800,,,,,,,74955,0,,,,,86,0
18510505,1400,,,,,,,74864,0,,,,,55,0
18510506,800,,,,,,,75041,0,,,,,101,0
18510506,1400,,,,,,,75345,0,,,,,104,0
18510507,800,,,,,,,75813,0,,,,,92,0
18510507,1400,,,,,,,75965,0,,,,,131,0
18510508,800,,,,,,,75948,0,,,,,122,0
18510508,1400,,,,,,,75679,0,,,,,161,0
18510509,800,,,,,,,75569,0,,,,,158,0
18510509,1400,,,,,,,75673,0,,,,,194,0
18510510,800,,,,,,,75794,0,,,,,141,0
18510510,1400,,,,,,,75616,0,,,,,191,0
18510511,800,,,,,,,75685,0,,,,,143,0
18510511,1400,,,,,,,75592,0,,,,,228,0
18510512,800,,,,,,,75802,0,,,,,148,0
18510512,1400,,,,,,,75901,0,,,,,178,0
18510513,800,,,,,,,76590,0,,,,,102,0
18510513,1400,,,,,,,76615,0,,,,,131,0
18510514,800,,,,,,,76873,0,,,,,118,0
18510514,1400,,,,,,,76815,0,,,,,146,0
18510515,800,,,,,,,76840,0,,,,,98,0
18510515,1400,,,,,,,76516,0,,,,,155,0
18510516,800,,,,,,,76418,0,,,,,124,0
18510516,1400,,,,,,,76358,0,,,,,176,0
18510517,800,,,,,,,76294,0,,,,,145,0
18510517,1400,,,,,,,76270,0,,,,,209,0
18510518,800,,,,,,,76160,0,,,,,145,0
18510518,1400,,,,,,,75963,0,,,,,179,0
18510519,800,,,,,,,75838,0,,,,,85,0
18510519,1400,,,,,,,75715,0,,,,,143,0
18510520,800,,,,,,,,,,,,,86,0
18510520,1400,,,,,,,76531,0,,,,,144,0
18510521,800,,,,,,,76668,0,,,,,112,0
18510521,1400,,,,,,,76605,0,,,,,132,0
18510522,800,,,,,,,76783,0,,,,,155,0
18510522,1400,,,,,,,76772,0,,,,,206,0
18510523,800,,,,,,,76853,0,,,,,175,0
18510523,1400,,,,,,,76805,0,,,,,205,0
18510524,800,,,,,,,76946,0,,,,,141,0
18510524,1400,,,,,,,77035,0,,,,,156,0
18510525,800,,,,,,,76716,0,,,,,134,0
18510525,1400,,,,,,,76288,0,,,,,189,0
18510526,800,,,,,,,75665,0,,,,,113,0
18510526,1400,,,,,,,75807,0,,,,,196,0
18510527,800,,,,,,,76186,0,,,,,116,0
18510527,1400,,,,,,,76235,0,,,,,139,0
18510528,800,,,,,,,76638,0,,,,,112,0
18510528,1400,,,,,,,76755,0,,,,,135,0
18510529,800,,,,,,,77056,0,,,,,133,0
18510529,1400,,,,,,,77033,0,,,,,185,0
18510530,800,,,,,,,77244,0,,,,,148,0
18510530,1400,,,,,,,77228,0,,,,,177,0
18510531,800,,,,,,,77392,0,,,,,129,0
18510531,1400,,,,,,,77316,0,,,,,161,0
18510601,800,,,,,,,77186,0,,,,,128,0
18510601,1400,,,,,,,76913,0,,,,,183,0
18510602,800,,,,,,,76566,0,,,,,174,0
18510602,1400,,,,,,,76480,0,,,,,221,0
18510603,800,,,,,,,76124,0,,,,,166,0
18510603,1400,,,,,,,75755,0,,,,,231,0
18510604,800,,,,,,,75500,0,,,,,129,0
18510604,1400,,,,,,,75798,0,,,,,166,0
18510605,800,,,,,,,76132,0,,,,,138,0
18510605,1400,,,,,,,75932,0,,,,,194,0
18510606,800,,,,,,,76045,0,,,,,162,0
18510606,1400,,,,,,,76147,0,,,,,212,0
18510607,800,,,,,,,76359,0,,,,,188,0
18510607,1400,,,,,,,76381,0,,,,,199,0
18510608,800,,,,,,,76070,0,,,,,155,0
18510608,1400,,,,,,,76092,0,,,,,204,0
18510609,800,,,,,,,75976,0,,,,,168,0
18510609,1400,,,,,,,75943,0,,,,,175,0
18510610,800,,,,,,,74856,0,,,,,124,0
18510610,1400,,,,,,,75187,0,,,,,144,0
18510611,800,,,,,,,75998,0,,,,,138,0
18510611,1400,,,,,,,76197,0,,,,,151,0
18510612,800,,,,,,,76108,0,,,,,156,0
18510612,1400,,,,,,,75878,0,,,,,233,0
18510613,800,,,,,,,75743,0,,,,,187,0
18510613,1400,,,,,,,75887,0,,,,,189,0
18510614,800,,,,,,,76294,0,,,,,161,0
18510614,1400,,,,,,,76367,0,,,,,208,0
18510615,800,,,,,,,76562,0,,,,,172,0
18510615,1400,,,,,,,76459,0,,,,,216,0
18510616,800,,,,,,,75912,0,,,,,153,0
18510616,1400,,,,,,,76044,0,,,,,193,0
18510617,800,,,,,,,76327,0,,,,,150,0
18510617,1400,,,,,,,76594,0,,,,,138,0
18510618,800,,,,,,,76767,0,,,,,162,0
18510618,1400,,,,,,,77038,0,,,,,172,0
18510619,800,,,,,,,76579,0,,,,,177,0
18510619,1400,,,,,,,76447,0,,,,,235,0
18510620,800,,,,,,,76560,0,,,,,194,0
18510620,1400,,,,,,,76571,0,,,,,252,0
18510621,800,,,,,,,76273,0,,,,,216,0
18510621,1400,,,,,,,75953,0,,,,,275,0
18510622,800,,,,,,,75792,0,,,,,211,0
18510622,1400,,,,,,,75814,0,,,,,194,0
18510623,800,,,,,,,76303,0,,,,,162,0
18510623,1400,,,,,,,76514,0,,,,,184,0
18510624,800,,,,,,,76763,0,,,,,135,0
18510624,1400,,,,,,,76782,0,,,,,177,0
18510625,800,,,,,,,76808,0,,,,,189,0
18510625,1400,,,,,,,76800,0,,,,,216,0
18510626,800,,,,,,,76873,0,,,,,194,0
18510626,1400,,,,,,,76809,0,,,,,244,0
18510627,800,,,,,,,76756,0,,,,,211,0
18510627,1400,,,,,,,76697,0,,,,,256,0
18510628,800,,,,,,,76739,0,,,,,183,0
18510628,1400,,,,,,,76633,0,,,,,261,0
18510629,800,,,,,,,76740,0,,,,,188,0
18510629,1400,,,,,,,76615,0,,,,,255,0
18510630,800,,,,,,,76611,0,,,,,215,0
18510630,1400,,,,,,,76547,0,,,,,277,0
18510701,800,,,,,,,76395,0,,,,,228,0
18510701,1400,,,,,,,76113,0,,,,,288,0
18510702,800,,,,,,,75775,0,,,,,222,0
18510702,1400,,,,,,,75704,0,,,,,302,0
18510703,800,,,,,,,75751,0,,,,,211,0
18510703,1400,,,,,,,75760,0,,,,,252,0
18510704,800,,,,,,,75904,0,,,,,195,0
18510704,1400,,,,,,,75967,0,,,,,211,0
18510705,800,,,,,,,76234,0,,,,,174,0
18510705,1400,,,,,,,76182,0,,,,,195,0
18510706,800,,,,,,,76195,0,,,,,133,0
18510706,1400,,,,,,,76256,0,,,,,217,0
18510707,800,,,,,,,76282,0,,,,,188,0
18510707,1400,,,,,,,76222,0,,,,,216,0
18510708,800,,,,,,,75440,0,,,,,152,0
18510708,1400,,,,,,,75365,0,,,,,183,0
18510709,800,,,,,,,75593,0,,,,,162,0
18510709,1400,,,,,,,75641,0,,,,,176,0
18510710,800,,,,,,,75350,0,,,,,167,0
18510710,1400,,,,,,,75342,0,,,,,183,0
18510711,800,,,,,,,76274,0,,,,,149,0
18510711,1400,,,,,,,76491,0,,,,,183,0
18510712,800,,,,,,,76138,0,,,,,150,0
18510712,1400,,,,,,,76140,0,,,,,194,0
18510713,800,,,,,,,75923,0,,,,,199,0
18510713,1400,,,,,,,75734,0,,,,,255,0
18510714,800,,,,,,,75155,0,,,,,172,0
18510714,1400,,,,,,,75090,0,,,,,194,0
18510715,800,,,,,,,75362,0,,,,,166,0
18510715,1400,,,,,,,75488,0,,,,,172,0
18510716,800,,,,,,,75434,0,,,,,167,0
18510716,1400,,,,,,,75549,0,,,,,183,0
18510717,800,,,,,,,75795,0,,,,,162,0
18510717,1400,,,,,,,75810,0,,,,,216,0
18510718,800,,,,,,,75860,0,,,,,153,0
18510718,1400,,,,,,,75910,0,,,,,209,0
18510719,800,,,,,,,76306,0,,,,,166,0
18510719,1400,,,,,,,76341,0,,,,,227,0
18510720,800,,,,,,,76031,0,,,,,195,0
18510720,1400,,,,,,,75932,0,,,,,188,0
18510721,800,,,,,,,76119,0,,,,,183,0
18510721,1400,,,,,,,76170,0,,,,,223,0
18510722,800,,,,,,,76336,0,,,,,188,0
18510722,1400,,,,,,,76220,0,,,,,238,0
18510723,800,,,,,,,75816,0,,,,,183,0
18510723,1400,,,,,,,75466,0,,,,,233,0
18510724,800,,,,,,,74868,0,,,,,171,0
18510724,1400,,,,,,,74845,0,,,,,178,0
18510725,800,,,,,,,74932,0,,,,,169,0
18510725,1400,,,,,,,74804,0,,,,,201,0
18510726,800,,,,,,,74997,0,,,,,172,0
18510726,1400,,,,,,,75296,0,,,,,199,0
18510727,800,,,,,,,75836,0,,,,,174,0
