Breda(101_G) "51:35:27" NB "4:46:35" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 TA  Temp anomalie  :  Afwijking van klimatologoie  (0.1 Celcius). ;  TA  Temp anomaly  :  Relative to climatology  (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,N,Q_N,Phg,Q_Phg,RD,Q_RD,TA,Q_TA,T,Q_T
18630807,1400,W,0,20,0,,,,,,,-6,0,,
18630808,800,W,0,29,0,,,,,,,14,0,,
18630808,1400,ZW,0,31,0,,,,,,,39,0,,
18630809,800,WZW,0,28,0,,,,,,,33,0,,
18630809,1400,W,0,26,0,,,,,,,41,0,,
18630810,800,WNW,0,24,0,,,,,,,22,0,,
18630810,1400,W,0,26,0,,,,,,,29,0,,
18630811,800,W,0,6,0,,,,,,,2,0,,
18630811,1400,W,0,5,0,,,,,,,6,0,,
18630812,800,ONO,0,10,0,,,,,,,12,0,,
18630812,1400,NNO,0,9,0,,,,,,,3,0,,
18630813,800,NO,0,4,0,,,,,,,-1,0,,
18630813,1400,NO,0,-12,0,,,,,,,19,0,,
18630814,800,O,0,7,0,,,,,,,-16,0,,
18630814,1400,O,0,17,0,,,,,,,10,0,,
18630815,800,Z,0,-5,0,,,,,,,-4,0,,
18630815,1400,ZW,0,-31,0,,,,,,,74,0,,
18630816,800,W,0,-18,0,,,,,,,28,0,,
18630816,1400,WZW,0,-21,0,,,,,,,45,0,,
18630817,800,ZW,0,-54,0,,,,,,,15,0,,
18630817,1400,W,0,-72,0,,,,,,,-11,0,,
18630818,800,WZW,0,-61,0,,,,,,,-6,0,,
18630818,1400,W,0,-40,0,,,,,,,-58,0,,
18630819,800,W,0,-55,0,,,,,,,-21,0,,
18630819,1400,W,0,-55,0,,,,,,,-52,0,,
18630820,800,W,0,-54,0,,,,,,,-6,0,,
18630820,1400,NW,0,-52,0,,,,,,,-26,0,,
18630821,800,WNW,0,-42,0,,,,,,,-10,0,,
18630821,1400,NW,0,-36,0,,,,,,,-16,0,,
18630822,800,NW,0,-14,0,,,,,,,9,0,,
18630822,1400,NW,0,-9,0,,,,,,,5,0,,
18630823,800,W,0,1,0,,,,,,,28,0,,
18630823,1400,W,0,-4,0,,,,,,,11,0,,
18630824,800,WZW,0,-13,0,,,,,,,23,0,,
18630824,1400,WZW,0,-15,0,,,,,,,18,0,,
18630825,800,WZW,0,-57,0,,,,,,,2,0,,
18630825,1400,WZW,0,-66,0,,,,,,,-11,0,,
18630826,800,WZW,0,-97,0,,,,,,,-3,0,,
18630826,1400,Z,0,-114,0,,,,,,,-50,0,,
18630827,800,ZW,0,-121,0,,,,,,,46,0,,
18630827,1400,ZW,0,-116,0,,,,,,,20,0,,
18630828,800,ZW,0,-87,0,,,,,,,17,0,,
18630828,1400,ZZW,0,-62,0,,,,,,,21,0,,
18630829,800,ZW,0,-64,0,,,,,,,17,0,,
18630829,1400,ZW,0,-52,0,,,,,,,12,0,,
18630830,800,ZW,0,-34,0,,,,,,,-1,0,,
18630830,1400,ZW,0,-26,0,,,,,,,25,0,,
18630831,800,Z,0,-21,0,,,,,,,19,0,,
18630831,1400,ZZW,0,-24,0,,,,,,,11,0,,
18630901,800,W,0,2,0,,,,,,,-10,0,,
18630901,1400,W,0,,,,,,,,,-9,0,,
18630902,800,ZW,0,0,0,,,,,,,-19,0,,
18630902,1400,ZW,0,-18,0,,,,,,,-4,0,,
18630903,800,Z,0,-34,0,,,,,,,-5,0,,
18630903,1400,Z,0,-47,0,,,,,,,16,0,,
18630904,800,ZW,0,-28,0,,,,,,,15,0,,
18630904,1400,WZW,0,-23,0,,,,,,,13,0,,
18630905,800,WZW,0,-32,0,,,,,,,-8,0,,
18630905,1400,W,0,-33,0,,,,,,,-25,0,,
18630906,800,W,0,-60,0,,,,,,,-16,0,,
18630906,1400,W,0,,,,,,,,,-51,0,,
18630907,800,ZW,0,-93,0,,,,,,,-27,0,,
18630907,1400,WNW,0,-81,0,,,,,,,-11,0,,
18630908,800,W,0,-33,0,,,,,,,-19,0,,
18630908,1400,W,0,-15,0,,,,,,,-38,0,,
18630909,800,ZZW,0,-30,0,,,,,,,-17,0,,
18630909,1400,ZZW,0,-36,0,,,,,,,-18,0,,
18630910,800,W,0,-88,0,,,,,,,-25,0,,
18630910,1400,WNW,0,,,,,,,,,-55,0,,
18630911,800,W,0,,,,,,,,,-26,0,,
18630911,1400,WNW,0,,,,,,,,,-40,0,,
18630912,800,W,0,,,,,,,,,-32,0,,
18630912,1400,W,0,,,,,,,,,-34,0,,
18630913,800,W,0,44,0,,,,,,,-24,0,,
18630913,1400,W,0,,,,,,,,,-23,0,,
18630914,800,W,0,,,,,,,,,0,0,,
18630914,1400,WNW,0,,,,,,,,,-25,0,,
18630915,800,W,0,,,,,,,,,5,0,,
18630915,1400,W,0,36,0,,,,,,,-16,0,,
18630916,800,W,0,7,0,,,,,,,-6,0,,
18630916,1400,W,0,5,0,,,,,,,-35,0,,
18630917,800,W,0,2,0,,,,,,,-4,0,,
18630917,1400,WNW,0,,,,,,,,,-22,0,,
18630918,800,W,0,13,0,,,,,,,-2,0,,
18630918,1400,W,0,19,0,,,,,,,-13,0,,
18630919,800,Z,0,-13,0,,,,,,,-20,0,,
18630919,1400,Z,0,-39,0,,,,,,,43,0,,
18630920,800,ZW,0,-101,0,,,,,,,15,0,,
18630920,1400,WZW,0,-131,0,,,,,,,-46,0,,
18630921,800,ZW,0,-164,0,,,,,,,-12,0,,
18630921,1400,ZW,0,-221,0,,,,,,,-36,0,,
18630922,800,ZW,0,-243,0,,,,,,,-23,0,,
18630922,1400,ZW,0,-249,0,,,,,,,-29,0,,
18630923,800,ZZW,0,-229,0,,,,,,,-27,0,,
18630923,1400,ZZW,0,-199,0,,,,,,,-33,0,,
18630924,800,ZW,0,-132,0,,,,,,,-4,0,,
18630924,1400,ZZW,0,-128,0,,,,,,,-21,0,,
18630925,800,ZW,0,-62,0,,,,,,,2,0,,
18630925,1400,WZW,0,-62,0,,,,,,,-13,0,,
18630926,800,ZW,0,,,,,,,,,-11,0,,
18630926,1400,W,0,,,,,,,,,-17,0,,
18630927,800,W,0,,,,,,,,,-26,0,,
18630927,1400,W,0,52,0,,,,,,,-14,0,,
18630928,800,ZW,0,6,0,,,,,,,-18,0,,
18630928,1400,ZW,0,-29,0,,,,,,,-18,0,,
18630929,800,ZW,0,,,,,,,,,-42,0,,
18630929,1400,ZW,0,8,0,,,,,,,-28,0,,
18630930,800,ZZW,0,1,0,,,,,,,-36,0,,
18630930,1400,ZZW,0,-29,0,,,,,,,19,0,,
18631001,800,Z,0,-129,0,,,,,,,23,0,,
18631001,1400,ZZW,0,-132,0,,,,,,,7,0,,
18631002,800,WZW,0,-98,0,,,,,,,12,0,,
18631002,1400,WZW,0,-51,0,,,,,,,-20,0,,
18631003,800,WZW,0,0,0,,,,,,,17,0,,
18631003,1400,ZW,0,-12,0,,,,,,,6,0,,
18631004,800,ZW,0,-1,0,,,,,,,26,0,,
18631004,1400,ZW,0,-2,0,,,,,,,31,0,,
18631005,800,ZW,0,-3,0,,,,,,,47,0,,
18631005,1400,ZW,0,-5,0,,,,,,,24,0,,
18631006,800,WNW,0,-23,0,,,,,,,14,0,,
18631006,1400,WNW,0,,,,,,,,,-14,0,,
18631007,800,O,0,-34,0,,,,,,,22,0,,
18631007,1400,O,0,-52,0,,,,,,,19,0,,
18631008,800,O,0,-67,0,,,,,,,23,0,,
18631008,1400,O,0,-75,0,,,,,,,25,0,,
18631009,800,ZO,0,-88,0,,,,,,,5,0,,
18631009,1400,ZZW,0,-81,0,,,,,,,7,0,,
18631010,800,ZZW,0,-63,0,,,,,,,-1,0,,
18631010,1400,Z,0,-33,0,,,,,,,32,0,,
18631011,800,Z,0,-6,0,,,,,,,18,0,,
18631011,1400,Z,0,-58,0,,,,,,,39,0,,
18631012,800,ZO,0,-86,0,,,,,,,30,0,,
18631012,1400,Z,0,-98,0,,,,,,,27,0,,
18631013,800,Z,0,-112,0,,,,,,,29,0,,
18631013,1400,Z,0,-116,0,,,,,,,30,0,,
18631014,800,ZZW,0,-90,0,,,,,,,54,0,,
18631014,1400,ZW,0,-37,0,,,,,,,31,0,,
18631015,800,ZO,0,-41,0,,,,,,,40,0,,
18631015,1400,ZO,0,-71,0,,,,,,,52,0,,
18631016,800,ZW,0,-16,0,,,,,,,36,0,,
18631016,1400,ZW,0,-9,0,,,,,,,17,0,,
18631017,800,ZO,0,9,0,,,,,,,0,0,,
18631017,1400,W,0,10,0,,,,,,,6,0,,
18631018,800,ZW,0,55,0,,,,,,,15,0,,
18631018,1400,ZW,0,38,0,,,,,,,34,0,,
18631019,800,W,0,45,0,,,,,,,29,0,,
18631019,1400,W,0,34,0,,,,,,,13,0,,
18631020,800,ZW,0,44,0,,,,,,,43,0,,
18631020,1400,ZW,0,40,0,,,,,,,18,0,,
18631021,800,N,0,62,0,,,,,,,40,0,,
18631021,1400,NO,0,51,0,,,,,,,10,0,,
18631022,800,ZO,0,40,0,,,,,,,15,0,,
18631022,1400,ZZO,0,39,0,,,,,,,7,0,,
18631023,800,W,0,50,0,,,,,,,23,0,,
18631023,1400,W,0,60,0,,,,,,,4,0,,
18631024,800,W,0,87,0,,,,,,,16,0,,
18631024,1400,W,0,81,0,,,,,,,-8,0,,
18631025,800,O,0,57,0,,,,,,,-44,0,,
18631025,1400,ZO,0,32,0,,,,,,,-12,0,,
18631026,800,O,0,32,0,,,,,,,-55,0,,
18631026,1400,ZZO,0,25,0,,,,,,,-16,0,,
18631027,800,ZO,0,16,0,,,,,,,-63,0,,
18631027,1400,ZZO,0,3,0,,,,,,,-15,0,,
18631028,800,ZW,0,-45,0,,,,,,,8,0,,
18631028,1400,Z,0,-58,0,,,,,,,-15,0,,
18631029,800,ZW,0,-81,0,,,,,,,19,0,,
18631029,1400,ZZW,0,-99,0,,,,,,,-4,0,,
18631030,800,ZW,0,-84,0,,,,,,,22,0,,
18631030,1400,ZZW,0,-119,0,,,,,,,8,0,,
18631031,800,ZW,0,-107,0,,,,,,,3,0,,
18631031,1400,WZW,0,-90,0,,,,,,,-17,0,,
18631101,800,WZW,0,-66,0,,,,,,,-12,0,,
18631101,1400,WZW,0,-67,0,,,,,,,-25,0,,
18631102,800,ZZO,0,-174,0,,,,,,,4,0,,
18631102,1400,ZW,0,-117,0,,,,,,,-8,0,,
18631103,800,W,0,-49,0,,,,,,,16,0,,
18631103,1400,WZW,0,-8,0,,,,,,,-11,0,,
18631104,800,W,0,-28,0,,,,,,,64,0,,
18631104,1400,W,0,9,0,,,,,,,52,0,,
18631105,800,WNW,0,70,0,,,,,,,44,0,,
18631105,1400,WNW,0,74,0,,,,,,,-2,0,,
18631106,800,NW,0,110,0,,,,,,,10,0,,
18631106,1400,N,0,134,0,,,,,,,-21,0,,
18631107,800,N,0,77,0,,,,,,,-18,0,,
18631107,1400,W,0,65,0,,,,,,,0,0,,
18631108,800,ZW,0,13,0,,,,,,,5,0,,
18631108,1400,Z,0,-59,0,,,,,,,-2,0,,
18631109,800,ONO,0,27,0,,,,,,,-11,0,,
18631109,1400,ONO,0,64,0,,,,,,,-30,0,,
18631110,800,OZO,0,41,0,,,,,,,-58,0,,
18631110,1400,ZZW,0,-26,0,,,,,,,-52,0,,
18631111,800,WZW,0,-111,0,,,,,,,-21,0,,
18631111,1400,WZW,0,-128,0,,,,,,,-11,0,,
18631112,800,ZW,0,-56,0,,,,,,,-39,0,,
18631112,1400,ZW,0,-25,0,,,,,,,-18,0,,
18631113,800,W,0,84,0,,,,,,,-46,0,,
18631113,1400,W,0,85,0,,,,,,,-23,0,,
18631114,800,WZW,0,93,0,,,,,,,-7,0,,
18631114,1400,WZW,0,87,0,,,,,,,-22,0,,
18631115,800,W,0,85,0,,,,,,,16,0,,
18631115,1400,W,0,80,0,,,,,,,-1,0,,
18631116,800,W,0,71,0,,,,,,,25,0,,
18631116,1400,W,0,57,0,,,,,,,31,0,,
18631117,800,WZW,0,64,0,,,,,,,61,0,,
18631117,1400,W,0,69,0,,,,,,,36,0,,
18631118,800,WZW,0,105,0,,,,,,,48,0,,
18631118,1400,ZW,0,98,0,,,,,,,29,0,,
18631119,800,Z,0,91,0,,,,,,,-5,0,,
18631119,1400,Z,0,84,0,,,,,,,18,0,,
18631120,800,ZZW,0,83,0,,,,,,,-5,0,,
18631120,1400,Z,0,70,0,,,,,,,19,0,,
18631121,800,ZW,0,28,0,,,,,,,-2,0,,
18631121,1400,ZW,0,-13,0,,,,,,,24,0,,
18631122,800,WZW,0,-18,0,,,,,,,35,0,,
18631122,1400,WZW,0,-16,0,,,,,,,29,0,,
18631123,800,WZW,0,-11,0,,,,,,,32,0,,
18631123,1400,WZW,0,-6,0,,,,,,,32,0,,
18631124,800,ZW,0,23,0,,,,,,,31,0,,
18631124,1400,ZW,0,13,0,,,,,,,34,0,,
18631125,800,ZZW,0,40,0,,,,,,,73,0,,
18631125,1400,ZZW,0,52,0,,,,,,,53,0,,
18631126,800,ZZO,0,123,0,,,,,,,62,0,,
18631126,1400,ZO,0,122,0,,,,,,,29,0,,
18631127,800,ZO,0,138,0,,,,,,,-9,0,,
18631127,1400,OZO,0,122,0,,,,,,,13,0,,
18631128,800,OZO,0,117,0,,,,,,,-27,0,,
18631128,1400,ZO,0,109,0,,,,,,,-15,0,,
18631129,800,O,0,110,0,,,,,,,-55,0,,
18631129,1400,O,0,101,0,,,,,,,-36,0,,
18631130,800,O,0,77,0,,,,,,,-68,0,,
18631130,1400,OZO,0,57,0,,,,,,,-51,0,,
18631201,800,ZZO,0,28,0,,,,,,,-73,0,,
18631201,1400,Z,0,,,,,,,,,-15,0,,
18631202,800,ZZO,0,-114,0,,,,,,,17,0,,
18631202,1400,Z,0,,,,,,,,,22,0,,
18631203,800,ZZW,0,-172,0,,,,,,,34,0,,
18631203,1400,W,0,,,,,,,,,13,0,,
18631204,800,WNW,0,51,0,,,,,,,16,0,,
18631204,1400,WNW,0,,,,,,,,,16,0,,
18631205,800,WZW,0,83,0,,,,,,,31,0,,
18631205,1400,WZW,0,,,,,,,,,24,0,,
18631206,800,W,0,46,0,,,,,,,40,0,,
18631206,1400,NW,0,,,,,,,,,36,0,,
18631207,800,W,0,109,0,,,,,,,35,0,,
18631207,1400,WZW,0,,,,,,,,,49,0,,
18631208,800,W,0,75,0,,,,,,,49,0,,
18631208,1400,W,0,,,,,,,,,-16,0,,
18631209,800,WZW,0,60,0,,,,,,,6,0,,
18631209,1400,WZW,0,,,,,,,,,26,0,,
18631210,800,W,0,56,0,,,,,,,21,0,,
18631210,1400,W,0,,,,,,,,,29,0,,
18631211,800,W,0,66,0,,,,,,,51,0,,
18631211,1400,W,0,,,,,,,,,47,0,,
18631212,800,W,0,19,0,,,,,,,74,0,,
18631212,1400,W,0,,,,,,,,,59,0,,
18631213,800,NW,0,84,0,,,,,,,27,0,,
18631213,1400,WNW,0,,,,,,,,,26,0,,
18631214,800,WNW,0,92,0,,,,,,,56,0,,
18631214,1400,WNW,0,,,,,,,,,51,0,,
18631215,800,WNW,0,89,0,,,,,,,28,0,,
18631215,1400,W,0,,,,,,,,,39,0,,
18631216,800,W,0,6,0,,,,,,,38,0,,
18631216,1400,W,0,,,,,,,,,40,0,,
18631217,800,W,0,-89,0,,,,,,,30,0,,
18631217,1400,NNO,0,,,,,,,,,41,0,,
18631218,800,NNO,0,63,0,,,,,,,2,0,,
18631218,1400,NNO,0,,,,,,,,,1,0,,
18631219,800,W,0,120,0,,,,,,,22,0,,
18631219,1400,W,0,,,,,,,,,44,0,,
18631220,800,W,0,91,0,,,,,,,53,0,,
18631220,1400,W,0,,,,,,,,,54,0,,
18631221,800,W,0,40,0,,,,,,,46,0,,
18631221,1400,WNW,0,,,,,,,,,44,0,,
18631222,800,NNW,0,-106,0,,,,,,,37,0,,
18631222,1400,NNW,0,,,,,,,,,2,0,,
18631223,800,W,0,21,0,,,,,,,5,0,,
18631223,1400,W,0,,,,,,,,,10,0,,
18631224,800,WNW,0,26,0,,,,,,,68,0,,
18631224,1400,W,0,,,,,,,,,57,0,,
18631225,800,W,0,73,0,,,,,,,56,0,,
18631225,1400,W,0,,,,,,,,,59,0,,
18631226,800,W,0,23,0,,,,,,,47,0,,
18631226,1400,WZW,0,,,,,,,,,49,0,,
18631227,800,NW,0,-48,0,,,,,,,46,0,,
18631227,1400,NNW,0,,,,,,,,,7,0,,
18631228,800,NW,0,70,0,,,,,,,-13,0,,
18631228,1400,W,0,,,,,,,,,10,0,,
18631229,800,W,0,1,0,,,,,,,36,0,,
18631229,1400,WNW,0,,,,,,,,,51,0,,
18631230,800,NW,0,31,0,,,,,,,19,0,,
18631230,1400,NW,0,,,,,,,,,36,0,,
18631231,800,O,0,26,0,,,,,,,-30,0,,
18631231,1400,OZO,0,,,,,,,,,-29,0,,
18640101,800,O,0,-8,0,,,,,,,,,,
18640101,1400,O,0,,,,,,,,,,,,
18640102,800,NO,0,109,0,,,,,,,,,,
18640102,1400,ONO,0,,,,,,,,,,,,
18640103,800,NO,0,162,0,,,,,,,,,,
18640103,1400,O,0,,,,,,,,,,,,
18640104,800,ONO,0,149,0,,,,,,,,,,
18640104,1400,O,0,,,,,,,,,,,,
18640105,800,O,0,107,0,,,,,,,,,,
18640105,1400,O,0,,,,,,,,,,,,
18640106,800,O,0,74,0,,,,,,,,,,
18640106,1400,ZO,0,,,,,,,,,,,,
18640107,800,ZO,0,63,0,,,,,,,,,,
18640107,1400,ZO,0,,,,,,,,,,,,
18640108,800,ZW,0,29,0,,,,,,,,,,
18640108,1400,ZW,0,,,,,,,,,,,,
18640109,800,ZZW,0,9,0,,,,,,,,,,
18640109,1400,Z,0,,,,,,,,,,,,
18640110,800,ZO,0,36,0,,,,,,,,,,
18640110,1400,Z,0,,,,,,,,,,,,
18640111,800,ZO,0,77,0,,,,,,,,,,
18640111,1400,ZZO,0,,,,,,,,,,,,
18640112,800,ZO,0,65,0,,,,,,,,,,
18640112,1400,ZZO,0,,,,,,,,,,,,
18640113,800,Z,0,83,0,,,,,,,,,,
18640113,1400,Z,0,,,,,,,,,,,,
18640114,800,Z,0,83,0,,,,,,,,,,
18640114,1400,Z,0,,,,,,,,,,,,
18640115,800,Z,0,92,0,,,,,,,,,,
18640115,1400,Z,0,,,,,,,,,,,,
18640116,800,OZO,0,118,0,,,,,,,,,,
18640116,1400,OZO,0,,,,,,,,,,,,
18640117,800,OZO,0,59,0,,,,,,,,,,
18640117,1400,ZO,0,,,,,,,,,,,,
18640118,800,ZZO,0,48,0,,,,,,,,,,
18640118,1400,Z,0,,,,,,,,,,,,
18640119,800,ZW,0,71,0,,,,,,,,,,
18640119,1400,ZZW,0,,,,,,,,,,,,
18640120,800,ZW,0,98,0,,,,,,,,,,
18640120,1400,Z,0,,,,,,,,,,,,
18640121,800,ZW,0,34,0,,,,,,,,,,
18640121,1400,ZW,0,,,,,,,,,,,,
18640122,800,ZW,0,-14,0,,,,,,,,,,
18640122,1400,WZW,0,,,,,,,,,,,,
18640123,800,ZW,0,-44,0,,,,,,,,,,
18640123,1400,W,0,,,,,,,,,,,,
18640124,800,W,0,31,0,,,,,,,,,,
18640124,1400,WNW,0,,,,,,,,,,,,
18640125,800,WZW,0,85,0,,,,,,,,,,
18640125,1400,W,0,,,,,,,,,,,,
18640126,800,ZW,0,96,0,,,,,,,,,,
18640126,1400,WZW,0,,,,,,,,,,,,
18640127,800,ZW,0,24,0,,,,,,,,,,
18640127,1400,ZW,0,,,,,,,,,,,,
18640128,800,W,0,-23,0,,,,,,,,,,
18640128,1400,W,0,,,,,,,,,,,,
18640129,800,NNO,0,64,0,,,,,,,,,,
18640129,1400,ONO,0,,,,,,,,,,,,
18640130,800,ONO,0,96,0,,,,,,,,,,
18640130,1400,ZO,0,,,,,,,,,,,,
18640131,800,ZZO,0,114,0,,,,,,,,,,
18640131,1400,Z,0,,,,,,,,,,,,
18640201,800,ZZW,0,81,0,,,,,,,,,,
18640201,1400,ZW,0,,,,,,,,,,,,
18640202,800,ZW,0,58,0,,,,,,,,,,
18640202,1400,ZW,0,,,,,,,,,,,,
18640203,800,WZW,0,20,0,,,,,,,,,,
18640203,1400,ZW,0,,,,,,,,,,,,
18640204,800,W,0,0,0,,,,,,,,,,
18640204,1400,WNW,0,,,,,,,,,,,,
18640205,800,WNW,0,10,0,,,,,,,,,,
18640205,1400,NW,0,,,,,,,,,,,,
18640206,800,N,0,7,0,,,,,,,,,,
18640206,1400,N,0,,,,,,,,,,,,
18640207,800,NO,0,-19,0,,,,,,,,,,
18640207,1400,NNO,0,,,,,,,,,,,,
18640208,800,WZW,0,-65,0,,,,,,,,,,
18640208,1400,WZW,0,,,,,,,,,,,,
18640209,800,ZW,0,-119,0,,,,,,,,,,
18640209,1400,ZO,0,,,,,,,,,,,,
18640210,800,W,0,-161,0,,,,,,,,,,
18640210,1400,NW,0,,,,,,,,,,,,
18640211,800,W,0,-69,0,,,,,,,,,,
18640211,1400,W,0,,,,,,,,,,,,
18640212,800,Z,0,-76,0,,,,,,,,,,
18640212,1400,Z,0,,,,,,,,,,,,
18640213,800,ZW,0,-39,0,,,,,,,,,,
18640213,1400,ZW,0,,,,,,,,,,,,
18640214,800,WZW,0,91,0,,,,,,,,,,
18640214,1400,WZW,0,,,,,,,,,,,,
18640215,800,ZW,0,10,0,,,,,,,,,,
18640215,1400,ZW,0,,,,,,,,,,,,
18640216,800,WZW,0,-57,0,,,,,,,,,,
18640216,1400,W,0,,,,,,,,,,,,
18640217,800,WNW,0,-64,0,,,,,,,,,,
18640217,1400,NW,0,,,,,,,,,,,,
18640218,800,NNO,0,39,0,,,,,,,,,,
18640218,1400,NO,0,,,,,,,,,,,,
18640219,800,NO,0,80,0,,,,,,,,,,
18640219,1400,O,0,,,,,,,,,,,,
18640220,800,O,0,21,0,,,,,,,,,,
18640220,1400,O,0,,,,,,,,,,,,
18640221,800,NO,0,-86,0,,,,,,,,,,
18640221,1400,O,0,,,,,,,,,,,,
18640222,800,NNO,0,-62,0,,,,,,,,,,
18640222,1400,NW,0,,,,,,,,,,,,
18640223,800,ONO,0,-10,0,,,,,,,,,,
18640223,1400,O,0,,,,,,,,,,,,
18640224,800,NO,0,-19,0,,,,,,,,,,
18640224,1400,N,0,,,,,,,,,,,,
18640225,800,O,0,-8,0,,,,,,,,,,
18640225,1400,O,0,,,,,,,,,,,,
18640226,800,O,0,-11,0,,,,,,,,,,
18640226,1400,O,0,,,,,,,,,,,,
18640227,800,NO,0,-55,0,,,,,,,,,,
18640227,1400,ONO,0,,,,,,,,,,,,
18640228,800,ZZO,0,-62,0,,,,,,,,,,
18640228,1400,ZO,0,,,,,,,,,,,,
18640229,800,ONO,0,-77,0,,,,,,,,,,
18640229,1400,OZO,0,,,,,,,,,,,,
18640301,800,Z,0,-35,0,,,,,,,,,,
18640301,1400,ZO,0,,,,,,,,,,,,
18640302,800,ZW,0,-65,0,,,,,,,,,,
18640302,1400,WZW,0,,,,,,,,,,,,
18640303,800,ZW,0,-60,0,,,,,,,,,,
18640303,1400,ZW,0,,,,,,,,,,,,
18640304,800,WZW,0,-105,0,,,,,,,,,,
18640304,1400,W,0,,,,,,,,,,,,
18640305,800,O,0,-122,0,,,,,,,,,,
18640305,1400,O,0,,,,,,,,,,,,
18640306,800,ZO,0,-220,0,,,,,,,,,,
18640306,1400,W,0,,,,,,,,,,,,
18640307,800,ZW,0,-210,0,,,,,,,,,,
18640307,1400,W,0,,,,,,,,,,,,
18640308,800,ZW,0,-208,0,,,,,,,,,,
18640308,1400,W,0,,,,,,,,,,,,
18640309,800,O,0,-229,0,,,,,,,,,,
18640309,1400,ZW,0,,,,,,,,,,,,
18640310,800,WNW,0,-115,0,,,,,,,,,,
18640310,1400,W,0,,,,,,,,,,,,
18640311,800,WZW,0,-61,0,,,,,,,,,,
18640311,1400,ZW,0,,,,,,,,,,,,
18640312,800,W,0,-36,0,,,,,,,,,,
18640312,1400,WNW,0,,,,,,,,,,,,
18640313,800,W,0,51,0,,,,,,,,,,
18640313,1400,WNW,0,,,,,,,,,,,,
18640314,800,W,0,3,0,,,,,,,,,,
18640314,1400,W,0,,,,,,,,,,,,
18640315,800,W,0,-48,0,,,,,,,,,,
18640315,1400,W,0,,,,,,,,,,,,
18640316,800,NW,0,8,0,,,,,,,,,,
18640316,1400,NNO,0,,,,,,,,,,,,
18640317,800,O,0,61,0,,,,,,,,,,
18640317,1400,ZO,0,,,,,,,,,,,,
18640318,800,ZO,0,-18,0,,,,,,,,,,
18640318,1400,ZO,0,,,,,,,,,,,,
18640319,800,ZO,0,-65,0,,,,,,,,,,
18640319,1400,ZO,0,,,,,,,,,,,,
18640320,800,ZO,0,-83,0,,,,,,,,,,
18640320,1400,O,0,,,,,,,,,,,,
18640321,800,O,0,-92,0,,,,,,,,,,
18640321,1400,O,0,,,,,,,,,,,,
18640322,800,ONO,0,-99,0,,,,,,,,,,
18640322,1400,O,0,,,,,,,,,,,,
18640323,800,NO,0,-51,0,,,,,,,,,,
18640323,1400,ONO,0,,,,,,,,,,,,
18640324,800,NNO,0,-2,0,,,,,,,,,,
18640324,1400,NO,0,,,,,,,,,,,,
18640325,800,O,0,-61,0,,,,,,,,,,
18640325,1400,ZO,0,,,,,,,,,,,,
18640326,800,ZO,0,-133,0,,,,,,,,,,
18640326,1400,Z,0,,,,,,,,,,,,
18640327,800,N,0,-152,0,,,,,,,,,,
18640327,1400,NNO,0,,,,,,,,,,,,
18640328,800,W,0,-166,0,,,,,,,,,,
18640328,1400,W,0,,,,,,,,,,,,
18640329,800,W,0,-256,0,,,,,,,,,,
18640329,1400,NW,0,,,,,,,,,,,,
18640330,800,N,0,-131,0,,,,,,,,,,
18640330,1400,NW,0,,,,,,,,,,,,
18640331,800,WZW,0,-40,0,,,,,,,,,,
18640331,1400,W,0,,,,,,,,,,,,
18640401,800,W,0,-79,0,,,,,,,,,,
18640401,1400,WNW,0,,,,,,,,,,,,
18640402,800,NW,0,-53,0,,,,,,,,,,
18640402,1400,NW,0,,,,,,,,,,,,
18640403,800,W,0,2,0,,,,,,,,,,
18640403,1400,W,0,,,,,,,,,,,,
18640404,800,WNW,0,-45,0,,,,,,,,,,
18640404,1400,WNW,0,,,,,,,,,,,,
18640405,800,N,0,59,0,,,,,,,,,,
