Slijk Ewijk(116_G) "51:53:10" NB "5:47:23" OL     8.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,TD,Q_TD,T,Q_T,U,Q_U,RD,Q_RD
19070124,1400,O,2,1,2,6,0,-66,1,-54,0,65,0,,
19070124,1900,O,2,1,2,6,0,-80,1,-75,0,79,0,,
19070125,800,C,2,C,2,4,0,-75,1,-72,0,86,0,,
19070125,1400,ZO,2,2,2,6,0,-25,1,-7,0,64,0,,
19070125,1900,ZW,2,1,2,7,0,-25,1,-18,0,84,0,,
19070126,800,NW,2,1,2,5,0,-32,1,-30,0,93,0,,
19070126,1400,NW,2,2,2,2,0,-17,1,-2,0,71,0,,
19070126,1900,N,2,1,2,0,0,-49,1,-46,0,89,0,,
19070127,800,W,2,1,2,7,0,-57,1,-57,0,95,0,,
19070127,1400,W,2,4,2,8,0,-2,0,8,0,82,0,,
19070127,1900,W,2,3,2,8,0,-27,0,-23,0,92,0,,
19070128,800,W,2,4,2,8,0,8,0,18,0,82,0,,
19070128,1400,W,2,6,2,9,0,42,0,49,0,89,0,,
19070128,1900,W,2,7,2,10,0,35,0,44,0,85,0,,
19070129,800,W,2,7,2,8,0,15,0,24,0,84,0,,
19070129,1400,W,2,8,2,7,0,18,0,38,0,67,0,,
19070129,1900,W,2,8,2,9,0,4,0,8,0,92,0,,
19070130,800,W,2,7,2,10,0,3,0,6,0,94,0,,
19070130,1400,NW,2,4,2,9,0,22,0,36,0,77,0,,
19070130,1900,NW,2,4,2,8,0,3,0,9,0,89,0,,
19070131,800,NW,2,1,2,10,0,-7,0,-5,0,96,0,,
19070131,1400,NW,2,1,2,7,0,0,0,14,0,74,0,,
19070131,1900,N,2,4,2,5,0,-20,0,-10,0,80,0,,
19070201,800,N,2,1,2,7,0,-44,1,-40,0,87,0,,
19070201,1400,N,2,5,2,6,0,-40,1,-22,0,60,0,,
19070201,1900,N,2,1,2,0,0,-59,1,-55,0,85,0,,
19070202,800,NO,2,2,2,10,0,-57,1,-52,0,83,0,,
19070202,1400,NO,2,2,2,5,0,-42,1,-30,0,71,0,,
19070202,1900,NO,2,2,2,0,0,-67,1,-61,0,79,0,,
19070203,800,N,2,2,2,10,0,-42,1,-38,0,87,0,,
19070203,1400,NO,2,1,2,9,0,-7,0,0,0,87,0,,
19070203,1900,NO,2,1,2,10,0,-20,0,-12,0,84,0,,
19070204,800,C,2,C,2,10,0,-29,1,-26,0,91,0,,
19070204,1400,NW,2,1,2,10,0,-7,0,2,0,90,0,,
19070204,1900,NW,2,1,2,8,0,-27,0,-23,0,92,0,,
19070205,800,C,2,C,2,10,0,-18,0,-18,0,100,0,,
19070205,1400,N,2,1,2,7,0,-13,0,2,0,73,0,,
19070205,1900,N,2,1,2,6,0,-27,0,-22,0,89,0,,
19070206,800,NO,2,6,2,0,0,-48,1,-45,0,89,0,,
19070206,1400,NO,2,4,2,4,0,-18,1,-5,0,74,0,,
19070206,1900,C,2,C,2,0,0,-72,1,-68,0,83,0,,
19070207,800,O,2,1,2,8,0,-74,1,-72,0,88,0,,
19070207,1400,ZO,2,3,2,8,0,-20,1,-12,0,83,0,,
19070207,1900,ZO,2,2,2,4,0,-57,1,-52,0,83,0,,
19070208,800,ZO,2,2,2,4,0,-90,1,-88,0,86,0,,
19070208,1400,ZO,2,3,2,5,0,-19,1,-6,0,74,0,,
19070208,1900,ZO,2,1,2,3,0,-56,1,-52,0,86,0,,
19070209,800,ZO,2,3,2,4,0,-70,1,-67,0,86,0,,
19070209,1400,Z,2,4,2,7,0,-10,1,-2,0,84,0,,
19070209,1900,Z,2,4,2,5,0,-37,1,-32,0,86,0,,
19070210,800,ZO,2,3,2,10,0,-30,1,-25,0,87,0,,
19070210,1400,ZO,2,2,2,10,0,1,0,16,0,73,0,,
19070210,1900,ZO,2,1,2,10,0,-2,0,5,0,87,0,,
19070211,800,ZO,2,5,2,10,0,-5,0,0,0,90,0,,
19070211,1400,Z,2,6,2,7,0,38,0,50,0,81,0,,
19070211,1900,Z,2,3,2,10,0,2,0,5,0,94,0,,
19070212,800,ZW,2,3,2,8,0,-10,0,-10,0,100,0,,
19070212,1400,Z,2,6,2,9,0,15,0,32,0,71,0,,
19070212,1900,ZO,2,7,2,10,0,5,0,8,0,94,0,,
19070213,800,Z,2,7,2,10,0,25,0,32,0,89,0,,
19070213,1400,Z,2,4,2,10,0,50,0,57,0,90,0,,
19070213,1900,Z,2,1,2,10,0,28,0,30,0,96,0,,
19070214,800,N,2,7,2,10,0,-8,0,0,0,85,0,,
19070214,1400,N,2,5,2,10,0,-7,0,7,0,75,0,,
19070214,1900,N,2,2,2,0,0,-20,0,-12,0,84,0,,
19070215,800,ZO,2,1,2,6,0,-27,0,-22,0,89,0,,
19070215,1400,Z,2,5,2,8,0,15,0,31,0,73,0,,
19070215,1900,Z,2,5,2,10,0,3,0,10,0,87,0,,
19070216,800,W,2,4,2,10,0,26,0,32,0,90,0,,
19070216,1400,NW,2,2,2,7,0,52,0,65,0,81,0,,
19070216,1900,NW,2,1,2,0,0,5,0,8,0,94,0,,
19070217,800,W,2,7,2,10,0,35,0,42,0,89,0,,
19070217,1400,W,2,9,2,10,0,58,0,75,0,76,0,,
19070217,1900,W,2,7,2,6,0,33,0,45,0,81,0,,
19070218,800,ZW,2,1,2,7,0,0,0,2,0,96,0,,
19070218,1400,ZW,2,4,2,10,0,42,0,50,0,87,0,,
19070218,1900,ZW,2,7,2,10,0,53,0,58,0,93,0,,
19070219,800,ZW,2,2,2,8,0,35,0,37,0,97,0,,
19070219,1400,ZW,2,7,2,7,0,60,0,82,0,70,0,,
19070219,1900,ZW,2,8,2,10,0,43,0,50,0,89,0,,
19070220,800,W,2,8,2,10,0,10,0,13,0,94,0,,
19070220,1400,ZW,2,10,2,10,0,20,0,42,0,65,0,,
19070220,1900,ZW,2,9,2,10,0,14,0,35,0,65,0,,
19070221,800,W,2,8,2,10,0,15,0,31,0,73,0,,
19070221,1400,W,2,7,2,8,0,12,0,30,0,69,0,,
19070221,1900,W,2,6,2,6,0,5,0,16,0,80,0,,
19070222,800,W,2,7,2,8,0,-6,0,-2,0,92,0,,
19070222,1400,W,2,7,2,8,0,3,0,13,0,82,0,,
19070222,1900,W,2,5,2,5,0,-12,0,-8,0,92,0,,
19070223,800,W,2,3,2,3,0,-19,0,-12,0,86,0,,
19070223,1400,NW,2,3,2,9,0,18,0,35,0,72,0,,
19070223,1900,NW,2,6,2,6,0,-5,0,3,0,85,0,,
19070224,800,W,2,2,2,9,0,-4,0,7,0,80,0,,
19070224,1400,W,2,6,2,10,0,9,0,27,0,69,0,,
19070224,1900,W,2,7,2,10,0,0,0,5,0,90,0,,
19070225,800,NW,2,3,2,10,0,35,0,42,0,89,0,,
19070225,1400,NW,2,5,2,10,0,43,0,63,0,71,0,,
19070225,1900,NW,2,2,2,10,0,38,0,45,0,89,0,,
19070226,800,W,2,1,2,10,0,43,0,50,0,89,0,,
19070226,1400,W,2,6,2,10,0,42,0,48,0,90,0,,
19070226,1900,W,2,4,2,10,0,39,0,45,0,90,0,,
19070227,800,W,2,2,2,10,0,35,0,41,0,90,0,,
19070227,1400,W,2,2,2,10,0,70,0,84,0,81,0,,
19070227,1900,W,2,1,2,7,0,52,0,57,0,93,0,,
19070228,800,NW,2,1,2,10,0,41,0,44,0,96,0,,
19070228,1400,NW,2,2,2,10,0,58,0,70,0,82,0,,
19070228,1900,NW,2,3,2,10,0,32,0,35,0,95,0,,
19070301,800,W,2,2,2,10,0,30,0,35,0,92,0,,
19070301,1400,W,2,1,2,10,0,60,0,72,0,83,0,,
19070301,1900,W,2,1,2,6,0,16,0,20,0,93,0,,
19070302,800,ZW,2,1,2,10,0,23,0,28,0,91,0,,
19070302,1400,ZW,2,1,2,7,0,50,0,66,0,77,0,,
19070302,1900,C,2,C,2,5,0,25,0,32,0,89,0,,
19070303,800,N,2,2,2,10,0,12,0,14,0,96,0,,
19070303,1400,NO,2,4,2,10,0,20,0,30,0,83,0,,
19070303,1900,O,2,1,2,0,0,10,0,25,0,74,0,,
19070304,800,O,2,3,2,0,0,-7,0,0,0,87,0,,
19070304,1400,O,2,6,2,0,0,26,0,57,0,54,0,,
19070304,1900,O,2,4,2,0,0,6,0,20,0,75,0,,
19070305,800,ZO,2,4,2,0,0,0,0,16,0,71,0,,
19070305,1400,Z,2,3,2,0,0,42,0,72,0,58,0,,
19070305,1900,Z,2,1,2,0,0,21,0,29,0,86,0,,
19070306,800,ZW,2,1,2,10,0,20,0,25,0,91,0,,
19070306,1400,ZW,2,1,2,10,0,25,0,32,0,89,0,,
19070306,1900,ZW,2,1,2,3,0,13,0,18,0,91,0,,
19070307,800,NW,2,2,2,10,0,-6,0,-2,0,92,0,,
19070307,1400,NW,2,4,2,10,0,20,0,27,0,87,0,,
19070307,1900,W,2,6,2,7,0,18,0,25,0,87,0,,
19070308,800,W,2,5,2,10,0,49,0,55,0,91,0,,
19070308,1400,W,2,6,2,10,0,50,0,71,0,70,0,,
19070308,1900,NW,2,5,2,10,0,8,0,12,0,92,0,,
19070309,800,W,2,4,2,4,0,-5,0,3,0,85,0,,
19070309,1400,NW,2,7,2,8,0,13,0,44,0,51,0,,
19070309,1900,NW,2,4,2,5,0,0,0,14,0,74,0,,
19070310,800,ZO,2,2,2,10,0,-7,0,-4,0,94,0,,
19070310,1400,ZW,2,1,2,10,0,18,0,24,0,89,0,,
19070310,1900,ZW,2,1,2,10,0,6,0,9,0,94,0,,
19070311,800,O,2,1,2,4,0,-28,0,-20,0,84,0,,
19070311,1400,O,2,6,2,6,0,-5,0,25,0,52,0,,
19070311,1900,O,2,4,2,7,0,-17,0,2,0,72,0,,
19070312,800,N,2,2,2,5,0,3,0,10,0,87,0,,
19070312,1400,NW,2,5,2,7,0,22,0,48,0,59,0,,
19070312,1900,NW,2,1,2,7,0,3,0,10,0,87,0,,
19070313,800,ZW,2,6,2,10,0,5,0,10,0,90,0,,
19070313,1400,W,2,7,2,7,0,44,0,68,0,66,0,,
19070313,1900,W,2,7,2,8,0,21,0,31,0,83,0,,
19070314,800,W,2,5,2,8,0,10,0,18,0,85,0,,
19070314,1400,NW,2,6,2,10,0,10,0,20,0,82,0,,
19070314,1900,W,2,6,2,7,0,8,0,12,0,96,0,,
19070315,800,ZW,2,1,2,10,0,3,0,10,0,87,0,,
19070315,1400,ZW,2,3,2,10,0,23,0,27,0,93,0,,
19070315,1900,ZW,2,2,2,10,0,54,0,60,0,91,0,,
19070316,800,ZW,2,6,2,10,0,67,0,75,0,89,0,,
19070316,1400,ZW,2,7,2,10,0,76,0,98,0,71,0,,
19070316,1900,ZW,2,6,2,10,0,63,0,80,0,76,0,,
19070317,800,Z,2,7,2,10,0,63,0,69,0,91,0,,
19070317,1400,W,2,8,2,7,0,71,0,108,0,55,0,,
19070317,1900,W,2,1,2,0,0,32,0,45,0,79,0,,
19070318,800,ZW,2,7,2,10,0,57,0,64,0,90,0,,
19070318,1400,W,2,8,2,10,0,97,0,117,0,76,0,,
19070318,1900,W,2,7,2,8,0,56,0,77,0,77,0,,
19070319,800,W,2,6,2,2,0,36,0,52,0,75,0,,
19070319,1400,W,2,8,2,7,0,45,0,80,0,54,0,,
19070319,1900,ZW,2,8,2,10,0,51,0,69,0,74,0,,
19070320,800,W,2,8,2,8,0,45,0,64,0,72,0,,
19070320,1400,NW,2,9,2,8,0,53,0,92,0,50,0,,
19070320,1900,NW,2,9,2,10,0,39,0,51,0,82,0,,
19070321,800,W,2,2,2,5,0,33,0,52,0,71,0,,
19070321,1400,NW,2,4,2,7,0,43,0,83,0,48,0,,
19070321,1900,W,2,3,2,0,0,30,0,45,0,76,0,,
19070322,800,ZW,2,6,2,4,0,35,0,53,0,72,0,,
19070322,1400,W,2,5,2,10,0,54,0,64,0,86,0,,
19070322,1900,NW,2,2,2,5,0,30,0,43,0,79,0,,
19070323,800,NW,2,4,2,10,0,35,0,47,0,81,0,,
19070323,1400,NW,2,6,2,7,0,40,0,77,0,50,0,,
19070323,1900,NW,2,5,2,9,0,24,0,36,0,80,0,,
19070324,800,N,2,2,2,0,0,8,0,22,0,75,0,,
19070324,1400,N,2,2,2,4,0,37,0,67,0,57,0,,
19070324,1900,N,2,1,2,0,0,18,0,30,0,79,0,,
19070325,800,N,2,1,2,10,0,15,0,22,0,87,0,,
19070325,1400,W,2,1,2,10,0,61,0,90,0,62,0,,
19070325,1900,C,2,C,2,10,0,63,0,72,0,87,0,,
19070326,800,ZW,2,1,2,10,0,37,0,42,0,92,0,,
19070326,1400,W,2,2,2,8,0,93,0,118,0,71,0,,
19070326,1900,ZW,2,3,2,4,0,58,0,70,0,82,0,,
19070327,800,NO,2,1,2,0,0,31,0,42,0,82,0,,
19070327,1400,O,2,2,2,3,0,84,0,137,0,43,0,,
19070327,1900,O,2,1,2,2,0,61,0,90,0,62,0,,
19070328,800,O,2,3,2,3,0,45,0,54,0,86,0,,
19070328,1400,O,2,1,2,1,0,103,0,147,0,53,0,,
19070328,1900,O,2,1,2,0,0,89,0,108,0,76,0,,
19070329,800,O,2,2,2,0,0,64,0,80,0,78,0,,
19070329,1400,O,2,3,2,0,0,95,0,164,0,34,0,,
19070329,1900,C,2,C,2,0,0,80,0,108,0,65,0,,
19070330,800,O,2,3,2,2,0,67,0,84,0,77,0,,
19070330,1400,O,2,4,2,0,0,110,0,178,0,37,0,,
19070330,1900,O,2,1,2,3,0,88,0,134,0,50,0,,
19070331,800,O,2,2,2,1,0,48,0,60,0,82,0,,
19070331,1400,O,2,4,2,0,0,98,0,155,0,47,0,,
19070331,1900,O,2,1,2,2,0,84,0,125,0,53,0,,
19070401,800,O,2,4,2,5,0,42,0,53,0,83,0,,
19070401,1400,O,2,3,2,3,0,109,0,159,0,50,0,,
19070401,1900,O,2,2,2,5,0,88,0,134,0,50,0,,
19070402,800,O,2,5,2,4,0,75,0,111,0,57,0,,
19070402,1400,O,2,4,2,2,0,93,0,169,0,29,0,,
19070402,1900,O,2,2,2,4,0,73,0,113,0,52,0,,
19070403,800,ZO,2,6,2,6,0,72,0,110,0,54,0,,
19070403,1400,ZO,2,5,2,3,0,115,0,181,0,40,0,,
19070403,1900,ZO,2,3,2,7,0,88,0,130,0,53,0,,
19070404,800,ZO,2,2,2,7,0,42,0,58,0,76,0,,
19070404,1400,ZO,2,2,2,4,0,108,0,167,0,37,0,,
19070404,1900,O,2,1,2,0,0,76,0,102,0,67,0,,
19070405,800,O,2,3,2,0,0,53,0,70,0,68,0,,
19070405,1400,ZO,2,2,2,7,0,98,0,147,0,50,0,,
19070405,1900,ZW,2,1,2,6,0,73,0,83,0,87,0,,
19070406,800,Z,2,5,2,6,0,68,0,82,0,81,0,,
19070406,1400,ZW,2,7,2,8,0,106,0,160,0,46,0,,
19070406,1900,ZW,2,5,2,10,0,75,0,89,0,81,0,,
19070407,800,Z,2,4,2,8,0,63,0,77,0,80,0,,
19070407,1400,ZW,2,6,2,7,0,80,0,100,0,74,0,,
19070407,1900,ZW,2,5,2,10,0,48,0,61,0,81,0,,
19070408,800,ZW,2,5,2,9,0,52,0,64,0,83,0,,
19070408,1400,ZW,2,4,2,9,0,81,0,110,0,64,0,,
19070408,1900,ZW,2,3,2,10,0,63,0,78,0,79,0,,
19070409,800,Z,2,4,2,10,0,74,0,90,0,78,0,,
19070409,1400,Z,2,6,2,8,0,87,0,117,0,64,0,,
19070409,1900,ZO,2,6,2,9,0,65,0,82,0,77,0,,
19070410,800,ZO,2,2,2,4,0,60,0,85,0,66,0,,
19070410,1400,O,2,7,2,8,0,82,0,114,0,61,0,,
19070410,1900,O,2,2,2,10,0,63,0,77,0,80,0,,
19070411,800,O,2,4,2,10,0,38,0,50,0,81,0,,
19070411,1400,O,2,4,2,10,0,48,0,70,0,69,0,,
19070411,1900,O,2,5,2,10,0,44,0,63,0,72,0,,
19070412,800,O,2,6,2,3,0,51,0,70,0,72,0,,
19070412,1400,O,2,7,2,3,0,82,0,130,0,47,0,,
19070412,1900,O,2,6,2,8,0,57,0,82,0,66,0,,
19070413,800,NO,2,4,2,10,0,40,0,58,0,73,0,,
19070413,1400,O,2,3,2,10,0,87,0,125,0,57,0,,
19070413,1900,O,2,1,2,10,0,76,0,100,0,69,0,,
19070414,800,O,2,3,2,3,0,44,0,68,0,66,0,,
19070414,1400,O,2,5,2,5,0,66,0,114,0,43,0,,
19070414,1900,O,2,3,2,7,0,65,0,78,0,82,0,,
19070415,800,O,2,4,2,5,0,56,0,70,0,79,0,,
19070415,1400,O,2,3,2,6,0,100,0,162,0,40,0,,
19070415,1900,O,2,1,2,8,0,73,0,98,0,78,0,,
19070416,800,O,2,3,2,10,0,65,0,85,0,73,0,,
19070416,1400,O,2,5,2,9,0,79,0,134,0,41,0,,
19070416,1900,O,2,2,2,9,0,67,0,103,0,55,0,,
19070417,800,N,2,4,2,10,0,57,0,70,0,81,0,,
19070417,1400,N,2,6,2,8,0,69,0,101,0,43,0,,
19070417,1900,N,2,4,2,8,0,41,0,53,0,82,0,,
19070418,800,NW,2,5,2,8,0,33,0,58,0,63,0,,
19070418,1400,NW,2,7,2,8,0,43,0,71,0,61,0,,
19070418,1900,NW,2,2,2,7,0,17,0,34,0,71,0,,
19070419,800,NW,2,2,2,10,0,20,0,32,0,80,0,,
19070419,1400,NW,2,5,2,8,0,38,0,69,0,56,0,,
19070419,1900,NW,2,3,2,7,0,25,0,38,0,78,0,,
19070420,800,NW,2,1,2,5,0,21,0,52,0,51,0,,
19070420,1400,NW,2,2,2,6,0,65,0,112,0,44,0,,
19070420,1900,N,2,1,2,6,0,44,0,69,0,65,0,,
19070421,800,ZW,2,3,2,9,0,61,0,98,0,53,0,,
19070421,1400,ZW,2,7,2,9,0,88,0,152,0,36,0,,
19070421,1900,ZW,2,3,2,10,0,84,0,114,0,64,0,,
19070422,800,NW,2,4,2,10,0,82,0,94,0,84,0,,
19070422,1400,NW,2,5,2,6,0,84,0,132,0,47,0,,
19070422,1900,W,2,1,2,5,0,52,0,75,0,68,0,,
19070423,800,ZW,2,6,2,10,0,71,0,90,0,74,0,,
19070423,1400,ZW,2,7,2,10,0,116,0,148,0,66,0,,
19070423,1900,ZW,2,4,2,10,0,98,0,110,0,85,0,,
19070424,800,ZW,2,2,2,10,0,110,0,116,0,94,0,,
19070424,1400,W,2,6,2,8,0,119,0,147,0,70,0,,
19070424,1900,NW,2,1,2,4,0,73,0,98,0,68,0,,
19070425,800,ZW,2,2,2,10,0,68,0,78,0,86,0,,
19070425,1400,NW,2,3,2,10,0,72,0,93,0,72,0,,
19070425,1900,NW,2,1,2,4,0,42,0,62,0,71,0,,
19070426,800,NW,2,1,2,7,0,73,0,84,0,86,0,,
19070426,1400,W,2,2,2,10,0,62,0,106,0,46,0,,
19070426,1900,NW,2,4,2,10,0,32,0,64,0,54,0,,
19070427,800,N,2,3,2,5,0,24,0,60,0,47,0,,
19070427,1400,NW,2,5,2,7,0,45,0,84,0,49,0,,
19070427,1900,NW,2,1,2,7,0,18,0,42,0,62,0,,
19070428,800,W,2,4,2,7,0,50,0,71,0,70,0,,
19070428,1400,W,2,3,2,8,0,68,0,103,0,57,0,,
19070428,1900,NW,2,1,2,7,0,38,0,54,0,75,0,,
19070429,800,ZW,2,3,2,10,0,51,0,65,0,80,0,,
19070429,1400,ZW,2,5,2,10,0,71,0,106,0,57,0,,
19070429,1900,ZW,2,3,2,10,0,50,0,58,0,88,0,,
19070430,800,ZW,2,4,2,8,0,80,0,101,0,73,0,,
19070430,1400,ZW,2,6,2,8,0,90,0,124,0,61,0,,
19070430,1900,W,2,2,2,10,0,63,0,72,0,87,0,,
19070501,800,W,2,7,2,10,0,47,0,54,0,89,0,,
19070501,1400,W,2,7,2,10,0,41,0,49,0,87,0,,
19070501,1900,W,2,2,2,9,0,46,0,54,0,87,0,,
19070502,800,ZW,2,8,2,10,0,48,0,70,0,69,0,,
19070502,1400,ZW,2,8,2,10,0,48,0,60,0,82,0,,
19070502,1900,ZW,2,7,2,9,0,63,0,74,0,87,0,,
19070503,800,ZW,2,8,2,8,0,70,0,93,0,70,0,,
19070503,1400,ZW,2,7,2,8,0,83,0,122,0,55,0,,
19070503,1900,ZW,2,5,2,10,0,73,0,93,0,74,0,,
19070504,800,W,2,9,2,7,0,73,0,103,0,63,0,,
19070504,1400,W,2,8,2,6,0,92,0,131,0,56,0,,
19070504,1900,W,2,4,2,5,0,73,0,98,0,68,0,,
19070505,800,ZW,2,2,2,4,0,116,0,144,0,70,0,,
19070505,1400,O,2,5,2,7,0,128,0,175,0,55,0,,
19070505,1900,O,2,1,2,10,0,140,0,172,0,68,0,,
19070506,800,O,2,3,2,8,0,143,0,182,0,63,0,,
19070506,1400,Z,2,1,2,8,0,173,0,232,0,53,0,,
19070506,1900,Z,2,1,2,9,0,150,0,183,0,68,0,,
19070507,800,ZW,2,2,2,10,0,146,0,164,0,81,0,,
19070507,1400,ZW,2,7,2,9,0,118,0,180,0,42,0,,
19070507,1900,ZW,2,3,2,3,0,97,0,122,0,71,0,,
19070508,800,O,2,3,2,2,0,134,0,170,0,57,0,,
19070508,1400,ZO,2,4,2,8,0,149,0,226,0,39,0,,
19070508,1900,ZW,2,1,2,10,0,120,0,145,0,73,0,,
19070509,800,ZW,2,4,2,4,0,136,0,167,0,69,0,,
19070509,1400,ZW,2,4,2,7,0,144,0,203,0,49,0,,
19070509,1900,C,2,C,2,8,0,132,0,167,0,67,0,,
19070510,800,ZO,2,3,2,4,0,152,0,201,0,55,0,,
19070510,1400,ZO,2,4,2,6,0,172,0,249,0,43,0,,
19070510,1900,C,2,C,2,4,0,149,0,187,0,60,0,,
19070511,800,Z,2,2,2,3,0,169,0,222,0,56,0,,
19070511,1400,Z,2,6,2,4,0,175,0,270,0,34,0,,
19070511,1900,Z,2,1,2,3,0,148,0,202,0,53,0,,
19070512,800,ZW,2,3,2,5,0,178,0,230,0,58,0,,
19070512,1400,C,2,C,2,3,0,188,0,292,0,32,0,,
19070512,1900,C,2,C,2,6,0,203,0,249,0,64,0,,
19070513,800,O,2,1,2,4,0,184,0,212,0,75,0,,
19070513,1400,ZW,2,4,2,7,0,197,0,296,0,35,0,,
19070513,1900,ZW,2,2,2,10,0,132,0,153,0,78,0,,
19070514,800,ZW,2,4,2,10,0,113,0,146,0,64,0,,
19070514,1400,ZW,2,4,2,8,0,138,0,176,0,63,0,,
19070514,1900,ZW,2,1,2,6,0,133,0,165,0,68,0,,
19070515,800,W,2,3,2,10,0,112,0,130,0,80,0,,
19070515,1400,W,2,3,2,10,0,116,0,150,0,64,0,,
19070515,1900,W,2,2,2,10,0,85,0,107,0,72,0,,
19070516,800,NW,2,1,2,10,0,80,0,95,0,80,0,,
19070516,1400,NW,2,4,2,8,0,93,0,134,0,55,0,,
19070516,1900,NW,2,1,2,10,0,77,0,94,0,78,0,,
19070517,800,NW,2,5,2,7,0,62,0,97,0,55,0,,
19070517,1400,NW,2,7,2,9,0,67,0,89,0,71,0,,
19070517,1900,NW,2,3,2,9,0,50,0,67,0,76,0,,
19070518,800,N,2,4,2,7,0,43,0,74,0,58,0,,
19070518,1400,N,2,5,2,8,0,50,0,76,0,64,0,,
19070518,1900,N,2,2,2,7,0,51,0,74,0,68,0,,
19070519,800,N,2,3,2,7,0,50,0,81,0,58,0,,
19070519,1400,N,2,1,2,8,0,63,0,117,0,38,0,,
19070519,1900,N,2,3,2,8,0,50,0,69,0,73,0,,
19070520,800,N,2,1,2,6,0,79,0,100,0,73,0,,
19070520,1400,N,2,3,2,8,0,73,0,128,0,39,0,,
19070520,1900,N,2,1,2,8,0,67,0,100,0,58,0,,
19070521,800,W,2,1,2,8,0,87,0,111,0,70,0,,
19070521,1400,W,2,4,2,7,0,101,0,154,0,46,0,,
19070521,1900,W,2,1,2,8,0,78,0,109,0,62,0,,
19070522,800,ZW,2,4,2,5,0,125,0,162,0,62,0,,
19070522,1400,ZW,2,4,2,7,0,153,0,202,0,56,0,,
19070522,1900,ZW,2,2,2,8,0,129,0,168,0,62,0,,
19070523,800,Z,2,3,2,7,0,148,0,172,0,76,0,,
19070523,1400,Z,2,4,2,6,0,177,0,244,0,49,0,,
19070523,1900,C,2,C,2,7,0,171,0,205,0,70,0,,
19070524,800,ZO,2,1,2,6,0,179,0,212,0,71,0,,
19070524,1400,W,2,3,2,10,0,163,0,184,0,80,0,,
19070524,1900,NW,2,1,2,7,0,151,0,178,0,73,0,,
19070525,800,ZW,2,1,2,4,0,171,0,197,0,76,0,,
19070525,1400,NO,2,2,2,5,0,170,0,240,0,46,0,,
19070525,1900,NO,2,2,2,6,0,165,0,207,0,63,0,,
19070526,800,NO,2,3,2,5,0,174,0,198,0,78,0,,
19070526,1400,NO,2,1,2,6,0,211,0,263,0,61,0,,
19070526,1900,W,2,3,2,9,0,193,0,223,0,74,0,,
19070527,800,N,2,3,2,10,0,108,0,132,0,73,0,,
19070527,1400,N,2,4,2,6,0,129,0,166,0,63,0,,
19070527,1900,N,2,3,2,9,0,105,0,128,0,74,0,,
19070528,800,N,2,2,2,10,0,87,0,104,0,78,0,,
19070528,1400,N,2,5,2,10,0,98,0,136,0,58,0,,
19070528,1900,N,2,5,2,3,0,75,0,118,0,49,0,,
19070529,800,NO,2,3,2,7,0,73,0,103,0,63,0,,
19070529,1400,NO,2,6,2,6,0,82,0,138,0,41,0,,
19070529,1900,NO,2,4,2,4,0,58,0,100,0,48,0,,
19070530,800,NO,2,5,2,5,0,71,0,110,0,53,0,,
19070530,1400,NO,2,7,2,4,0,93,0,150,0,42,0,,
19070530,1900,O,2,1,2,10,0,88,0,135,0,49,0,,
19070531,800,O,2,1,2,10,0,119,0,138,0,79,0,,
19070531,1400,C,2,C,2,10,0,162,0,215,0,55,0,,
19070531,1900,O,2,2,2,10,0,152,0,180,0,73,0,,
19070601,800,ZW,2,3,2,9,0,158,0,171,0,87,0,,
19070601,1400,ZW,2,4,2,8,0,162,0,208,0,60,0,,
19070601,1900,ZW,2,1,2,8,0,137,0,154,0,76,0,,
19070602,800,ZW,2,4,2,10,0,134,0,146,0,87,0,,
