Slijk Ewijk(116_G) "51:53:10" NB "5:47:23" OL     8.5 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 FFb  Windsnelheid  :   herstelde Bft schaal  (Bft). ;  FFb  Windspeed  :  restored Bft scale  (Bft).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 TD  Maximum Temp  :  Maximum temparatuur  (0.1 Celcius). ;  TD  Maximum Temp  :  Maximum temparature   (0.1 Celcius).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).

DATUM,tijd,DD,Q_DD,FFb,Q_FFb,N,Q_N,TD,Q_TD,T,Q_T,U,Q_U,RD,Q_RD
18740320,2400,,,,,,,,,,,,,9,0
18740321,2400,,,,,8,0,,,,,,,,
18740322,2400,,,,,,,,,,,,,28,0
18740323,2400,,,,,10,0,,,,,,,,
18740324,2400,,,,,,,,,,,,,10,0
18740325,2400,,,,,10,0,,,,,,,,
18740326,2400,,,,,5,0,,,,,,,,
18740327,2400,,,,,,,,,,,,,10,0
18740328,2400,,,,,,,,,,,,,30,0
18740329,2400,,,,,,,,,,,,,58,0
18740330,2400,,,,,,,,,,,,,10,0
18740331,2400,,,,,10,0,,,,,,,,
18740401,2400,,,,,,,,,,,,,115,0
18740402,2400,,,,,,,,,,,,,6,0
18740403,2400,,,,,,,,,,,,,3,0
18740404,2400,,,,,,,,,,,,,30,0
18740405,2400,,,,,8,0,,,,,,,,
18740406,2400,,,,,,,,,,,,,4,0
18740407,2400,,,,,8,0,,,,,,,,
18740408,2400,,,,,10,0,,,,,,,,
18740409,2400,,,,,,,,,,,,,6,0
18740410,2400,,,,,8,0,,,,,,,,
18740411,2400,,,,,,,,,,,,,6,0
18740412,2400,,,,,8,0,,,,,,,,
18740413,2400,,,,,8,0,,,,,,,,
18740414,2400,,,,,8,0,,,,,,,,
18740415,2400,,,,,10,0,,,,,,,,
18740416,2400,,,,,10,0,,,,,,,,
18740417,2400,,,,,8,0,,,,,,,,
18740418,2400,,,,,10,0,,,,,,,,
18740419,2400,,,,,8,0,,,,,,,,
18740420,2400,,,,,5,0,,,,,,,,
18740421,2400,,,,,2,0,,,,,,,,
18740422,2400,,,,,5,0,,,,,,,,
18740423,2400,,,,,2,0,,,,,,,,
18740424,2400,,,,,,,,,,,,,2,0
18740425,2400,,,,,10,0,,,,,,,,
18740426,2400,,,,,2,0,,,,,,,,
18740427,2400,,,,,2,0,,,,,,,,
18740428,2400,,,,,2,0,,,,,,,,
18740429,2400,,,,,2,0,,,,,,,,
18740430,2400,,,,,2,0,,,,,,,,
18740501,2400,,,,,8,0,,,,,,,,
18740502,2400,,,,,8,0,,,,,,,,
18740503,2400,,,,,10,0,,,,,,,,
18740504,2400,,,,,8,0,,,,,,,,
18740505,2400,,,,,,,,,,,,,21,0
18740506,2400,,,,,8,0,,,,,,,,
18740507,2400,,,,,,,,,,,,,90,0
18740508,2400,,,,,,,,,,,,,5,0
18740509,2400,,,,,8,0,,,,,,,,
18740510,2400,,,,,,,,,,,,,157,0
18740511,2400,,,,,8,0,,,,,,,,
18740512,2400,,,,,,,,,,,,,77,0
18740513,2400,,,,,10,0,,,,,,,26,0
18740514,2400,,,,,,,,,,,,,167,0
18740516,2400,,,,,8,0,,,,,,,26,0
18740517,2400,,,,,,,,,,,,,14,0
18740519,2400,,,,,5,0,,,,,,,,
18740520,2400,,,,,5,0,,,,,,,,
18740521,2400,,,,,2,0,,,,,,,,
18740522,2400,,,,,,,,,,,,,41,0
18740523,2400,,,,,,,,,,,,,143,0
18740524,2400,,,,,,,,,,,,,6,0
18740525,2400,,,,,5,0,,,,,,,,
18740526,2400,,,,,5,0,,,,,,,,
18740527,2400,,,,,2,0,,,,,,,,
18740528,2400,,,,,10,0,,,,,,,,
18740529,2400,,,,,8,0,,,,,,,,
18740530,2400,,,,,8,0,,,,,,,,
18740531,2400,,,,,0,0,,,,,,,,
18740601,800,,,,,,,,,189,0,,,,
18740601,1300,,,,,,,,,250,0,,,,
18740601,2000,,,,,,,,,233,0,,,,
18740601,2400,,,,,0,0,,,,,,,,
18740602,800,,,,,,,,,211,0,,,,
18740602,1300,,,,,,,,,266,0,,,,
18740602,2000,,,,,,,,,227,0,,,,
18740602,2400,,,,,,,,,,,,,30,0
18740603,800,,,,,,,,,200,0,,,,
18740603,1300,,,,,,,,,266,0,,,,
18740603,2000,,,,,,,,,205,0,,,,
18740603,2400,,,,,2,0,,,,,,,,
18740604,800,,,,,,,,,172,0,,,,
18740604,1300,,,,,,,,,216,0,,,,
18740604,2000,,,,,,,,,200,0,,,,
18740604,2400,,,,,5,0,,,,,,,,
18740605,800,,,,,,,,,166,0,,,,
18740605,1300,,,,,,,,,244,0,,,,
18740605,2000,,,,,,,,,200,0,,,,
18740605,2400,,,,,2,0,,,,,,,,
18740606,800,,,,,,,,,183,0,,,,
18740606,1300,,,,,,,,,239,0,,,,
18740606,2000,,,,,,,,,214,0,,,,
18740606,2400,,,,,2,0,,,,,,,,
18740607,800,,,,,,,,,175,0,,,,
18740607,1300,,,,,,,,,222,0,,,,
18740607,2000,,,,,,,,,194,0,,,,
18740607,2400,,,,,8,0,,,,,,,,
18740608,800,,,,,,,,,144,0,,,,
18740608,1300,,,,,,,,,205,0,,,,
18740608,2000,,,,,,,,,211,0,,,,
18740608,2400,,,,,2,0,,,,,,,,
18740609,800,,,,,,,,,186,0,,,,
18740609,1300,,,,,,,,,266,0,,,,
18740609,2000,,,,,,,,,227,0,,,,
18740609,2400,,,,,8,0,,,,,,,,
18740610,800,,,,,,,,,197,0,,,,
18740610,1300,,,,,,,,,255,0,,,,
18740610,2000,,,,,,,,,150,0,,,,
18740610,2400,,,,,8,0,,,,,,,,
18740611,800,,,,,,,,,144,0,,,,
18740611,1300,,,,,,,,,202,0,,,,
18740611,2000,,,,,,,,,183,0,,,,
18740611,2400,,,,,,,,,,,,,1,0
18740612,800,,,,,,,,,144,0,,,,
18740612,1300,,,,,,,,,175,0,,,,
18740612,2000,,,,,,,,,122,0,,,,
18740612,2400,,,,,,,,,,,,,18,0
18740613,800,,,,,,,,,111,0,,,,
18740613,1300,,,,,,,,,155,0,,,,
18740613,2000,,,,,,,,,116,0,,,,
18740613,2400,,,,,,,,,,,,,44,0
18740614,800,,,,,,,,,122,0,,,,
18740614,1300,,,,,,,,,172,0,,,,
18740614,2000,,,,,,,,,155,0,,,,
18740614,2400,,,,,8,0,,,,,,,,
18740615,800,,,,,,,,,127,0,,,,
18740615,1300,,,,,,,,,191,0,,,,
18740615,2000,,,,,,,,,158,0,,,,
18740615,2400,,,,,,,,,,,,,12,0
18740616,800,,,,,,,,,122,0,,,,
18740616,1300,,,,,,,,,136,0,,,,
18740616,2000,,,,,,,,,155,0,,,,
18740616,2400,,,,,,,,,,,,,58,0
18740617,800,,,,,,,,,144,0,,,,
18740617,1300,,,,,,,,,205,0,,,,
18740617,2000,,,,,,,,,189,0,,,,
18740617,2400,,,,,10,0,,,,,,,,
18740618,800,,,,,,,,,161,0,,,,
18740618,1300,,,,,,,,,219,0,,,,
18740618,2000,,,,,,,,,189,0,,,,
18740618,2400,,,,,5,0,,,,,,,,
18740619,800,,,,,,,,,155,0,,,,
18740619,1300,,,,,,,,,189,0,,,,
18740619,2000,,,,,,,,,150,0,,,,
18740619,2400,,,,,10,0,,,,,,,,
18740620,800,,,,,,,,,150,0,,,,
18740620,1300,,,,,,,,,183,0,,,,
18740620,2000,,,,,,,,,144,0,,,,
18740620,2400,,,,,8,0,,,,,,,,
18740621,800,,,,,,,,,111,0,,,,
18740621,1300,,,,,,,,,166,0,,,,
18740621,2000,,,,,,,,,172,0,,,,
18740621,2400,,,,,2,0,,,,,,,,
18740622,800,,,,,,,,,133,0,,,,
18740622,1300,,,,,,,,,189,0,,,,
18740622,2000,,,,,,,,,194,0,,,,
18740622,2400,,,,,2,0,,,,,,,,
18740623,800,,,,,,,,,161,0,,,,
18740623,1300,,,,,,,,,219,0,,,,
18740623,2000,,,,,,,,,214,0,,,,
18740623,2400,,,,,2,0,,,,,,,,
18740624,800,,,,,,,,,189,0,,,,
18740624,1300,,,,,,,,,205,0,,,,
18740624,2000,,,,,,,,,191,0,,,,
18740624,2400,,,,,,,,,,,,,210,0
18740625,800,,,,,,,,,166,0,,,,
18740625,1300,,,,,,,,,205,0,,,,
18740625,2000,,,,,,,,,183,0,,,,
18740625,2400,,,,,,,,,,,,,4,0
18740626,800,,,,,,,,,172,0,,,,
18740626,1300,,,,,,,,,175,0,,,,
18740626,2000,,,,,,,,,172,0,,,,
18740626,2400,,,,,,,,,,,,,45,0
18740627,800,,,,,,,,,194,0,,,,
18740627,1300,,,,,,,,,227,0,,,,
18740627,2000,,,,,,,,,205,0,,,,
18740627,2400,,,,,,,,,,,,,50,0
18740628,800,,,,,,,,,172,0,,,,
18740628,1300,,,,,,,,,233,0,,,,
18740628,2000,,,,,,,,,189,0,,,,
18740628,2400,,,,,,,,,,,,,23,0
18740629,800,,,,,,,,,177,0,,,,
18740629,1300,,,,,,,,,211,0,,,,
18740629,2000,,,,,,,,,194,0,,,,
18740629,2400,,,,,,,,,,,,,28,0
18740630,800,,,,,,,,,183,0,,,,
18740630,1300,,,,,,,,,208,0,,,,
18740630,2000,,,,,,,,,189,0,,,,
18740630,2400,,,,,10,0,,,,,,,,
18740701,800,,,,,,,,,189,0,,,,
18740701,1300,,,,,,,,,233,0,,,,
18740701,2000,,,,,,,,,194,0,,,,
18740701,2400,,,,,8,0,,,,,,,,
18740702,800,,,,,,,,,189,0,,,,
18740702,1300,,,,,,,,,264,0,,,,
18740702,2000,,,,,,,,,255,0,,,,
18740702,2400,,,,,2,0,,,,,,,,
18740703,800,,,,,,,,,219,0,,,,
18740703,1300,,,,,,,,,261,0,,,,
18740703,2000,,,,,,,,,225,0,,,,
18740703,2400,,,,,8,0,,,,,,,,
18740704,800,,,,,,,,,211,0,,,,
18740704,1300,,,,,,,,,252,0,,,,
18740704,2000,,,,,,,,,222,0,,,,
18740704,2400,,,,,10,0,,,,,,,,
18740705,800,,,,,,,,,189,0,,,,
18740705,1300,,,,,,,,,222,0,,,,
18740705,2000,,,,,,,,,200,0,,,,
18740705,2400,,,,,8,0,,,,,,,,
18740706,800,,,,,,,,,166,0,,,,
18740706,1300,,,,,,,,,236,0,,,,
18740706,2000,,,,,,,,,200,0,,,,
18740706,2400,,,,,0,0,,,,,,,,
18740707,800,,,,,,,,,166,0,,,,
18740707,1300,,,,,,,,,250,0,,,,
18740707,2000,,,,,,,,,214,0,,,,
18740707,2400,,,,,0,0,,,,,,,,
18740708,800,,,,,,,,,189,0,,,,
18740708,1300,,,,,,,,,250,0,,,,
18740708,2000,,,,,,,,,227,0,,,,
18740708,2400,,,,,2,0,,,,,,,,
18740709,800,,,,,,,,,189,0,,,,
18740709,1300,,,,,,,,,258,0,,,,
18740709,2000,,,,,,,,,250,0,,,,
18740709,2400,,,,,0,0,,,,,,,,
18740710,800,,,,,,,,,222,0,,,,
18740710,1300,,,,,,,,,272,0,,,,
18740710,2000,,,,,,,,,266,0,,,,
18740710,2400,,,,,,,,,,,,,9,0
18740711,800,,,,,,,,,233,0,,,,
18740711,1300,,,,,,,,,277,0,,,,
18740711,2000,,,,,,,,,239,0,,,,
18740711,2400,,,,,,,,,,,,,194,0
18740712,800,,,,,,,,,205,0,,,,
18740712,1300,,,,,,,,,258,0,,,,
18740712,2000,,,,,,,,,205,0,,,,
18740712,2400,,,,,,,,,,,,,16,0
18740713,800,,,,,,,,,197,0,,,,
18740713,1300,,,,,,,,,244,0,,,,
18740713,2000,,,,,,,,,227,0,,,,
18740713,2400,,,,,5,0,,,,,,,,
18740714,800,,,,,,,,,208,0,,,,
18740714,1300,,,,,,,,,264,0,,,,
18740714,2000,,,,,,,,,244,0,,,,
18740714,2400,,,,,2,0,,,,,,,,
18740715,800,,,,,,,,,216,0,,,,
18740715,1300,,,,,,,,,266,0,,,,
18740715,2000,,,,,,,,,225,0,,,,
18740715,2400,,,,,2,0,,,,,,,,
18740716,800,,,,,,,,,194,0,,,,
18740716,1300,,,,,,,,,244,0,,,,
18740716,2000,,,,,,,,,200,0,,,,
18740716,2400,,,,,2,0,,,,,,,,
18740717,800,,,,,,,,,177,0,,,,
18740717,1300,,,,,,,,,211,0,,,,
18740717,2000,,,,,,,,,200,0,,,,
18740717,2400,,,,,10,0,,,,,,,,
18740718,800,,,,,,,,,169,0,,,,
18740718,1300,,,,,,,,,244,0,,,,
18740718,2000,,,,,,,,,250,0,,,,
18740718,2400,,,,,0,0,,,,,,,,
18740719,800,,,,,,,,,194,0,,,,
18740719,1300,,,,,,,,,255,0,,,,
18740719,2000,,,,,,,,,252,0,,,,
18740719,2400,,,,,0,0,,,,,,,,
18740720,800,,,,,,,,,194,0,,,,
18740720,1300,,,,,,,,,269,0,,,,
18740720,2000,,,,,,,,,250,0,,,,
18740720,2400,,,,,,,,,,,,,44,0
18740721,800,,,,,,,,,216,0,,,,
18740721,1300,,,,,,,,,252,0,,,,
18740721,2000,,,,,,,,,211,0,,,,
18740721,2400,,,,,,,,,,,,,140,0
18740722,800,,,,,,,,,186,0,,,,
18740722,1300,,,,,,,,,208,0,,,,
18740722,2000,,,,,,,,,183,0,,,,
18740722,2400,,,,,5,0,,,,,,,,
18740723,800,,,,,,,,,177,0,,,,
18740723,1300,,,,,,,,,216,0,,,,
18740723,2000,,,,,,,,,189,0,,,,
18740723,2400,,,,,,,,,,,,,20,0
18740724,800,,,,,,,,,189,0,,,,
18740724,1300,,,,,,,,,205,0,,,,
18740724,2000,,,,,,,,,177,0,,,,
18740724,2400,,,,,,,,,,,,,34,0
18740725,800,,,,,,,,,161,0,,,,
18740725,1300,,,,,,,,,205,0,,,,
18740725,2000,,,,,,,,,183,0,,,,
18740725,2400,,,,,2,0,,,,,,,,
18740726,800,,,,,,,,,172,0,,,,
18740726,1300,,,,,,,,,216,0,,,,
18740726,2000,,,,,,,,,194,0,,,,
18740726,2400,,,,,,,,,,,,,2,0
18740727,800,,,,,,,,,177,0,,,,
18740727,1300,,,,,,,,,239,0,,,,
18740727,2000,,,,,,,,,208,0,,,,
18740727,2400,,,,,2,0,,,,,,,,
18740728,800,,,,,,,,,197,0,,,,
18740728,1300,,,,,,,,,250,0,,,,
18740728,2000,,,,,,,,,205,0,,,,
18740728,2400,,,,,,,,,,,,,125,0
18740729,800,,,,,,,,,189,0,,,,
18740729,1300,,,,,,,,,202,0,,,,
18740729,2000,,,,,,,,,202,0,,,,
18740729,2400,,,,,,,,,,,,,20,0
18740730,800,,,,,,,,,172,0,,,,
18740730,1300,,,,,,,,,222,0,,,,
18740730,2000,,,,,,,,,197,0,,,,
18740730,2400,,,,,5,0,,,,,,,,
18740731,800,,,,,,,,,197,0,,,,
18740731,1300,,,,,,,,,227,0,,,,
18740731,2000,,,,,,,,,211,0,,,,
18740731,2400,,,,,2,0,,,,,,,,
18740801,800,,,,,,,,,200,0,,,,
18740801,1300,,,,,,,,,200,0,,,,
18740801,2000,,,,,,,,,189,0,,,,
18740801,2400,,,,,,,,,,,,,44,0
18740802,800,,,,,,,,,197,0,,,,
18740802,1300,,,,,,,,,244,0,,,,
18740802,2000,,,,,,,,,222,0,,,,
18740802,2400,,,,,,,,,,,,,2,0
18740803,800,,,,,,,,,211,0,,,,
18740803,1300,,,,,,,,,222,0,,,,
18740803,2000,,,,,,,,,177,0,,,,
18740803,2400,,,,,8,0,,,,,,,,
18740804,800,,,,,,,,,161,0,,,,
18740804,1300,,,,,,,,,219,0,,,,
18740804,2000,,,,,,,,,183,0,,,,
18740804,2400,,,,,,,,,,,,,6,0
18740805,800,,,,,,,,,183,0,,,,
18740805,1300,,,,,,,,,222,0,,,,
18740805,2000,,,,,,,,,177,0,,,,
18740805,2400,,,,,,,,,,,,,11,0
18740806,800,,,,,,,,,175,0,,,,
18740806,1300,,,,,,,,,189,0,,,,
18740806,2000,,,,,,,,,166,0,,,,
18740806,2400,,,,,10,0,,,,,,,,
18740807,800,,,,,,,,,150,0,,,,
18740807,1300,,,,,,,,,208,0,,,,
18740807,2000,,,,,,,,,200,0,,,,
18740807,2400,,,,,,,,,,,,,14,0
18740808,800,,,,,,,,,189,0,,,,
18740808,1300,,,,,,,,,227,0,,,,
18740808,2000,,,,,,,,,172,0,,,,
18740808,2400,,,,,,,,,,,,,62,0
18740809,800,,,,,,,,,166,0,,,,
18740809,1300,,,,,,,,,194,0,,,,
18740809,2000,,,,,,,,,161,0,,,,
18740809,2400,,,,,,,,,,,,,44,0
18740810,800,,,,,,,,,161,0,,,,
18740810,1300,,,,,,,,,205,0,,,,
18740810,2000,,,,,,,,,172,0,,,,
18740810,2400,,,,,,,,,,,,,42,0
18740811,800,,,,,,,,,172,0,,,,
18740811,1300,,,,,,,,,183,0,,,,
18740811,2000,,,,,,,,,155,0,,,,
18740811,2400,,,,,8,0,,,,,,,,
18740812,800,,,,,,,,,150,0,,,,
18740812,1300,,,,,,,,,183,0,,,,
18740812,2000,,,,,,,,,144,0,,,,
18740812,2400,,,,,,,,,,,,,39,0
18740813,800,,,,,,,,,172,0,,,,
18740813,1300,,,,,,,,,222,0,,,,
18740813,2000,,,,,,,,,183,0,,,,
18740813,2400,,,,,8,0,,,,,,,,
18740814,800,,,,,,,,,177,0,,,,
18740814,1300,,,,,,,,,211,0,,,,
18740814,2000,,,,,,,,,189,0,,,,
18740814,2400,,,,,8,0,,,,,,,,
18740815,800,,,,,,,,,177,0,,,,
18740815,1300,,,,,,,,,197,0,,,,
18740815,2000,,,,,,,,,172,0,,,,
18740815,2400,,,,,8,0,,,,,,,,
18740816,800,,,,,,,,,166,0,,,,
18740816,1300,,,,,,,,,211,0,,,,
18740816,2000,,,,,,,,,183,0,,,,
18740816,2400,,,,,5,0,,,,,,,,
18740817,800,,,,,,,,,158,0,,,,
18740817,1300,,,,,,,,,177,0,,,,
18740817,2000,,,,,,,,,155,0,,,,
18740817,2400,,,,,,,,,,,,,13,0
18740818,800,,,,,,,,,144,0,,,,
18740818,1300,,,,,,,,,202,0,,,,
18740818,2000,,,,,,,,,177,0,,,,
18740818,2400,,,,,8,0,,,,,,,,
18740819,800,,,,,,,,,186,0,,,,
18740819,1300,,,,,,,,,222,0,,,,
18740819,2000,,,,,,,,,194,0,,,,
18740819,2400,,,,,10,0,,,,,,,,
18740820,800,,,,,,,,,152,0,,,,
18740820,1300,,,,,,,,,211,0,,,,
18740820,2000,,,,,,,,,200,0,,,,
18740820,2400,,,,,0,0,,,,,,,,
18740821,800,,,,,,,,,177,0,,,,
18740821,1300,,,,,,,,,205,0,,,,
18740821,2000,,,,,,,,,166,0,,,,
18740821,2400,,,,,2,0,,,,,,,,
18740822,800,,,,,,,,,139,0,,,,
18740822,1300,,,,,,,,,200,0,,,,
18740822,2000,,,,,,,,,166,0,,,,
18740822,2400,,,,,2,0,,,,,,,,
18740823,800,,,,,,,,,147,0,,,,
18740823,1300,,,,,,,,,208,0,,,,
18740823,2000,,,,,,,,,155,0,,,,
18740823,2400,,,,,8,0,,,,,,,,
18740824,800,,,,,,,,,155,0,,,,
18740824,1300,,,,,,,,,189,0,,,,
18740824,2000,,,,,,,,,155,0,,,,
18740824,2400,,,,,10,0,,,,,,,,
18740825,800,,,,,,,,,139,0,,,,
18740825,1300,,,,,,,,,186,0,,,,
18740825,2000,,,,,,,,,150,0,,,,
18740825,2400,,,,,8,0,,,,,,,,
18740826,800,,,,,,,,,150,0,,,,
18740826,1300,,,,,,,,,183,0,,,,
18740826,2000,,,,,,,,,155,0,,,,
18740826,2400,,,,,8,0,,,,,,,,
18740827,800,,,,,,,,,150,0,,,,
18740827,1300,,,,,,,,,211,0,,,,
18740827,2000,,,,,,,,,180,0,,,,
18740827,2400,,,,,,,,,,,,,30,0
18740828,800,,,,,,,,,175,0,,,,
18740828,1300,,,,,,,,,216,0,,,,
18740828,2000,,,,,,,,,150,0,,,,
18740828,2400,,,,,,,,,,,,,39,0
18740829,800,,,,,,,,,122,0,,,,
18740829,1300,,,,,,,,,200,0,,,,
