Amsterdam (Felix Merites)(61_G)  NB "52° 22'" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 EE  Dampdruk  :  Druk van het deel waterdamp  (0.01 mmHg). ;  EE  Vapourpressure  :  Pressure of the watervapour  (0.01 mmHg).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).
 U  Relatieve Vochtigheid  :  Hoeveelheid vocht in de lucht in % van verzadiging  (%). ;  U  Rel Humidity  :  Amount of moist in the air as % of saturation  (%).

DATUM,tijd,DD,Q_DD,DP,Q_DP,EE,Q_EE,N,Q_N,RD,Q_RD,T,Q_T,U,Q_U
18501211,800,,,,,428,0,,,,,,,,
18501211,1200,,,,,489,0,,,,,,,,
18501211,2400,,,,,,,,,0,0,1,0,,
18501212,800,,,,,521,0,,,,,,,,
18501212,1200,,,,,559,0,,,,,,,,
18501212,1600,,,,,597,0,,,,,,,,
18501212,2400,,,,,,,,,0,0,21,0,,
18501213,800,,,,,690,0,,,,,,,,
18501213,1200,,,,,690,0,,,,,,,,
18501213,1600,,,,,646,0,,,,,,,,
18501213,2400,,,,,,,,,0,0,53,0,,
18501214,800,,,,,725,0,,,,,,,,
18501214,1200,,,,,768,0,,,,,,,,
18501214,1600,,,,,732,0,,,,,,,,
18501214,2400,,,,,,,,,302,0,64,0,,
18501215,800,,,,,633,0,,,,,,,,
18501215,1200,,,,,722,0,,,,,,,,
18501215,1600,,,,,725,0,,,,,,,,
18501215,2400,,,,,,,,,,,60,0,,
18501216,800,,,,,618,0,,,,,,,,
18501216,1200,,,,,607,0,,,,,,,,
18501216,1600,,,,,702,0,,,,,,,,
18501216,2400,,,,,,,,,12,0,74,0,,
18501217,800,,,,,637,0,,,,,,,,
18501217,1200,,,,,618,0,,,,,,,,
18501217,1600,,,,,618,0,,,,,,,,
18501217,2400,,,,,,,,,55,0,58,0,,
18501218,800,,,,,646,0,,,,,,,,
18501218,1200,,,,,574,0,,,,,,,,
18501218,1600,,,,,620,0,,,,,,,,
18501218,2400,,,,,,,,,65,0,45,0,,
18501219,800,,,,,545,0,,,,,,,,
18501219,1200,,,,,528,0,,,,,,,,
18501219,1600,,,,,600,0,,,,,,,,
18501219,2400,,,,,,,,,35,0,24,0,,
18501220,800,,,,,546,0,,,,,,,,
18501220,1200,,,,,574,0,,,,,,,,
18501220,1600,,,,,608,0,,,,,,,,
18501220,2400,,,,,,,,,0,0,29,0,,
18501221,800,,,,,486,0,,,,,,,,
18501221,1200,,,,,527,0,,,,,,,,
18501221,1600,,,,,488,0,,,,,,,,
18501221,2400,,,,,,,,,,,8,0,,
18501222,800,,,,,530,0,,,,,,,,
18501222,1200,,,,,512,0,,,,,,,,
18501222,1600,,,,,539,0,,,,,,,,
18501222,2400,,,,,,,,,,,13,0,,
18501223,800,,,,,506,0,,,,,,,,
18501223,1200,,,,,506,0,,,,,,,,
18501223,1600,,,,,506,0,,,,,,,,
18501223,2400,,,,,,,,,,,0,0,,
18501224,800,,,,,428,0,,,,,,,,
18501224,1200,,,,,470,0,,,,,,,,
18501224,1600,,,,,480,0,,,,,,,,
18501224,2400,,,,,,,,,,,6,0,,
18501225,800,,,,,569,0,,,,,,,,
18501225,1200,,,,,646,0,,,,,,,,
18501225,1600,,,,,499,0,,,,,,,,
18501225,2400,,,,,,,,,,,41,0,,
18501226,800,,,,,592,0,,,,,,,,
18501226,1200,,,,,602,0,,,,,,,,
18501226,1600,,,,,577,0,,,,,,,,
18501226,2400,,,,,,,,,140,0,53,0,,
18501227,800,,,,,787,0,,,,,,,,
18501227,1200,,,,,763,0,,,,,,,,
18501227,1600,,,,,714,0,,,,,,,,
18501227,2400,,,,,,,,,,,67,0,,
18501228,800,,,,,584,0,,,,,,,,
18501228,1200,,,,,648,0,,,,,,,,
18501228,1600,,,,,654,0,,,,,,,,
18501228,2400,,,,,,,,,,,64,0,,
18501229,800,,,,,662,0,,,,,,,,
18501229,1200,,,,,648,0,,,,,,,,
18501229,1600,,,,,667,0,,,,,,,,
18501229,2400,,,,,,,,,,,67,0,,
18501230,800,,,,,806,0,,,,,,,,
18501230,1200,,,,,804,0,,,,,,,,
18501230,1600,,,,,820,0,,,,,,,,
18501230,2400,,,,,,,,,,,79,0,,
18501231,800,,,,,792,0,,,,,,,,
18501231,1200,,,,,783,0,,,,,,,,
18501231,1600,,,,,817,0,,,,,,,,
18501231,2400,,,,,,,,,,,88,0,,
18510101,800,,,,,800,0,,,,,,,,
18510101,1200,,,,,795,0,,,,,,,,
18510101,1600,,,,,847,0,,,,,,,,
18510101,2400,,,,,,,,,,,72,0,,
18510102,800,,,,,698,0,,,,,,,,
18510102,1200,,,,,707,0,,,,,,,,
18510102,1600,,,,,693,0,,,,,,,,
18510102,2400,,,,,,,,,,,94,0,,
18510103,800,,,,,700,0,,,,,,,,
18510103,1200,,,,,713,0,,,,,,,,
18510103,1600,,,,,775,0,,,,,,,,
18510103,2400,,,,,,,,,,,67,0,,
18510104,800,,,,,731,0,,,,,,,,
18510104,1200,,,,,793,0,,,,,,,,
18510104,1600,,,,,720,0,,,,,,,,
18510104,2400,,,,,,,,,,,73,0,,
18510105,800,,,,,610,0,,,,,,,,
18510105,1200,,,,,676,0,,,,,,,,
18510105,1600,,,,,714,0,,,,,,,,
18510105,2400,,,,,,,,,,,58,0,,
18510106,800,,,,,661,0,,,,,,,,
18510106,1200,,,,,661,0,,,,,,,,
18510106,1600,,,,,649,0,,,,,,,,
18510106,2400,,,,,,,,,,,47,0,,
18510107,800,,,,,545,0,,,,,,,,
18510107,1200,,,,,616,0,,,,,,,,
18510107,1600,,,,,660,0,,,,,,,,
18510107,2400,,,,,,,,,,,40,0,,
18510108,800,,,,,684,0,,,,,,,,
18510108,1200,,,,,750,0,,,,,,,,
18510108,1600,,,,,707,0,,,,,,,,
18510108,2400,,,,,,,,,,,65,0,,
18510109,800,,,,,661,0,,,,,,,,
18510109,1200,,,,,678,0,,,,,,,,
18510109,1600,,,,,619,0,,,,,,,,
18510109,2400,,,,,,,,,,,57,0,,
18510110,800,,,,,474,0,,,,,,,,
18510110,1200,,,,,563,0,,,,,,,,
18510110,1600,,,,,586,0,,,,,,,,
18510110,2400,,,,,,,,,,,27,0,,
18510111,800,,,,,553,0,,,,,,,,
18510111,1200,,,,,595,0,,,,,,,,
18510111,1600,,,,,622,0,,,,,,,,
18510111,2400,,,,,,,,,,,48,0,,
18510112,800,,,,,582,0,,,,,,,,
18510112,1200,,,,,634,0,,,,,,,,
18510112,1600,,,,,666,0,,,,,,,,
18510112,2400,,,,,,,,,,,51,0,,
18510113,800,,,,,661,0,,,,,,,,
18510113,1200,,,,,643,0,,,,,,,,
18510113,1600,,,,,639,0,,,,,,,,
18510113,2400,,,,,,,,,,,48,0,,
18510114,800,,,,,482,0,,,,,,,,
18510114,1200,,,,,509,0,,,,,,,,
18510114,1600,,,,,509,0,,,,,,,,
18510114,2400,,,,,,,,,240,0,14,0,,
18510115,800,,,,,426,0,,,,,,,,
18510115,1200,,,,,519,0,,,,,,,,
18510115,1600,,,,,539,0,,,,,,,,
18510115,2400,,,,,,,,,,,34,0,,
18510117,800,,,,,628,0,,,,,,,,
18510117,1200,,,,,719,0,,,,,,,,
18510117,1600,,,,,678,0,,,,,,,,
18510117,2400,,,,,,,,,,,69,0,,
18510118,800,,,,,643,0,,,,,,,,
18510118,1200,,,,,634,0,,,,,,,,
18510118,1600,,,,,666,0,,,,,,,,
18510118,2400,,,,,,,,,,,57,0,,
18510119,800,,,,,512,0,,,,,,,,
18510119,1200,,,,,593,0,,,,,,,,
18510119,1600,,,,,578,0,,,,,,,,
18510119,2400,,,,,,,,,,,17,0,,
18510120,800,,,,,429,0,,,,,,,,
18510120,1200,,,,,464,0,,,,,,,,
18510120,1600,,,,,490,0,,,,,,,,
18510120,2400,,,,,,,,,,,6,0,,
18510121,800,,,,,708,0,,,,,,,,
18510121,1200,,,,,767,0,,,,,,,,
18510121,1600,,,,,732,0,,,,,,,,
18510121,2400,,,,,,,,,,,69,0,,
18510122,800,,,,,649,0,,,,,,,,
18510122,1200,,,,,653,0,,,,,,,,
18510122,1600,,,,,634,0,,,,,,,,
18510122,2400,,,,,,,,,,,54,0,,
18510123,800,,,,,476,0,,,,,,,,
18510123,1200,,,,,631,0,,,,,,,,
18510123,1600,,,,,634,0,,,,,,,,
18510123,2400,,,,,,,,,,,36,0,,
18510124,800,,,,,539,0,,,,,,,,
18510124,1200,,,,,557,0,,,,,,,,
18510124,1600,,,,,542,0,,,,,,,,
18510124,2400,,,,,,,,,,,14,0,,
18510125,800,,,,,521,0,,,,,,,,
18510125,1200,,,,,561,0,,,,,,,,
18510125,1600,,,,,532,0,,,,,,,,
18510125,2400,,,,,,,,,,,30,0,,
18510126,800,,,,,478,0,,,,,,,,
18510126,1200,,,,,500,0,,,,,,,,
18510126,1600,,,,,452,0,,,,,,,,
18510126,2400,,,,,,,,,,,8,0,,
18510127,800,,,,,423,0,,,,,,,,
18510127,1200,,,,,480,0,,,,,,,,
18510127,1600,,,,,509,0,,,,,,,,
18510127,2400,,,,,,,,,,,12,0,,
18510128,800,,,,,533,0,,,,,,,,
18510128,1200,,,,,494,0,,,,,,,,
18510128,1600,,,,,603,0,,,,,,,,
18510128,2400,,,,,,,,,,,13,0,,
18510129,800,,,,,640,0,,,,,,,,
18510129,1200,,,,,738,0,,,,,,,,
18510129,1600,,,,,799,0,,,,,,,,
18510129,2400,,,,,,,,,,,59,0,,
18510130,800,,,,,612,0,,,,,,,,
18510130,1200,,,,,623,0,,,,,,,,
18510130,1600,,,,,579,0,,,,,,,,
18510130,2400,,,,,,,,,,,57,0,,
18510131,800,,,,,545,0,,,,,,,,
18510131,1200,,,,,622,0,,,,,,,,
18510131,1600,,,,,600,0,,,,,,,,
18510131,2400,,,,,,,,,,,38,0,,
18510201,800,,,,,545,0,,,,,,,,
18510201,1200,,,,,592,0,,,,,,,,
18510201,2400,,,,,,,,,,,23,0,,
18510202,800,,,,,562,0,,,,,,,,
18510202,1200,,,,,625,0,,,,,,,,
18510202,1600,,,,,643,0,,,,,,,,
18510202,2400,,,,,,,,,,,43,0,,
18510203,800,,,,,510,0,,,,,,,,
18510203,1200,,,,,602,0,,,,,,,,
18510203,1600,,,,,586,0,,,,,,,,
18510203,2400,,,,,,,,,,,31,0,,
18510204,800,,,,,628,0,,,,,,,,
18510204,1200,,,,,625,0,,,,,,,,
18510204,1600,,,,,563,0,,,,,,,,
18510204,2400,,,,,,,,,,,49,0,,
18510205,800,,,,,494,0,,,,,,,,
18510205,1200,,,,,590,0,,,,,,,,
18510205,1600,,,,,597,0,,,,,,,,
18510205,2400,,,,,,,,,,,33,0,,
18510206,800,,,,,653,0,,,,,,,,
18510206,1200,,,,,548,0,,,,,,,,
18510206,1600,,,,,566,0,,,,,,,,
18510206,2400,,,,,,,,,,,62,0,,
18510207,800,,,,,527,0,,,,,,,,
18510207,1200,,,,,628,0,,,,,,,,
18510207,1600,,,,,604,0,,,,,,,,
18510207,2400,,,,,,,,,,,42,0,,
18510208,800,,,,,575,0,,,,,,,,
18510208,1200,,,,,700,0,,,,,,,,
18510208,1600,,,,,671,0,,,,,,,,
18510208,2400,,,,,,,,,,,76,0,,
18510209,800,,,,,625,0,,,,,,,,
18510209,1200,,,,,595,0,,,,,,,,
18510209,1600,,,,,642,0,,,,,,,,
18510209,2400,,,,,,,,,,,58,0,,
18510210,800,,,,,509,0,,,,,,,,
18510210,1200,,,,,513,0,,,,,,,,
18510210,1600,,,,,500,0,,,,,,,,
18510210,2400,,,,,,,,,,,31,0,,
18510211,800,,,,,416,0,,,,,,,,
18510211,1200,,,,,511,0,,,,,,,,
18510211,1600,,,,,574,0,,,,,,,,
18510211,2400,,,,,,,,,,,11,0,,
18510212,800,,,,,575,0,,,,,,,,
18510212,1200,,,,,617,0,,,,,,,,
18510212,1600,,,,,598,0,,,,,,,,
18510212,2400,,,,,,,,,,,48,0,,
18510213,800,,,,,592,0,,,,,,,,
18510213,1200,,,,,602,0,,,,,,,,
18510213,1600,,,,,665,0,,,,,,,,
18510213,2400,,,,,,,,,,,52,0,,
18510214,800,,,,,447,0,,,,,,,,
18510214,1200,,,,,490,0,,,,,,,,
18510214,1600,,,,,465,0,,,,,,,,
18510214,2400,,,,,,,,,,,24,0,,
18510215,800,,,,,491,0,,,,,,,,
18510215,1200,,,,,405,0,,,,,,,,
18510215,1600,,,,,455,0,,,,,,,,
18510215,2400,,,,,,,,,280,0,34,0,,
18510216,800,,,,,491,0,,,,,,,,
18510216,1200,,,,,403,0,,,,,,,,
18510216,1600,,,,,503,0,,,,,,,,
18510216,2400,,,,,,,,,,,34,0,,
18510217,800,,,,,449,0,,,,,,,,
18510217,1200,,,,,502,0,,,,,,,,
18510217,1600,,,,,484,0,,,,,,,,
18510217,2400,,,,,,,,,,,22,0,,
18510218,800,,,,,568,0,,,,,,,,
18510218,1200,,,,,710,0,,,,,,,,
18510218,1600,,,,,680,0,,,,,,,,
18510218,2400,,,,,,,,,,,54,0,,
18510219,800,,,,,779,0,,,,,,,,
18510219,1200,,,,,781,0,,,,,,,,
18510219,1600,,,,,822,0,,,,,,,,
18510219,2400,,,,,,,,,,,83,0,,
18510220,800,,,,,775,0,,,,,,,,
18510220,1200,,,,,752,0,,,,,,,,
18510220,1600,,,,,764,0,,,,,,,,
18510220,2400,,,,,,,,,,,76,0,,
18510221,800,,,,,643,0,,,,,,,,
18510221,1200,,,,,635,0,,,,,,,,
18510221,1600,,,,,606,0,,,,,,,,
18510221,2400,,,,,,,,,,,50,0,,
18510222,800,,,,,575,0,,,,,,,,
18510222,1200,,,,,684,0,,,,,,,,
18510222,1600,,,,,574,0,,,,,,,,
18510222,2400,,,,,,,,,,,47,0,,
18510223,800,,,,,521,0,,,,,,,,
18510223,1200,,,,,553,0,,,,,,,,
18510223,1600,,,,,570,0,,,,,,,,
18510223,2400,,,,,,,,,,,27,0,,
18510224,800,,,,,464,0,,,,,,,,
18510224,1200,,,,,590,0,,,,,,,,
18510224,1600,,,,,582,0,,,,,,,,
18510224,2400,,,,,,,,,,,32,0,,
18510225,800,,,,,439,0,,,,,,,,
18510225,1200,,,,,607,0,,,,,,,,
18510225,1600,,,,,572,0,,,,,,,,
18510225,2400,,,,,,,,,,,46,0,,
18510226,800,,,,,461,0,,,,,,,,
18510226,1200,,,,,406,0,,,,,,,,
18510226,1600,,,,,465,0,,,,,,,,
18510226,2400,,,,,,,,,,,34,0,,
18510227,800,,,,,481,0,,,,,,,,
18510227,1200,,,,,513,0,,,,,,,,
18510227,1600,,,,,494,0,,,,,,,,
18510227,2400,,,,,,,,,,,39,0,,
18510228,800,,,,,456,0,,,,,,,,
18510228,1200,,,,,464,0,,,,,,,,
18510228,1600,,,,,504,0,,,,,,,,
18510228,2400,,,,,,,,,,,22,0,,
18510301,800,,,,,509,0,,,,,,,,
18510301,1200,,,,,444,0,,,,,,,,
18510301,2400,,,,,,,,,340,0,31,0,,
18510302,800,,,,,472,0,,,,,,,,
18510302,2400,,,,,,,,,,,0,0,,
18510303,800,,,,,455,0,,,,,,,,
18510303,1400,,,,,539,0,,,,,,,,
18510303,2400,,,,,,,,,,,40,0,,
18510304,800,,,,,643,0,,,,,,,,
18510304,1400,,,,,751,0,,,,,,,,
18510304,2400,,,,,,,,,,,58,0,,
18510305,800,,,,,667,0,,,,,,,,
18510305,1400,,,,,694,0,,,,,,,,
18510305,2200,,,,,552,0,,,,,,,,
18510305,2400,,,,,,,,,,,49,0,,
18510306,800,,,,,485,0,,,,,,,,
18510306,1400,,,,,524,0,,,,,,,,
18510306,2200,,,,,553,0,,,,,,,,
18510306,2400,,,,,,,,,,,44,0,,
18510307,800,,,,,532,0,,,,,,,,
18510307,1400,,,,,553,0,,,,,,,,
18510307,2200,,,,,497,0,,,,,,,,
18510307,2400,,,,,,,,,,,35,0,,
18510308,800,,,,,509,0,,,,,,,,
18510308,1400,,,,,379,0,,,,,,,,
18510308,2200,,,,,446,0,,,,,,,,
18510308,2400,,,,,,,,,,,20,0,,
18510309,800,,,,,394,0,,,,,,,,
18510309,2200,,,,,438,0,,,,,,,,
18510309,2400,,,,,,,,,,,-5,0,,
18510310,800,,,,,446,0,,,,,,,,
18510310,1400,,,,,536,0,,,,,,,,
18510310,2400,,,,,,,,,,,39,0,,
18510311,800,,,,,568,0,,,,,,,,
18510311,1400,,,,,534,0,,,,,,,,
18510311,2200,,,,,463,0,,,,,,,,
18510311,2400,,,,,,,,,,,41,0,,
18510312,800,,,,,533,0,,,,,,,,
18510312,1400,,,,,546,0,,,,,,,,
18510312,2200,,,,,517,0,,,,,,,,
18510312,2400,,,,,,,,,702,0,40,0,,
18510313,800,,,,,532,0,,,,,,,,
18510313,1400,,,,,584,0,,,,,,,,
18510313,2200,,,,,493,0,,,,,,,,
18510313,2400,,,,,,,,,,,47,0,,
18510314,800,,,,,620,0,,,,,,,,
18510314,1400,,,,,677,0,,,,,,,,
18510314,2200,,,,,572,0,,,,,,,,
18510314,2400,,,,,,,,,,,50,0,,
18510315,800,,,,,485,0,,,,,,,,
18510315,1400,,,,,555,0,,,,,,,,
18510315,2200,,,,,680,0,,,,,,,,
18510315,2400,,,,,,,,,,,68,0,,
18510316,800,,,,,646,0,,,,,,,,
18510316,1400,,,,,603,0,,,,,,,,
18510316,2400,,,,,,,,,,,54,0,,
18510317,800,,,,,593,0,,,,,,,,
18510317,1400,,,,,546,0,,,,,,,,
18510317,2200,,,,,573,0,,,,,,,,
18510317,2400,,,,,,,,,,,56,0,,
18510318,800,,,,,561,0,,,,,,,,
18510318,1400,,,,,523,0,,,,,,,,
18510318,2200,,,,,752,0,,,,,,,,
18510318,2400,,,,,,,,,,,68,0,,
18510319,800,,,,,680,0,,,,,,,,
18510319,1400,,,,,697,0,,,,,,,,
18510319,2200,,,,,733,0,,,,,,,,
18510319,2400,,,,,,,,,,,79,0,,
18510320,800,,,,,839,0,,,,,,,,
18510320,1400,,,,,889,0,,,,,,,,
18510320,2200,,,,,704,0,,,,,,,,
18510320,2400,,,,,,,,,,,88,0,,
18510321,800,,,,,812,0,,,,,,,,
18510321,1400,,,,,817,0,,,,,,,,
18510321,2400,,,,,,,,,,,104,0,,
18510322,800,,,,,792,0,,,,,,,,
18510322,1400,,,,,710,0,,,,,,,,
18510322,2200,,,,,831,0,,,,,,,,
18510322,2400,,,,,,,,,,,104,0,,
18510323,800,,,,,668,0,,,,,,,,
18510323,1400,,,,,655,0,,,,,,,,
18510323,2200,,,,,650,0,,,,,,,,
18510323,2400,,,,,,,,,,,95,0,,
18510324,800,,,,,696,0,,,,,,,,
18510324,1400,,,,,809,0,,,,,,,,
18510324,2400,,,,,,,,,,,81,0,,
18510325,800,,,,,654,0,,,,,,,,
18510325,1400,,,,,762,0,,,,,,,,
18510325,2400,,,,,,,,,,,93,0,,
18510326,800,,,,,901,0,,,,,,,,
18510326,1400,,,,,999,0,,,,,,,,
18510326,2400,,,,,,,,,,,115,0,,
18510331,2400,,,,,,,,,70,0,,,,
18510401,1400,,,,,606,0,,,,,,,,
18510401,2400,,,,,,,,,,,70,0,,
18510402,800,,,,,664,0,,,,,,,,
18510402,1400,,,,,689,0,,,,,,,,
18510402,2200,,,,,912,0,,,,,,,,
18510402,2400,,,,,,,,,,,85,0,,
18510403,800,,,,,782,0,,,,,,,,
18510403,1400,,,,,752,0,,,,,,,,
18510403,2200,,,,,707,0,,,,,,,,
18510403,2400,,,,,,,,,,,78,0,,
18510404,800,,,,,595,0,,,,,,,,
18510404,1400,,,,,502,0,,,,,,,,
18510404,2200,,,,,653,0,,,,,,,,
18510404,2400,,,,,,,,,,,58,0,,
18510405,800,,,,,504,0,,,,,,,,
18510405,1400,,,,,538,0,,,,,,,,
18510405,2200,,,,,503,0,,,,,,,,
18510405,2400,,,,,,,,,,,58,0,,
18510406,800,,,,,542,0,,,,,,,,
18510406,1400,,,,,432,0,,,,,,,,
18510406,2200,,,,,521,0,,,,,,,,
18510406,2400,,,,,,,,,,,50,0,,
18510407,800,,,,,472,0,,,,,,,,
18510407,1400,,,,,561,0,,,,,,,,
18510407,2200,,,,,736,0,,,,,,,,
18510407,2400,,,,,,,,,,,54,0,,
18510408,800,,,,,622,0,,,,,,,,
18510408,1400,,,,,633,0,,,,,,,,
18510408,2200,,,,,746,0,,,,,,,,
18510408,2400,,,,,,,,,,,67,0,,
18510409,800,,,,,692,0,,,,,,,,
18510409,1400,,,,,693,0,,,,,,,,
18510409,2200,,,,,675,0,,,,,,,,
18510409,2400,,,,,,,,,,,71,0,,
18510410,800,,,,,688,0,,,,,,,,
18510410,1400,,,,,587,0,,,,,,,,
18510410,2200,,,,,755,0,,,,,,,,
18510410,2400,,,,,,,,,,,81,0,,
18510411,800,,,,,716,0,,,,,,,,
18510411,2200,,,,,776,0,,,,,,,,
18510411,2400,,,,,,,,,,,81,0,,
18510412,800,,,,,776,0,,,,,,,,
18510412,1400,,,,,739,0,,,,,,,,
18510412,2200,,,,,635,0,,,,,,,,
18510412,2400,,,,,,,,,,,89,0,,
18510413,800,,,,,633,0,,,,,,,,
18510413,1400,,,,,685,0,,,,,,,,
18510413,2200,,,,,623,0,,,,,,,,
18510413,2400,,,,,,,,,,,77,0,,
18510414,800,,,,,674,0,,,,,,,,
18510414,1400,,,,,615,0,,,,,,,,
18510414,2400,,,,,,,,,,,79,0,,
18510415,800,,,,,676,0,,,,,,,,
18510415,2200,,,,,553,0,,,,,,,,
18510415,2400,,,,,,,,,840,0,68,0,,
18510416,800,,,,,552,0,,,,,,,,
18510416,1400,,,,,577,0,,,,,,,,
18510416,2400,,,,,,,,,,,81,0,,
18510417,800,,,,,765,0,,,,,,,,
18510417,1400,,,,,915,0,,,,,,,,
18510417,2200,,,,,748,0,,,,,,,,
18510417,2400,,,,,,,,,,,110,0,,
18510418,800,,,,,813,0,,,,,,,,
18510418,1400,,,,,578,0,,,,,,,,
18510418,2200,,,,,713,0,,,,,,,,
18510418,2400,,,,,,,,,,,97,0,,
18510419,800,,,,,730,0,,,,,,,,
18510419,1400,,,,,588,0,,,,,,,,
18510419,2200,,,,,662,0,,,,,,,,
18510419,2400,,,,,,,,,,,100,0,,
18510420,800,,,,,799,0,,,,,,,,
18510420,1400,,,,,997,0,,,,,,,,
18510420,2200,,,,,1104,0,,,,,,,,
18510420,2400,,,,,,,,,,,141,0,,
18510421,800,,,,,915,0,,,,,,,,
18510421,1400,,,,,985,0,,,,,,,,
18510421,2200,,,,,936,0,,,,,,,,
18510421,2400,,,,,,,,,,,130,0,,
18510422,800,,,,,1059,0,,,,,,,,
18510422,1400,,,,,1205,0,,,,,,,,
18510422,2200,,,,,947,0,,,,,,,,
18510422,2400,,,,,,,,,,,136,0,,
18510423,800,,,,,911,0,,,,,,,,
18510423,1400,,,,,727,0,,,,,,,,
