Lochem (Huize Boekhorst)(64_G) "52:09:00" NB "6:21:00" OL  9999.9 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18670121,2400,,,,,,,0,0,,
18670122,800,ZW,0,,,76500,0,,,-65,0
18670122,2400,,,,,,,0,0,,
18670123,800,O,0,,,75800,0,,,-25,0
18670123,2400,,,,,,,0,0,,
18670124,800,ZW,0,,,75200,0,,,35,0
18670124,2400,,,,,,,40,0,,
18670125,800,Z,0,,,74800,0,,,35,0
18670125,2400,,,,,,,0,0,,
18670126,800,W,0,,,75700,0,,,30,0
18670126,2400,,,,,,,25,0,,
18670127,800,W,0,,,75500,0,,,65,0
18670127,2400,,,,,,,85,0,,
18670128,800,W,0,,,76000,0,,,75,0
18670128,2400,,,,,,,5,0,,
18670129,800,W,0,,,76100,0,,,35,0
18670129,2400,,,,,,,25,0,,
18670130,800,ZW,0,,,75600,0,,,85,0
18670130,2400,,,,,,,25,0,,
18670131,800,W,0,,,75500,0,,,50,0
18670131,2400,,,,,,,110,0,,
18670201,800,ZW,0,,,76900,0,,,10,0
18670201,2400,,,,,,,60,0,,
18670202,800,ZW,0,,,76400,0,,,85,0
18670202,2400,,,,,,,10,0,,
18670203,800,W,0,,,77150,0,,,25,0
18670203,2400,,,,,,,0,0,,
18670204,800,ZO,0,,,76200,0,,,10,0
18670204,2400,,,,,,,0,0,,
18670205,800,ZW,0,,,75900,0,,,35,0
18670205,2400,,,,,,,75,0,,
18670206,800,W,0,,,72850,0,,,60,0
18670206,2400,,,,,,,120,0,,
18670207,800,W,0,,,74100,0,,,25,0
18670207,2400,,,,,,,105,0,,
18670208,800,ZW,0,,,74400,0,,,28,0
18670208,2400,,,,,,,70,0,,
18670209,800,WZW,0,,,75200,0,,,67,0
18670209,2400,,,,,,,75,0,,
18670210,800,Z,0,,,76500,0,,,50,0
18670210,2400,,,,,,,2,0,,
18670211,800,ZW,0,,,75400,0,,,70,0
18670211,2400,,,,,,,5,0,,
18670212,800,WZW,0,,,76500,0,,,55,0
18670212,2400,,,,,,,35,0,,
18670213,800,ZW,0,,,77000,0,,,65,0
18670213,2400,,,,,,,0,0,,
18670214,800,ZO,0,,,77200,0,,,65,0
18670214,2400,,,,,,,5,0,,
18670215,800,OZO,0,,,76300,0,,,25,0
18670215,2400,,,,,,,0,0,,
18670216,800,ZW,0,,,76000,0,,,75,0
18670216,2400,,,,,,,25,0,,
18670217,800,Z,0,,,75950,0,,,95,0
18670217,2400,,,,,,,5,0,,
18670218,800,O,0,,,77000,0,,,85,0
18670218,2400,,,,,,,0,0,,
18670219,800,ZW,0,,,77200,0,,,65,0
18670219,2400,,,,,,,0,0,,
18670220,800,WNW,0,,,77100,0,,,75,0
18670220,2400,,,,,,,5,0,,
18670221,800,ZW,0,,,77400,0,,,55,0
18670221,2400,,,,,,,0,0,,
18670222,800,W,0,,,77100,0,,,85,0
18670222,2400,,,,,,,5,0,,
18670223,800,W,0,,,76800,0,,,70,0
18670223,2400,,,,,,,10,0,,
18670224,800,ZW,0,,,76900,0,,,50,0
18670224,2400,,,,,,,0,0,,
18670225,800,ZW,0,,,76100,0,,,50,0
18670225,2400,,,,,,,50,0,,
18670226,800,WNW,0,,,75550,0,,,45,0
18670226,2400,,,,,,,40,0,,
18670227,800,W,0,,,76100,0,,,0,0
18670227,2400,,,,,,,13,0,,
18670228,800,NO,0,,,76700,0,,,-20,0
18670228,2400,,,,,,,2,0,,
18670301,800,NO,0,,,77400,0,,,-5,0
18670301,2400,,,,,,,0,0,,
18670302,800,ZW,0,,,76900,0,,,50,0
18670302,2400,,,,,,,0,0,,
18670303,800,O,0,,,77800,0,,,-24,0
18670303,2400,,,,,,,0,0,,
18670304,800,ONO,0,,,77400,0,,,0,0
18670304,2400,,,,,,,0,0,,
18670305,800,NO,0,,,76250,0,,,20,0
18670305,2400,,,,,,,0,0,,
18670306,800,NO,0,,,75400,0,,,10,0
18670306,2400,,,,,,,0,0,,
18670307,800,NO,0,,,75200,0,,,0,0
18670307,2400,,,,,,,0,0,,
18670308,800,O,0,,,75200,0,,,0,0
18670308,2400,,,,,,,5,0,,
18670309,800,O,0,,,74900,0,,,15,0
18670309,2400,,,,,,,15,0,,
18670310,800,O,0,,,74500,0,,,35,0
18670310,2400,,,,,,,0,0,,
18670311,800,NW,0,,,74800,0,,,10,0
18670311,2400,,,,,,,57,0,,
18670312,800,NNO,0,,,75750,0,,,0,0
18670312,2400,,,,,,,0,0,,
18670313,800,NNO,0,,,76350,0,,,-60,0
18670313,2400,,,,,,,0,0,,
18670314,800,O,0,,,75300,0,,,-40,0
18670314,2400,,,,,,,0,0,,
18670315,800,N,0,,,75300,0,,,-20,0
18670315,2400,,,,,,,0,0,,
18670316,800,W,0,,,75800,0,,,-10,0
18670316,2400,,,,,,,0,0,,
18670317,800,NNO,0,,,76150,0,,,-10,0
18670317,2400,,,,,,,0,0,,
18670318,800,O,0,,,75650,0,,,-25,0
18670318,2400,,,,,,,0,0,,
18670319,800,O,0,,,74900,0,,,-5,0
18670319,2400,,,,,,,5,0,,
18670320,800,W,0,,,74400,0,,,-15,0
18670320,2400,,,,,,,55,0,,
18670321,800,NW,0,,,75400,0,,,-3,0
18670321,2400,,,,,,,5,0,,
18670322,800,O,0,,,76100,0,,,-15,0
18670322,2400,,,,,,,0,0,,
18670323,800,ZO,0,,,76000,0,,,50,0
18670323,2400,,,,,,,5,0,,
18670324,800,ZO,0,,,75000,0,,,100,0
18670324,2400,,,,,,,0,0,,
18670325,800,ZW,0,,,75700,0,,,90,0
18670325,2400,,,,,,,53,0,,
18670326,800,ZW,0,,,75000,0,,,105,0
18670326,2400,,,,,,,20,0,,
18670327,800,ZZW,0,,,74900,0,,,95,0
18670327,2400,,,,,,,0,0,,
18670328,800,ZW,0,,,74500,0,,,35,0
18670328,2400,,,,,,,0,0,,
18670329,800,ZW,0,,,74500,0,,,50,0
18670329,2400,,,,,,,5,0,,
18670330,800,ZW,0,,,75300,0,,,45,0
18670330,2400,,,,,,,0,0,,
18670331,800,WNW,0,,,75300,0,,,45,0
18670331,2400,,,,,,,55,0,,
18670401,800,W,0,,,77100,0,,,30,0
18670401,2400,,,2,0,,,5,0,,
18670402,800,W,0,,,76500,0,,,80,0
18670402,2400,,,0,0,,,30,0,,
18670403,800,W,0,,,76700,0,,,70,0
18670403,2400,,,0,0,,,45,0,,
18670404,800,W,0,,,75500,0,,,70,0
18670404,2400,,,0,0,,,15,0,,
18670405,800,W,0,,,76000,0,,,40,0
18670405,2400,,,,,,,35,0,,
18670406,800,W,0,,,75700,0,,,70,0
18670406,2400,,,,,,,105,0,,
18670407,800,W,0,,,75800,0,,,80,0
18670407,2400,,,8,0,,,0,0,,
18670408,800,W,0,,,74700,0,,,80,0
18670408,2400,,,8,0,,,35,0,,
18670409,800,W,0,,,77350,0,,,75,0
18670409,2400,,,8,0,,,155,0,,
18670410,800,W,0,,,75350,0,,,55,0
18670410,2400,,,10,0,,,15,0,,
18670411,800,ZW,0,,,74250,0,,,15,0
18670411,2400,,,,,,,20,0,,
18670412,800,NW,0,,,76900,0,,,50,0
18670412,2400,,,8,0,,,52,0,,
18670413,800,W,0,,,76150,0,,,65,0
18670413,2400,,,,,,,0,0,,
18670414,800,W,0,,,75500,0,,,95,0
18670414,2400,,,,,,,100,0,,
18670415,800,W,0,,,74200,0,,,50,0
18670415,2400,,,10,0,,,80,0,,
18670416,800,ZW,0,,,75000,0,,,55,0
18670416,2400,,,,,,,10,0,,
18670417,800,W,0,,,75100,0,,,80,0
18670417,2400,,,2,0,,,30,0,,
18670418,800,ZO,0,,,76150,0,,,55,0
18670418,2400,,,0,0,,,0,0,,
18670419,800,Z,0,,,75250,0,,,110,0
18670419,2400,,,2,0,,,0,0,,
18670420,800,ZO,0,,,74900,0,,,130,0
18670420,2400,,,,,,,0,0,,
18670421,800,ZW,0,,,74100,0,,,85,0
18670421,2400,,,,,,,125,0,,
18670422,800,W,0,,,75150,0,,,90,0
18670422,2400,,,5,0,,,25,0,,
18670423,800,ZW,0,,,75500,0,,,100,0
18670423,2400,,,,,,,20,0,,
18670424,800,ZW,0,,,75700,0,,,125,0
18670424,2400,,,,,,,20,0,,
18670425,800,W,0,,,75300,0,,,110,0
18670425,2400,,,,,,,60,0,,
18670426,800,NW,0,,,74750,0,,,70,0
18670426,2400,,,,,,,50,0,,
18670427,800,O,0,,,75500,0,,,105,0
18670427,2400,,,,,,,0,0,,
18670428,800,NO,0,,,75300,0,,,110,0
18670428,2400,,,2,0,,,20,0,,
18670429,800,ONO,0,,,75400,0,,,90,0
18670429,2400,,,,,,,0,0,,
18670430,800,W,0,,,75550,0,,,95,0
18670430,2400,,,,,,,120,0,,
18670501,800,ZW,0,,,75500,0,,,105,0
18670501,2400,,,,,,,20,0,,
18670502,800,WNW,0,,,76000,0,,,45,0
18670502,2400,,,,,,,80,0,,
18670503,800,NW,0,,,76450,0,,,55,0
18670503,2400,,,8,0,,,5,0,,
18670504,800,ZO,0,,,76650,0,,,80,0
18670504,2400,,,0,0,,,0,0,,
18670505,800,O,0,,,76650,0,,,110,0
18670505,2400,,,0,0,,,0,0,,
18670506,800,ZO,0,,,76300,0,,,130,0
18670506,2400,,,0,0,,,0,0,,
18670507,800,ZO,0,,,76250,0,,,170,0
18670507,2400,,,0,0,,,0,0,,
18670508,800,O,0,,,76150,0,,,160,0
18670508,2400,,,0,0,,,0,0,,
18670509,800,W,0,,,75800,0,,,190,0
18670509,2400,,,2,0,,,0,0,,
18670510,800,NW,0,,,75750,0,,,160,0
18670510,2400,,,8,0,,,0,0,,
18670511,800,ZO,0,,,75000,0,,,180,0
18670511,2400,,,,,,,0,0,,
18670512,800,W,0,,,74950,0,,,130,0
18670512,2400,,,,,,,0,0,,
18670513,800,ZW,0,,,74800,0,,,100,0
18670513,2400,,,8,0,,,15,0,,
18670514,800,O,0,,,75650,0,,,45,0
18670514,2400,,,8,0,,,0,0,,
18670515,800,O,0,,,75800,0,,,15,0
18670515,2400,,,10,0,,,10,0,,
18670516,800,NO,0,,,75900,0,,,80,0
18670516,2400,,,5,0,,,0,0,,
18670517,800,NW,0,,,76200,0,,,90,0
18670517,2400,,,10,0,,,0,0,,
18670518,800,ZO,0,,,76450,0,,,85,0
18670518,2400,,,2,0,,,0,0,,
18670519,800,O,0,,,76100,0,,,120,0
18670519,2400,,,0,0,,,0,0,,
18670520,800,OZO,0,,,75450,0,,,135,0
18670520,2400,,,2,0,,,20,0,,
18670521,800,ZW,0,,,74900,0,,,155,0
18670521,2400,,,8,0,,,0,0,,
18670522,800,ZW,0,,,75400,0,,,50,0
18670522,2400,,,8,0,,,82,0,,
18670523,800,ZW,0,,,75600,0,,,70,0
18670523,2400,,,2,0,,,0,0,,
18670524,800,NW,0,,,76200,0,,,70,0
18670524,2400,,,10,0,,,0,0,,
18670525,800,NW,0,,,76400,0,,,65,0
18670525,2400,,,2,0,,,0,0,,
18670526,800,O,0,,,75900,0,,,95,0
18670526,2400,,,,,,,0,0,,
18670527,800,ZW,0,,,75200,0,,,170,0
18670527,2400,,,,,,,15,0,,
18670528,800,W,0,,,75900,0,,,135,0
18670528,2400,,,,,,,0,0,,
18670529,800,ZO,0,,,76200,0,,,180,0
18670529,2400,,,2,0,,,0,0,,
18670530,800,Z,0,,,76000,0,,,210,0
18670530,2400,,,2,0,,,0,0,,
18670531,800,WNW,0,,,76500,0,,,190,0
18670531,2400,,,2,0,,,0,0,,
18670601,800,W,0,,,76450,0,,,175,0
18670601,2400,,,0,0,,,0,0,,
18670602,800,OZO,0,,,76200,0,,,195,0
18670602,2400,,,,,,,0,0,,
18670603,800,ZO,0,,,75200,0,,,200,0
18670603,2400,,,,,,,0,0,,
18670604,800,WZW,0,,,75650,0,,,150,0
18670604,2400,,,10,0,,,0,0,,
18670605,800,WZW,0,,,76100,0,,,90,0
18670605,2400,,,,,,,0,0,,
18670606,800,W,0,,,75500,0,,,170,0
18670606,2400,,,,,,,32,0,,
18670607,800,W,0,,,75400,0,,,105,0
18670607,2400,,,,,,,102,0,,
18670608,800,ZW,0,,,75800,0,,,120,0
18670608,2400,,,10,0,,,25,0,,
18670609,800,W,0,,,76100,0,,,135,0
18670609,2400,,,10,0,,,15,0,,
18670610,800,W,0,,,76800,0,,,150,0
18670610,2400,,,2,0,,,0,0,,
18670611,800,NW,0,,,76900,0,,,160,0
18670611,2400,,,0,0,,,0,0,,
18670612,800,ZO,0,,,76550,0,,,180,0
18670612,2400,,,2,0,,,0,0,,
18670613,800,NW,0,,,76100,0,,,150,0
18670613,2400,,,,,,,0,0,,
18670614,800,ZW,0,,,75500,0,,,160,0
18670614,2400,,,,,,,18,0,,
18670615,800,W,0,,,75400,0,,,100,0
18670615,2400,,,,,,,55,0,,
18670616,800,ZO,0,,,75800,0,,,110,0
18670616,2400,,,8,0,,,45,0,,
18670617,800,W,0,,,76100,0,,,120,0
18670617,2400,,,8,0,,,20,0,,
18670618,800,N,0,,,76300,0,,,120,0
18670618,2400,,,5,0,,,15,0,,
18670619,800,ZO,0,,,76300,0,,,150,0
18670619,2400,,,2,0,,,0,0,,
18670620,800,O,0,,,76100,0,,,150,0
18670620,2400,,,2,0,,,0,0,,
18670621,800,ZO,0,,,76200,0,,,140,0
18670621,2400,,,2,0,,,0,0,,
18670622,800,O,0,,,76300,0,,,170,0
18670622,2400,,,2,0,,,0,0,,
18670623,800,O,0,,,76000,0,,,185,0
18670623,2400,,,2,0,,,0,0,,
18670624,800,O,0,,,75700,0,,,190,0
18670624,2400,,,0,0,,,0,0,,
18670625,800,NO,0,,,76200,0,,,150,0
18670625,2400,,,8,0,,,0,0,,
18670626,800,W,0,,,76900,0,,,140,0
18670626,2400,,,2,0,,,0,0,,
18670627,800,NW,0,,,77200,0,,,150,0
18670627,2400,,,5,0,,,0,0,,
18670628,800,W,0,,,77000,0,,,150,0
18670628,2400,,,8,0,,,0,0,,
18670629,800,NW,0,,,76950,0,,,130,0
18670629,2400,,,0,0,,,0,0,,
18670630,800,ZW,0,,,76250,0,,,150,0
18670630,2400,,,2,0,,,0,0,,
18670701,800,NO,0,,,75850,0,,,140,0
18670701,2400,,,0,0,,,0,0,,
18670702,800,O,0,,,75550,0,,,175,0
18670702,2400,,,,,,,0,0,,
18670703,800,W,0,,,75650,0,,,170,0
18670703,2400,,,8,0,,,295,0,,
18670704,800,W,0,,,76200,0,,,160,0
18670704,2400,,,,,,,5,0,,
18670705,800,W,0,,,75750,0,,,160,0
18670705,2400,,,,,,,275,0,,
18670706,800,W,0,,,76200,0,,,100,0
18670706,2400,,,5,0,,,120,0,,
18670707,800,W,0,,,76400,0,,,130,0
18670707,2400,,,5,0,,,0,0,,
18670708,800,W,0,,,76400,0,,,105,0
18670708,2400,,,10,0,,,15,0,,
18670709,800,W,0,,,76350,0,,,120,0
18670709,2400,,,8,0,,,0,0,,
18670710,800,WNW,0,,,76800,0,,,120,0
18670710,2400,,,5,0,,,0,0,,
18670711,800,W,0,,,76750,0,,,120,0
18670711,2400,,,10,0,,,0,0,,
18670712,800,NW,0,,,76100,0,,,115,0
18670712,2400,,,2,0,,,0,0,,
18670713,800,O,0,,,75700,0,,,195,0
18670713,2400,,,,,,,0,0,,
18670714,800,W,0,,,75600,0,,,185,0
18670714,2400,,,,,,,45,0,,
18670715,800,ZO,0,,,75700,0,,,145,0
18670715,2400,,,8,0,,,30,0,,
18670716,800,ZZW,0,,,75100,0,,,170,0
18670716,2400,,,8,0,,,20,0,,
18670717,800,W,0,,,75100,0,,,150,0
18670717,2400,,,10,0,,,65,0,,
18670718,800,ZO,0,,,75200,0,,,150,0
18670718,2400,,,10,0,,,0,0,,
18670719,800,ZW,0,,,74650,0,,,150,0
18670719,2400,,,,,,,210,0,,
18670720,800,W,0,,,75400,0,,,140,0
18670720,2400,,,5,0,,,105,0,,
18670721,800,W,0,,,75350,0,,,170,0
18670721,2400,,,5,0,,,30,0,,
18670722,800,ZW,0,,,75500,0,,,190,0
18670722,2400,,,,,,,66,0,,
18670723,800,ZW,0,,,75200,0,,,180,0
18670723,2400,,,8,0,,,210,0,,
18670724,800,W,0,,,75200,0,,,170,0
18670724,2400,,,,,,,0,0,,
18670725,800,ZW,0,,,75650,0,,,160,0
18670725,2400,,,2,0,,,55,0,,
18670726,800,ZO,0,,,75200,0,,,160,0
18670726,2400,,,,,,,50,0,,
18670727,800,W,0,,,75400,0,,,190,0
18670727,2400,,,8,0,,,165,0,,
18670728,800,W,0,,,76100,0,,,140,0
18670728,2400,,,8,0,,,10,0,,
18670729,800,WNW,0,,,75900,0,,,120,0
18670729,2400,,,10,0,,,15,0,,
18670730,800,W,0,,,75700,0,,,125,0
18670730,2400,,,10,0,,,85,0,,
18670731,800,ZW,0,,,76050,0,,,130,0
18670731,2400,,,8,0,,,0,0,,
18670801,800,NW,0,,,76000,0,,,135,0
18670801,2400,,,5,0,,,0,0,,
18670802,800,NO,0,,,75350,0,,,140,0
18670802,2400,,,8,0,,,0,0,,
18670803,800,NO,0,,,75600,0,,,125,0
18670803,2400,,,10,0,,,0,0,,
18670804,800,ZW,0,,,76250,0,,,150,0
18670804,2400,,,10,0,,,0,0,,
18670805,800,Z,0,,,76150,0,,,145,0
18670805,2400,,,2,0,,,0,0,,
18670806,800,ZO,0,,,75900,0,,,145,0
18670806,2400,,,2,0,,,0,0,,
18670807,800,ZW,0,,,75500,0,,,150,0
18670807,2400,,,5,0,,,65,0,,
18670808,800,ZW,0,,,75300,0,,,160,0
18670808,2400,,,10,0,,,40,0,,
18670809,800,ZW,0,,,75700,0,,,150,0
18670809,2400,,,8,0,,,12,0,,
18670810,800,ZW,0,,,76150,0,,,150,0
18670810,2400,,,2,0,,,35,0,,
18670811,800,ZW,0,,,76500,0,,,150,0
18670811,2400,,,0,0,,,0,0,,
18670812,800,O,0,,,76550,0,,,170,0
18670812,2400,,,0,0,,,0,0,,
18670813,800,O,0,,,76500,0,,,170,0
18670813,2400,,,0,0,,,0,0,,
18670814,800,ZO,0,,,76300,0,,,185,0
18670814,2400,,,0,0,,,0,0,,
18670815,800,ZO,0,,,75600,0,,,210,0
18670815,2400,,,0,0,,,0,0,,
18670816,800,ZO,0,,,75600,0,,,180,0
18670816,2400,,,0,0,,,0,0,,
18670817,800,ZO,0,,,75900,0,,,160,0
18670817,2400,,,2,0,,,20,0,,
18670818,800,NW,0,,,76300,0,,,180,0
18670818,2400,,,8,0,,,0,0,,
18670819,800,ZO,0,,,76450,0,,,190,0
18670819,2400,,,2,0,,,0,0,,
18670820,800,ZO,0,,,75900,0,,,200,0
18670820,2400,,,2,0,,,0,0,,
18670821,800,ZW,0,,,75900,0,,,170,0
18670821,2400,,,5,0,,,0,0,,
18670822,800,ZW,0,,,76100,0,,,170,0
18670822,2400,,,10,0,,,0,0,,
18670823,800,NW,0,,,76200,0,,,160,0
18670823,2400,,,0,0,,,0,0,,
18670824,800,N,0,,,76100,0,,,155,0
18670824,2400,,,2,0,,,0,0,,
18670825,800,ONO,0,,,76200,0,,,180,0
18670825,2400,,,0,0,,,0,0,,
18670826,800,OZO,0,,,76050,0,,,175,0
18670826,2400,,,0,0,,,0,0,,
18670827,800,NW,0,,,75700,0,,,185,0
18670827,2400,,,,,,,0,0,,
18670828,800,W,0,,,76400,0,,,125,0
18670828,2400,,,0,0,,,155,0,,
18670829,800,W,0,,,76700,0,,,150,0
18670829,2400,,,2,0,,,0,0,,
18670830,800,ZW,0,,,76500,0,,,175,0
18670830,2400,,,0,0,,,0,0,,
18670831,800,W,0,,,76000,0,,,165,0
18670831,2400,,,0,0,,,0,0,,
18670901,800,O,0,,,75700,0,,,210,0
18670901,2400,,,,,,,0,0,,
18670902,800,W,0,,,76200,0,,,185,0
18670902,2400,,,,,,,10,0,,
18670903,800,O,0,,,76500,0,,,170,0
18670903,2400,,,,,,,0,0,,
18670904,800,ZO,0,,,75900,0,,,185,0
18670904,2400,,,,,,,0,0,,
18670905,800,Z,0,,,75900,0,,,150,0
18670905,2400,,,,,,,65,0,,
18670906,800,Z,0,,,75700,0,,,195,0
18670906,2400,,,,,,,0,0,,
18670907,800,Z,0,,,75800,0,,,160,0
18670907,2400,,,,,,,0,0,,
18670908,800,ZW,0,,,76300,0,,,150,0
18670908,2400,,,,,,,12,0,,
18670909,800,ZO,0,,,75900,0,,,150,0
18670909,2400,,,,,,,0,0,,
