Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18910812,1900,ZW,0,,,5,0,,,75430,0,,,150,0
18910813,800,WZW,0,,,18,0,,,75520,0,,,142,0
18910813,1400,,,,,28,0,,,,,,,,
18910813,1900,NW,0,,,12,0,,,76050,0,,,148,0
18910814,800,WZW,0,,,5,0,,,76120,0,,,150,0
18910814,1900,ZW,0,,,5,0,,,76090,0,,,156,0
18910815,800,ZW,0,,,3,0,,,75990,0,,,172,0
18910815,1400,,,,,0,0,,,,,,,,
18910815,1900,ZW,0,,,5,0,,,75630,0,,,170,0
18910816,800,W,0,,,8,0,,,75700,0,,,144,0
18910816,1400,,,,,20,0,,,,,,,,
18910816,1900,NW,0,,,13,0,,,75920,0,,,138,0
18910817,800,WZW,0,,,7,0,,,76080,0,,,134,0
18910817,1400,,,,,3,0,,,,,,,,
18910817,1900,NNO,0,,,,,,,76180,0,,,142,0
18910818,800,OZO,0,,,13,0,,,76040,0,,,142,0
18910818,1400,,,,,17,0,,,,,,,,
18910818,1900,ZO,0,,,8,0,,,75580,0,,,172,0
18910819,800,ZW,0,,,,,,,75580,0,,,152,0
18910819,1900,W,0,,,,,,,75660,0,,,160,0
18910820,800,WZW,0,,,0,0,,,75650,0,,,130,0
18910820,1900,WNW,0,,,,,,,75600,0,,,154,0
18910821,800,ZO,0,,,2,0,,,74770,0,,,142,0
18910821,1400,,,,,10,0,,,,,,,,
18910821,1900,ZW,0,,,5,0,,,74370,0,,,140,0
18910822,800,ZW,0,,,10,0,,,74870,0,,,144,0
18910822,1400,,,,,10,0,,,,,,,,
18910822,1900,ZW,0,,,0,0,,,74980,0,,,142,0
18910823,800,ZW,0,,,3,0,,,74820,0,,,148,0
18910823,1400,,,,,13,0,,,,,,,,
18910823,1900,ZW,0,,,5,0,,,74980,0,,,144,0
18910824,800,ZW,0,,,5,0,,,75570,0,,,144,0
18910824,1400,,,,,15,0,,,,,,,,
18910824,1900,WNW,0,,,,,,,75880,0,,,162,0
18910825,800,ZW,0,,,5,0,,,75760,0,,,138,0
18910825,1400,,,,,10,0,,,,,,,,
18910825,1900,WZW,0,,,,,,,75620,0,,,150,0
18910826,800,ZW,0,,,20,0,,,75150,0,,,156,0
18910826,1400,,,,,25,0,,,,,,,,
18910826,1900,WZW,0,,,0,0,,,75570,0,,,176,0
18910827,800,WZW,0,,,8,0,,,75550,0,,,174,0
18910827,1400,,,,,13,0,,,,,,,,
18910827,1900,ZW,0,,,13,0,,,75060,0,,,218,0
18910828,800,ZW,0,,,12,0,,,75480,0,,,160,0
18910828,1900,ZW,0,,,,,,,75990,0,,,140,0
18910829,800,ZW,0,,,,,,,76050,0,,,140,0
18910829,1900,WNW,0,,,,,,,76150,0,,,134,0
18910830,800,ZW,0,,,,,,,76400,0,,,122,0
18910830,1900,NW,0,,,,,,,76320,0,,,144,0
18910831,800,ZO,0,,,,,,,76000,0,,,126,0
18910831,1900,ONO,0,,,,,,,75700,0,,,156,0
18910901,800,ZW,0,,,,,,,75120,0,,,160,0
18910901,1900,ZW,0,,,,,,,75120,0,,,156,0
18910902,800,W,0,,,,,,,75630,0,,,154,0
18910902,1900,ZW,0,,,,,,,76020,0,,,144,0
18910903,800,NW,0,,,,,,,76320,0,,,140,0
18910903,1900,NNO,0,,,,,,,76180,0,,,160,0
18910904,800,WZW,0,,,,,,,76080,0,,,156,0
18910904,1900,W,0,,,,,,,76460,0,,,140,0
18910905,800,ZZW,0,,,,,,,76520,0,,,122,0
18910905,1400,,,,,13,0,,,,,,,,
18910905,1900,WNW,0,,,,,,,76550,0,,,136,0
18910906,800,ZW,0,,,10,0,,,76420,0,,,122,0
18910906,1400,,,,,10,0,,,,,,,,
18910906,1900,W,0,,,5,0,,,76220,0,,,140,0
18910907,800,WZW,0,,,10,0,,,76060,0,,,128,0
18910907,1400,,,,,15,0,,,,,,,,
18910907,1900,WNW,0,,,3,0,,,76360,0,,,122,0
18910908,800,ZW,0,,,,,,,76680,0,,,110,0
18910908,1400,,,,,2,0,,,,,,,,
18910908,1900,W,0,,,,,,,76780,0,,,148,0
18910909,800,ZW,0,,,0,0,,,76900,0,,,132,0
18910909,1400,,,,,5,0,,,,,,,,
18910909,1900,OZO,0,,,2,0,,,76940,0,,,140,0
18910910,800,ZO,0,,,5,0,,,76950,0,,,142,0
18910910,1900,ZO,0,,,3,0,,,76800,0,,,170,0
18910911,800,ZO,0,,,,,,,76730,0,,,128,0
18910911,1900,OZO,0,,,,,,,76680,0,,,180,0
18910912,800,NO,0,,,3,0,,,76820,0,,,134,0
18910912,1400,,,,,5,0,,,,,,,,
18910912,1900,ZO,0,,,7,0,,,76760,0,,,170,0
18910913,800,OZO,0,,,13,0,,,76620,0,,,140,0
18910913,1400,,,,,12,0,,,,,,,,
18910913,1900,OZO,0,,,10,0,,,76340,0,,,180,0
18910914,800,ZZO,0,,,5,0,,,76000,0,,,142,0
18910914,1400,,,,,5,0,,,,,,,,
18910914,1900,OZO,0,,,2,0,,,75840,0,,,182,0
18910915,800,NW,0,,,12,0,,,76400,0,,,146,0
18910915,1400,,,,,13,0,,,,,,,,
18910915,1900,NW,0,,,3,0,,,76630,0,,,130,0
18910916,800,WNW,0,,,2,0,,,76750,0,,,120,0
18910916,1400,,,,,8,0,,,,,,,,
18910916,1900,WNW,0,,,5,0,,,76720,0,,,140,0
18910917,800,ZW,0,,,,,,,76400,0,,,140,0
18910917,1400,,,,,15,0,,,,,,,,
18910917,1900,NW,0,,,5,0,,,76200,0,,,148,0
18910918,800,WZW,0,,,10,0,,,75980,0,,,158,0
18910918,1400,,,,,15,0,,,,,,,,
18910918,1900,WZW,0,,,8,0,,,75940,0,,,156,0
18910919,800,ZW,0,,,5,0,,,76240,0,,,146,0
18910919,1400,,,,,3,0,,,,,,,,
18910919,1900,ZW,0,,,,,,,76230,0,,,164,0
18910920,800,ZW,0,,,5,0,,,76080,0,,,140,0
18910920,1400,,,,,5,0,,,,,,,,
18910920,1900,ZW,0,,,10,0,,,75520,0,,,180,0
18910921,800,ZW,0,,,0,0,,,75440,0,,,142,0
18910921,1400,,,,,0,0,,,,,,,,
18910921,1900,ZW,0,,,,,,,75600,0,,,120,0
18910922,800,ZW,0,,,,,,,75700,0,,,80,0
18910922,1900,NO,0,,,,,,,75870,0,,,130,0
18910923,800,O,0,,,20,0,,,76320,0,,,120,0
18910923,1400,,,,,10,0,,,,,,,,
18910923,1900,OZO,0,,,7,0,,,76840,0,,,120,0
18910924,800,ZO,0,,,0,0,,,77000,0,,,74,0
18910924,1400,,,,,0,0,,,,,,,,
18910924,1900,Z,0,,,,,,,76980,0,,,106,0
18910925,800,Z,0,,,0,0,,,76900,0,,,96,0
18910925,1400,,,,,2,0,,,,,,,,
18910925,1900,Z,0,,,,,,,76600,0,,,142,0
18910926,800,Z,0,,,8,0,,,76420,0,,,110,0
18910926,1400,,,,,10,0,,,,,,,,
18910926,1900,ZW,0,,,8,0,,,75820,0,,,144,0
18910927,800,ZW,0,,,5,0,,,75620,0,,,120,0
18910927,1400,,,,,22,0,,,,,,,,
18910927,1900,ZW,0,,,2,0,,,76140,0,,,106,0
18910928,800,ZW,0,,,5,0,,,76400,0,,,116,0
18910928,1400,,,,,20,0,,,,,,,,
18910928,1900,W,0,,,5,0,,,76450,0,,,130,0
18910929,800,ZW,0,,,5,0,,,76460,0,,,114,0
18910929,1400,,,,,5,0,,,,,,,,
18910929,1900,ZW,0,,,10,0,,,76220,0,,,130,0
18910930,800,ZZW,0,,,0,0,,,76050,0,,,112,0
18910930,1400,,,,,5,0,,,,,,,,
18910930,1900,ZW,0,,,,,,,76100,0,,,150,0
18911001,800,ZO,0,,,,,,,75820,0,,,134,0
18911001,1900,Z,0,,,,,,,75470,0,,,170,0
18911002,800,ZW,0,,,,,,,75560,0,,,132,0
18911002,1900,WZW,0,,,,,,,76080,0,,,100,0
18911003,800,ZW,0,,,,,,,76500,0,,,92,0
18911003,1900,ZO,0,,,,,,,76870,0,,,100,0
18911004,800,ZW,0,,,,,,,76980,0,,,76,0
18911004,1900,O,0,,,,,,,76820,0,,,110,0
18911005,800,O,0,,,0,0,,,76700,0,,,86,0
18911005,1400,,,,,0,0,,,,,,,,
18911005,1900,ZO,0,,,15,0,,,76120,0,,,112,0
18911006,800,ZO,0,,,10,0,,,75760,0,,,84,0
18911006,1400,,,,,10,0,,,,,,,,
18911006,1900,ZO,0,,,15,0,,,75540,0,,,132,0
18911007,800,ZO,0,,,3,0,,,75380,0,,,150,0
18911007,1400,,,,,3,0,,,,,,,,
18911007,1900,ZW,0,,,,,,,75860,0,,,114,0
18911008,800,ZO,0,,,,,,,76050,0,,,86,0
18911008,1400,,,,,5,0,,,,,,,,
18911008,1900,ZZW,0,,,0,0,,,76080,0,,,114,0
18911009,800,ZO,0,,,10,0,,,76050,0,,,90,0
18911009,1400,,,,,10,0,,,,,,,,
18911009,1900,ZZW,0,,,5,0,,,76020,0,,,146,0
18911010,800,ZZO,0,,,2,0,,,76160,0,,,140,0
18911010,1400,,,,,5,0,,,,,,,,
18911010,1900,Z,0,,,10,0,,,75960,0,,,108,0
18911011,800,ZZO,0,,,,,,,75640,0,,,122,0
18911011,1400,,,,,5,0,,,,,,,,
18911011,1900,ZZO,0,,,13,0,,,75310,0,,,150,0
18911012,800,ZZO,0,,,3,0,,,74940,0,,,136,0
18911012,1400,,,,,0,0,,,,,,,,
18911012,1900,ZZW,0,,,5,0,,,75420,0,,,136,0
18911013,800,Z,0,,,0,0,,,75300,0,,,112,0
18911013,1400,,,,,2,0,,,,,,,,
18911013,1900,ZZW,0,,,,,,,75280,0,,,110,0
18911014,800,ZW,0,,,,,,,74800,0,,,134,0
18911014,1900,WZW,0,,,,,,,75720,0,,,108,0
18911015,800,Z,0,,,,,,,75910,0,,,86,0
18911015,1900,ZZW,0,,,,,,,75620,0,,,136,0
18911016,800,Z,0,,,,,,,76000,0,,,70,0
18911016,1900,ZW,0,,,,,,,75530,0,,,130,0
18911017,800,Z,0,,,,,,,75650,0,,,82,0
18911017,1900,W,0,,,,,,,75900,0,,,84,0
18911018,800,ZW,0,,,,,,,76120,0,,,82,0
18911018,1900,W,0,,,,,,,76260,0,,,66,0
18911019,800,ZW,0,,,,,,,75760,0,,,66,0
18911019,1900,ZW,0,,,,,,,75000,0,,,94,0
18911020,800,ZW,0,,,,,,,75350,0,,,75,0
18911020,1900,ZW,0,,,,,,,75250,0,,,104,0
18911021,800,Z,0,,,,,,,74750,0,,,104,0
18911021,1900,ZW,0,,,,,,,74700,0,,,106,0
18911022,800,Z,0,,,,,,,74860,0,,,96,0
18911022,1900,ZW,0,,,,,,,74800,0,,,104,0
18911023,800,Z,0,,,,,,,75020,0,,,116,0
18911023,1900,Z,0,,,,,,,75300,0,,,110,0
18911024,800,ZZW,0,,,,,,,75740,0,,,96,0
18911024,1900,ZW,0,,,,,,,75830,0,,,102,0
18911025,800,ONO,0,,,,,,,75800,0,,,102,0
18911025,1900,ONO,0,,,,,,,75800,0,,,100,0
18911026,800,ONO,0,,,,,,,75900,0,,,110,0
18911026,1900,ONO,0,,,,,,,76060,0,,,98,0
18911027,800,ONO,0,,,,,,,76420,0,,,70,0
18911027,1900,ONO,0,,,,,,,76800,0,,,56,0
18911028,800,O,0,,,,,,,76980,0,,,38,0
18911028,1900,O,0,,,,,,,77000,0,,,54,0
18911029,800,ZZW,0,,,,,,,77110,0,,,38,0
18911029,1900,ZO,0,,,,,,,77460,0,,,36,0
18911030,800,WZW,0,,,,,,,77830,0,,,20,0
18911030,1900,NO,0,,,,,,,77900,0,,,40,0
18911031,800,ZW,0,,,,,,,77800,0,,,38,0
18911031,1900,ZW,0,,,,,,,77550,0,,,74,0
18911101,800,NO,0,,,,,,,77420,0,,,84,0
18911101,1900,O,0,,,,,,,77570,0,,,76,0
18911102,800,O,0,,,,,,,77830,0,,,46,0
18911102,1900,O,0,,,,,,,77800,0,,,74,0
18911103,800,ONO,0,,,,,,,77550,0,,,56,0
18911103,1900,ONO,0,,,,,,,77220,0,,,62,0
18911104,800,ZW,0,,,,,,,76800,0,,,64,0
18911104,1900,O,0,,,,,,,77350,0,,,58,0
18911105,800,O,0,,,,,,,77820,0,,,10,0
18911105,1900,OZO,0,,,,,,,77700,0,,,-2,0
18911106,800,ZW,0,,,,,,,77360,0,,,8,0
18911106,1900,W,0,,,,,,,77320,0,,,38,0
18911107,800,ZW,0,,,,,,,77420,0,,,12,0
18911107,1900,ZW,0,,,,,,,77320,0,,,36,0
18911108,800,O,0,,,,,,,76890,0,,,8,0
18911108,1900,O,0,,,,,,,76280,0,,,-2,0
18911109,800,ZW,0,,,,,,,75800,0,,,-12,0
18911109,1900,ZW,0,,,,,,,75350,0,,,16,0
18911110,800,ZW,0,,,,,,,74980,0,,,50,0
18911110,1900,ZW,0,,,,,,,75420,0,,,26,0
18911111,800,O,0,,,,,,,74640,0,,,40,0
18911111,1900,ZZO,0,,,,,,,73700,0,,,102,0
18911112,800,ZW,0,,,,,,,75160,0,,,42,0
18911112,1900,Z,0,,,,,,,75550,0,,,32,0
18911113,800,OZO,0,,,,,,,74940,0,,,42,0
18911113,1900,ZW,0,,,,,,,74500,0,,,70,0
18911114,800,Z,0,,,,,,,74830,0,,,40,0
18911114,1900,Z,0,,,,,,,74880,0,,,58,0
18911115,800,OZO,0,,,,,,,74900,0,,,26,0
18911115,1900,ZW,0,,,,,,,74840,0,,,68,0
18911116,800,Z,0,,,,,,,74880,0,,,62,0
18911116,1900,ZZO,0,,,,,,,75130,0,,,80,0
18911117,800,ZW,0,,,,,,,75520,0,,,54,0
18911117,1900,ZW,0,,,,,,,75530,0,,,54,0
18911118,800,ZO,0,,,,,,,76160,0,,,52,0
18911118,1900,Z,0,,,,,,,76530,0,,,68,0
18911119,800,ZW,0,,,,,,,76330,0,,,100,0
18911119,1900,ZW,0,,,,,,,76220,0,,,110,0
18911120,800,ZW,0,,,,,,,76040,0,,,86,0
18911120,1900,ZW,0,,,,,,,75830,0,,,72,0
18911121,800,ZW,0,,,,,,,75520,0,,,56,0
18911121,1900,NW,0,,,,,,,75480,0,,,48,0
18911122,800,O,0,,,,,,,75700,0,,,54,0
18911122,1900,ZO,0,,,,,,,75720,0,,,50,0
18911123,800,OZO,0,,,,,,,75840,0,,,20,0
18911123,1900,ZZO,0,,,,,,,76070,0,,,26,0
18911124,800,O,0,,,,,,,76280,0,,,26,0
18911124,1900,OZO,0,,,,,,,76120,0,,,20,0
18911125,800,ZO,0,,,,,,,75980,0,,,8,0
18911125,1900,OZO,0,,,,,,,75850,0,,,16,0
18911126,800,OZO,0,,,,,,,75740,0,,,14,0
18911126,1900,ZZW,0,,,,,,,75520,0,,,14,0
18911127,800,OZO,0,,,,,,,75430,0,,,22,0
18911127,1900,NO,0,,,,,,,75760,0,,,4,0
18911128,800,Z,0,,,,,,,76060,0,,,-2,0
18911128,1900,O,0,,,,,,,76140,0,,,0,0
18911129,800,OZO,0,,,,,,,75910,0,,,-6,0
18911129,1900,ZZO,0,,,,,,,75760,0,,,16,0
18911130,800,ZW,0,,,,,,,75860,0,,,24,0
18911130,1900,ZW,0,,,,,,,75970,0,,,42,0
18911201,800,ZW,0,,,,,,,76250,0,,,24,0
18911201,1900,ZW,0,,,,,,,76220,0,,,50,0
18911202,800,ZO,0,,,,,,,75600,0,,,12,0
18911202,1900,ZZW,0,,,,,,,75320,0,,,60,0
18911203,800,ZW,0,,,,,,,76100,0,,,46,0
18911203,1900,ZW,0,,,,,,,75890,0,,,74,0
18911204,800,ZW,0,,,,,,,76100,0,,,100,0
18911204,1900,ZW,0,,,,,,,76350,0,,,76,0
18911205,800,ZW,0,,,,,,,76520,0,,,72,0
18911205,1900,ZW,0,,,,,,,76350,0,,,106,0
18911206,800,WZW,0,,,,,,,75830,0,,,102,0
18911206,1900,WNW,0,,,,,,,76360,0,,,64,0
18911207,800,ZW,0,,,,,,,76180,0,,,34,0
18911207,1900,ZO,0,,,,,,,74780,0,,,68,0
18911208,800,NW,0,,,,,,,75380,0,,,56,0
18911208,1900,NW,0,,,,,,,76100,0,,,58,0
18911209,800,ZW,0,,,,,,,75480,0,,,58,0
18911209,1900,ZW,0,,,,,,,74860,0,,,60,0
18911210,800,WZW,0,,,,,,,74010,0,,,86,0
18911210,1900,ZW,0,,,,,,,73970,0,,,66,0
18911211,800,WZW,0,,,,,,,73820,0,,,46,0
18911211,1900,WNW,0,,,,,,,75000,0,,,40,0
18911212,800,W,0,,,,,,,76060,0,,,26,0
18911212,1900,WNW,0,,,,,,,76250,0,,,28,0
18911213,800,WNW,0,,,,,,,74740,0,,,74,0
18911213,1900,WZW,0,,,,,,,74360,0,,,38,0
18911214,800,NW,0,,,,,,,74680,0,,,50,0
18911214,1900,WNW,0,,,,,,,75520,0,,,44,0
18911215,800,WNW,0,,,,,,,75920,0,,,36,0
18911215,1900,NW,0,,,,,,,76100,0,,,24,0
18911216,800,NW,0,,,,,,,75020,0,,,72,0
18911216,1900,NW,0,,,,,,,75670,0,,,14,0
18911217,800,NO,0,,,,,,,77060,0,,,6,0
18911217,1900,WZW,0,,,,,,,77500,0,,,2,0
18911218,800,ONO,0,,,,,,,77720,0,,,-10,0
18911218,1900,WNW,0,,,,,,,77900,0,,,-4,0
18911219,800,ZW,0,,,,,,,78040,0,,,-32,0
18911219,1900,W,0,,,,,,,78000,0,,,-22,0
18911220,800,ZW,0,,,,,,,78140,0,,,-30,0
18911220,1900,ZO,0,,,,,,,78100,0,,,-30,0
18911221,800,ZW,0,,,,,,,78050,0,,,-58,0
18911221,1900,Z,0,,,,,,,77930,0,,,-46,0
18911222,800,ZW,0,,,,,,,77870,0,,,-24,0
18911222,1900,ZW,0,,,,,,,77800,0,,,-22,0
18911223,800,ZW,0,,,,,,,77610,0,,,-60,0
18911223,1900,ZW,0,,,,,,,77350,0,,,-20,0
18911224,800,ZO,0,,,,,,,77080,0,,,-46,0
18911224,1900,ZO,0,,,,,,,76750,0,,,-48,0
18911225,800,ZW,0,,,,,,,76500,0,,,-54,0
18911225,1900,Z,0,,,,,,,76440,0,,,-6,0
18911226,800,ZW,0,,,,,,,76500,0,,,10,0
18911226,1900,ZW,0,,,,,,,76560,0,,,20,0
18911227,800,ZZW,0,,,,,,,76060,0,,,16,0
18911227,1900,ZW,0,,,,,,,76160,0,,,32,0
18911228,800,ZW,0,,,,,,,76320,0,,,-6,0
18911228,1900,ZW,0,,,,,,,76060,0,,,16,0
18911229,800,ZZW,0,,,,,,,75700,0,,,22,0
18911229,1900,ZW,0,,,,,,,75220,0,,,50,0
18911230,800,WZW,0,,,,,,,75400,0,,,12,0
18911230,1900,WZW,0,,,,,,,75100,0,,,40,0
18911231,800,WZW,0,,,,,,,74420,0,,,82,0
18911231,1900,NW,0,,,,,,,74700,0,,,42,0
18920101,800,WZW,0,,,,,,,74900,0,,,20,0
18920101,1900,NW,0,,,,,,,75410,0,,,23,0
18920101,2400,,,,,,,,,,,20,0,,
18920102,800,WNW,0,,,,,,,76240,0,,,10,0
18920102,1900,W,0,,,,,,,76000,0,,,48,0
18920102,2400,,,,,,,,,,,50,0,,
18920103,800,WNW,0,,,,,,,75500,0,,,30,0
18920103,1900,WNW,0,,,,,,,75580,0,,,14,0
18920104,800,W,0,,,,,,,75640,0,,,12,0
18920104,1900,WNW,0,,,,,,,75820,0,,,18,0
18920105,800,W,0,,,,,,,75800,0,,,6,0
18920105,1900,ZW,0,,,,,,,74640,0,,,-2,0
18920106,800,WNW,0,,,,,,,74060,0,,,0,0
18920106,1900,NW,0,,,,,,,73780,0,,,6,0
18920106,2400,,,,,,,,,,,50,0,,
18920107,800,W,0,,,,,,,74320,0,,,12,0
18920107,1900,W,0,,,,,,,74250,0,,,0,0
18920108,800,ZW,0,,,,,,,74540,0,,,-16,0
18920108,1900,WZW,0,,,,,,,74910,0,,,-22,0
18920108,2400,,,,,,,,,,,60,0,,
18920109,800,Z,0,,,,,,,75080,0,,,-10,0
18920109,1900,ZO,0,,,,,,,74850,0,,,-14,0
18920110,800,ZO,0,,,,,,,74900,0,,,-8,0
18920110,1900,ZO,0,,,,,,,75100,0,,,0,0
18920110,2400,,,,,,,,,,,40,0,,
18920111,800,NO,0,,,,,,,75400,0,,,6,0
18920111,1900,Z,0,,,,,,,75500,0,,,10,0
18920111,2400,,,,,,,,,,,50,0,,
18920112,800,NNO,0,,,,,,,75600,0,,,-12,0
18920112,1900,NNO,0,,,,,,,75350,0,,,16,0
18920113,800,ZW,0,,,,,,,75720,0,,,-22,0
18920113,1900,N,0,,,,,,,75460,0,,,-40,0
18920114,800,NNO,0,,,,,,,75140,0,,,-72,0
18920114,1900,OZO,0,,,,,,,75000,0,,,-60,0
18920115,800,O,0,,,,,,,74930,0,,,-68,0
18920115,1900,OZO,0,,,,,,,75220,0,,,-44,0
18920116,800,ZO,0,,,,,,,75540,0,,,-34,0
18920116,1900,ZZO,0,,,,,,,75900,0,,,-48,0
18920117,800,OZO,0,,,,,,,76120,0,,,-54,0
18920117,1900,OZO,0,,,,,,,76160,0,,,-46,0
18920118,800,OZO,0,,,,,,,76400,0,,,-42,0
18920118,1900,OZO,0,,,,,,,76550,0,,,-16,0
18920119,800,OZO,0,,,,,,,76620,0,,,-64,0
18920119,1900,OZO,0,,,,,,,76460,0,,,-38,0
18920120,800,OZO,0,,,,,,,76480,0,,,-88,0
18920120,1900,OZO,0,,,,,,,76460,0,,,-64,0
18920121,800,OZO,0,,,,,,,76500,0,,,-108,0
18920121,1900,OZO,0,,,,,,,76370,0,,,-76,0
18920122,800,ZZO,0,,,,,,,76180,0,,,-66,0
18920122,1900,ZZW,0,,,,,,,75900,0,,,0,0
18920123,800,ZW,0,,,,,,,76120,0,,,0,0
18920123,1900,W,0,,,,,,,76370,0,,,-4,0
18920124,800,ZW,0,,,,,,,76250,0,,,8,0
18920124,1900,WZW,0,,,,,,,76460,0,,,12,0
18920124,2400,,,,,,,,,,,30,0,,
18920125,800,WNW,0,,,,,,,76740,0,,,-8,0
18920125,1900,WNW,0,,,,,,,76900,0,,,10,0
18920126,800,W,0,,,,,,,77050,0,,,0,0
18920126,1900,W,0,,,,,,,76710,0,,,16,0
18920127,800,W,0,,,,,,,76280,0,,,18,0
18920127,1900,W,0,,,,,,,75670,0,,,30,0
18920127,2400,,,,,,,,,,,40,0,,
18920128,800,NW,0,,,,,,,75950,0,,,24,0
18920128,1900,NNW,0,,,,,,,76350,0,,,28,0
18920128,2400,,,,,,,,,,,70,0,,
18920129,800,W,0,,,,,,,75410,0,,,58,0
18920129,1900,N,0,,,,,,,75880,0,,,64,0
18920129,2400,,,,,,,,,,,50,0,,
18920130,800,W,0,,,,,,,75940,0,,,66,0
18920130,1900,WNW,0,,,,,,,75890,0,,,58,0
18920130,2400,,,,,,,,,,,10,0,,
18920131,800,W,0,,,,,,,75880,0,,,38,0
18920131,1900,NW,0,,,,,,,76300,0,,,20,0
18920201,800,ZW,0,,,,,,,75460,0,,,50,0
18920201,1900,ZW,0,,,,,,,74540,0,,,58,0
18920202,800,ZW,0,,,,,,,74220,0,,,16,0
18920202,1900,ZW,0,,,,,,,73990,0,,,14,0
18920203,800,WZW,0,,,,,,,73450,0,,,22,0
18920203,1900,W,0,,,,,,,74050,0,,,32,0
18920203,2400,,,,,,,,,,,32,0,,
18920204,800,N,0,,,,,,,75000,0,,,16,0
18920204,1900,WNW,0,,,,,,,75170,0,,,10,0
18920205,800,W,0,,,,,,,74560,0,,,14,0
18920205,1900,WNW,0,,,,,,,74900,0,,,34,0
18920206,800,NW,0,,,,,,,75170,0,,,30,0
18920206,1900,NW,0,,,,,,,75520,0,,,26,0
18920207,800,NW,0,,,,,,,75610,0,,,20,0
18920207,1900,WZW,0,,,,,,,75700,0,,,52,0
18920207,2400,,,,,,,,,,,20,0,,
18920208,800,NW,0,,,,,,,74980,0,,,50,0
18920208,1900,NO,0,,,,,,,75660,0,,,20,0
18920208,2400,,,,,,,,,,,238,0,,
18920209,800,NNO,0,,,,,,,76880,0,,,14,0
18920209,1900,NO,0,,,,,,,77080,0,,,-4,0
18920210,800,ZW,0,,,,,,,76810,0,,,0,0
18920210,1900,ZW,0,,,,,,,76800,0,,,30,0
18920211,800,W,0,,,,,,,77040,0,,,46,0
18920211,1900,NW,0,,,,,,,77190,0,,,48,0
18920212,800,NW,0,,,,,,,76840,0,,,42,0
18920212,1900,NW,0,,,,,,,76600,0,,,60,0
18920213,800,NW,0,,,,,,,76560,0,,,26,0
18920213,1900,NW,0,,,,,,,76550,0,,,28,0
18920214,800,W,0,,,,,,,76350,0,,,0,0
18920214,1900,NW,0,,,,,,,75950,0,,,10,0
18920215,800,O,0,,,,,,,75630,0,,,-26,0
18920215,1900,OZO,0,,,,,,,75570,0,,,-26,0
18920216,800,ONO,0,,,,,,,75660,0,,,-40,0
18920216,1900,ONO,0,,,,,,,75620,0,,,-54,0
18920217,800,W,0,,,,,,,74730,0,,,-80,0
18920217,1900,NW,0,,,,,,,74400,0,,,-30,0
18920218,800,ZO,0,,,,,,,74000,0,,,-56,0
18920218,1900,ZZW,0,,,,,,,73920,0,,,-52,0
18920219,800,ZW,0,,,,,,,74860,0,,,-76,0
18920219,1900,Z,0,,,,,,,75760,0,,,-28,0
18920219,2400,,,,,,,,,,,54,0,,
18920220,800,W,0,,,,,,,73940,0,,,-10,0
18920220,1900,ZW,0,,,,,,,75400,0,,,12,0
18920220,2400,,,,,,,,,,,64,0,,
18920221,800,ZO,0,,,,,,,75700,0,,,0,0
18920221,1900,ZZO,0,,,,,,,75500,0,,,8,0
18920222,800,NO,0,,,,,,,75300,0,,,0,0
18920222,1900,NO,0,,,,,,,75620,0,,,50,0
18920223,800,NW,0,,,,,,,75920,0,,,18,0
18920223,1900,ZO,0,,,,,,,75920,0,,,18,0
18920224,800,O,0,,,,,,,75960,0,,,6,0
18920224,1900,ZZO,0,,,,,,,76000,0,,,32,0
18920225,800,ZZO,0,,,,,,,76180,0,,,18,0
