Delfzijl(102_G) "53:20:00" NB "6:55:0" OL     4.0 (m  boven msl)
#Disclaimer: deze data zijn gedigitaliseerd uit jaarboeken. In de loop der jaren zijn er veranderingen in  eenheden, meetmethodes en locatie. Waar de eenheid niet eenduidig te bepalen is, is dit genoteerd met (Onbekend).
#Disclaimer: these data are found  in yearbooks. Over time there are changes in units, methods  of observation and location.  Where the unit could not be established, it is indicated as (Unknown). 
#Q: Kwaliteitscode. Bij elke meetwaarde hoort een kwaliteitscode. Q=0: OK. Q=1 : minder betrouwbaar. Q=6 : waarde verbeterd. Q=9 : onbruikbare waarde. Q=7: onbruikbare waarde. 
#Q: Quality code. Each observed value has a quality code . Q=0 : OK. Q=1 : less reliable. Q=6 : value restored. Q=9 : not valid. Q=7: not valid. 

 DD  Windrichting  :  Richting waaruit de wind waait  (streek). ;  DD  Wind direction  :  direction where the wind comes from  (compass points).
 DP  Drukanomalie  :  Afwijking van normaal  (0.01 cm Hg). ;  DP  Pressure anomaly  :  description  (0.01 cm Hg).
 FFkts  Windsnelheid  :  Volgens diverse schalen vastgesteld  (Knopen). ;  FFkts  Windspeed  :  estimated from a variety of scales  (Knopen).
 N  Bedekkingsgraad  :  van de bovenlucht  (deca). ;  N  Cloudcover  :  Cloud cover of the upper air  (deca).
 Phg  Druk  :  Totale luchtdruk  (0.01 mm Hg). ;  Phg  Pressuse  :  Total air pressure  (0.01 mm Hg).
 RD  Dagsom neerslag  :  dagsom  (0.1 mm). ;  RD  Daily precipitation  :  sum  (0.1 mm).
 T  Temperatuur  :  Temperatuur gemeten op 2 m  (0.1 Celcius). ;  T  Temperature  :  Temperature observed at 2 m  (0.1 Celcius).

DATUM,tijd,DD,Q_DD,DP,Q_DP,FFkts,Q_FFkts,N,Q_N,Phg,Q_Phg,RD,Q_RD,T,Q_T
18860127,1900,OZO,0,,,12,0,,,75960,0,,,2,0
18860127,2400,,,,,,,,,,,50,0,,
18860128,800,O,0,,,4,0,,,75930,0,,,0,0
18860128,1400,,,,,4,0,,,,,,,,
18860128,1900,Z,0,,,4,0,,,76200,0,,,4,0
18860128,2400,,,,,,,,,,,30,0,,
18860129,800,ZZO,0,,,4,0,,,76070,0,,,4,0
18860129,1400,,,,,8,0,,,,,,,,
18860129,1900,OZO,0,,,12,0,,,75680,0,,,8,0
18860129,2400,,,,,,,8,0,,,,,,
18860130,800,ZW,0,,,17,0,,,75280,0,,,17,0
18860130,1400,,,,,12,0,,,,,,,,
18860130,1900,ZW,0,,,16,0,,,75450,0,,,20,0
18860130,2400,,,,,,,,,,,20,0,,
18860131,800,ZW,0,,,12,0,,,74800,0,,,18,0
18860131,1400,,,,,18,0,,,,,,,,
18860131,1900,W,0,,,16,0,,,73170,0,,,12,0
18860131,2400,,,,,,,,,,,50,0,,
18860201,800,ZW,0,,,14,0,,,73920,0,,,4,0
18860201,1400,,,,,20,0,,,,,,,,
18860201,1900,WNW,0,,,12,0,,,73940,0,,,6,0
18860201,2400,,,,,,,,,,,30,0,,
18860202,800,ZW,0,,,14,0,,,74430,0,,,8,0
18860202,1400,,,,,20,0,,,,,,,,
18860202,1900,W,0,,,10,0,,,75010,0,,,12,0
18860202,2400,,,,,,,10,0,,,,,,
18860203,800,ZW,0,,,4,0,,,75190,0,,,-12,0
18860203,1400,,,,,2,0,,,,,,,,
18860203,1900,ZW,0,,,2,0,,,75550,0,,,-2,0
18860203,2400,,,,,,,2,0,,,,,,
18860204,800,ZW,0,,,4,0,,,76010,0,,,-6,0
18860204,1400,,,,,8,0,,,,,,,,
18860204,1900,ZW,0,,,8,0,,,76400,0,,,2,0
18860205,800,NO,0,,,14,0,,,76380,0,,,4,0
18860205,1400,,,,,10,0,,,,,,,,
18860205,1900,NO,0,,,2,0,,,76280,0,,,-10,0
18860205,2400,,,,,,,,,,,10,0,,
18860206,800,NO,0,,,18,0,,,76520,0,,,-26,0
18860206,1400,,,,,18,0,,,,,,,,
18860206,1900,O,0,,,,,,,76920,0,,,-20,0
18860206,2400,,,,,,,,,,,10,0,,
18860207,800,OZO,0,,,,,,,77350,0,,,-26,0
18860207,1400,,,,,10,0,,,,,,,,
18860207,1900,OZO,0,,,8,0,,,77720,0,,,-26,0
18860207,2400,,,,,,,8,0,,,,,,
18860208,800,OZO,0,,,8,0,,,78120,0,,,-24,0
18860208,1900,ZO,0,,,,,,,78310,0,,,-20,0
18860208,2400,,,,,,,10,0,,,,,,
18860209,800,OZO,0,,,,,,,78200,0,,,-56,0
18860209,1900,ZO,0,,,,,,,77890,0,,,-24,0
18860209,2400,,,,,,,0,0,,,,,,
18860210,800,O,0,,,,,,,77450,0,,,-44,0
18860210,1900,ZO,0,,,,,,,77110,0,,,-18,0
18860210,2400,,,,,,,2,0,,,,,,
18860211,800,O,0,,,,,,,76770,0,,,-18,0
18860211,1900,Z,0,,,,,,,76540,0,,,-12,0
18860212,800,Z,0,,,,,,,76400,0,,,-20,0
18860212,1900,ZZO,0,,,,,,,76590,0,,,-24,0
18860213,800,O,0,,,,,,,76480,0,,,-20,0
18860213,1900,Z,0,,,,,,,76440,0,,,4,0
18860213,2400,,,,,,,10,0,,,,,,
18860214,800,O,0,,,,,,,76350,0,,,2,0
18860214,1900,ZO,0,,,,,,,76360,0,,,6,0
18860214,2400,,,,,,,10,0,,,,,,
18860215,800,OZO,0,,,,,,,76510,0,,,-34,0
18860215,1900,OZO,0,,,,,,,76610,0,,,-12,0
18860215,2400,,,,,,,0,0,,,,,,
18860216,800,O,0,,,,,,,76480,0,,,-24,0
18860216,1900,OZO,0,,,,,,,76310,0,,,-18,0
18860216,2400,,,,,,,10,0,,,,,,
18860217,800,O,0,,,,,,,76270,0,,,-26,0
18860217,1900,O,0,,,,,,,76450,0,,,-4,0
18860217,2400,,,,,,,5,0,,,,,,
18860218,800,O,0,,,24,0,,,76810,0,,,-40,0
18860218,1400,,,,,28,0,,,,,,,,
18860218,1900,O,0,,,18,0,,,76840,0,,,-32,0
18860218,2400,,,,,,,8,0,,,,,,
18860219,800,O,0,,,14,0,,,76730,0,,,-34,0
18860219,1400,,,,,8,0,,,,,,,,
18860219,1900,ZO,0,,,6,0,,,76610,0,,,-6,0
18860219,2400,,,,,,,10,0,,,,,,
18860220,800,ONO,0,,,14,0,,,76680,0,,,-24,0
18860220,1400,,,,,10,0,,,,,,,,
18860220,1900,O,0,,,16,0,,,76770,0,,,-23,0
18860220,2400,,,,,,,10,0,,,,,,
18860221,800,O,0,,,16,0,,,76720,0,,,-24,0
18860221,1400,,,,,12,0,,,,,,,,
18860221,1900,O,0,,,16,0,,,76910,0,,,-20,0
18860221,2400,,,,,,,8,0,,,,,,
18860222,800,O,0,,,8,0,,,77190,0,,,-32,0
18860222,1400,,,,,6,0,,,,,,,,
18860222,1900,ONO,0,,,4,0,,,77290,0,,,-14,0
18860222,2400,,,,,,,2,0,,,,,,
18860223,800,NO,0,,,,,,,77170,0,,,-34,0
18860223,1400,,,,,6,0,,,,,,,,
18860223,1900,NO,0,,,8,0,,,76980,0,,,-14,0
18860223,2400,,,,,,,10,0,,,,,,
18860224,800,OZO,0,,,18,0,,,76870,0,,,-26,0
18860224,1400,,,,,16,0,,,,,,,,
18860224,1900,OZO,0,,,14,0,,,76750,0,,,-16,0
18860224,2400,,,,,,,,,,,10,0,,
18860225,800,O,0,,,10,0,,,76670,0,,,-42,0
18860225,1400,,,,,2,0,,,,,,,,
18860225,1900,O,0,,,8,0,,,76590,0,,,-10,0
18860225,2400,,,,,,,8,0,,,,,,
18860226,800,O,0,,,8,0,,,75510,0,,,-22,0
18860226,1400,,,,,12,0,,,,,,,,
18860226,1900,O,0,,,18,0,,,76510,0,,,-20,0
18860226,2400,,,,,,,2,0,,,,,,
18860227,800,O,0,,,28,0,,,76660,0,,,-34,0
18860227,1400,,,,,28,0,,,,,,,,
18860227,1900,ONO,0,,,24,0,,,76870,0,,,-26,0
18860227,2400,,,,,,,,,,,50,0,,
18860228,800,O,0,,,28,0,,,77120,0,,,-90,0
18860228,1400,,,,,22,0,,,,,,,,
18860228,1900,O,0,,,26,0,,,77150,0,,,-68,0
18860228,2400,,,,,,,2,0,,,,,,
18860301,800,ZO,0,,,,,,,76910,0,,,-114,0
18860301,1900,OZO,0,,,,,,,76220,0,,,-96,0
18860301,2400,,,,,,,0,0,,,,,,
18860302,800,ZO,0,,,,,,,74980,0,,,-98,0
18860302,1400,,,,,20,0,,,,,,,,
18860302,1900,OZO,0,,,8,0,,,74440,0,,,0,0
18860302,2400,,,,,,,,,,,40,0,,
18860303,800,NNO,0,,,12,0,,,73900,0,,,-20,0
18860303,1400,,,,,24,0,,,,,,,,
18860303,1900,ZZO,0,,,22,0,,,74740,0,,,-36,0
18860303,2400,,,,,,,10,0,,,,,,
18860304,800,WNW,0,,,22,0,,,75090,0,,,2,0
18860304,1400,,,,,20,0,,,,,,,,
18860304,1900,NNO,0,,,20,0,,,75300,0,,,8,0
18860304,2400,,,,,,,,,,,30,0,,
18860305,800,WZW,0,,,12,0,,,75000,0,,,-2,0
18860305,1400,,,,,2,0,,,,,,,,
18860305,1900,WNW,0,,,4,0,,,74760,0,,,-16,0
18860305,2400,,,,,,,,,,,20,0,,
18860306,800,NNO,0,,,2,0,,,75020,0,,,-30,0
18860306,1400,,,,,6,0,,,,,,,,
18860306,1900,NW,0,,,4,0,,,75550,0,,,0,0
18860306,2400,,,,,,,0,0,,,,,,
18860307,800,NW,0,,,14,0,,,76270,0,,,-14,0
18860307,1400,,,,,18,0,,,,,,,,
18860307,1900,NW,0,,,10,0,,,76780,0,,,-14,0
18860307,2400,,,,,,,0,0,,,,,,
18860308,800,O,0,,,10,0,,,77030,0,,,-28,0
18860308,1400,,,,,6,0,,,,,,,,
18860308,1900,O,0,,,8,0,,,77450,0,,,-22,0
18860308,2400,,,,,,,2,0,,,,,,
18860309,800,O,0,,,6,0,,,77650,0,,,-48,0
18860309,1400,,,,,8,0,,,,,,,,
18860309,1900,NO,0,,,10,0,,,77750,0,,,-16,0
18860309,2400,,,,,,,0,0,,,,,,
18860310,800,OZO,0,,,16,0,,,77660,0,,,-46,0
18860310,1400,,,,,14,0,,,,,,,,
18860310,1900,O,0,,,14,0,,,77610,0,,,-14,0
18860310,2400,,,,,,,0,0,,,,,,
18860311,800,ONO,0,,,8,0,,,77570,0,,,-48,0
18860311,1400,,,,,8,0,,,,,,,,
18860311,1900,NO,0,,,0,0,,,77320,0,,,-15,0
18860311,2400,,,,,,,8,0,,,,,,
18860312,800,O,0,,,4,0,,,77120,0,,,-32,0
18860312,1400,,,,,12,0,,,,,,,,
18860312,1900,OZO,0,,,14,0,,,77200,0,,,-40,0
18860312,2400,,,,,,,8,0,,,,,,
18860313,800,OZO,0,,,14,0,,,77250,0,,,-30,0
18860313,1400,,,,,6,0,,,,,,,,
18860313,1900,O,0,,,8,0,,,77260,0,,,-10,0
18860313,2400,,,,,,,10,0,,,,,,
18860314,800,O,0,,,10,0,,,77170,0,,,-14,0
18860314,1400,,,,,10,0,,,,,,,,
18860314,1900,O,0,,,16,0,,,76830,0,,,-12,0
18860314,2400,,,,,,,2,0,,,,,,
18860315,800,NNO,0,,,20,0,,,76420,0,,,-30,0
18860315,1400,,,,,24,0,,,,,,,,
18860315,1900,NNO,0,,,16,0,,,76020,0,,,-4,0
18860315,2400,,,,,,,8,0,,,,,,
18860316,800,O,0,,,16,0,,,75740,0,,,-4,0
18860316,1400,,,,,18,0,,,,,,,,
18860316,1900,O,0,,,20,0,,,76010,0,,,-2,0
18860316,2400,,,,,,,,,,,30,0,,
18860317,800,O,0,,,22,0,,,76220,0,,,-22,0
18860317,1400,,,,,20,0,,,,,,,,
18860317,1900,OZO,0,,,16,0,,,76460,0,,,-6,0
18860317,2400,,,,,,,,,,,20,0,,
18860318,800,O,0,,,20,0,,,76830,0,,,-20,0
18860318,1400,,,,,18,0,,,,,,,,
18860318,1900,OZO,0,,,18,0,,,76820,0,,,-18,0
18860318,2400,,,,,,,8,0,,,,,,
18860319,800,OZO,0,,,14,0,,,76720,0,,,-32,0
18860319,1400,,,,,8,0,,,,,,,,
18860319,1900,O,0,,,14,0,,,76580,0,,,-16,0
18860319,2400,,,,,,,10,0,,,,,,
18860320,800,ZO,0,,,12,0,,,76430,0,,,-16,0
18860320,1400,,,,,8,0,,,,,,,,
18860320,1900,ZW,0,,,8,0,,,76160,0,,,50,0
18860320,2400,,,,,,,10,0,,,,,,
18860321,800,WZW,0,,,6,0,,,76090,0,,,42,0
18860321,1400,,,,,6,0,,,,,,,,
18860321,1900,W,0,,,10,0,,,76030,0,,,52,0
18860321,2400,,,,,,,,,,,100,0,,
18860322,800,W,0,,,6,0,,,76490,0,,,44,0
18860322,1400,,,,,2,0,,,,,,,,
18860322,1900,W,0,,,4,0,,,76670,0,,,32,0
18860322,2400,,,,,,,,,,,30,0,,
18860323,800,OZO,0,,,6,0,,,76860,0,,,26,0
18860323,1400,,,,,6,0,,,,,,,,
18860323,1900,ZZW,0,,,10,0,,,76920,0,,,32,0
18860324,800,OZO,0,,,14,0,,,76870,0,,,22,0
18860324,1400,,,,,12,0,,,,,,,,
18860324,1900,ZO,0,,,14,0,,,76500,0,,,36,0
18860325,800,ZW,0,,,12,0,,,76260,0,,,36,0
18860325,1400,,,,,8,0,,,,,,,,
18860325,1900,Z,0,,,8,0,,,76600,0,,,94,0
18860325,2400,,,,,,,0,0,,,,,,
18860326,800,OZO,0,,,8,0,,,76180,0,,,56,0
18860326,1400,,,,,6,0,,,,,,,,
18860326,1900,Z,0,,,6,0,,,76320,0,,,96,0
18860326,2400,,,,,,,,,,,70,0,,
18860327,800,ZW,0,,,14,0,,,76160,0,,,100,0
18860327,1400,,,,,18,0,,,,,,,,
18860327,1900,ZZW,0,,,14,0,,,76040,0,,,124,0
18860327,2400,,,,,,,,,,,20,0,,
18860328,800,ZW,0,,,14,0,,,76030,0,,,118,0
18860328,1400,,,,,2,0,,,,,,,,
18860328,1900,Z,0,,,2,0,,,76000,0,,,100,0
18860328,2400,,,,,,,,,,,40,0,,
18860329,800,ZW,0,,,16,0,,,75850,0,,,76,0
18860329,1400,,,,,18,0,,,,,,,,
18860329,1900,ZW,0,,,16,0,,,75410,0,,,86,0
18860329,2400,,,,,,,,,,,80,0,,
18860330,800,ZW,0,,,28,0,,,76080,0,,,46,0
18860330,1400,,,,,24,0,,,,,,,,
18860330,1900,ZW,0,,,22,0,,,76220,0,,,58,0
18860330,2400,,,,,,,,,,,30,0,,
18860331,800,ZW,0,,,24,0,,,75740,0,,,70,0
18860331,1400,,,,,22,0,,,,,,,,
18860331,1900,ZW,0,,,20,0,,,75610,0,,,70,0
18860331,2400,,,,,,,,,,,30,0,,
18860401,800,ZW,0,,,22,0,,,76310,0,,,54,0
18860401,1400,,,,,28,0,,,,,,,,
18860401,1900,W,0,,,8,0,,,76940,0,,,60,0
18860401,2400,,,,,,,0,0,,,,,,
18860402,800,OZO,0,,,20,0,,,76700,0,,,56,0
18860402,1400,,,,,22,0,,,,,,,,
18860402,1900,N,0,,,14,0,,,76290,0,,,136,0
18860402,2400,,,,,,,0,0,,,,,,
18860403,800,ZZW,0,,,14,0,,,75940,0,,,110,0
18860403,1400,,,,,20,0,,,,,,,,
18860403,1900,ZW,0,,,10,0,,,76220,0,,,108,0
18860403,2400,,,,,,,8,0,,,,,,
18860404,800,ZW,0,,,12,0,,,76360,0,,,68,0
18860404,1400,,,,,20,0,,,,,,,,
18860404,1900,ZW,0,,,10,0,,,76000,0,,,102,0
18860404,2400,,,,,,,0,0,,,,,,
18860405,800,WZW,0,,,18,0,,,75930,0,,,78,0
18860405,1400,,,,,20,0,,,,,,,,
18860405,1900,W,0,,,16,0,,,75870,0,,,86,0
18860405,2400,,,,,,,0,0,,,,,,
18860406,800,ZW,0,,,14,0,,,75350,0,,,86,0
18860406,1400,,,,,18,0,,,,,,,,
18860406,1900,WNW,0,,,12,0,,,75460,0,,,52,0
18860406,2400,,,,,,,0,0,,,,,,
18860407,800,WNW,0,,,18,0,,,76090,0,,,46,0
18860407,1400,,,,,22,0,,,,,,,,
18860407,1900,WNW,0,,,6,0,,,75970,0,,,66,0
18860407,2400,,,,,,,,,,,30,0,,
18860408,800,ZZW,0,,,20,0,,,74890,0,,,72,0
18860408,1400,,,,,16,0,,,,,,,,
18860408,1900,ZW,0,,,12,0,,,74460,0,,,88,0
18860408,2400,,,,,,,10,0,,,,,,
18860409,800,ZZW,0,,,14,0,,,75100,0,,,70,0
18860409,1400,,,,,16,0,,,,,,,,
18860409,1900,ZZW,0,,,8,0,,,75400,0,,,60,0
18860409,2400,,,,,,,,,,,80,0,,
18860410,800,ZZW,0,,,6,0,,,75650,0,,,34,0
18860410,1400,,,,,4,0,,,,,,,,
18860410,1900,ZZW,0,,,2,0,,,75540,0,,,68,0
18860410,2400,,,,,,,2,0,,,,,,
18860411,800,NNO,0,,,10,0,,,75400,0,,,52,0
18860411,1400,,,,,24,0,,,,,,,,
18860411,1900,NNW,0,,,18,0,,,75480,0,,,36,0
18860411,2400,,,,,,,,,,,30,0,,
18860412,800,ZZW,0,,,10,0,,,75920,0,,,46,0
18860412,1400,,,,,12,0,,,,,,,,
18860412,1900,ZW,0,,,,,,,76530,0,,,52,0
18860412,2400,,,,,,,,,,,50,0,,
18860413,800,Z,0,,,6,0,,,76590,0,,,42,0
18860413,1400,,,,,16,0,,,,,,,,
18860413,1900,NW,0,,,6,0,,,76750,0,,,72,0
18860413,2400,,,,,,,0,0,,,,,,
18860414,800,N,0,,,8,0,,,76660,0,,,44,0
18860414,1400,,,,,14,0,,,,,,,,
18860414,1900,NNO,0,,,10,0,,,76670,0,,,54,0
18860414,2400,,,,,,,10,0,,,,,,
18860415,800,N,0,,,,,,,76630,0,,,46,0
18860415,1400,,,,,10,0,,,,,,,,
18860415,1900,N,0,,,10,0,,,76610,0,,,56,0
18860415,2400,,,,,,,10,0,,,,,,
18860416,800,N,0,,,16,0,,,76550,0,,,48,0
18860416,1400,,,,,12,0,,,,,,,,
18860416,1900,NNO,0,,,12,0,,,76430,0,,,48,0
18860416,2400,,,,,,,,,,,20,0,,
18860417,800,OZO,0,,,10,0,,,76230,0,,,66,0
18860417,1400,,,,,8,0,,,,,,,,
18860417,1900,OZO,0,,,16,0,,,76210,0,,,96,0
18860417,2400,,,,,,,10,0,,,,,,
18860418,800,O,0,,,14,0,,,76090,0,,,86,0
18860418,1400,,,,,14,0,,,,,,,,
18860418,1900,ZZW,0,,,2,0,,,75910,0,,,106,0
18860418,2400,,,,,,,,,,,20,0,,
18860419,800,OZO,0,,,24,0,,,75880,0,,,86,0
18860419,1400,,,,,24,0,,,,,,,,
18860419,1900,O,0,,,28,0,,,75950,0,,,96,0
18860419,2400,,,,,,,,,,,150,0,,
18860420,800,O,0,,,26,0,,,75970,0,,,64,0
18860420,1400,,,,,28,0,,,,,,,,
18860420,1900,,,,,24,0,,,75930,0,,,60,0
18860420,2400,,,,,,,10,0,,,,,,
18860421,800,OZO,0,,,12,0,,,75810,0,,,48,0
18860421,1400,,,,,6,0,,,,,,,,
18860421,1900,ZZW,0,,,6,0,,,75900,0,,,66,0
18860421,2400,,,,,,,,,,,20,0,,
18860422,800,ZW,0,,,8,0,,,76190,0,,,66,0
18860422,1400,,,,,6,0,,,,,,,,
18860422,1900,ZW,0,,,,,,,76380,0,,,84,0
18860422,2400,,,,,,,,,,,40,0,,
18860423,800,N,0,,,,,,,76520,0,,,90,0
18860423,1400,,,,,10,0,,,,,,,,
18860423,1900,N,0,,,8,0,,,76520,0,,,84,0
18860423,2400,,,,,,,2,0,,,,,,
18860424,800,NO,0,,,6,0,,,76510,0,,,76,0
18860424,1400,,,,,12,0,,,,,,,,
18860424,1900,NO,0,,,16,0,,,76560,0,,,66,0
18860424,2400,,,,,,,0,0,,,,,,
18860425,800,N,0,,,12,0,,,76620,0,,,70,0
18860425,1400,,,,,14,0,,,,,,,,
18860425,1900,NNO,0,,,6,0,,,76750,0,,,58,0
18860425,2400,,,,,,,2,0,,,,,,
18860426,800,NO,0,,,8,0,,,76950,0,,,56,0
18860426,1400,,,,,14,0,,,,,,,,
18860426,1900,N,0,,,16,0,,,76580,0,,,52,0
18860426,2400,,,,,,,8,0,,,,,,
