DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 53,17790114,3,30030,  380,  NTW,    0,MISBET              ,     ,
 53,17790115,1,30030,  380,    N,    0,ZWAMISREG           ,     ,
 53,17790115,2,30030,  422,  NTW,    0,MOT                 ,     ,
 53,17790115,3,30030,  390,    N,    0,DOKMIS              ,     ,
 53,17790116,1,30030,  372,   NO,    0,DOKMIS              ,     ,
 53,17790116,2,30030,  390,   NO,    1,DOK                 ,     ,
 53,17790116,3,30032,  350,    O,   10,DOK                 ,     ,
 53,17790117,1,30040,  342,    O,    0,ZEEBETMIS           ,     ,
 53,17790117,2,30042,  390,    O,   10,BETMIS              ,     ,
 53,17790117,3,30040,  340,  OTZ,   20,DOKOMTHEL           ,     ,
 53,17790118,1,30033,  282, ZOTZ,   10,HEL                 ,     ,
 53,17790118,2,30033,  340,    Z,   20,HEL                 ,     ,
 53,17790118,3,30040,  280,    Z,    0,HEL                 ,     ,
 53,17790119,1,30040,  252,    Z,   20,HEL                 ,     ,
 53,17790119,2,30040,  380,  WZW,   20,HELZEEBET           ,     ,
 53,17790119,3,30050,  362,   ZW,   10,MIS                 ,     ,
 53,17790120,1,30052,  370,   ZW,    0,MIS                 ,     ,
 53,17790120,2,30052,  410,  WTN,   40,BETMIS              ,     ,
 53,17790120,3,30060,  380,    W,    1,ZWAMIS              ,     ,
 53,17790121,1,30051,  370,  ZTW,   20,DOKMIS              ,     ,
 53,17790121,2,30042,  360,    Z,   50,DOKMIS              ,     ,
 53,17790121,3,30032,  332,    Z,   40,DOK                 ,     ,
 53,17790122,1,30030,  310,    Z,   20,OMTHEL              ,     ,
 53,17790122,2,30031,  410,  ZTW,    0,OMTHEL              ,     ,
 53,17790122,3,30040,  370,    Z,    0,DOK                 ,     ,
 53,17790123,1,30041,  362,    Z,   30,BET                 ,     ,
 53,17790123,2,30050,  420, ZWTZ,   40,OMTHEL              ,     ,
 53,17790123,3,30043,  340,  ZTW,   10,BET                 ,     ,
 53,17790124,1,30042,  350,    Z,    0,ZWAMIS              ,     ,
 53,17790124,2,30040,  380,  ZZW,    0,HEL                 ,     ,
 53,17790124,3,30030,  322,    Z,   10,HEL                 ,     ,
 53,17790125,1,30011,  300,    Z,   30,HEL                 ,     ,
 53,17790125,2,30001,  392,  ZTW,   40,HEL                 ,     ,
 53,17790125,3,30000,  350, ZWTZ,   10,ZEEBETREG           ,     ,
 53,17790126,1,30000,  350,    Z,    0,MIS                 ,     ,
 53,17790126,2,29110,  400,    Z,   40,DOK                 ,     ,
 53,17790126,3,29102,  380,  ZTW,   10,DOK                 ,     ,
 53,17790127,1,29092,  360,    Z,   30,DOKREG              ,     ,
 53,17790127,2,29092,  402,  ZTO,   20,BET                 ,     ,
 53,17790127,3,29092,  372,    Z,    0,BET                 ,     ,
 53,17790128,1,29100,  352,    Z,    0,BETMIS              ,     ,
 53,17790128,2,29103,  410,    Z,    0,DOKMIS              ,     ,
 53,17790128,3,30000,  390,   ZW,    0,REG                 ,     ,
 53,17790129,1,30012,  382,   ZW,    0,MISBET              ,     ,
 53,17790129,2,30023,  450,   NW,   20,HEL                 ,     ,
 53,17790129,3,30033,  340,    W,    0,HELDAM              ,     ,
 53,17790130,1,30033,  310,  ZTW,   40,OMTHEL              ,     ,
 53,17790130,2,30032,  392,   ZW,   50,BETREG              ,     ,
 53,17790130,3,30032,  400,  WZW,   40,DOK                 ,     ,
 53,17790131,1,30041,  420,  WZW,   20,ZWAMIS              ,     ,
 53,17790131,2,30042,  460,   ZW,   32,BET                 ,     ,
 53,17790131,3,30042,  402,    W,   50,ZEEBET              ,     ,
 53,17790201,1,30023,  440,   NW,   20,DOK                 ,     ,
 53,17790201,2,30042,  472, NWTN,   20,MIS                 ,     ,
 53,17790201,3,30051,  440,     ,     ,MIS                 ,     ,
 53,17790202,1,30052,  410,   ZW,    0,MIS                 ,     ,
 53,17790202,2,30042,  440,   ZW,   30,DOKBETREG           ,     ,
 53,17790202,3,30032,  420,  WNW,   10,OMTHEL              ,     ,
 53,17790203,1,30030,  360,    W,   20,OMTHELBEW           ,     ,
 53,17790203,2,30023,  440,   NW,   40,BEW                 ,     ,
 53,17790203,3,30020,  350,   ZW,   20,OMTHELDOK           ,     ,
 53,17790204,1,30002,  442,   NW,   20,REGOMTHEL           ,     ,
 53,17790204,2,30003,  480,  WNW,   40,ZEEBETOMTHEL        ,     ,
 53,17790204,3,30002,  410,  WZW,   10,BETDAM              ,     ,
 53,17790205,1,30000,  440,  WZW,   70,DOK                 ,     ,
 53,17790205,2,30000,  470,  WTZ,   50,DOK                 ,     ,
 53,17790205,3,30002,  452,    W,   60,DOK                 ,     ,
 53,17790206,1,30002,  440,    W,   70,OMTHEL              ,     ,
 53,17790206,2,30001,  500,  WZW,   82,BET                 ,     ,
 53,17790206,3,30000,  472,  WTN,   60,ZEEBET              ,     ,
 53,17790207,1,30021,  430,  NNW,   20,OMTHELBEW           ,     ,
 53,17790207,2,30031,  480,   NW,   20,OMTHEL              ,     ,
 53,17790207,3,30032,  450,   NW,   10,DOK                 ,     ,
 53,17790208,1,30033,  460,    W,    0,MIS                 ,     ,
 53,17790208,2,30040,  520,   NW,    1,OMTHEL              ,     ,
 53,17790208,3,30042,  442,    N,    0,OMTHEL              ,     ,
 53,17790209,1,30042,  380,     ,     ,ZWANEV              ,     ,
 53,17790209,2,30042,  390,    O,    1,DOKBET              ,     ,
 53,17790209,3,30033,  470,  OZO,   30,HELNOO              ,     ,
 53,17790210,1,30023,  380,   ZO,   20,HEL                 ,     ,
 53,17790210,2,30022,  500,  ZTW,   10,HELZEEBET           ,     ,
 53,17790210,3,30022,  462,   ZW,   10,DOK                 ,     ,
 53,17790211,1,30021,  450,   ZW,   30,REGDOK              ,     ,
 53,17790211,2,30013,  500,  WZW,   30,ZEEBET              ,     ,
 53,17790211,3,30010,  430,  ZTW,    0,BET                 ,     ,
 53,17790212,1,29113,  440,    Z,   20,BETOMTHEL           ,     ,
 53,17790212,2,29111,  530,  ZTW,   30,OMTHELBET           ,     ,
 53,17790212,3,29111,  460,  ZTW,   20,BEWNOO              ,     ,
 53,17790213,1,30001,  402,  ZTW,   30,OMTHELDOK           ,     ,
 53,17790213,2,30002,  520,  ZZW,   70,BET                 ,     ,
 53,17790213,3,30002,  490,  ZTW,   80,DOK                 ,     ,
 53,17790214,1,30001,  500,  ZTW,   60,DOKREG              ,     ,
 53,17790214,2,30010,  510, ZWTZ,   60,DOKBET              ,     ,
 53,17790214,3,30023,  440,  WTZ,   20,OMTHEL              ,     ,
 53,17790215,1,30043,  400,  WTZ,    0,OMTHELNEV           ,     ,
 53,17790215,2,30052,  460,   ZW,   40,MISZEEBET           ,     ,
 53,17790215,3,30052,  410,  ZZW,   40,DOK                 ,     ,
 53,17790216,1,30041,  392,  ZTW,   42,ZEEBETOMTHEL        ,     ,
 53,17790216,2,30041,  482,   ZW,   60,REGDOK              ,     ,
 53,17790216,3,30051,  442,  WTZ,   10,DOKMIS              ,     ,
 53,17790217,1,30053,  440,  WZW,   60,DOKMIS              ,     ,
 53,17790217,2,30060,  520,   ZW,   50,ZEEBETOMTHEL        ,     ,
 53,17790217,3,30053,  460,   ZW,   20,OMTHEL              ,     ,
 53,17790218,1,30053,  440,   ZW,   40,HEL                 ,     ,
 53,17790218,2,30053,  570,   ZW,   40,HEL                 ,     ,
 53,17790218,3,30051,  442,  ZZW,   20,HEL                 ,     ,
 53,17790219,1,30041,  410,   ZW,   40,HEL                 ,     ,
 53,17790219,2,30043,  510,  WTZ,   50,HEL                 ,     ,
 53,17790219,3,30052,  490,   NW,    0,DOK                 ,     ,
 53,17790220,1,30053,  470,  ZTO,    0,DOKMISVOG           ,     ,
 53,17790220,2,30060,  532,    W,    0,ZEEBET              ,     ,
 53,17790220,3,30051,  450,  WTN,    0,BEWOMTHEL           ,     ,
 53,17790221,1,30042,  440,   ZW,   10,BEWHEL              ,     ,
 53,17790221,2,30040,  540,  WZW,   30,HEL                 ,     ,
 53,17790221,3,30031,  410,  WTN,    0,MIS                 ,     ,
 53,17790222,1,30022,  412,   ZW,   40,DOK                 ,     ,
 53,17790222,2,30023,  442,   ZW,   60,DOK                 ,     ,
 53,17790222,3,30023,  420,   ZW,   30,DOK                 ,     ,
 53,17790223,1,30023,  370,    Z,   20,DOKMIS              ,     ,
 53,17790223,2,30020,  422,    Z,    1,BEWHEL              ,     ,
 53,17790223,3,30012,  382,  ZTW,   11,HEL                 ,     ,
 53,17790224,1,30010,  400,  WZW,   20,MISVOG              ,     ,
 53,17790224,2,30021,  450,    W,   30,DOK                 ,     ,
 53,17790224,3,30023,  420,    Z,   30,DOK                 ,     ,
 53,17790225,1,30030,  392,  ZTW,   20,MISREG              ,     ,
 53,17790225,2,30031,  460,  ZZW,   20,MISZEEBET           ,     ,
 53,17790225,3,30032,  422,  ZTO,   10,MISVOG              ,     ,
 53,17790226,1,30033,  360,  ZTO,   10,NEVOMTHEL           ,     ,
 53,17790226,2,30032,  560,  ZTW,   20,OMTHEL              ,     ,
 53,17790226,3,30041,  442,  ZTW,   10,OMTHEL              ,     ,
 53,17790227,1,30050,  400,   ZW,   12,HEL                 ,     ,
 53,17790227,2,30060,  582,    W,   10,HEL                 ,     ,
 53,17790227,3,30061,  460,  ZZW,    0,HEL                 ,     ,
 53,17790228,1,30060,  420,    Z,    0,HEL                 ,     ,
 53,17790228,2,30050,  600,    Z,    0,HEL                 ,     ,
 53,17790228,3,30033,  480,  ZZO,   20,HEL                 ,     ,
 53,17790301,1,30022,  390,    Z,   20,HEL                 ,     ,
 53,17790301,2,30013,  540,   ZW,   50,HEL                 ,     ,
 53,17790301,3,30012,  460,  WNW,   22,HELBEW              ,     ,
 53,17790302,1,30021,  440,   NW,   10,OMTHEL              ,     ,
 53,17790302,2,30022,  500, NWTW,   60,BEWOMTHEL           ,     ,
 53,17790302,3,30022,  412,   NW,   20,HEL                 ,     ,
 53,17790303,1,30023,  412,   NW,   22,HELBEW              ,     ,
 53,17790303,2,30033,  492, NWTN,   50,OMTHEL              ,     ,
 53,17790303,3,30050,  422,   NW,    0,HELDAM              ,     ,
 53,17790304,1,30062,  390,     ,     ,NEVOMTHEL           ,     ,
 53,17790304,2,30070,  480,    O,   10,HEL                 ,     ,
 53,17790304,3,30072,  382,    O,    0,HEL                 ,     ,
 53,17790305,1,30072,  340,     ,     ,HEL                 ,     ,
 53,17790305,2,30072,  500,    N,    0,HEL                 ,     ,
 53,17790305,3,30071,  410,   NO,    0,HEL                 ,     ,
 53,17790306,1,30070,  402,    N,    0,MIS                 ,     ,
 53,17790306,2,30063,  530,  NNO,   20,BET                 ,     ,
 53,17790306,3,30061,  450,  NNO,   40,BET                 ,     ,
 53,17790307,1,30060,  430,  ONO,   30,MIS                 ,     ,
 53,17790307,2,30060,  450,    O,   30,MIS                 ,     ,
 53,17790307,3,30060,  432,    O,   30,OMTHEL              ,     ,
 53,17790308,1,30060,  410,  OZO,   20,HEL                 ,     ,
 53,17790308,2,30052,  502,   NO,   20,HEL                 ,     ,
 53,17790308,3,30052,  440,  ONO,   20,HEL                 ,     ,
 53,17790309,1,30043,  402,    O,   20,HEL                 ,     ,
 53,17790309,2,30040,  450,  ONO,   40,BEWDOK              ,     ,
 53,17790309,3,30032,  422,  ONO,   40,DOK                 ,     ,
 53,17790310,1,30023,  402,  OTZ,   10,HEL                 ,     ,
 53,17790310,2,30022,  500,    O,   30,HEL                 ,     ,
 53,17790310,3,30021,  440,    O,   10,HEL                 ,     ,
 53,17790311,1,30013,  320,  ZZO,   20,HEL                 ,     ,
 53,17790311,2,30010,  490,    O,   30,HEL                 ,     ,
 53,17790311,3,30002,  390,  OTZ,   10,HEL                 ,     ,
 53,17790312,1,30001,  330,   ZO,   20,HEL                 ,     ,
 53,17790312,2,30001,  530,    O,   10,HEL                 ,     ,
 53,17790312,3,30002,  430,     ,     ,HEL                 ,     ,
 53,17790313,1,30010,  380,    W,    0,HEL                 ,     ,
 53,17790313,2,30012,  570,  WTN,   30,HEL                 ,     ,
 53,17790313,3,30013,  430,  WNW,    0,BEW                 ,     ,
 53,17790314,1,30012,  440,    W,   20,BEWOMTHEL           ,     ,
 53,17790314,2,30003,  560,    W,   60,BETREG              ,     ,
 53,17790314,3,29100,  470,    W,   80,DOKREG              ,     ,
 53,17790315,1,29083,  470,   NW,   20,DOKREG              ,     ,
 53,17790315,2,29082,  490, NWTN,   60,ZEEBETREGBUG        ,     ,
 53,17790315,3,29093,  440,    N,   70,DOKREG              ,     ,
 53,17790316,1,29111,  450,   NO,   20,REGZEEBET           ,     ,
 53,17790316,2,30000,  462,   NO,   20,DOKREG              ,     ,
 53,17790316,3,30000,  450,    N,    0,DOK                 ,     ,
 53,17790317,1,29113,  442,     ,     ,DOKMIS              ,     ,
 53,17790317,2,29110,  500,     ,     ,DOK                 ,     ,
 53,17790317,3,29101,  450,     ,     ,DOK                 ,     ,
 53,17790318,1,29101,  440,    Z,   22,ZEEBETOMTHEL        ,     ,
 53,17790318,2,29090,  540,  ZZW,   40,BEW                 ,     ,
 53,17790318,3,29081,  480,  ZTO,   20,DOKBEW              ,     ,
 53,17790319,1,29070,  440,   ZW,   40,REGZEEBET           ,     ,
 53,17790319,2,29073,  500,    W,   40,REGZEEBET           ,     ,
 53,17790319,3,29090,  452,    W,   10,OMTHEL              ,     ,
 53,17790320,1,29101,  422,   ZW,   13,MISBEW              ,     ,
 53,17790320,2,29100,  560,  ZTW,   60,ZEEBET              ,     ,
 53,17790320,3,29083,  522, ZWTZ,   40,REGDOKNOO           ,     ,
 53,17790321,1,29072,  500,    W,   80,ZEEBETOMTHEL        ,     ,
 53,17790321,2,29080,  550,  WTN,   60,ZEEBETREG           ,     ,
 53,17790321,3,29102,  470,  WNW,  100,ZWABEW              ,     ,
 53,17790322,1,30021,  452,    W,   70,OMTHEL              ,     ,
 53,17790322,2,30030,  540,    W,   62,OMTHELBET           ,     ,
 53,17790322,3,30031,  492,  WZW,   60,DOK                 ,     ,
 53,17790323,1,30032,  490,    W,   40,DOK                 ,     ,
 53,17790323,2,30040,  550,    W,   40,DOK                 ,     ,
 53,17790323,3,30040,  500,   ZW,   20,DOK                 ,     ,
 53,17790324,1,30040,  420,  ZZW,   20,HEL                 ,     ,
 53,17790324,2,30040,  590,   NW,   10,HEL                 ,     ,
 53,17790324,3,30040,  500,    O,    0,HEL                 ,     ,
 53,17790325,1,30040,  480,    O,    2,HEL                 ,     ,
 53,17790325,2,30032,  600,    O,   40,HEL                 ,     ,
 53,17790325,3,30023,  530,    O,   20,HELNOO              ,     ,
 53,17790326,1,30020,  462,  OTZ,   11,HEL                 ,     ,
 53,17790326,2,30010,  620,    O,   20,HEL                 ,     ,
 53,17790326,3,30002,  530,    O,   20,HELNOO              ,     ,
 53,17790327,1,30001,  502,    O,    0,HEL                 ,     ,
 53,17790327,2,30002,  630,  OTN,   60,HEL                 ,     ,
 53,17790327,3,30030,  472,   NO,   80,ZEEBET              ,     ,
 53,17790328,1,30033,  460,   NO,   70,OMTHEL              ,     ,
 53,17790328,2,30042,  530,   NO,   60,OMTHEL              ,     ,
 53,17790328,3,30041,  442,   NO,   70,OMTHELZEEBET        ,     ,
 53,17790329,1,30041,  440, NOTN,   50,ZEEBET              ,     ,
 53,17790329,2,30033,  492, NOTN,   30,OMTHEL              ,     ,
 53,17790329,3,30032,  422,   NO,   20,HEL                 ,     ,
 53,17790330,1,30031,  420,  OTZ,    0,HEL                 ,     ,
 53,17790330,2,30030,  520,  NTW,    2,HEL                 ,     ,
 53,17790330,3,30030,  430,   NO,   10,OMTHELNOO           ,     ,
 53,17790331,1,30023,  440,  NTO,    0,HEL                 ,     ,
 53,17790331,2,30023,  450, NWTN,   30,OMTHEL              ,     ,
 53,17790331,3,30032,  490,  NTO,    2,ZEEBET              ,     ,
 53,17790401,1,     ,     ,     ,     ,                    ,     ,
 53,17790401,2,     ,     ,     ,     ,                    ,     ,
 53,17790401,3,     ,     ,     ,     ,                    ,     ,
 53,17790402,1,     ,     ,     ,     ,                    ,     ,
 53,17790402,2,     ,     ,     ,     ,                    ,     ,
 53,17790402,3,     ,     ,     ,     ,                    ,     ,
 53,17790403,1,     ,     ,     ,     ,                    ,     ,
 53,17790403,2,     ,     ,     ,     ,                    ,     ,
 53,17790403,3,     ,     ,     ,     ,                    ,     ,
 53,17790404,1,     ,     ,     ,     ,                    ,     ,
 53,17790404,2,     ,     ,     ,     ,                    ,     ,
 53,17790404,3,     ,     ,     ,     ,                    ,     ,
 53,17790405,1,     ,     ,     ,     ,                    ,     ,
 53,17790405,2,     ,     ,     ,     ,                    ,     ,
 53,17790405,3,     ,     ,     ,     ,                    ,     ,
 53,17790406,1,     ,     ,     ,     ,                    ,     ,
 53,17790406,2,     ,     ,     ,     ,                    ,     ,
 53,17790406,3,     ,     ,     ,     ,                    ,     ,
 53,17790407,1,     ,     ,     ,     ,                    ,     ,
 53,17790407,2,     ,     ,     ,     ,                    ,     ,
 53,17790407,3,     ,     ,     ,     ,                    ,     ,
 53,17790408,1,     ,     ,     ,     ,                    ,     ,
 53,17790408,2,     ,     ,     ,     ,                    ,     ,
 53,17790408,3,     ,     ,     ,     ,                    ,     ,
 53,17790409,1,     ,     ,     ,     ,                    ,     ,
 53,17790409,2,     ,     ,     ,     ,                    ,     ,
 53,17790409,3,     ,     ,     ,     ,                    ,     ,
 53,17790410,1,     ,     ,     ,     ,                    ,     ,
 53,17790410,2,     ,     ,     ,     ,                    ,     ,
 53,17790410,3,     ,     ,     ,     ,                    ,     ,
 53,17790411,1,     ,     ,     ,     ,                    ,     ,
 53,17790411,2,     ,     ,     ,     ,                    ,     ,
 53,17790411,3,     ,     ,     ,     ,                    ,     ,
 53,17790412,1,     ,     ,     ,     ,                    ,     ,
 53,17790412,2,     ,     ,     ,     ,                    ,     ,
 53,17790412,3,     ,     ,     ,     ,                    ,     ,
 53,17790413,1,     ,     ,     ,     ,                    ,     ,
 53,17790413,2,     ,     ,     ,     ,                    ,     ,
 53,17790413,3,     ,     ,     ,     ,                    ,     ,
 53,17790414,1,     ,     ,     ,     ,                    ,     ,
 53,17790414,2,     ,     ,     ,     ,                    ,     ,
 53,17790414,3,     ,     ,     ,     ,                    ,     ,
 53,17790415,1,     ,     ,     ,     ,                    ,     ,
 53,17790415,2,     ,     ,     ,     ,                    ,     ,
 53,17790415,3,     ,     ,     ,     ,                    ,     ,
 53,17790416,1,     ,     ,     ,     ,                    ,     ,
 53,17790416,2,     ,     ,     ,     ,                    ,     ,
 53,17790416,3,     ,     ,     ,     ,                    ,     ,
 53,17790417,1,     ,     ,     ,     ,                    ,     ,
 53,17790417,2,     ,     ,     ,     ,                    ,     ,
 53,17790417,3,     ,     ,     ,     ,                    ,     ,
 53,17790418,1,     ,     ,     ,     ,                    ,     ,
 53,17790418,2,     ,     ,     ,     ,                    ,     ,
 53,17790418,3,     ,     ,     ,     ,                    ,     ,
 53,17790419,1,     ,     ,     ,     ,                    ,     ,
