DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE.

The data is obtained by crosschecking and double digitization of the original observational 
documents. 

STN = national station number /(42=Zwanenburg, 43=Utrecht, 44=Haarlem, 45=Delft ,46=Alkmaar, 
      47=Bergen, 48=Haarlem2, 49=Delft/Rijnsburg, 50=Leiden, 51=Leiden2, 52=Amsterdam, 
      53=Amsterdam2, 54=Vlissingen, 55=Middelburg, 56=Breda, 57=Breda2
YYYYMMDD = datum / date (YYYY=year MM=month DD=day)
M   = meting volgnummer / measurement number (1,2 or 3)
P   = luchtdruk in Rijnlandse of Engelse duimen en lijnen / surface air pressure in 
      "Rijnlandse" or "English" inches and lines toelichting: eerste 2 cijfers is aantal duimen, 
      volgende 2 cijfers is aantal lijnen, laatste cijfer is het aantal kwarten van lijnen.
      explanation: first 2 numbers is number of inches, next 2 numbers is number of lines,
      last number is number of quarters of lines.           
      1 "Rijnlandse" inch(duim) = 12 lines = 48 kwarten = 2.62 cm; 1 "English" inch = 2.54 cm 
T   = temperatuur in Fahrenheit / temperature in Fahrenheit  (Fahrenheit -32 * (5/9)= Celsius) 
DD  = windrichting / winddirection (N=North, O=East, Z=South, W=West, T=at)
FH  = windsnelheid in diverse schalen het laatste cijfer is het aantal kwarten /
      windspeed in several scales see the metadata, the last number is number of quarters of
      degrees (example: 552 = 55 + 2/4 = 55,5)
WW  = luchtgesteldheid in 3 lettercodes/ weather conditions in three letter code
      See for code downwards 
RH  = neerslag in lijnen / precipitation in lines ( 1 line = 2.62/12 = 0.22 cm )
W2  = bijzondere weersverschijnselen / special weather conditions in code

      letter codes:
      BET = betrokken / cloudy      NOO = noorderlicht / northern lights
      BLI = bliksem / lightning     OMT = omtrent / about
      BUY = bui / shower            MOG = mottig / thick
      BYN = bijna / almost          ONW = onweer / thunderstorm
      DAM = dampig / hazy           REG = regen / rain
      DAU = dauw / dew              RET = regenachtig / rainy
      DON = donder / thunder        RYP = rijp / rime
      DOK = donker / dark           SNE = sneeuw / snow
      DRO = droog / dry             STO = stofregen / drizzle
      ENN = en / and                VEE = veel / much
      GEH = geheel / whole          VOG = vochtig / moist
      HAG = hagel / hail            WAT = wat / somewhat
      HEL = helder / clear          WEE = weerlicht / heat lightning         
      MEE = meest / mostly          YSS = ijs / ice
      MIS = mist / fog              YZL = ijzelig / glazed frost
      MIG = mistig / foggy          ZEE = zeer / very
      MOT = motregen / drizzle      ZEV = zeevlam / seafog
      NAT = natte / wet             ZWA = zwaar / heavy      
      NEV = nevel / hazy                              
                                    
STN,YYYYMMDD,M,    P,    T,   DD,   FH,                  WW,   RH,              W2
 55,17820724,3,29021,  693,  WZW,     ,OMTHEL              ,     ,
 55,17820725,1,29022,  691,  WTZ,   40,BET                 ,     ,
 55,17820725,2,29022,  661,  NNW,   50,OMTHEL              ,     ,
 55,17820725,3,29012,  653,   NO,   30,BET                 ,     ,
 55,17820726,1,28113,  672,  ONO,     ,GEHBETREGONW        ,     ,
 55,17820726,2,29002,  693,  NTW,     ,BEW                 ,     ,
 55,17820726,3,29013,  653,    O,   20,BEW                 ,     ,
 55,17820727,1,29013,  653,  OZO,   40,GEHBETREG           ,     ,
 55,17820727,2,29010,  791,  ZZW,   50,BET                 ,     ,
 55,17820727,3,29002,  653,  WZW,   80,GEHBET              ,     ,
 55,17820728,1,29003,  632,  WZW,   50,GEHBET              ,     ,
 55,17820728,2,29003,  670, ZWTW,   20,GEHBETREG           ,     ,
 55,17820728,3,29002,  603,  WZW,     ,GEHBET              ,     ,
 55,17820729,1,28111,  653,  NTW,   30,BETREG              ,     ,
 55,17820729,2,28113,  670,  NTW,   20,GEHBET              ,     ,
 55,17820729,3,29002,  603, NWTN,   10,GEHBET              ,     ,
 55,17820730,1,29003,  630,  WTZ,   50,BET                 ,     ,
 55,17820730,2,29013,  672, NWTW,   40,BET                 ,     ,
 55,17820730,3,29020,  563,  NTW,   10,BEW                 ,     ,
 55,17820731,1,29013,  603,  WTZ,   40,GEHBET              ,     ,
 55,17820731,2,29012,  693,  WTZ,   60,BEW                 ,     ,
 55,17820731,3,29010,  603,  WTZ,   10,BET                 ,     ,
 55,17820801,1,28111,  603,   ZW,   60,GEHBET              ,     ,
 55,17820801,2,28111,  672,  WZW,   40,BET                 ,     ,
 55,17820801,3,28111,  603, ZWTW,   10,GEHBET              ,     ,
 55,17820802,1,28103,  611, ZWTW,   30,OMTHEL              ,     ,
 55,17820802,2,28100,  712,  ZZW,   20,BETONWREG           ,     ,
 55,17820802,3,28093,  622,  ZTW,   30,BET                 ,     ,
 55,17820803,1,28093,  603, ZWTZ,   50,BET                 ,     ,
 55,17820803,2,28100,  670,  WTN,   90,BETREG              ,     ,
 55,17820803,3,28110,  611,  WZW,   50,BEW                 ,     ,
 55,17820804,1,28113,  603, ZWTW,   50,BEW                 ,     ,
 55,17820804,2,28113,  680, ZWTZ,     ,GEHBET              ,     ,
 55,17820804,3,28111,  582,  WTN,     ,GEHBETONWREG        ,     ,
 55,17820805,1,29010,  601, NWTW,   70,BET                 ,     ,
 55,17820805,2,29013,  653, NWTN,   90,OMTHEL              ,     ,
 55,17820805,3,29013,  592,  WZW,   40,BEW                 ,     ,
 55,17820806,1,29011,  582, ZWTW,   20,BEW                 ,     ,
 55,17820806,2,29001,  682,  WTN,   40,BET                 ,     ,
 55,17820806,3,28111,  603,   NW,   10,BEW                 ,     ,
 55,17820807,1,28083,  630,  ZTO,   40,BET                 ,     ,
 55,17820807,2,28063,  670, ZWTZ,   60,GEHBET              ,     ,
 55,17820807,3,28070,  563,  ZZW,   50,BEW                 ,     ,
 55,17820808,1,28063,  571,   ZW,   80,GEHBETREG           ,     ,
 55,17820808,2,28063,  601,   ZW,   70,GEHBET              ,     ,
 55,17820808,3,28062,  590,  WNW,   60,GEHBET              ,     ,
 55,17820809,1,28082,  561,   NW,   50,GEHBETREG           ,     ,
 55,17820809,2,28092,  622,  WTZ,   70,GEHBET              ,     ,
 55,17820809,3,28083,  590,  WZW,     ,BET                 ,     ,
 55,17820810,1,28090,  580,    W,   50,GEHBETREG           ,     ,
 55,17820810,2,28093,  632,    W,   80,GEHBET              ,     ,
 55,17820810,3,28100,  563,    W,   50,GEHBET              ,     ,
 55,17820811,1,28110,  561,    W,   70,GEHBETREG           ,     ,
 55,17820811,2,28113,  582,    W,   50,GEHBET              ,     ,
 55,17820811,3,29000,  561,    W,   20,GEHBET              ,     ,
 55,17820812,1,28113,  592, ZWTW,   30,BETREG              ,     ,
 55,17820812,2,28111,  703, ZWTW,   20,GEHBET              ,     ,
 55,17820812,3,28082,  563,  OTN,   40,GEHBETREG           ,     ,
 55,17820813,1,28063,  542,   NW,   40,GEHBETREG           ,     ,
 55,17820813,2,28092,  640,  WZW,   30,BETREG              ,     ,
 55,17820813,3,28092,  590, ZWTZ,   50,BET                 ,     ,
 55,17820814,1,28053,  590,  ZTW,   50,GEHBETREG           ,     ,
 55,17820814,2,28052,  632,  ZZW,   80,GEHBETREG           ,     ,
 55,17820814,3,28052,  590, ZWTZ,   40,BEW                 ,     ,
 55,17820815,1,28072,  611,   ZW,  120,GEHBET              ,     ,
 55,17820815,2,28100,  682,  WZW,  150,BEW                 ,     ,
 55,17820815,3,28110,  611, ZWTZ,   60,BEW                 ,     ,
 55,17820816,1,28100,  630,    Z,   50,OMTHELREG           ,     ,
 55,17820816,2,28082,  553,   ZW,   90,BET                 ,     ,
 55,17820816,3,28100,  590,  ZZW,   80,OMTHEL              ,     ,
 55,17820817,1,28103,  611,  ZZW,  110,BETREG              ,     ,
 55,17820817,2,28100,  632, ZWTZ,   80,BEWREG              ,     ,
 55,17820817,3,28093,  590,  ZZW,   50,BET                 ,     ,
 55,17820818,1,28082,  582, ZWTZ,   30,GEHBETREG           ,     ,
 55,17820818,2,28103,  613,  WTN,   90,BEWREG              ,     ,
 55,17820818,3,28113,  582, ZWTW,   50,BET                 ,     ,
 55,17820819,1,28112,  592,   ZW,   40,BET                 ,     ,
 55,17820819,2,     ,     ,     ,     ,                    ,     ,
 55,17820819,3,29000,  563,  WZW,   20,OMTHEL              ,     ,
 55,17820820,1,29002,  632,   ZW,   40,OMTHEL              ,     ,
 55,17820820,2,29010,  672,  WZW,   70,BEW                 ,     ,
 55,17820820,3,29010,  611,   ZW,     ,BET                 ,     ,
 55,17820821,1,29010,  632,  ZZW,   10,GEHBET              ,     ,
 55,17820821,2,29010,  781,  ZZW,   20,BEWREG              ,     ,
 55,17820821,3,29010,  653,    Z,     ,BETONW              ,     ,
 55,17820822,1,29001,  670, ZWTW,   20,GEHBETREG           ,     ,
 55,17820822,2,29002,  762,    W,   30,BET                 ,     ,
 55,17820822,3,29002,  603,    W,     ,BET                 ,     ,
 55,17820823,1,28102,  651,  ZZW,  120,BETONW              ,     ,
 55,17820823,2,29000,  672,   ZW,  140,GEHBET              ,     ,
 55,17820823,3,29010,  611,   ZW,   20,BEW                 ,     ,
 55,17820824,1,29013,  640, ZWTZ,   50,BET                 ,     ,
 55,17820824,2,29013,  743,  ZZW,   80,OMTHEL              ,     ,
 55,17820824,3,28113,  643,   ZO,   10,HEL                 ,     ,
 55,17820825,1,28113,  622,    W,   20,GEHBET              ,     ,
 55,17820825,2,29010,  651,   ZW,   50,GEHBETREG           ,     ,
 55,17820825,3,29013,  590,   ZW,   10,BEW                 ,     ,
 55,17820826,1,29021,  613,   ZW,   80,BEW                 ,     ,
 55,17820826,2,29023,  691,   ZW,  120,BET                 ,     ,
 55,17820826,3,29021,  611,   ZW,   60,BET                 ,     ,
 55,17820827,1,29000,  622,  ZZW,   90,BETREG              ,     ,
 55,17820827,2,28113,  661,   ZW,  120,GEHBETREG           ,     ,
 55,17820827,3,28110,  601, ZWTZ,  100,GEHBETREG           ,     ,
 55,17820828,1,28083,  542,    W,     ,GEHBETREG           ,     ,
 55,17820828,2,28100,  613,   NW,   60,BETREG              ,     ,
 55,17820828,3,28103,  561,  WZW,   40,BEWREG              ,     ,
 55,17820829,1,28102,  580,  ZZW,   50,BEW                 ,     ,
 55,17820829,2,     ,     ,     ,     ,REGHAG              ,     ,
 55,17820829,3,28100,  563,   ZW,   20,BET                 ,     ,
 55,17820830,1,28110,  580,   ZW,   60,BETREG              ,     ,
 55,17820830,2,29000,  670,  WZW,   20,BET                 ,     ,
 55,17820830,3,29010,  540,   NW,     ,OMTHELREG           ,     ,
 55,17820831,1,29023,  601,  WTN,   20,BEW                 ,     ,
 55,17820831,2,29033,  661,    W,   40,OMTHEL              ,     ,
 55,17820831,3,29033,  592, ZWTZ,     ,BET                 ,     ,
 55,17820901,1,29033,  613,    W,   40,BET                 ,     ,
 55,17820901,2,29043,  670,    W,   60,BEW                 ,     ,
 55,17820901,3,29043,  603, ZWTW,     ,BET                 ,     ,
 55,17820902,1,29053,  640,  NNW,   20,OMTHEL              ,     ,
 55,17820902,2,29061,  653,   NW,   10,BEW                 ,     ,
 55,17820902,3,29061,  540, NWTN,     ,HEL                 ,     ,
 55,17820903,1,29051,  592,  OTZ,   30,BEW                 ,     ,
 55,17820903,2,29051,  712,    O,   20,BEW                 ,     ,
 55,17820903,3,29041,  590, NOTO,     ,HEL                 ,     ,
 55,17820904,1,29032,  611,    O,   10,OMTHEL              ,     ,
 55,17820904,2,29030,  693,    O,   20,OMTHEL              ,     ,
 55,17820904,3,29023,  603,  ONO,     ,HEL                 ,     ,
 55,17820905,1,29021,  590,    O,   20,OMTHEL              ,     ,
 55,17820905,2,     ,     ,    O,   40,HEL                 ,     ,
 55,17820905,3,29023,  611,    O,   20,HEL                 ,     ,
 55,17820906,1,29031,  630,  OTZ,   30,OMTHEL              ,     ,
 55,17820906,2,29033,  722,    O,   40,HEL                 ,     ,
 55,17820906,3,29040,  611,    O,   20,HEL                 ,     ,
 55,17820907,1,29041,  613,    O,   40,HEL                 ,     ,
 55,17820907,2,     ,     ,    O,   50,HEL                 ,     ,
 55,17820907,3,29041,  622, NOTO,   60,HEL                 ,     ,
 55,17820908,1,29041,  613,  OTN,   50,HEL                 ,     ,
 55,17820908,2,29043,  703, NOTO,   70,HEL                 ,     ,
 55,17820908,3,29043,  630,  ONO,   30,HEL                 ,     ,
 55,17820909,1,29050,  611,    O,   40,OMTHEL              ,     ,
 55,17820909,2,29043,  661,  ONO,   80,OMTHEL              ,     ,
 55,17820909,3,29041,  611,  ONO,   40,HEL                 ,     ,
 55,17820910,1,29041,  592,    O,   50,HEL                 ,     ,
 55,17820910,2,     ,     ,     ,     ,                    ,     ,
 55,17820910,3,29032,  611,  ONO,   20,HEL                 ,     ,
 55,17820911,1,29021,  590,  ONO,   30,GEHBET              ,     ,
 55,17820911,2,29021,  691,  ONO,   50,BEW                 ,     ,
 55,17820911,3,29013,  611,   NO,   20,BEW                 ,     ,
 55,17820912,1,29013,  611,  NNO,   10,BEW                 ,     ,
 55,17820912,2,29020,  653,  NNO,   60,OMTHEL              ,     ,
 55,17820912,3,29020,  601,  NNO,     ,GEHBET              ,     ,
 55,17820913,1,29020,  592,    N,     ,GEHBET              ,     ,
 55,17820913,2,29020,  672, NWTN,     ,GEHBET              ,     ,
 55,17820913,3,29013,  571,  NNO,   10,BEW                 ,     ,
 55,17820914,1,29003,  590,  NTW,     ,BET                 ,     ,
 55,17820914,2,29010,  653,  NNW,   10,BETREG              ,     ,
 55,17820914,3,29002,  553, NOTN,     ,OMTHEL              ,     ,
 55,17820915,1,28110,  563,    O,     ,BEW                 ,     ,
 55,17820915,2,28103,  691,  ZTO,     ,GEHBET              ,     ,
 55,17820915,3,28093,  582,  OTZ,     ,BEW                 ,     ,
 55,17820916,1,28073,  582,    O,   20,GEHBET              ,     ,
 55,17820916,2,28062,  680, ZOTZ,   40,GEHBETREG           ,     ,
 55,17820916,3,28062,  601, ZWTZ,   60,BETREG              ,     ,
 55,17820917,1,28080,  582, ZWTZ,   20,GEHBETREG           ,     ,
 55,17820917,2,28083,  680,   ZW,   30,BET                 ,     ,
 55,17820917,3,28090,  590,  ZTW,   10,BET                 ,     ,
 55,17820918,1,28080,  590,  ZZW,   50,BETREG              ,     ,
 55,17820918,2,28082,  691, ZWTZ,   40,BEWONW              ,     ,
 55,17820918,3,28062,  590,    Z,   30,GEHBETREG           ,     ,
 55,17820919,1,28051,  521,    W,  320,GEHBETREG           ,     ,
 55,17820919,2,28103,  542,   NW,  180,BETREG              ,     ,
 55,17820919,3,29003,  523,   NW,     ,BEW                 ,     ,
 55,17820920,1,29013,  523, ZWTZ,   40,BET                 ,     ,
 55,17820920,2,29013,  651,  ZZW,   30,BET                 ,     ,
 55,17820920,3,29000,  542,  ZZW,   10,GEHBET              ,     ,
 55,17820921,1,28110,  611,   ZW,   40,BET                 ,     ,
 55,17820921,2,28113,  630, ZWTZ,   20,GEHBETREG           ,     ,
 55,17820921,3,28113,  563,  ZZW,     ,BETREG              ,     ,
 55,17820922,1,28113,  590,  ZZW,     ,BETREG              ,     ,
 55,17820922,2,29001,  701,  ZTW,     ,BETREG              ,     ,
 55,17820922,3,28110,  601,  ZTO,     ,BET                 ,     ,
 55,17820923,1,28100,  611, ZWTW,   50,OMTHELREG           ,     ,
 55,17820923,2,28100,  653,   ZW,   40,BETREG              ,     ,
 55,17820923,3,28093,  643, ZWTW,   50,GEHBETONW           ,     ,
 55,17820924,1,29001,  553,  WTN,   90,BETREG              ,     ,
 55,17820924,2,29013,  611,  WTN,  100,BET                 ,     ,
 55,17820924,3,29033,  561,  WZW,   20,BET                 ,     ,
 55,17820925,1,29021,  563,  ZZW,   60,BET                 ,     ,
 55,17820925,2,29023,  722, ZWTW,   90,BEW                 ,     ,
 55,17820925,3,29031,  643,  ZZW,     ,BET                 ,     ,
 55,17820926,1,29030,  580,  ZTW,   30,OMTHEL              ,     ,
 55,17820926,2,     ,     ,     ,     ,                    ,     ,
 55,17820926,3,29010,  643,   ZO,     ,GEHBET              ,     ,
 55,17820927,1,28113,  630,   ZW,   50,BETREG              ,     ,
 55,17820927,2,29000,  643,   ZW,   30,BEWREG              ,     ,
 55,17820927,3,29013,  582,  WZW,  100,                    ,     ,
 55,17820928,1,29033,  563,  WNW,   40,BEW                 ,     ,
 55,17820928,2,29050,  651,  WTZ,   60,OMTHEL              ,     ,
 55,17820928,3,29043,  561,   ZW,   50,BEW                 ,     ,
 55,17820929,1,29023,  540,  ZZW,   70,GEHBETREG           ,     ,
 55,17820929,2,29020,  582,  ZZW,   90,GEHBETREG           ,     ,
 55,17820929,3,29010,  563,  ZZW,   80,GEHBET              ,     ,
 55,17820930,1,28092,  601,    W,     ,BETREG              ,     ,
 55,17820930,2,28110,  563,  WTN,     ,BET                 ,     ,
 55,17820930,3,29000,  532,  WTN,     ,BEW                 ,     ,
 55,17821001,1,29013,  513,  WTN,   50,BETREG              ,     ,
 55,17821001,2,29021,  540,  WTN,   90,BEW                 ,     ,
 55,17821001,3,29030,  452, ZWTW,   50,BETREG              ,     ,
 55,17821002,1,28103,  463,  ZZO,  110,GEHBETREG           ,     ,
 55,17821002,2,28062,  502,  ZTW,  130,GEHBETREG           ,     ,
 55,17821002,3,28043,  511,  ZZW,   40,GEHBETREGONW        ,     ,
 55,17821003,1,28052,  502, NWTW,     ,BETREG              ,     ,
 55,17821003,2,     ,     ,     ,     ,                    ,     ,
 55,17821003,3,28103,  523,  NNO,   40,GEHBETREG           ,     ,
 55,17821004,1,29002,  473,   NW,   40,BETREG              ,     ,
 55,17821004,2,29003,  521, NWTN,   80,BETREGHAG           ,     ,
 55,17821004,3,29003,  452, NWTN,   50,BEW                 ,     ,
 55,17821005,1,28103,  500,   NW,   60,GEHBETREG           ,     ,
 55,17821005,2,28110,  542, NOTN,   70,GEHBETREG           ,     ,
 55,17821005,3,28112,  492, NOTN,   20,GEHBETREG           ,     ,
 55,17821006,1,28103,  513,    N,   30,GEHBETREG           ,     ,
 55,17821006,2,28103,  502,    N,   50,GEHBETREG           ,     ,
 55,17821006,3,28093,  500,   NW,     ,GEHBETREG           ,     ,
 55,17821007,1,28100,  521, NOTO,     ,BETREG              ,     ,
 55,17821007,2,28102,  563, NOTO,     ,BET                 ,     ,
 55,17821007,3,28103,  513,    O,     ,GEHBET              ,     ,
 55,17821008,1,28110,  502,   NO,     ,BET                 ,     ,
 55,17821008,2,28113,  590,  OTN,     ,BEW                 ,     ,
 55,17821008,3,29000,  513, NOTN,     ,BEW                 ,     ,
 55,17821009,1,29000,  473,  OTN,   40,GEHBET              ,     ,
 55,17821009,2,29000,  542,  OTZ,   20,BEW                 ,     ,
 55,17821009,3,28110,  473,    O,   20,BEWNOO              ,     ,
 55,17821010,1,28083,  452,  OTZ,   40,BEW                 ,     ,
 55,17821010,2,28070,  532,  OTZ,   20,BET                 ,     ,
 55,17821010,3,28060,  473,  OTZ,   20,GEHBET              ,     ,
 55,17821011,1,28051,  463,    O,   50,GEHBET              ,     ,
 55,17821011,2,28052,  500,   NO,   70,BET                 ,     ,
 55,17821011,3,28053,  463,   NO,  240,GEHBET              ,     ,
 55,17821012,1,28070,  452, NOTO,   90,BETREG              ,     ,
 55,17821012,2,28083,  511,    N,   20,BETREG              ,     ,
 55,17821012,3,28100,  473,  NTO,   50,BEW                 ,     ,
 55,17821013,1,28112,  452,  WTN,   20,BETREG              ,     ,
 55,17821013,2,29002,  532,  NNW,   10,BEWREG              ,     ,
 55,17821013,3,29012,  473,  NNO,     ,BEWREG              ,     ,
 55,17821014,1,29021,  410,    O,     ,OMTHELREG           ,     ,
 55,17821014,2,     ,     ,     ,     ,                    ,     ,
 55,17821014,3,29030,  471, NWTW,   20,BEWREGONW           ,     ,
 55,17821015,1,29023,  463, NWTW,     ,BETREG              ,     ,
 55,17821015,2,29030,  542,  WNW,     ,BETREG              ,     ,
 55,17821015,3,29033,  473,  WTN,   20,GEHBET              ,     ,
 55,17821016,1,29040,  431,  ZZW,     ,OMTHELREG           ,     ,
 55,17821016,2,29043,  580,   ZW,     ,OMTHEL              ,     ,
 55,17821016,3,29043,  452,  ZZW,     ,HEL                 ,     ,
 55,17821017,1,29041,  471, ZWTZ,     ,GEHBET              ,     ,
 55,17821017,2,29050,  553, NWTW,   10,GEHBET              ,     ,
 55,17821017,3,29051,  500, NWTN,   20,OMTHEL              ,     ,
 55,17821018,1,29050,  492,    W,     ,OMTHEL              ,     ,
