Year,Month,Day,Time,Tmin,Tmax,Tavg,Tdiff,Humidity,Pressure,Wind Speed (meter)
1912,9,2,18:30:00,24,33.5,28.75,9.5,78,746.3,3
1912,9,3,18:00:00,25,30,27.5,5,88,745.2,4.1
1912,9,4,17:00:00,23,25,24,2,86,746.7,1.5
1912,9,5,17:00:00,20,24,22,4,89,749.5,5.5
1912,9,6,18:00:00,20,24,22,4,91,752.2,4.8
1912,9,7,18:00:00,23.5,28,25.75,4.5,86,749.4,1.6
1912,9,8,17:00:00,14,28,21,14,91,751.6,7.6
1912,9,9,18:00:00,11.9,23,17.45,11.1,87,757.4,2.9
1912,9,10,18:00:00,15,25,20,10,88,754.4,3.5
1912,9,11,18:00:00,14.5,25,19.75,10.5,88,754,4.8
1912,9,12,18:00:00,16,21.5,18.75,5.5,,753.5,6
